_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-17.4046283975994,GO:0003712,M1,1,0,GO Molecular Functions,21,transcription coregulator activity,,-17.4046283975994,3.6806006493506493,11.088218265705954,30230,550,896,60,6.696428571428571,0.8350582084679493,166|595|607|862|3400|4299|4664|4793|4848|4863|6880|6882|6942|7041|8805|8861|9139|9325|9500|9541|9611|9734|10001|10138|10413|10524|10848|11030|11143|23054|23373|23635|25937|26039|26471|27125|27324|29079|51132|51564|51616|55122|57496|57591|57649|64784|79047|81550|84441|84444|84969|112950|119392|126374|147339|163126|200186|219541|256643|283149,TLE5|CCND1|BCL9|RUNX1T1|ID4|AFF1|NAB1|NFKBIB|CNOT2|NPAT|TAF9|TAF11|TCF20|TGFB1I1|TRIM24|LDB1|CBFA2T2|TRIP4|MAGED1|CIRSR|NCOR1|HDAC9|MED6|YAF2|YAP1|KAT5|PPP1R13L|RBPMS|KAT7|NCOA6|CRTC1|SSBP2|WWTR1|SS18L1|NUPR1|AFF4|TOX3|MED4|RLIM|HDAC7|TAF9B|AKIRIN2|MRTFB|MRTFA|PHF12|CRTC3|KCTD15|TDRD3|MAML2|DOT1L|TOX2|MED8|SFR1|WTIP|ARK2N|EID2|CRTC2|MED19|BCLAF3|BCL9L,-12.945054991494747,0,1,1,1,-17.4046283975994,3.836523530817009,
1,-10.606978542222242,GO:0003713,M1,1,0,GO Molecular Functions,21,transcription coactivator activity,,-10.606978542222242,3.836523530817009,8.614729051599914,30230,299,896,34,3.794642857142857,0.6383091602361017,607|4793|4863|6880|6882|6942|7041|8805|8861|9325|9500|10001|10138|10413|10524|11030|23054|23373|23635|25937|26039|26471|27324|29079|57496|57591|64784|81550|84441|84444|84969|119392|200186|283149,BCL9|NFKBIB|NPAT|TAF9|TAF11|TCF20|TGFB1I1|TRIM24|LDB1|TRIP4|MAGED1|MED6|YAF2|YAP1|KAT5|RBPMS|NCOA6|CRTC1|SSBP2|WWTR1|SS18L1|NUPR1|TOX3|MED4|MRTFB|MRTFA|CRTC3|TDRD3|MAML2|DOT1L|TOX2|SFR1|CRTC2|BCL9L,-6.925556386501234,0,1,0,0,-17.4046283975994,3.836523530817009,
1,-5.644796388235105,GO:0003714,M1,1,0,GO Molecular Functions,21,transcription corepressor activity,,-5.644796388235105,3.2650489631336406,5.85238661853521,30230,217,896,21,2.34375,0.5054191108464509,166|595|862|3400|4863|9139|9541|9611|9734|10138|10413|10848|25937|51132|51564|51616|57649|79047|126374|147339|163126,TLE5|CCND1|RUNX1T1|ID4|NPAT|CBFA2T2|CIRSR|NCOR1|HDAC9|YAF2|YAP1|PPP1R13L|WWTR1|RLIM|HDAC7|TAF9B|PHF12|KCTD15|WTIP|ARK2N|EID2,-2.933411009136653,0,1,0,0,-17.4046283975994,3.836523530817009,
1,-12.801997040838922,GO:0031012,M1,1,0,GO Cellular Components,20,extracellular matrix,,-12.801997040838922,3.3142278276733093,9.202663563525906,30230,509,896,50,5.580357142857143,0.7668460223043284,333|1307|1311|1634|1946|2147|2158|2162|2662|3263|3383|3697|4052|4060|4324|4969|5118|5806|6281|6383|6387|7041|7044|7059|7060|8425|8510|8532|10082|10631|11117|23767|51129|54507|63827|64129|64856|80760|83546|90187|127435|129804|136227|143282|145864|151887|221914|255743|284018|284297,APLP1|COL16A1|COMP|DCN|EFNA5|F2|F9|F13A1|GDF10|HPX|ICAM1|ITIH1|LTBP1|LUM|MMP15|OGN|PCOLCE|PTX3|S100A10|SDC2|CXCL12|TGFB1I1|LEFTY2|THBS3|THBS4|LTBP4|MMP23B|CPZ|GPC6|POSTN|EMILIN1|FLRT3|ANGPTL4|ADAMTSL4|BCAN|TINAGL1|VWA1|ITIH5|RTBDN|EMILIN3|PODN|FBLN7|COL26A1|FGFBP3|HAPLN3|CCDC80|GPC2|NPNT|C17orf58|SSC5D,-8.6574245744212,0,2,1,1,-12.801997040838922,6.53009792626728,
1,-12.63987672580619,GO:0030312,M1,1,0,GO Cellular Components,20,external encapsulating structure,,-12.63987672580619,3.281988257365203,9.119689273247928,30230,514,896,50,5.580357142857143,0.7668460223043284,333|1307|1311|1634|1946|2147|2158|2162|2662|3263|3383|3697|4052|4060|4324|4969|5118|5806|6281|6383|6387|7041|7044|7059|7060|8425|8510|8532|10082|10631|11117|23767|51129|54507|63827|64129|64856|80760|83546|90187|127435|129804|136227|143282|145864|151887|221914|255743|284018|284297,APLP1|COL16A1|COMP|DCN|EFNA5|F2|F9|F13A1|GDF10|HPX|ICAM1|ITIH1|LTBP1|LUM|MMP15|OGN|PCOLCE|PTX3|S100A10|SDC2|CXCL12|TGFB1I1|LEFTY2|THBS3|THBS4|LTBP4|MMP23B|CPZ|GPC6|POSTN|EMILIN1|FLRT3|ANGPTL4|ADAMTSL4|BCAN|TINAGL1|VWA1|ITIH5|RTBDN|EMILIN3|PODN|FBLN7|COL26A1|FGFBP3|HAPLN3|CCDC80|GPC2|NPNT|C17orf58|SSC5D,-8.6574245744212,0,2,0,0,-12.801997040838922,6.53009792626728,
1,-7.200405703417828,M5884,M1,1,0,Canonical Pathways,11,NABA CORE MATRISOME,,-7.200405703417828,3.3125405844155846,6.732886594446229,30230,275,896,27,3.013392857142857,0.571123138854726,1307|1311|1634|3487|3489|4052|4060|4917|4969|5118|6696|7059|7060|8425|10631|11117|25987|63827|64129|64856|90187|127435|129804|136227|145864|148113|255743,COL16A1|COMP|DCN|IGFBP4|IGFBP6|LTBP1|LUM|NTN3|OGN|PCOLCE|SPP1|THBS3|THBS4|LTBP4|POSTN|EMILIN1|TSKU|BCAN|TINAGL1|VWA1|EMILIN3|PODN|FBLN7|COL26A1|HAPLN3|CILP2|NPNT,-4.041862292977157,0,2,0,0,-12.801997040838922,6.53009792626728,
1,-5.1787893768559545,M3008,M1,1,0,Canonical Pathways,11,NABA ECM GLYCOPROTEINS,,-5.1787893768559545,3.2706017674927113,5.5736882044283425,30230,196,896,19,2.1205357142857144,0.48129858255822455,1311|3487|3489|4052|4917|5118|6696|7059|7060|8425|10631|11117|25987|64129|64856|90187|129804|148113|255743,COMP|IGFBP4|IGFBP6|LTBP1|NTN3|PCOLCE|SPP1|THBS3|THBS4|LTBP4|POSTN|EMILIN1|TSKU|TINAGL1|VWA1|EMILIN3|FBLN7|CILP2|NPNT,-2.5765484671825707,0,2,0,0,-12.801997040838922,6.53009792626728,
1,-4.52250390528568,GO:0005201,M1,1,0,GO Molecular Functions,21,extracellular matrix structural constituent,,-4.52250390528568,3.1688412588792425,5.114842831997485,30230,181,896,17,1.8973214285714286,0.45578169979999666,1307|1311|1634|4052|4060|4969|5118|7059|7286|8425|10631|11117|64129|64856|90187|127435|255743,COL16A1|COMP|DCN|LTBP1|LUM|OGN|PCOLCE|THBS3|TUFT1|LTBP4|POSTN|EMILIN1|TINAGL1|VWA1|EMILIN3|PODN|NPNT,-2.1043231843392527,0,2,0,0,-12.801997040838922,6.53009792626728,
1,-3.5845730416083588,GO:0005614,M1,1,0,GO Cellular Components,20,interstitial matrix,,-3.5845730416083588,6.53009792626728,5.383908110352782,30230,31,896,6,0.6696428571428571,0.27246367745749955,1307|4060|54507|64856|136227|151887,COL16A1|LUM|ADAMTSL4|VWA1|COL26A1|CCDC80,-1.457438095419312,0,2,0,0,-12.801997040838922,6.53009792626728,
1,-3.3237857492538287,GO:0030198,M1,1,0,GO Biological Processes,19,extracellular matrix organization,19_GO:0009987 cellular process,-3.3237857492538287,2.3188205694649,3.9508797612542756,30230,291,896,20,2.232142857142857,0.49352031726024365,333|858|1307|1311|2824|4060|4324|5806|6692|7092|8425|8510|8751|10631|10653|11117|54507|64856|151887|255743,APLP1|CAV2|COL16A1|COMP|GPM6B|LUM|MMP15|PTX3|SPINT1|TLL1|LTBP4|MMP23B|ADAM15|POSTN|SPINT2|EMILIN1|ADAMTSL4|VWA1|CCDC80|NPNT,-1.2890939797802434,0,2,0,0,-12.801997040838922,6.53009792626728,
