Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Cellular Components,20,GO:0005669,transcription factor TFIID complex,,-4.4,6.1,6,30230,44,896,8,0.89,0.31,2961|6874|6880|6881|6882|51616|83860|129685,GTF2E2|TAF4|TAF9|TAF10|TAF11|TAF9B|TAF3|TAF8,-2,MyList
KEGG Pathway,24,hsa03022,Basal transcription factors,,-4.4,6.1,6,30230,44,896,8,0.89,0.31,2961|6874|6880|6881|6882|51616|83860|129685,GTF2E2|TAF4|TAF9|TAF10|TAF11|TAF9B|TAF3|TAF8,-2,MyList
GO Biological Processes,19,GO:0008064,regulation of actin polymerization or depolymerization,19_GO:0050789 regulation of biological process,-4.4,3.4,5.1,30230,150,896,15,1.7,0.43,822|2039|6387|9113|9530|10602|11135|25959|29108|54434|55243|64857|146206|148170|253725,CAPG|DMTN|CXCL12|LATS1|BAG4|CDC42EP3|CDC42EP1|KANK2|PYCARD|SSH1|KIRREL1|PLEKHG2|CARMIL2|CDC42EP5|WASHC2C,-2,MyList
GO Biological Processes,19,GO:0030178,negative regulation of Wnt signaling pathway,19_GO:0048519 negative regulation of biological process,-4.4,3.1,5,30230,186,896,17,1.9,0.46,166|1454|2719|2737|3487|3489|4300|4772|6934|9113|9686|10297|25937|25987|56998|64897|83786,TLE5|CSNK1E|GPC3|GLI3|IGFBP4|IGFBP6|MLLT3|NFATC1|TCF7L2|LATS1|VGLL4|APC2|WWTR1|TSKU|CTNNBIP1|C12orf43|FRMD8,-2,MyList
GO Biological Processes,19,GO:0010810,regulation of cell-substrate adhesion,19_GO:0050789 regulation of biological process,-4.4,2.9,4.9,30230,224,896,19,2.1,0.48,71|1307|1946|2039|2824|4653|4739|6239|6281|8751|8861|9723|11117|11170|79834|136227|151887|253725|255743,ACTG1|COL16A1|EFNA5|DMTN|GPM6B|MYOC|NEDD9|RREB1|S100A10|ADAM15|LDB1|SEMA3E|EMILIN1|FAM107A|PEAK1|COL26A1|CCDC80|WASHC2C|NPNT,-2,MyList
GO Molecular Functions,21,GO:0070530,K63-linked polyubiquitin modification-dependent protein binding,,-4.4,8.8,6.5,30230,23,896,6,0.67,0.27,10133|51720|54629|79155|254225|257397,OPTN|UIMC1|MINDY2|TNIP2|RNF169|TAB3,-2,MyList
KEGG Pathway,24,hsa03082,ATP-dependent chromatin remodeling,,-4.3,3.7,5.2,30230,117,896,13,1.5,0.4,71|605|3014|10524|23506|26039|29998|54107|54815|65980|83444|124944|283899,ACTG1|BCL7A|H2AX|KAT5|BICRAL|SS18L1|BICRA|POLE3|GATAD2A|BRD9|INO80B|BACC1|INO80E,-2,MyList
GO Biological Processes,19,GO:0060828,regulation of canonical Wnt signaling pathway,19_GO:0050896 response to stimulus,-4.3,2.6,4.7,30230,286,896,22,2.5,0.52,166|1453|1454|1501|2719|2737|3487|3489|4300|5218|6787|6934|8658|9113|10297|10413|25937|25960|56998|57664|83786|84327,TLE5|CSNK1D|CSNK1E|CTNND2|GPC3|GLI3|IGFBP4|IGFBP6|MLLT3|CDK14|NEK4|TCF7L2|TNKS|LATS1|APC2|YAP1|WWTR1|ADGRA2|CTNNBIP1|PLEKHA4|FRMD8|ZBED3,-1.9,MyList
GO Cellular Components,20,GO:0015629,actin cytoskeleton,,-4.3,2.1,4.5,30230,503,896,32,3.6,0.62,71|822|1265|2039|4634|4703|5782|7136|7138|7456|7739|10297|10398|10529|10602|11135|11155|11170|11346|25876|26037|27147|54751|56776|57584|57619|79778|79834|80774|146206|201191|359845,ACTG1|CAPG|CNN2|DMTN|MYL3|NEB|PTPN12|TNNI2|TNNT1|WIPF1|ZNF185|APC2|MYL9|NEBL|CDC42EP3|CDC42EP1|LDB3|FAM107A|SYNPO|SPEF1|SIPA1L1|DENND2A|FBLIM1|FMN2|ARHGAP21|SHROOM3|MICALL2|PEAK1|LIMD2|CARMIL2|SAMD14|RFLNB,-1.9,MyList
GO Biological Processes,19,GO:2000052,positive regulation of non-canonical Wnt signaling pathway,19_GO:0048518 positive regulation of biological process,-4.3,11,6.9,30230,15,896,5,0.56,0.25,1453|1454|2719|4300|57664,CSNK1D|CSNK1E|GPC3|MLLT3|PLEKHA4,-1.9,MyList
CORUM,33,CORUM:492,DA complex,,-4.3,11,6.9,30230,15,896,5,0.56,0.25,6874|6880|6881|6882|83860,TAF4|TAF9|TAF10|TAF11|TAF3,-1.9,MyList
GO Molecular Functions,21,GO:0001217,DNA-binding transcription repressor activity,,-4.3,2.5,4.7,30230,308,896,23,2.6,0.53,2077|3166|3297|3660|4286|4335|5978|6909|6934|7227|7799|8553|9745|11278|23528|27086|55553|79365|84524|146542|148398|344658|403341,ERF|HMX1|HSF1|IRF2|MITF|MNT|REST|TBX2|TCF7L2|TRPS1|PRDM2|BHLHE40|ZNF536|KLF12|ZNF281|FOXP1|SOX6|BHLHE41|ZC3H8|ZNF688|SAMD11|SAMD7|ZBTB34,-1.9,MyList
GO Biological Processes,19,GO:0051345,positive regulation of hydrolase activity,19_GO:0065007 biological regulation,-4.3,3.9,5.2,30230,103,896,12,1.3,0.38,6001|6281|9712|10010|10297|22841|26037|27237|57333|65078|81565|112574,RGS10|S100A10|USP6NL|TANK|APC2|RAB11FIP2|SIPA1L1|ARHGEF16|RCN3|RTN4R|NDEL1|SNX18,-1.9,MyList
GO Biological Processes,19,GO:0061138,morphogenesis of a branching epithelium,19_GO:0032502 developmental process,-4.2,3.1,4.9,30230,172,896,16,1.8,0.44,2719|2737|3479|5076|5361|6692|6909|9620|9723|10252|10413|10653|30812|55727|56998|255743,GPC3|GLI3|IGF1|PAX2|PLXNA1|SPINT1|TBX2|CELSR1|SEMA3E|SPRY1|YAP1|SPINT2|SOX8|BTBD7|CTNNBIP1|NPNT,-1.9,MyList
GO Biological Processes,19,GO:1902749,regulation of cell cycle G2/M phase transition,19_GO:0050789 regulation of biological process,-4.2,3.7,5.1,30230,120,896,13,1.5,0.4,595|1026|8766|29997|51149|51720|54984|57099|58493|60672|79035|116224|124790,CCND1|CDKN1A|RAB11A|NOP53|MRNIP|UIMC1|PINX1|AVEN|INIP|MIIP|NABP2|PABIR1|HEXIM2,-1.9,MyList
GO Molecular Functions,21,GO:0016922,nuclear receptor binding,,-4.2,3.4,5,30230,138,896,14,1.6,0.41,6777|6881|6882|6934|7041|8805|9113|9325|9326|9611|23054|27086|29079|55791,STAT5B|TAF10|TAF11|TCF7L2|TGFB1I1|TRIM24|LATS1|TRIP4|ZNHIT3|NCOR1|NCOA6|FOXP1|MED4|LRIF1,-1.9,MyList
GO Biological Processes,19,GO:0150116,regulation of cell-substrate junction organization,19_GO:0050789 regulation of biological process,-4.2,4.6,5.4,30230,74,896,10,1.1,0.35,71|1307|1946|2039|2824|4653|6281|8861|11170|79834,ACTG1|COL16A1|EFNA5|DMTN|GPM6B|MYOC|S100A10|LDB1|FAM107A|PEAK1,-1.9,MyList
GO Molecular Functions,21,GO:0070063,RNA polymerase binding,,-4.2,5.1,5.5,30230,60,896,9,1,0.33,904|2073|4734|6881|51322|57661|58506|84337|144108,CCNT1|ERCC5|NEDD4|TAF10|WAC|PHRF1|SCAF1|ELOF1|SPTY2D1,-1.9,MyList
GO Biological Processes,19,GO:0007411,axon guidance,19_GO:0032502 developmental process,-4.2,2.8,4.7,30230,232,896,19,2.1,0.48,1946|1947|1948|1949|2044|2049|2737|4756|4854|4917|6091|6092|6387|9723|10501|23767|57549|57715|89884,EFNA5|EFNB1|EFNB2|EFNB3|EPHA5|EPHB3|GLI3|NEO1|NOTCH3|NTN3|ROBO1|ROBO2|CXCL12|SEMA3E|SEMA6B|FLRT3|IGSF9|SEMA4G|LHX4,-1.8,MyList
GO Biological Processes,19,GO:0032535,regulation of cellular component size,19_GO:0065007 biological regulation,-4.2,2.4,4.5,30230,356,896,25,2.8,0.55,361|822|1946|2039|4703|6387|6696|6792|9113|9530|10602|10723|11135|25959|29108|54434|54785|55243|57468|64857|65078|84335|146206|148170|253725,AQP4|CAPG|EFNA5|DMTN|NEB|CXCL12|SPP1|CDKL5|LATS1|BAG4|CDC42EP3|SLC12A7|CDC42EP1|KANK2|PYCARD|SSH1|BORCS6|KIRREL1|SLC12A5|PLEKHG2|RTN4R|AKT1S1|CARMIL2|CDC42EP5|WASHC2C,-1.8,MyList
GO Biological Processes,19,GO:2000050,regulation of non-canonical Wnt signaling pathway,19_GO:0050896 response to stimulus,-4.1,8.1,6.2,30230,25,896,6,0.67,0.27,1453|1454|2719|4300|25876|57664,CSNK1D|CSNK1E|GPC3|MLLT3|SPEF1|PLEKHA4,-1.8,MyList
GO Biological Processes,19,GO:0060485,mesenchyme development,19_GO:0032502 developmental process,-4.1,2.7,4.7,30230,253,896,20,2.2,0.49,1947|3082|3479|4734|5076|6091|6092|6881|6909|8751|9723|10252|10413|10501|23420|25937|30812|57181|57715|359845,EFNB1|HGF|IGF1|NEDD4|PAX2|ROBO1|ROBO2|TAF10|TBX2|ADAM15|SEMA3E|SPRY1|YAP1|SEMA6B|NOMO1|WWTR1|SOX8|SLC39A10|SEMA4G|RFLNB,-1.8,MyList
CORUM,33,CORUM:493,DAB complex,,-4.1,11,6.7,30230,16,896,5,0.56,0.25,6874|6880|6881|6882|83860,TAF4|TAF9|TAF10|TAF11|TAF3,-1.8,MyList
Reactome Gene Sets,6,R-HSA-167161,HIV Transcription Initiation,,-4.1,5.6,5.6,30230,48,896,8,0.89,0.31,2961|6874|6880|6881|6882|51616|83860|129685,GTF2E2|TAF4|TAF9|TAF10|TAF11|TAF9B|TAF3|TAF8,-1.8,MyList
Reactome Gene Sets,6,R-HSA-73779,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,,-4.1,5.6,5.6,30230,48,896,8,0.89,0.31,2961|6874|6880|6881|6882|51616|83860|129685,GTF2E2|TAF4|TAF9|TAF10|TAF11|TAF9B|TAF3|TAF8,-1.8,MyList
Reactome Gene Sets,6,R-HSA-73776,RNA Polymerase II Promoter Escape,,-4.1,5.6,5.6,30230,48,896,8,0.89,0.31,2961|6874|6880|6881|6882|51616|83860|129685,GTF2E2|TAF4|TAF9|TAF10|TAF11|TAF9B|TAF3|TAF8,-1.8,MyList
WikiPathways,27,WP5053,Development of ureteric derived collecting system,,-4.1,5.6,5.6,30230,48,896,8,0.89,0.31,595|1634|2719|2737|5076|9620|10220|10252,CCND1|DCN|GPC3|GLI3|PAX2|CELSR1|GDF11|SPRY1,-1.8,MyList
Reactome Gene Sets,6,R-HSA-75953,RNA Polymerase II Transcription Initiation,,-4.1,5.6,5.6,30230,48,896,8,0.89,0.31,2961|6874|6880|6881|6882|51616|83860|129685,GTF2E2|TAF4|TAF9|TAF10|TAF11|TAF9B|TAF3|TAF8,-1.8,MyList
Reactome Gene Sets,6,R-HSA-167162,RNA Polymerase II HIV Promoter Escape,,-4.1,5.6,5.6,30230,48,896,8,0.89,0.31,2961|6874|6880|6881|6882|51616|83860|129685,GTF2E2|TAF4|TAF9|TAF10|TAF11|TAF9B|TAF3|TAF8,-1.8,MyList
GO Biological Processes,19,GO:0046785,microtubule polymerization,19_GO:0009987 cellular process,-4.1,5.6,5.6,30230,48,896,8,0.89,0.31,1453|5116|51199|54820|80097|81565|122060|653784,CSNK1D|PCNT|NIN|NDE1|MZT2B|NDEL1|SLAIN1|MZT2A,-1.8,MyList
Reactome Gene Sets,6,R-HSA-76042,RNA Polymerase II Transcription Initiation And Promoter Clearance,,-4.1,5.6,5.6,30230,48,896,8,0.89,0.31,2961|6874|6880|6881|6882|51616|83860|129685,GTF2E2|TAF4|TAF9|TAF10|TAF11|TAF9B|TAF3|TAF8,-1.8,MyList
GO Biological Processes,19,GO:0030031,cell projection assembly,19_GO:0009987 cellular process,-4.1,2.2,4.4,30230,469,896,30,3.3,0.6,822|1453|2039|4744|4750|5116|7802|9530|9857|25876|25937|26146|50487|54806|57348|64792|65062|79140|84080|84140|85302|90355|92482|94137|112752|123811|127733|136332|147700|152206,CAPG|CSNK1D|DMTN|NEFH|NEK1|PCNT|DNALI1|BAG4|CEP350|SPEF1|WWTR1|TRAF3IP1|PLA2G3|AHI1|TTYH1|IFT22|TMEM237|CCDC28B|ENKD1|FAM161A|FBF1|MACIR|BBIP1|RP1L1|IFT43|CEP20|UBXN10|LRGUK|KLC3|CCDC13,-1.8,MyList
GO Biological Processes,19,GO:0032784,regulation of DNA-templated transcription elongation,19_GO:0050789 regulation of biological process,-4.1,3.8,5,30230,107,896,12,1.3,0.38,904|8861|9878|10001|11143|29079|57117|80789|84524|92105|112950|219541,CCNT1|LDB1|TOX4|MED6|KAT7|MED4|INTS12|INTS5|ZC3H8|INTS4|MED8|MED19,-1.8,MyList
GO Biological Processes,19,GO:0045596,negative regulation of cell differentiation,19_GO:0032502 developmental process,-4.1,1.9,4.3,30230,755,896,42,4.7,0.71,605|862|972|1949|2147|2737|3400|3479|3707|4211|4772|4854|5978|6096|6461|6522|6696|6777|7041|7424|8861|9607|9759|10220|10252|10413|23506|25937|25987|27086|29998|30812|51564|53342|55553|56478|65078|65980|79365|84524|114990|359845,BCL7A|RUNX1T1|CD74|EFNB3|F2|GLI3|ID4|IGF1|ITPKB|MEIS1|NFATC1|NOTCH3|REST|RORB|SHB|SLC4A2|SPP1|STAT5B|TGFB1I1|VEGFC|LDB1|CARTPT|HDAC4|GDF11|SPRY1|YAP1|BICRAL|WWTR1|TSKU|FOXP1|BICRA|SOX8|HDAC7|IL17D|SOX6|EIF4ENIF1|RTN4R|BRD9|BHLHE41|ZC3H8|VASN|RFLNB,-1.8,MyList
GO Biological Processes,19,GO:0050767,regulation of neurogenesis,19_GO:0032502 developmental process,-4.1,2.3,4.5,30230,360,896,25,2.8,0.55,1946|1949|2147|2737|3400|4311|5978|6091|6092|6281|6387|6692|6696|6792|7424|8553|10413|26039|30812|51132|51199|65078|79006|79365|84079,EFNA5|EFNB3|F2|GLI3|ID4|MME|REST|ROBO1|ROBO2|S100A10|CXCL12|SPINT1|SPP1|CDKL5|VEGFC|BHLHE40|YAP1|SS18L1|SOX8|RLIM|NIN|RTN4R|METRN|BHLHE41|ANKRD27,-1.8,MyList
CORUM,33,CORUM:155,TFIID complex,,-4.1,15,7.3,30230,9,896,4,0.45,0.22,6874|6880|6881|6882,TAF4|TAF9|TAF10|TAF11,-1.8,MyList
GO Molecular Functions,21,GO:0001227,"DNA-binding transcription repressor activity, RNA polymerase II-specific",,-4,2.5,4.5,30230,298,896,22,2.5,0.52,2077|3166|3297|3660|4286|4335|5978|6909|6934|7227|7799|8553|9745|11278|23528|27086|79365|84524|146542|148398|344658|403341,ERF|HMX1|HSF1|IRF2|MITF|MNT|REST|TBX2|TCF7L2|TRPS1|PRDM2|BHLHE40|ZNF536|KLF12|ZNF281|FOXP1|BHLHE41|ZC3H8|ZNF688|SAMD11|SAMD7|ZBTB34,-1.8,MyList
GO Biological Processes,19,GO:0060271,cilium assembly,19_GO:0009987 cellular process,-4,2.3,4.4,30230,362,896,25,2.8,0.55,1453|4750|5116|7802|9857|25876|25937|26146|50487|54806|64792|65062|79140|84080|84140|85302|90355|92482|94137|112752|123811|127733|136332|147700|152206,CSNK1D|NEK1|PCNT|DNALI1|CEP350|SPEF1|WWTR1|TRAF3IP1|PLA2G3|AHI1|IFT22|TMEM237|CCDC28B|ENKD1|FAM161A|FBF1|MACIR|BBIP1|RP1L1|IFT43|CEP20|UBXN10|LRGUK|KLC3|CCDC13,-1.8,MyList
GO Biological Processes,19,GO:1901991,negative regulation of mitotic cell cycle phase transition,19_GO:0048519 negative regulation of biological process,-4,3,4.7,30230,179,896,16,1.8,0.44,595|1026|11170|25959|29997|51149|51322|51720|54908|54984|57099|58493|60672|79035|116224|124790,CCND1|CDKN1A|FAM107A|KANK2|NOP53|MRNIP|WAC|UIMC1|SPDL1|PINX1|AVEN|INIP|MIIP|NABP2|PABIR1|HEXIM2,-1.8,MyList
GO Molecular Functions,21,GO:0005509,calcium ion binding,,-4,1.9,4.2,30230,710,896,40,4.5,0.69,715|868|1311|1824|1953|2147|2158|3270|3697|4052|4634|4854|5098|5099|5101|6281|6696|7059|7060|7092|8425|8641|9478|9620|9813|10398|51199|54510|55033|56100|57010|57333|57348|57575|57620|64084|80274|80303|129804|255743,C1R|CBLB|COMP|DSC2|MEGF6|F2|F9|HRC|ITIH1|LTBP1|MYL3|NOTCH3|PCDHGC3|PCDH7|PCDH9|S100A10|SPP1|THBS3|THBS4|TLL1|LTBP4|PCDHGB4|CABP1|CELSR1|EFCAB14|MYL9|NIN|PCDH18|FKBP14|PCDHGB6|CABP4|RCN3|TTYH1|PCDH10|STIM2|CLSTN2|SCUBE1|EFHD1|FBLN7|NPNT,-1.8,MyList
GO Cellular Components,20,GO:0031248,protein acetyltransferase complex,,-4,3.7,5,30230,109,896,12,1.3,0.38,71|6874|6880|6881|10524|11143|26009|51562|51616|54107|284058|339287,ACTG1|TAF4|TAF9|TAF10|KAT5|KAT7|ZZZ3|MBIP|TAF9B|POLE3|KANSL1|MSL1,-1.8,MyList
GO Biological Processes,19,GO:0010948,negative regulation of cell cycle process,19_GO:0048519 negative regulation of biological process,-4,2.5,4.5,30230,299,896,22,2.5,0.52,595|1026|3014|4682|8658|11170|25959|29997|51149|51322|51720|54908|54984|56890|57099|58493|60672|79035|80254|84444|116224|124790,CCND1|CDKN1A|H2AX|NUBP1|TNKS|FAM107A|KANK2|NOP53|MRNIP|WAC|UIMC1|SPDL1|PINX1|SAXO6|AVEN|INIP|MIIP|NABP2|CEP63|DOT1L|PABIR1|HEXIM2,-1.8,MyList
CORUM,33,CORUM:7445,HOOK2-KCL3-LRGUK1-RIMBP3 complex,,-4,25,8.5,30230,4,896,3,0.33,0.19,29911|136332|147700,HOOK2|LRGUK|KLC3,-1.7,MyList
GO Biological Processes,19,GO:0008038,neuron recognition,19_GO:0032502 developmental process,-4,5.4,5.4,30230,50,896,8,0.89,0.31,1946|1949|2044|2049|4685|6091|6092|57549,EFNA5|EFNB3|EPHA5|EPHB3|NCAM2|ROBO1|ROBO2|IGSF9,-1.7,MyList
Reactome Gene Sets,6,R-HSA-9933947,Formation of the non-canonical BAF (ncBAF) complex,,-4,9.9,6.4,30230,17,896,5,0.56,0.25,605|23506|26039|29998|65980,BCL7A|BICRAL|SS18L1|BICRA|BRD9,-1.7,MyList
GO Biological Processes,19,GO:0051301,cell division,19_GO:0009987 cellular process,-4,2.1,4.3,30230,523,896,32,3.6,0.62,595|904|1163|1164|3622|4739|4750|5218|6660|6787|8658|8897|9113|23331|25937|25978|26586|27338|54820|54908|56776|79884|80254|84612|84722|91272|112574|116840|126731|136647|151242|152185,CCND1|CCNT1|CKS1B|CKS2|ING2|NEDD9|NEK1|CDK14|SOX5|NEK4|TNKS|MTMR3|LATS1|TTC28|WWTR1|CHMP2B|CKAP2|UBE2S|NDE1|SPDL1|FMN2|MAP9|CEP63|PARD6B|PSRC1|BOD1|SNX18|CNTROB|CCSAP|MPLKIP|PPP1R1C|SPICE1,-1.7,MyList
GO Biological Processes,19,GO:0090287,regulation of cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-4,2.3,4.4,30230,387,896,26,2.9,0.56,858|1028|1634|2719|3621|3622|4052|4734|4756|6091|7041|7424|8425|9113|9289|10252|11117|25960|57608|64388|94031|114990|143282|163126|255743|283149,CAV2|CDKN1C|DCN|GPC3|ING1|ING2|LTBP1|NEDD4|NEO1|ROBO1|TGFB1I1|VEGFC|LTBP4|LATS1|ADGRG1|SPRY1|EMILIN1|ADGRA2|JCAD|GREM2|HTRA3|VASN|FGFBP3|EID2|NPNT|BCL9L,-1.7,MyList
GO Biological Processes,19,GO:0001763,morphogenesis of a branching structure,19_GO:0032502 developmental process,-4,3,4.6,30230,182,896,16,1.8,0.44,2719|2737|3479|5076|5361|6692|6909|9620|9723|10252|10413|10653|30812|55727|56998|255743,GPC3|GLI3|IGF1|PAX2|PLXNA1|SPINT1|TBX2|CELSR1|SEMA3E|SPRY1|YAP1|SPINT2|SOX8|BTBD7|CTNNBIP1|NPNT,-1.7,MyList
GO Molecular Functions,21,GO:0046875,ephrin receptor binding,,-3.9,7.5,5.9,30230,27,896,6,0.67,0.27,1946|1947|1948|1949|6464|26037,EFNA5|EFNB1|EFNB2|EFNB3|SHC1|SIPA1L1,-1.7,MyList
GO Biological Processes,19,GO:2000107,negative regulation of leukocyte apoptotic process,19_GO:0048519 negative regulation of biological process,-3.9,5.3,5.4,30230,51,896,8,0.89,0.31,972|3707|6387|6482|8660|8772|27086|57181,CD74|ITPKB|CXCL12|ST3GAL1|IRS2|FADD|FOXP1|SLC39A10,-1.7,MyList
GO Biological Processes,19,GO:0043254,regulation of protein-containing complex assembly,19_GO:0050789 regulation of biological process,-3.9,2.2,4.3,30230,436,896,28,3.1,0.58,822|2039|3297|6047|9113|9530|10018|10602|11135|25921|25959|26146|29108|29997|54434|54552|54751|55243|56998|57506|64857|84079|84722|122060|146206|148170|152485|253725,CAPG|DMTN|HSF1|RNF4|LATS1|BAG4|BCL2L11|CDC42EP3|CDC42EP1|ZDHHC5|KANK2|TRAF3IP1|PYCARD|NOP53|SSH1|GNL3L|FBLIM1|KIRREL1|CTNNBIP1|MAVS|PLEKHG2|ANKRD27|PSRC1|SLAIN1|CARMIL2|CDC42EP5|ZNF827|WASHC2C,-1.7,MyList
WikiPathways,27,WP2857,Mesodermal commitment pathway,,-3.9,3.2,4.7,30230,147,896,14,1.6,0.41,595|4211|6001|6925|7044|8553|9113|9760|10413|23373|23528|27245|27324|79035,CCND1|MEIS1|RGS10|TCF4|LEFTY2|BHLHE40|LATS1|TOX|YAP1|CRTC1|ZNF281|AHDC1|TOX3|NABP2,-1.7,MyList
GO Biological Processes,19,GO:0030900,forebrain development,19_GO:0032502 developmental process,-3.9,2.2,4.3,30230,414,896,27,3,0.57,333|664|2044|2049|2737|3400|4311|4854|4900|5101|5361|6091|6092|6387|9289|9723|9760|10501|25987|27086|51199|54820|55122|63827|65078|81565|266727,APLP1|BNIP3|EPHA5|EPHB3|GLI3|ID4|MME|NOTCH3|NRGN|PCDH9|PLXNA1|ROBO1|ROBO2|CXCL12|ADGRG1|SEMA3E|TOX|SEMA6B|TSKU|FOXP1|NIN|NDE1|AKIRIN2|BCAN|RTN4R|NDEL1|MDGA1,-1.7,MyList
GO Cellular Components,20,GO:0070461,SAGA-type complex,,-3.9,6.1,5.5,30230,39,896,7,0.78,0.29,6874|6880|6881|26009|51562|51616|54107,TAF4|TAF9|TAF10|ZZZ3|MBIP|TAF9B|POLE3,-1.7,MyList
GO Biological Processes,19,GO:0030838,positive regulation of actin filament polymerization,19_GO:0048518 positive regulation of biological process,-3.9,5.2,5.3,30230,52,896,8,0.89,0.31,9530|10602|11135|29108|55243|146206|148170|253725,BAG4|CDC42EP3|CDC42EP1|PYCARD|KIRREL1|CARMIL2|CDC42EP5|WASHC2C,-1.6,MyList
CORUM,33,CORUM:508,TFIID complex,,-3.9,13,6.9,30230,10,896,4,0.45,0.22,6874|6880|6881|6882,TAF4|TAF9|TAF10|TAF11,-1.6,MyList
GO Biological Processes,19,GO:0002693,positive regulation of cellular extravasation,19_GO:0040011 locomotion,-3.9,9.4,6.2,30230,18,896,5,0.56,0.25,3383|4267|8772|80310|83692,ICAM1|CD99|FADD|PDGFD|CD99L2,-1.6,MyList
Reactome Gene Sets,6,R-HSA-9825892,Regulation of MITF-M-dependent genes involved in cell cycle and proliferation,,-3.9,9.4,6.2,30230,18,896,5,0.56,0.25,595|1026|4286|6909|6934,CCND1|CDKN1A|MITF|TBX2|TCF7L2,-1.6,MyList
Reactome Gene Sets,6,R-HSA-4839726,Chromatin organization,,-3.9,2.5,4.4,30230,286,896,21,2.3,0.51,595|605|2122|3014|5978|6880|6881|9611|10362|10524|11143|23506|26009|26039|29998|51562|54815|65980|84444|284058|339287,CCND1|BCL7A|MECOM|H2AX|REST|TAF9|TAF10|NCOR1|HMG20B|KAT5|KAT7|BICRAL|ZZZ3|SS18L1|BICRA|MBIP|GATAD2A|BRD9|DOT1L|KANSL1|MSL1,-1.6,MyList
GO Cellular Components,20,GO:0070603,SWI/SNF superfamily-type complex,,-3.8,3.8,4.9,30230,97,896,11,1.2,0.37,605|10524|23506|26039|29998|54107|54815|65980|83444|124944|283899,BCL7A|KAT5|BICRAL|SS18L1|BICRA|POLE3|GATAD2A|BRD9|INO80B|BACC1|INO80E,-1.6,MyList
Reactome Gene Sets,6,R-HSA-350054,Notch-HLH transcription pathway,,-3.8,7.2,5.8,30230,28,896,6,0.67,0.27,4854|9611|9734|9759|51564|84441,NOTCH3|NCOR1|HDAC9|HDAC4|HDAC7|MAML2,-1.6,MyList
GO Cellular Components,20,GO:0030424,axon,,-3.8,1.9,4.1,30230,652,896,37,4.1,0.66,71|2002|2044|4155|4311|4653|4685|4744|4756|4900|6091|6092|6529|6792|9498|10749|22983|23138|23208|23767|51199|54434|57010|57549|57555|65078|79884|81565|89796|114787|126731|255057|256714|266727|339302|348980|392617,ACTG1|ELK1|EPHA5|MBP|MME|MYOC|NCAM2|NEFH|NEO1|NRGN|ROBO1|ROBO2|SLC6A1|CDKL5|SLC4A8|KIF1C|MAST1|N4BP3|SYT11|FLRT3|NIN|SSH1|CABP4|IGSF9|NLGN2|RTN4R|MAP9|NDEL1|NAV1|GPRIN1|CCSAP|CBARP|MAP7D2|MDGA1|CPLX4|HCN1|ELFN1,-1.6,MyList
GO Biological Processes,19,GO:1901890,positive regulation of cell junction assembly,19_GO:0048518 positive regulation of biological process,-3.8,3.6,4.8,30230,114,896,12,1.3,0.38,575|1307|1946|2049|4653|6281|22871|23767|57555|64084|84631|158038,ADGRB1|COL16A1|EFNA5|EPHB3|MYOC|S100A10|NLGN1|FLRT3|NLGN2|CLSTN2|SLITRK2|LINGO2,-1.6,MyList
GO Cellular Components,20,GO:0000428,DNA-directed RNA polymerase complex,,-3.8,3.6,4.8,30230,114,896,12,1.3,0.38,2961|6874|6880|6881|6882|7286|10849|27297|51616|51728|83860|129685,GTF2E2|TAF4|TAF9|TAF10|TAF11|TUFT1|POLR1G|CRCP|TAF9B|POLR3K|TAF3|TAF8,-1.6,MyList
GO Molecular Functions,21,GO:0008201,heparin binding,,-3.8,3,4.6,30230,168,896,15,1.7,0.43,333|350|1311|2147|5118|7059|7060|9289|9388|10631|64388|65078|129804|143282|151887,APLP1|APOH|COMP|F2|PCOLCE|THBS3|THBS4|ADGRG1|LIPG|POSTN|GREM2|RTN4R|FBLN7|FGFBP3|CCDC80,-1.6,MyList
GO Biological Processes,19,GO:0048592,eye morphogenesis,19_GO:0032502 developmental process,-3.8,3,4.6,30230,168,896,15,1.7,0.43,1946|2737|4211|5076|6096|6666|6909|10220|24147|25987|30812|57010|148398|344658|348980,EFNA5|GLI3|MEIS1|PAX2|RORB|SOX12|TBX2|GDF11|FJX1|TSKU|SOX8|CABP4|SAMD11|SAMD7|HCN1,-1.6,MyList
GO Biological Processes,19,GO:0043547,positive regulation of GTPase activity,19_GO:0065007 biological regulation,-3.8,4.1,4.9,30230,82,896,10,1.1,0.35,6001|6281|9712|10297|22841|26037|27237|65078|81565|112574,RGS10|S100A10|USP6NL|APC2|RAB11FIP2|SIPA1L1|ARHGEF16|RTN4R|NDEL1|SNX18,-1.6,MyList
GO Molecular Functions,21,GO:0140223,general transcription initiation factor activity,,-3.8,4.5,5.1,30230,67,896,9,1,0.33,2961|6618|6874|6880|6881|6882|51616|83860|129685,GTF2E2|SNAPC2|TAF4|TAF9|TAF10|TAF11|TAF9B|TAF3|TAF8,-1.6,MyList
