"name","Gene","ID","p.val","p.adj","ratio"
"AKIRIN2","AKIRIN2","Q53H80",4.66637521305059e-05,0.000516664429698379,-1.74
"ARL5B","ARL5B","Q96KC2",1.60066074380835e-07,6.77134888868309e-06,-8.24
"ATF3","ATF3","P18847",8.5859679759219e-06,0.000150864997301365,-2.03
"BIRC2","BIRC2","Q13490",1.80948309700407e-12,7.1537914240056e-10,-5.06
"BLOC1S4","BLOC1S4","Q9NUP1",7.18142302427787e-06,0.000132875134562852,-1.45
"BPGM","BPGM","P07738",8.30677652469846e-13,4.37877879871938e-10,-3.45
"C1orf198","C1orf198","Q9H425",0.000325285221560317,0.00211535955168826,-1.09
"CARMIL2","CARMIL2","Q6F5E8",3.18414137114079e-05,0.000391555300491606,-1.78
"CCDC186","CCDC186","Q7Z3E2",7.98747114975656e-07,2.47046543595808e-05,-1.34
"CCDC28B","CCDC28B","Q9BUN5",0.00166467712829189,0.0069828127604265,-1.14
"CKS1B","CKS1B","P61024",1.85476546776139e-05,0.00026377033369765,-1.45
"CYREN","CYREN","Q9BWK5",0.000307440074728917,0.00202072208718333,-2.55
"DBP","DBP","Q10586",1.94519991861345e-07,7.95489405543833e-06,-4.71
"DCTD","DCTD","P32321",7.79510877799014e-12,2.12537672784717e-09,-3.26
"DGCR6","DGCR6","Q14129",1.29975903605925e-11,3.3152240961679e-09,-6.22
"DLX1","DLX1","P56177",0.000224178820827151,0.00159261629495084,-5.57
"DMTN","DMTN","Q08495",1.53313884653493e-10,2.16473729634851e-08,-4.24
"DPH7","DPH7","Q9BTV6",0.00118092547127199,0.0054383096688105,-2.42
"EIF1","EIF1","P41567",6.97603995240363e-05,0.000679304777138614,-1.62
"EIF1B","EIF1B","O60739",8.29732855322404e-07,2.49824640395695e-05,-1.71
"EIF5","EIF5","P55010",1.20011568880643e-05,0.00019485245896083,-1.02
"ELOF1","ELOF1","P60002",0.000996412702281898,0.00476626451115727,-2.6
"FAM89A","FAM89A","Q96GI7",0.000161156389659687,0.00124561444089848,-1.32
"FBLIM1","FBLIM1","Q8WUP2",0.000794980787687709,0.00406258166378647,-1.78
"FKBPL","FKBPL","Q9UIM3",9.3906064944645e-06,0.000161066215947355,-1.44
"GLRX","GLRX","P35754",0.000494970135571633,0.00285673639559482,-1.77
"GNG5","GNG5","P63218",0.00222830209079439,0.0086410910406627,-1.4
"GPBP1L1","GPBP1L1","Q9HC44",1.28413254716918e-05,0.000203010968533958,-1.43
"HMMR","HMMR","O75330",7.21973766066299e-07,2.27436118258415e-05,-1.26
"HPRT1","HPRT1","P00492",1.76401064558637e-10,2.32467202910857e-08,-2.4
"IFI35","IFI35","P80217",1.95175091280516e-07,7.95489405543833e-06,-6.14
"IFT27","IFT27","Q9BW83",1.34104922772245e-10,1.96364374881508e-08,-1.56
"KDM5B","KDM5B","Q9UGL1",4.82492614223785e-05,0.000524768789637891,-1.22
"KLF13","KLF13","Q9Y2Y9",7.76804458093505e-08,3.83887053134084e-06,-2.05
"KXD1","KXD1","Q9BQD3",0.000569992337599119,0.00317613066483174,-2.27
"MDP1","MDP1","Q86V88",2.28379088165087e-08,1.28985246437239e-06,-2.02
"MED7","MED7","O43513",5.34910441828346e-12,1.60162802605713e-09,-5.56
"MRFAP1","MRFAP1","Q9Y605",0.000342056032103335,0.00218998951080249,-1.31
