"name","Gene","ID","p.val","p.adj","ratio"
"ABCA3","ABCA3","Q99758",0.00307726954262752,0.00830908347508824,1.55
"ACTMAP","ACTMAP","Q5BKX5",8.93661596333848e-13,5.89071935583395e-10,3.53
"ALG1","ALG1","Q9BT22",6.45688329379119e-09,5.49182224235359e-07,2.9
"AMMECR1","AMMECR1","Q9Y4X0",3.17888612547826e-07,1.55215983040328e-05,5.46
"ANAPC16","ANAPC16","Q96DE5",2.13611109265595e-10,4.02300922450205e-08,2.75
"ANAPC4","ANAPC4","Q9UJX5",1.68839652897189e-10,3.33880413604192e-08,2.3
"ARB2A","ARB2A","Q8WUF8",1.57063809980815e-08,1.21801444798847e-06,2.65
"ATR","ATR","Q13535",5.15142098107013e-13,3.7043399963877e-10,6.6
"B9D1","B9D1","Q9UPM9",4.03904344916248e-08,2.70752827820977e-06,4.59
"BCL2L12","BCL2L12","Q9HB09",4.57561463419738e-08,2.96664850463125e-06,4.85
"BNIP3","BNIP3","Q12983",0.000819561771231735,0.00313175536736378,3.81
"C4A","C4A","P0C0L4",2.41744394405704e-07,1.24980271879027e-05,7.34
"C6orf89","C6orf89","Q6UWU4",1.88463281521055e-12,9.31715348019714e-10,4.61
"CABIN1","CABIN1","Q9Y6J0",1.88059780039132e-11,6.19813691712307e-09,3.43
"CASTOR2","CASTOR2","A6NHX0",2.06072197327205e-06,7.14925912657103e-05,2.87
"CCDC158","CCDC158","Q5M9N0",5.27488167913282e-10,7.45077037177511e-08,4.7
"CD84","CD84","Q9UIB8",0.000141832354649836,0.00101897722550427,5.97
"CDK11A","CDK11A","Q9UQ88",1.68605068461323e-07,8.83222577171566e-06,5.45
"CLOCK","CLOCK","O15516",2.79962054232541e-05,0.000422614474996068,7.53
"CNOT8","CNOT8","Q9UFF9",4.45104371666554e-11,1.1357340580266e-08,5.64
"CRBN","CRBN","Q96SW2",4.33790395916278e-10,7.123883704974e-08,3.21
"CREM","CREM","Q03060",5.84880392032117e-05,0.000627734586292273,6.15
"CYBC1","CYBC1","Q9BQA9",1.41439513199727e-09,1.57152798609439e-07,2.31
