"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Description_lower","removed_exact","removed_pattern","removed_low_count","removed_high_padj"
"Metabolism","Metabolism of other amino acids","hsa00480","Glutathione metabolism","12/659","33/3974",0.363636363636364,2.19285418678438,3.06761840791082,0.00473531489340002,0.10764949190996,0.0990262342619793,"GSTA4/CHAC2/GGCT/GPX1/GPX4/GSR/GSS/GSTO1/IDH1/LAP3/MGST1/SRM",12,"glutathione metabolism",FALSE,FALSE,FALSE,TRUE
"Metabolism","Nucleotide metabolism","hsa00230","Purine metabolism","19/659","64/3974",0.296875,1.79025986342944,2.84139594823033,0.00609180663349929,0.129831628876454,0.119431472156762,"HPRT1/ADA/AK1/DGUOK/ENPP4/GMPR/GMPR2/HDDC3/IMPDH1/IMPDH2/NME1/NME2/NME3/NT5C2/NUDT16/NUDT5/PDE6D/PRPS1/PRPS2",19,"purine metabolism",FALSE,FALSE,FALSE,TRUE
"Metabolism","Global and overview maps","hsa01200","Carbon metabolism","24/659","88/3974",0.272727272727273,1.64464064008829,2.72626358489624,0.00720925053523381,0.144609084265572,0.133025180154779,"RPE/ACAT2/DLD/DLST/ENO1/ENO2/ENO3/GAPDH/GOT1/GOT2/GPI/IDH1/MDH2/PGAM1/PKLR/PKM/PRPS1/PRPS2/PSPH/SHMT1/SHMT2/TALDO1/TKT/TPI1",24,"carbon metabolism",FALSE,FALSE,FALSE,TRUE
"Metabolism","Metabolism of cofactors and vitamins","hsa00740","Riboflavin metabolism","4/659","6/3974",0.666666666666667,4.02023267577137,3.30058117841274,0.00848927573452019,0.152360159235336,0.140155355617009,"ACP1/ACP2/BLVRB/RFK",4,"riboflavin metabolism",FALSE,FALSE,FALSE,TRUE
"Genetic Information Processing","Information processing in viruses","hsa03266","Virion - Herpesvirus","4/659","6/3974",0.666666666666667,4.02023267577137,3.30058117841274,0.00848927573452019,0.152360159235336,0.140155355617009,"IGF2R/ITGA5/NECTIN1/NECTIN2",4,"virion - herpesvirus",FALSE,FALSE,FALSE,TRUE
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","29/659","114/3974",0.254385964912281,1.53403615259697,2.57922752708466,0.00953598637838291,0.162588567751429,0.149564417934637,"COL1A1/COL1A2/FLT1/FN1/THBS1/VTN/ACTN4/CAV1/CDC42/CRK/GRB2/ITGA1/ITGA3/ITGA5/ITGA8/ITGAV/ITGB1/ITGB5/JUN/LAMB1/LAMC1/PGF/PPP1CA/PPP1CB/PPP1CC/RAC1/RAP1A/RAP1B/VEGFB",29,"focal adhesion",FALSE,FALSE,FALSE,TRUE
NA,NA,"hsa03272","Virion - Hepatitis viruses","8/659","20/3974",0.4,2.41213960546282,2.82250371618116,0.0107279210812356,0.170360754048824,0.15671401360256,"LDLR/TGOLN2/CD63/CHMP4A/IST1/LAMP1/LAMP2/SCARB1",8,"virion - hepatitis viruses",FALSE,FALSE,FALSE,TRUE
NA,NA,"hsa04518","Integrin signaling","20/659","72/3974",0.277777777777778,1.67509694823807,2.57720511079654,0.0109910163902467,0.170360754048824,0.15671401360256,"COL1A1/COL1A2/FLT1/FN1/THBS1/VTN/ACTN4/CDC42/ITGA1/ITGA3/ITGA5/ITGA8/ITGAV/ITGB1/ITGB5/LAMB1/LAMC1/PGF/RAC1/VEGFB",20,"integrin signaling",FALSE,FALSE,FALSE,TRUE
"Cellular Processes","Transport and catabolism","hsa04137","Mitophagy - animal","21/659","78/3974",0.269230769230769,1.6235555036769,2.47955169705014,0.0134286405068417,0.199094191862305,0.183145760688275,"ATF4/CALCOCO2/TOMM40L/CSNK2A1/GABARAP/GABARAPL1/GABARAPL2/JUN/KRAS/MRAS/NRAS/OPTN/RAB5A/RAB5B/RAB5C/RAB7A/RHOT2/RRAS/SP1/TBC1D17/TOMM20",21,"mitophagy - animal",FALSE,FALSE,FALSE,TRUE
