"ID"
"A4D126"
"A6NI28"
"O00327"
"O15069"
"O15156"
"O43307"
"O60347"
"O60486"
"O60928"
"O75553"
"O95214"
"O95807"
"O95847"
"P00973"
"P01100"
"P02585"
"P02689"
"P03973"
"P05129"
"P11161"
"P12273"
"P16499"
"P17275"
"P18146"
"P25713"
"P28472"
"P30926"
"P33402"
"P35398"
"P40692"
"P40967"
"P43234"
"P49638"
"P49716"
"P52179"
"P53671"
"P53779"
"P54793"
"P54922"
"P55157"
"P56557"
"P57729"
"P78363"
"Q04771"
"Q05481"
"Q08AF3"
"Q10587"
"Q12796"
"Q13003"
"Q13829"
"Q14123"
"Q14183"
"Q14644"
"Q16798"
"Q32P51"
"Q53F39"
"Q59EK9"
"Q59FN2"
"Q5H9S7"
"Q5MNZ9"
"Q5SZL2"
"Q5SZQ8"
"Q5TGL8"
"Q5VST9"
"Q5VTT5"
"Q5VZM2"
"Q6NUP7"
"Q6PIF2"
"Q6PII5"
"Q6UXK5"
"Q6ZN54"
"Q6ZT07"
"Q71RH2"
"Q7Z4K8"
"Q86SS6"
"Q86TA1"
"Q86UW7"
"Q86WU2"
"Q86WV6"
"Q86XE3"
"Q86XS8"
"Q8IVG5"
"Q8N3G9"
"Q8N8R3"
"Q8N945"
"Q8NBA8"
"Q8NCT1"
"Q8NF50"
"Q8NI29"
"Q8TDC3"
"Q8WUJ1"
"Q8WXK1"
"Q8WYK1"
"Q92781"
"Q92800"
"Q969I3"
"Q96A05"
"Q96DB2"
"Q96MZ0"
"Q96NA8"
"Q96P53"
"Q96QA5"
"Q99490"
"Q99689"
"Q99836"
"Q9BR77"
"Q9BV47"
"Q9BWV3"
"Q9BZ72"
"Q9H1J7"
"Q9H1U4"
"Q9H6Y7"
"Q9HAT8"
"Q9HBD1"
"Q9HBZ2"
"Q9HCE6"
"Q9HCK5"
"Q9NPC7"
"Q9NQI0"
"Q9NQV8"
"Q9NR80"
"Q9NTI2"
"Q9NVV9"
"Q9P2G3"
"Q9P2U7"
"Q9UBL6"
"Q9UF02"
"Q9UH77"
"Q9UHI5"
"Q9UI42"
"Q9UJD0"
"Q9UJV8"
"Q9UK23"
"Q9UK39"
"Q9UKW4"
"Q9UL12"
"Q9ULW5"
"Q9Y234"
"Q9Y4Y9"
"Q9Y6H3"
"Q9Y6K8"
"Q9Y6Q1"
