name,ID,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_p.val,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_p.val,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_p.val,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_p.adj,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_p.adj,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_p.adj,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_significant,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_significant,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_significant,significant,RDH12_100_atRAL5hr_vs_RDH12_control_atRAL5hr_ratio,RDH12_200_atRAL5hr_vs_RDH12_100_atRAL5hr_ratio,RDH12_200_atRAL5hr_vs_RDH12_control_atRAL5hr_ratio,RDH12_100_atRAL5hr_centered,RDH12_200_atRAL5hr_centered,RDH12_control_atRAL5hr_centered
DNAJC9,Q8WXX5,0.009250424866985157,0.6356200731292332,0.019453076047653183,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-1.58,0.229,-1.35,-0.604,-0.375,0.979
DNAL1,Q4LDG9,0.001146212844429362,0.2818626692459327,2.9259914013899947e-4,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.15,-0.268,-1.41,-0.292,-0.561,0.853
DNAL4,O96015,0.8095277608588743,0.24574542483368905,0.345090557671156,0.99,0.989,1,FALSE,TRUE,TRUE,TRUE,0.154,-0.776,-0.622,0.31,-0.466,0.156
DNASE2,O00115,0.005412567572209206,0.06407076803873862,0.14234510997841943,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.27,1.29,-0.977,-1.19,0.104,1.08
DNLZ,Q5SXM8,0.015777419594765054,0.05622209546878209,0.436115357097558,0.988,0.988,1,TRUE,TRUE,FALSE,TRUE,-1.56,1.14,-0.42,-0.902,0.241,0.661
DNM2,P50570,0.05520137352569414,0.11232499966098197,0.6588032059478881,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,0.731,-0.582,0.15,0.438,-0.144,-0.294
DNM3,Q9UQ16,0.02900126138891367,0.19437938679300384,0.25080295381332557,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,1.34,-0.716,0.626,0.686,-0.0301,-0.656
DNMT1,P26358,0.07591160962749417,0.49720631255161796,0.22134689893599344,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.03,0.359,-0.669,-0.462,-0.103,0.566
DNPEP,Q9ULA0,3.2387888423884224e-4,0.3959591055807383,9.316346499282692e-4,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-2.48,0.372,-2.11,-0.951,-0.579,1.53
DNPH1,O43598,0.009977485794513298,0.6633613594225672,0.019765897266852857,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-0.973,0.131,-0.842,-0.368,-0.237,0.605
DNTTIP1,Q9H147,0.006630473783611191,0.0781702180765054,0.14515177753252992,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.933,0.518,-0.415,-0.484,0.0346,0.449
DNTTIP2,Q5QJE6,0.11503658940422805,0.049203654260062166,0.5988307707959979,0.988,0.988,1,FALSE,TRUE,FALSE,TRUE,-0.554,0.725,0.172,-0.426,0.299,0.127
DOCK1,Q14185,0.02881825245397633,0.33777908915648913,0.006208108964468539,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,1.43,0.549,1.98,0.294,0.843,-1.14
DOCK11,Q5JSL3,0.13393077827453612,0.6244079104148768,0.28014894124874107,0.988,0.991,1,TRUE,TRUE,TRUE,TRUE,2.25,-0.687,1.56,0.979,0.292,-1.27
DOCK7,Q96N67,0.045358188978747854,0.8448303364146785,0.06220572013508104,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,1.56,-0.134,1.43,0.566,0.432,-0.998
DPCD,Q9BVM2,0.6117013839560135,0.5583188435242473,0.9362421710624202,0.989,0.99,1,TRUE,TRUE,FALSE,TRUE,-1.04,1.2,0.162,-0.745,0.454,0.292
DPF1,Q92782,0.020319674785379535,0.6400698737946597,0.043212726136366536,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-1.19,0.2,-0.987,-0.463,-0.262,0.725
DPF2,Q92785,0.011370753454337565,0.2257828379934559,0.08633408217864462,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.3,0.523,-0.778,-0.608,-0.0852,0.693
DPF3,Q92784,0.11014271542647429,0.9302362977384355,0.09588056279718801,0.988,0.993,1,TRUE,FALSE,TRUE,TRUE,-3.16,-0.159,-3.32,-1,-1.16,2.16
DPH2,Q9BQC3,0.3319448578017745,0.09635104686056215,0.41974416932974135,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,0.587,-1.07,-0.483,0.552,-0.518,-0.0345
DPH5,Q9H2P9,0.6760872523528569,0.07420239317242851,0.1441637097531762,0.989,0.989,1,FALSE,TRUE,FALSE,TRUE,0.142,-0.67,-0.529,0.271,-0.4,0.129
DPH7,Q9BTV6,0.18197947828065225,0.19264242800901885,0.9698643691321327,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,1.69,-1.64,0.045,1.11,-0.532,-0.577
DPM1,O60762,0.011663063973454789,0.12396230603359476,0.0010858706754168705,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,0.907,0.479,1.39,0.142,0.622,-0.764
DPP3,Q9NY33,0.1461813383162356,0.15333551169637838,0.9752906352102577,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,0.826,-0.81,0.0164,0.545,-0.264,-0.281
DPP8,Q6V1X1,0.09429027151952481,0.14039422710952426,0.8005655504989447,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,1.49,-1.28,0.205,0.924,-0.36,-0.565
DPY30,Q9C005,0.005177087381487042,0.4398000488717525,0.017244533011482075,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-2.1,0.448,-1.65,-0.849,-0.401,1.25
DPYSL2,Q16555,0.2527703987098715,0.08592899623460759,0.012762960931062649,0.988,0.989,1,FALSE,FALSE,TRUE,TRUE,-0.254,-0.403,-0.657,0.0498,-0.353,0.303
DPYSL4,O14531,0.3564703767744111,0.18047296446074065,0.6382606310258976,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,1.16,-1.75,-0.581,0.97,-0.775,-0.194
DPYSL5,Q9BPU6,0.19964534928731226,0.10102691767928298,0.6615295049241209,0.988,0.989,1,FALSE,TRUE,FALSE,TRUE,0.447,-0.593,-0.145,0.347,-0.246,-0.101
DR1,Q01658,0.012911260962836686,0.3703898598327348,0.055953675556554686,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.66,0.495,-1.16,-0.718,-0.223,0.941
DRAP1,Q14919,0.0073001627307711855,0.28984285312760055,0.0409503337147999,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-2.49,0.793,-1.7,-1.1,-0.303,1.4
DROSHA,Q9NRR4,0.11714698640125604,0.9625101410916772,0.12610740300229897,0.988,0.993,1,TRUE,FALSE,TRUE,TRUE,1.36,-0.0374,1.32,0.464,0.427,-0.891
DSC2,Q02487,0.0351694818668012,0.9780665332358762,0.036760511206668345,0.988,0.993,1,TRUE,FALSE,TRUE,TRUE,0.901,-0.0101,0.891,0.304,0.294,-0.597
DSC3,Q14574,0.011835496826696594,0.30562264831848335,0.06414430819438274,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,1.26,-0.426,0.835,0.562,0.136,-0.699
DSCC1,Q9BVC3,0.05340036049630289,0.6695516710166345,0.10617767824004261,0.988,0.991,1,TRUE,TRUE,TRUE,TRUE,3.93,-0.77,3.16,1.57,0.798,-2.36
DSTN,P60981,0.15696556490589517,0.2587226839557581,0.023968116065165468,0.988,0.989,1,FALSE,FALSE,TRUE,TRUE,-0.377,-0.294,-0.671,-0.0278,-0.321,0.349
DTD1,Q8TEA8,0.010485983172169124,0.5589046901229919,0.026554989239971256,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,-1.92,0.353,-1.57,-0.759,-0.406,1.17
DTD2,Q96FN9,0.013760313915019641,0.6426389974886197,0.028841951401205077,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-1.73,0.266,-1.47,-0.667,-0.401,1.07
DTNA,Q9Y4J8,0.15722593248895028,0.9457809169590522,0.17444138159361672,0.988,0.993,1,TRUE,FALSE,TRUE,TRUE,2.22,-0.0998,2.12,0.773,0.673,-1.45
DTNBP1,Q96EV8,0.00621444213947372,0.8063493000867693,0.009000786473235918,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-0.874,0.0603,-0.814,-0.312,-0.251,0.563
DUS1L,Q6P1R4,0.004600542201407308,0.49202722371985463,0.013200511016993812,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.64,0.303,-1.33,-0.646,-0.343,0.989
DUS2,Q9NX74,0.025951401371684068,0.8131831468071595,0.0178153869544964,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-0.936,-0.0839,-1.02,-0.284,-0.368,0.652
DUSP12,Q9UNI6,0.02577261112838798,0.7258654776386669,0.04538152654179867,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-0.814,0.108,-0.705,-0.307,-0.199,0.506
DUSP3,P51452,0.15841026657123952,0.030256912707868466,0.003050155477613245,0.988,0.988,1,FALSE,FALSE,TRUE,TRUE,-0.311,-0.526,-0.837,0.0715,-0.454,0.383
DUSP9,Q99956,0.08965906858156963,0.5809724055361833,0.2124859247225207,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,1.12,-0.335,0.789,0.486,0.151,-0.637
DUT,P33316,0.0010008916387724976,0.9073259646395724,8.62432461393465e-4,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-1.3,-0.031,-1.33,-0.423,-0.454,0.877
DXO,O77932,0.0045772731713077585,0.5925032940506136,0.010288977972006301,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,-2.01,0.287,-1.72,-0.764,-0.477,1.24
DYNC1H1,Q14204,0.012748180106965466,0.26098161058867264,0.08283733163136814,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,1.12,-0.424,0.695,0.514,0.0902,-0.604
DYNC1I1,O14576,0.0028160942529714974,0.9074347109834626,0.0033202848200221766,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-2.09,0.0592,-2.03,-0.717,-0.658,1.38
DYNC1I2,Q13409,0.3391265066178181,0.159859941625414,0.03328119940683487,0.988,0.989,1,FALSE,FALSE,TRUE,TRUE,-0.258,-0.393,-0.651,0.0451,-0.348,0.303
DYNC1LI1,Q9Y6G9,0.8249184968439943,0.019842137699075196,0.01400135849285757,0.99,0.988,1,FALSE,TRUE,TRUE,TRUE,-0.0486,-0.616,-0.665,0.189,-0.427,0.238
DYNC1LI2,O43237,0.09335886768608458,0.2032080390136548,0.010990534195456446,0.988,0.989,1,FALSE,FALSE,TRUE,TRUE,-0.378,-0.275,-0.654,-0.0343,-0.31,0.344
DYNC2I1,Q8WVS4,0.2976253674768873,0.3671755994170518,0.8782325100428575,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-0.704,0.604,-0.1,-0.436,0.168,0.268
DYNLL1,P63167,0.012223760227498217,0.6614854492540216,0.024469793580616538,0.988,0.991,1,TRUE,FALSE,FALSE,TRUE,-0.62,0.0876,-0.533,-0.236,-0.148,0.384
DYNLL2,Q96FJ2,0.0266115304556797,0.34827809569311724,0.12493200003537268,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.585,0.215,-0.37,-0.267,-0.0516,0.318
DYNLRB1,Q9NP97,0.046298251082370935,0.7607530839291268,0.02832560617577415,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-0.994,-0.133,-1.13,-0.287,-0.42,0.707
DYNLT2B,Q8WW35,0.03085357692598264,0.9490779061795833,0.027850431358462338,0.988,0.993,1,TRUE,FALSE,TRUE,TRUE,-0.823,-0.0207,-0.844,-0.267,-0.288,0.555
DYNLT3,P51808,0.5632279481516314,0.013062744581848272,0.032991437886486646,0.989,0.987,1,FALSE,TRUE,TRUE,TRUE,0.139,-0.731,-0.592,0.29,-0.441,0.151
E2F3,O00716,0.020522743047604312,0.38423124721845514,0.08593080540369671,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-0.928,0.297,-0.631,-0.408,-0.111,0.52
E2F6,O75461,0.0039331716164015184,0.02902170669056532,0.21545262394096648,0.988,0.988,1,TRUE,TRUE,FALSE,TRUE,-1.07,0.708,-0.359,-0.591,0.116,0.475
E4F1,Q66K89,0.7449477392388324,0.039738286611361404,0.06724398820813013,0.989,0.988,1,FALSE,TRUE,FALSE,TRUE,-0.0813,0.592,0.511,-0.224,0.368,-0.143
EAF1,Q96JC9,0.002380738991168497,0.20519029266097089,0.01739438693581793,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.3,0.41,-0.887,-0.569,-0.159,0.728
EAPP,Q56P03,0.021767706696631646,0.9174214545698549,0.018467528893916153,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-0.929,-0.035,-0.964,-0.298,-0.333,0.631
EARS2,Q5JPH6,0.9047676983241866,0.271050850601427,0.3206448274754312,0.99,0.989,1,FALSE,TRUE,TRUE,TRUE,0.145,-1.39,-1.24,0.512,-0.878,0.366
EBAG9,O00559,0.014882743531563289,0.1711018380986507,0.15160894519147686,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.3,0.632,-0.666,-0.644,-0.0114,0.655
EBF3,Q9H4W6,0.05435997262749145,0.6449120282561351,0.025769925606768492,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,2.36,0.502,2.87,0.62,1.12,-1.74
EBNA1BP2,Q99848,0.014945750923761056,0.10149466840141526,0.25150289356958216,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.75,1.05,-0.699,-0.931,0.116,0.815
ECD,O95905,0.24797565691548384,0.30578330926270775,0.882937876327181,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,1.88,-1.65,0.23,1.18,-0.475,-0.704
ECH1,Q13011,0.0078403452676797155,0.04826255420614217,0.2682264436253977,0.988,0.988,1,TRUE,TRUE,TRUE,TRUE,-2.33,1.54,-0.787,-1.29,0.251,1.04
ECHDC1,Q9NTX5,0.03178720370301694,0.4336887776925501,0.11444268610912056,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,0.686,-0.218,0.468,0.301,0.0835,-0.385
ECHS1,P30084,0.0405254468385596,0.05859482321730699,0.0016465738740491336,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,0.644,0.581,1.23,0.0208,0.602,-0.623
ECI1,P42126,0.006719031289917873,0.14840542695558231,0.0774864681839839,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.88,0.832,-1.05,-0.906,-0.0737,0.979
ECPAS,Q5VYK3,0.11181042934314045,0.7691425105121412,0.17642063945745337,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,2.52,-0.429,2.09,0.984,0.555,-1.54
ECSIT,Q9BQ95,0.10248370045083181,0.3287145277227485,0.0203569133900936,0.988,0.989,1,FALSE,FALSE,TRUE,TRUE,0.52,0.294,0.814,0.0756,0.369,-0.445
ECT2,Q9H8V3,0.1664558844975777,0.6109815151771467,0.3499329431202839,0.988,0.99,1,TRUE,TRUE,TRUE,TRUE,1.96,-0.682,1.28,0.881,0.199,-1.08
EDA2R,Q9HAV5,0.08548745043590479,0.9228983326712926,0.07321505759043687,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-0.85,-0.0433,-0.893,-0.269,-0.312,0.581
EDARADD,Q8WWZ3,0.5394750253601934,0.567218901768511,0.2508912447332534,0.989,0.99,1,TRUE,TRUE,TRUE,TRUE,-0.99,-0.921,-1.91,-0.0228,-0.944,0.967
EDEM3,Q9BZQ6,0.12472449247613357,0.8965511572734752,0.10161223113402588,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,2.49,0.195,2.68,0.764,0.958,-1.72
EDF1,O60869,0.002999422644515186,0.6818867571136606,0.005442752429278692,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-2.25,0.228,-2.02,-0.827,-0.599,1.43
EDIL3,O43854,0.3673465113755317,0.44665474549567086,0.11714371892580693,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,0.853,0.714,1.57,0.0462,0.761,-0.807
EDRF1,Q3B7T1,0.46956730707283845,0.18232268116124295,0.5031685091464528,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,0.805,-1.55,-0.743,0.784,-0.764,-0.0205
EEA1,Q15075,9.925192434201862e-4,0.4095791882074902,0.0031026942766395594,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-2.82,0.487,-2.33,-1.1,-0.615,1.72
EED,O75530,0.2746442678026177,0.057242340018529334,0.32618130498744713,0.988,0.989,1,FALSE,TRUE,FALSE,TRUE,-0.341,0.645,0.304,-0.329,0.316,0.0123
EEF1A2,Q05639,0.1590626982056114,0.18043505086639428,0.016512387004125106,0.988,0.989,1,FALSE,FALSE,TRUE,TRUE,-0.359,-0.339,-0.698,-0.00657,-0.346,0.352
EEF1B2,P24534,0.04648638832680786,0.7162692546811413,0.08360980163031427,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,-1.06,0.169,-0.888,-0.409,-0.24,0.649
EEF1D,P29692,0.04264220837668289,0.3798901666907447,0.010247588190530715,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-0.703,-0.271,-0.974,-0.144,-0.415,0.559
EEF1G,P26641,0.27404137865616696,0.023559678270836167,0.14510582074611283,0.988,0.988,1,FALSE,TRUE,FALSE,TRUE,0.251,-0.596,-0.345,0.282,-0.314,0.0314
EEF2,P13639,0.34919019380903665,0.04131154216905922,0.009030032828827216,0.988,0.988,1,FALSE,FALSE,TRUE,TRUE,-0.205,-0.5,-0.704,0.0983,-0.401,0.303
EFCAB14,O75071,0.006994718668023828,0.06339495679392777,0.18709976059163996,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.45,0.868,-0.581,-0.772,0.0955,0.677
EFEMP1,Q12805,0.2088075870019848,0.06431247574073554,0.4594977033174342,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-0.687,1.08,0.391,-0.589,0.49,0.0989
EFHD1,Q9BUP0,0.002372032657366445,0.896756941077505,0.0028439727272614656,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-1.48,0.0454,-1.44,-0.509,-0.463,0.972
EFHD2,Q96C19,0.0026861040649765497,0.8976431000563758,0.002245697603072616,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-1.47,-0.0458,-1.52,-0.476,-0.522,0.998
EFL1,Q7Z2Z2,0.023512178382063913,0.08359177453451681,0.4389702697673735,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,0.78,-0.552,0.228,0.444,-0.108,-0.336
EFNA5,P52803,0.015433329084700178,0.041876694719118326,0.536553313458487,0.988,0.988,1,TRUE,TRUE,FALSE,TRUE,-1.41,1.11,-0.297,-0.839,0.271,0.568
EFNB1,P98172,0.01199842234383085,0.2544024228242255,0.08006058158361376,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.14,0.432,-0.705,-0.523,-0.0909,0.614
EFNB2,P52799,0.06590659336163344,0.30533274244498904,0.33176696300792663,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,-0.694,0.357,-0.337,-0.35,0.00674,0.343
EFNB3,Q15768,0.08637233508204142,0.8023998321649376,0.12838580188952087,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-1.06,0.14,-0.918,-0.399,-0.259,0.659
EGFL7,Q9UHF1,0.5283022003587685,0.22575004402135695,0.08406419295754498,0.989,0.989,1,TRUE,TRUE,TRUE,TRUE,0.628,1.25,1.88,-0.207,1.04,-0.835
EGFR,P00533,0.05839593988857673,0.140077964924537,0.5855543986400553,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-0.911,0.676,-0.235,-0.529,0.147,0.382
EGLN1,Q9GZT9,0.001367521374116102,0.5307623601109602,6.083347287790066e-4,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,-1.86,-0.255,-2.12,-0.536,-0.791,1.33
EGR1,P18146,0.16321498327554168,0.3912472308627808,0.04039641179259877,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,1.47,0.867,2.33,0.2,1.07,-1.27
EHBP1,Q8NDI1,0.014036086186794835,0.49283488474959214,0.004882804344261018,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-0.674,-0.155,-0.829,-0.173,-0.328,0.501
EHD3,Q9NZN3,0.41923864924423937,0.2878652677271817,0.781502496610915,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,0.59,-0.789,-0.199,0.46,-0.329,-0.131
EHD4,Q9H223,0.06207003077383582,0.4415455107125009,0.2117982754984633,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,0.642,-0.24,0.402,0.294,0.054,-0.348
EHHADH,Q08426,0.044669895513460456,0.3750003965085963,0.010552232700138138,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,1.67,0.66,2.33,0.337,0.996,-1.33
EHMT1,Q9H9B1,0.6549744625833557,0.02568356510254337,0.012631645100075767,0.989,0.988,1,FALSE,FALSE,TRUE,TRUE,0.0923,0.543,0.636,-0.15,0.393,-0.243
EHMT2,Q96KQ7,0.016886861129487115,0.02250817286462102,0.8561526501358473,0.988,0.988,1,TRUE,TRUE,FALSE,TRUE,-0.667,0.625,-0.0415,-0.431,0.195,0.236
EI24,O14681,0.014771743082800305,0.17036506634278714,0.15115452665249798,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.86,0.908,-0.956,-0.924,-0.0162,0.94
EIF1,P41567,0.0025078842379182547,0.3541040359253381,7.127594789925964e-4,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.32,-0.3,-1.62,-0.34,-0.641,0.981
EIF1AD,Q8N9N8,0.020150136702319944,0.8079938517606887,0.029715074606446384,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-1.12,0.0977,-1.03,-0.407,-0.309,0.717
EIF1AX,P47813,0.016376331462230633,0.6042745530465444,0.03769905134304624,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,-1.37,0.245,-1.13,-0.54,-0.295,0.835
EIF1B,O60739,0.0032391423482076684,0.2875744141853641,7.40885558798115e-4,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.34,-0.368,-1.71,-0.323,-0.691,1.01
EIF2A,Q9BY44,0.05202782873606695,0.720868598307072,0.029200167613115953,0.988,0.991,1,FALSE,FALSE,TRUE,TRUE,-0.554,-0.09,-0.644,-0.155,-0.245,0.399
EIF2AK3,Q9NZJ5,0.5225421245728553,0.27789428659123694,0.6336316605443506,0.989,0.989,1,TRUE,TRUE,TRUE,TRUE,1.05,-1.83,-0.777,0.958,-0.868,-0.0906
EIF2AK4,Q9P2K8,0.36840696776627874,0.3349200914995676,0.9437694089356415,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,1.89,-2.03,-0.144,1.31,-0.725,-0.581
EIF2B1,Q14232,0.22294110492382138,0.06890301929651928,0.45870824313550995,0.988,0.989,1,FALSE,TRUE,FALSE,TRUE,0.486,-0.772,-0.286,0.419,-0.353,-0.0666
EIF2B5,Q13144,0.010266590237334592,0.6884939023093415,0.019260007245504404,0.988,0.991,1,TRUE,FALSE,TRUE,TRUE,0.711,-0.0887,0.623,0.267,0.178,-0.445
EIF2S2,P20042,0.05355485265042068,0.8397506253723204,0.07417794145792528,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-0.713,0.0659,-0.647,-0.26,-0.194,0.453
EIF3E,P60228,0.131098907905141,0.2404999752368579,0.689928361461315,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,0.736,-0.555,0.181,0.43,-0.125,-0.306
EIF3G,O75821,0.010455034107653504,0.8217873436259318,0.007414373903575731,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-0.854,-0.0598,-0.914,-0.265,-0.325,0.589
EIF3H,O15372,0.14834781175807904,0.02443154685898004,0.2773698233756217,0.988,0.988,1,FALSE,TRUE,FALSE,TRUE,0.428,-0.74,-0.312,0.389,-0.351,-0.0387
EIF3J,O75822,0.002474781520415052,0.47830194394598413,0.0070292387941865205,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-1.99,0.34,-1.64,-0.775,-0.435,1.21
EIF3L,Q9Y262,0.024758315177474413,0.18557007625094912,0.22711559652602015,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,0.886,-0.465,0.42,0.45,-0.015,-0.435
EIF4A1,P60842,0.12272095323645259,0.5960122495990843,0.274483810331673,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,0.888,-0.284,0.604,0.391,0.107,-0.497
EIF4A2,Q14240,0.2097122825899518,0.14209443789535897,0.7982766800074831,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,0.732,-0.874,-0.142,0.535,-0.339,-0.197
EIF4A3,P38919,0.06903111120546498,0.13299060081557143,0.6810887980782587,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.14,0.908,-0.232,-0.683,0.226,0.457
EIF4B,P23588,0.0032556550664440903,0.8939274752219275,0.0026965358915765243,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-1.7,-0.0567,-1.76,-0.549,-0.605,1.15
EIF4E,P06730,0.14134599309432025,0.01974490499797246,0.0018983445820945665,0.988,0.988,1,FALSE,FALSE,TRUE,TRUE,-0.293,-0.521,-0.813,0.076,-0.445,0.369
EIF4E3,Q8N5X7,0.06860549446156046,0.11548897596959448,0.7445325089988767,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,1.47,-1.24,0.237,0.904,-0.334,-0.57
EIF4EBP1,Q13541,0.03402612699139291,0.12246754669539593,0.43325034401958495,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,-1.44,0.972,-0.464,-0.803,0.169,0.634
EIF4EBP2,Q13542,0.2742863796457525,0.7803429702547735,0.401906905341064,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-1.26,0.309,-0.947,-0.521,-0.213,0.734
EIF4ENIF1,Q9NRA8,0.03893643052198664,0.46234407853636705,0.011886178323141977,0.988,0.989,1,FALSE,FALSE,TRUE,TRUE,-0.51,-0.16,-0.67,-0.117,-0.277,0.393
EIF4G3,O43432,0.025012302575221777,0.37686088950343766,0.10715071412474535,0.988,0.989,1,TRUE,FALSE,FALSE,TRUE,0.633,-0.216,0.418,0.283,0.0675,-0.35
EIF4H,Q15056,0.0010945844898810867,0.6002086435142475,0.0022218408395442194,0.988,0.99,1,TRUE,FALSE,TRUE,TRUE,-1.59,0.175,-1.42,-0.589,-0.414,1
EIF5,P55010,0.01737762833489361,0.08066652924516024,0.0010637452579781977,0.988,0.989,1,TRUE,FALSE,TRUE,TRUE,-0.613,-0.41,-1.02,-0.0677,-0.478,0.546
EIF5A,P63241,0.0018305855213096018,0.8196005049060848,0.0025065643411717334,0.988,0.992,1,TRUE,FALSE,TRUE,TRUE,-1.04,0.053900000000000003,-0.99,-0.366,-0.312,0.678
EIF5A2,Q9GZV4,0.6107987310895739,0.16887154817310332,0.07538706106875821,0.989,0.989,1,TRUE,TRUE,TRUE,TRUE,-0.617,-1.76,-2.38,0.382,-1.38,0.998
EIF6,P56537,0.013062676558099008,0.25929411117669443,0.08555161520690127,0.988,0.989,1,TRUE,TRUE,TRUE,TRUE,-1.67,0.638,-1.03,-0.769,-0.131,0.9
EIPR1,Q53HC9,0.10029843963384817,0.21248224670227897,0.6289158070439955,0.988,0.989,1,TRUE,TRUE,FALSE,TRUE,1.27,-0.928,0.344,0.734,-0.195,-0.539
