"[Select]","Gene Set Category","Gene Set ID","Gene Set Name","Gene Set Size","Count Overlap Gene","Percentage Genes in Gene Set","Fold Enrichment","log2 fold","P value","P value calc log_10","Bonferroni","Benjamini & Hochberg","Benjamini & Yekutieli","Overlaping Gene Symbols","Overlapping Gene IDs","term_norm","overlap_string","overlap_count"
NA,"SLIM2 GO CC","GO:0031410","cytoplasmic vesicle",1258,245,20.554,1.3151,0.395,5.24162948787442e-07,6.28053368103509,0.0013104073719686,5.21886920882753e-05,0.000438461295791722,"TUBB,FLOT2,VPS36,COPB2,TMEM59,CHMP7,AP2A1,ERGIC2,COPB1,GNAI2,ULK1,PSMD6,TPRG1L,CCDC158,FLOT1,CLTC,STXBP2,CALCOCO2,WASHC4,AP3M1,ITM2B,CHIC2,ACLY,TRIM36,SUN2,TGFBR1,VAC14,ABHD6,KDELR1,LDLRAP1,CCT8,PRKAR1A,HEATR5B,PIK3C3,HSP90B1,DERL2,TRAPPC4,CAMK2D,APOOL,JUP,PSMD3,PYGB,WDFY1,ATP1A1,SYT11,TBC1D25,TMEM33,FZD6,ATP6V0A1,SEC23B,TMEM63B,ANKRD27,VPS45,AMBRA1,DIAPH2,GDI2,UBAP1,TBC1D2B,YIPF6,MFSD8,FAF2,ATP11C,CAND1,MAP6D1,ARCN1,MAP2K1,STOM,SLC38A9,SEC23IP,DNM2,EXOC3,VPS51,PSMD13,TMEM127,SLC2A1,AP1B1,SLC30A5,TAX1BP1,SNX4,MFSD10,TFRC,N4BP3,ANXA3,PRKG1,ACAP2,SLC30A7,MYO1D,PNP,VPS53,PTPN23,GNAS,SLC6A9,HUWE1,MON1B,EHD4,SLC31A1,COPG1,ATP9A,CDK16,AP2A2,DIAPH1,CYB5R3,NISCH,BIRC6,YIPF1,SYPL2,DSC2,CCT4,MYO1C,ABCA3,SIGMAR1,SLC39A14,ZDHHC13,SNX17,TEX264,ACTR2,APAF1,APPL1,USP10,VANGL2,VPS35,TUBB4B,TUBGCP4,CYFIP1,AAK1,AP3B1,MAPK1,HSPH1,AP5M1,CD109,AP2M1,NHLRC2,KPNB1,PSMD11,OSBPL11,FASN,UNC93B1,SNTB2,PDPK1,TRAPPC9,AP1S2,ERBB2,TM9SF1,KIF16B,SNX33,NCDN,CORO7,FYN,HSPA6,ATP6V1H,RFTN1,INPP4A,ATP2B1,STK11IP,SNX27,GHDC,COPA,SRC,LPCAT1,DENND10,DDHD2,WNT5A,AGAP1,LZTR1,PYGL,PHAF1,HPS3,PDCD6IP,ATP7A,STXBP1,SEC24C,ZMPSTE24,CYB561D2,TM9SF2,ATG4B,LTA4H,TCP1,ATP6V0A2,PI4KB,PSMD2,SCYL2,ANKRD50,USO1,TNIK,ATG7,TAP1,RAPGEF6,NBR1,COPG2,ECPAS,RABAC1,AP2B1,FAM91A1,ATAD3B,DYNC1H1,ARRDC3,ANXA6,SYK,MAN1A1,GNA13,SLC12A2,ARHGAP1,SEC24B,PI4K2B,GPRC5C,SLC9A6,UQCC1,CDK2,MAPK14,VPS41,RABGAP1L,YIF1B,SLC15A4,CCT2,PLEKHA3,DERA,SCFD1,HIP1R,MAPK3,DDOST,DERL1,SEC23A,AP2S1,IQGAP2,ARMC8,PSMD12,CLN6,RPN1,IFT172,VAMP7,RP2,OCRL,AP1M1,SLC11A2,SCAP,HPS6,PRKACA,VPS39,NKD2,JAK1,HSP90AB1,LEPROT,FKBP15,FGFR3,ATP6V1C1","20778,3758,20312,2232,1239,28439,561,30208,2231,4385,12558,9564,27007,26374,3757,2092,11445,29912,29174,569,6174,1935,115,16280,14210,11772,25507,21398,6304,18640,1623,9388,29273,8974,12028,17943,19943,1462,24009,6207,9560,9723,20451,799,19239,8092,25541,4044,865,10702,17735,25310,14579,25990,2877,4227,12461,29183,28304,28486,24666,13554,30688,25753,649,6840,3383,26907,17018,2974,30378,1172,9558,26038,11005,554,19089,11575,11175,16894,11763,29852,541,9414,16469,19306,7598,7892,25608,14406,4392,11056,30892,25020,3245,11016,2236,13540,8749,562,2876,2873,18006,13516,25231,27638,3036,1617,7597,33,8157,20858,18413,14979,30247,169,576,24035,12608,15511,13487,20771,16691,13759,19679,566,6871,16969,20192,21685,564,24731,6400,9556,16397,3594,13481,11169,8816,30832,560,3430,11864,15869,28468,17597,26161,4037,5239,18303,30278,6074,814,19184,20073,24438,2230,11283,25718,31793,29106,12784,16922,6742,9725,29564,15597,8766,869,11444,10705,12877,30253,11865,20790,6710,11655,18481,8984,9559,19286,29223,30904,30765,16935,43,20655,6746,2237,29020,9794,563,26306,24007,2961,29263,544,11491,6821,4381,10911,673,10704,18215,13309,11079,15891,1771,6876,12713,24663,30511,23090,1615,14338,24269,20726,18415,6877,2728,28454,10701,565,6111,24999,9557,2077,10381,30391,11486,10274,8108,13667,10908,30634,18817,9380,20593,17046,6190,5258,29477,23397,3690,856","cytoplasmic vesicle","AAK1;ABCA3;ABHD6;ACAP2;ACLY;ACTR2;AGAP1;AMBRA1;ANKRD27;ANKRD50;ANXA3;ANXA6;AP1B1;AP1M1;AP1S2;AP2A1;AP2A2;AP2B1;AP2M1;AP2S1;AP3B1;AP3M1;AP5M1;APAF1;APOOL;APPL1;ARCN1;ARHGAP1;ARMC8;ARRDC3;ATAD3B;ATG4B;ATG7;ATP11C;ATP1A1;ATP2B1;ATP6V0A1;ATP6V0A2;ATP6V1C1;ATP6V1H;ATP7A;ATP9A;BIRC6;CALCOCO2;CAMK2D;CAND1;CCDC158;CCT2;CCT4;CCT8;CD109;CDK16;CDK2;CHIC2;CHMP7;CLN6;CLTC;COPA;COPB1;COPB2;COPG1;COPG2;CORO7;CYB561D2;CYB5R3;CYFIP1;DDHD2;DDOST;DENND10;DERA;DERL1;DERL2;DIAPH1;DIAPH2;DNM2;DSC2;DYNC1H1;ECPAS;EHD4;ERBB2;ERGIC2;EXOC3;FAF2;FAM91A1;FASN;FGFR3;FKBP15;FLOT1;FLOT2;FYN;FZD6;GDI2;GHDC;GNA13;GNAI2;GNAS;GPRC5C;HEATR5B;HIP1R;HPS3;HPS6;HSP90AB1;HSP90B1;HSPA6;HSPH1;HUWE1;IFT172;INPP4A;IQGAP2;ITM2B;JAK1;JUP;KDELR1;KIF16B;KPNB1;LDLRAP1;LEPROT;LPCAT1;LTA4H;LZTR1;MAN1A1;MAP2K1;MAP6D1;MAPK1;MAPK14;MAPK3;MFSD10;MFSD8;MON1B;MYO1C;MYO1D;N4BP3;NBR1;NCDN;NHLRC2;NISCH;NKD2;OCRL;OSBPL11;PDCD6IP;PDPK1;PHAF1;PI4K2B;PI4KB;PIK3C3;PLEKHA3;PNP;PRKACA;PRKAR1A;PRKG1;PSMD11;PSMD12;PSMD13;PSMD2;PSMD3;PSMD6;PTPN23;PYGB;PYGL;RABAC1;RABGAP1L;RAPGEF6;RFTN1;RP2;RPN1;SCAP;SCFD1;SCYL2;SEC23A;SEC23B;SEC23IP;SEC24B;SEC24C;SIGMAR1;SLC11A2;SLC12A2;SLC15A4;SLC2A1;SLC30A5;SLC30A7;SLC31A1;SLC38A9;SLC39A14;SLC6A9;SLC9A6;SNTB2;SNX17;SNX27;SNX33;SNX4;SRC;STK11IP;STOM;STXBP1;STXBP2;SUN2;SYK;SYPL2;SYT11;TAP1;TAX1BP1;TBC1D25;TBC1D2B;TCP1;TEX264;TFRC;TGFBR1;TM9SF1;TM9SF2;TMEM127;TMEM33;TMEM59;TMEM63B;TNIK;TPRG1L;TRAPPC4;TRAPPC9;TRIM36;TUBB;TUBB4B;TUBGCP4;UBAP1;ULK1;UNC93B1;UQCC1;USO1;USP10;VAC14;VAMP7;VANGL2;VPS35;VPS36;VPS39;VPS41;VPS45;VPS51;VPS53;WASHC4;WDFY1;WNT5A;YIF1B;YIPF1;YIPF6;ZDHHC13;ZMPSTE24",245
NA,"SLIM2 GO CC","GO:0005739","mitochondrion",1247,241,20.218,1.305,0.384,1.27331395708477e-06,5.89506450049528,0.00318328489271193,9.94776528972477e-05,0.000835757687084197,"SMIM12,SLC25A19,ACSS3,PTGR3,BPHL,ABHD11,ANGEL1,FYN,PDE12,NT5DC2,CYB5R3,ACOT9,SPNS1,GHITM,IARS2,METTL13,SRC,POLRMT,RHOT1,SLC25A12,TYMS,AMMECR1,POLG2,ATP5F1A,VWA8,LDHA,GLS,MTO1,PPP2R1A,NDUFA10,BRI3BP,ALDH9A1,TARS2,NUDT19,SLC25A10,MTG1,DCAKD,AARS2,BNIP3,TMEM177,OGT,PYCR2,SLC25A21,ZDHHC8,MCCC1,PC,RMND1,UROS,ALDH18A1,VPS35,SLC25A14,PMPCB,MTX2,GSK3A,CS,CLUH,MGST3,IDH3B,HDHD5,MAPK3,AGK,MCCC2,MFSD8,ASS1,PUS1,HMOX1,STOM,ACSF3,TRMT11,MCU,MLYCD,SESN2,ABCB10,TRNT1,SFXN1,HSD17B7,RAD51C,PDK1,ATAD3A,HAT1,TK2,SDR39U1,PREPL,BCKDK,SLC25A4,PHB2,HK1,FPGS,FBXO7,SLC25A3,MMUT,PTPMT1,COQ8B,TEFM,ARL10,CASP9,COQ5,UFL1,GCLC,NDUFS7,NOL6,SLC25A1,MTHFD1L,HSDL2,ACAD9,DDX28,WWOX,STXBP1,PRKACA,AMBRA1,TMEM11,NIPSNAP1,HUWE1,ATP5F1C,MRPS27,FADS1,GLUD1,MPC2,PRKCE,OGG1,CCAR2,SLC30A7,SLC25A6,NUBPL,TIMM23,DCK,MARS2,MTUS1,APOOL,LARS2,SLC25A32,SLC25A15,MRM2,UBE3B,TMX2,STOML2,MAPK9,PCCA,DMAC2,XRCC3,QARS1,PECR,HIP1R,PRORP,YME1L1,GSK3B,ECHS1,GCAT,MTHFD1,IDH3G,MTFR2,ABHD6,METTL17,TMEM102,BCS1L,COASY,ULK1,ACSL3,IBA57,OSGEPL1,MICU2,PDSS1,ATAD3B,HIGD1A,PDPR,MTFP1,SOX4,PDK2,UQCC1,AP3B1,TOP3A,VARS2,MFN2,PITRM1,SLC25A5,TRIM32,HSP90AB1,NIPSNAP2,NOCT,PI4KB,NDUFA9,LYPLAL1,TIMM29,TRMT2B,MIGA1,MAPK14,GFM1,AGPAT4,LIPT2,L2HGDH,VRK2,MTG2,MPV17L2,TIMM21,ACSS2,OXA1L,NSUN2,UQCRC1,PYCR1,KANSL3,TAX1BP1,LONP1,SLC9A6,GPD2,CDK1,ATG4B,NBR1,NR3C1,KIFBP,MAPK1,NDUFA13,GUF1,NUDT8,ANXA6,FLAD1,STAT3,DNA2,METTL15,SQOR,TMEM70,SIRT3,CLPB,SLC27A3,YARS2,TIMM50,METTL9,MAP2K1,PCK2,HEATR1,SLC25A11,RNASEL,PLGRKT,GTF3C4,LRPPRC,SUPV3L1,MLLT11,HADHA,FDPS,NNT,SLC11A2,MIPEP","25154,14409,24723,28697,1094,16407,19961,4037,25386,25717,2873,17152,30621,17281,29685,24248,11283,9200,21168,10982,12441,467,9180,823,29071,6535,4331,19261,9302,7684,14251,412,30740,32036,10980,32159,26238,21022,1084,28143,8127,30262,14411,18474,6936,8636,21176,12592,9722,13487,10984,9119,7506,4616,2422,29094,7064,5385,1843,6877,21869,6937,28486,758,15508,5013,3383,27288,21080,23526,7150,20746,41,17341,16085,5215,9820,8809,25567,4821,11831,20275,30228,16902,10990,30306,4922,3824,13586,10989,7526,26965,19041,26223,22042,1511,28722,23039,4311,7714,19910,10979,21055,18572,21497,17330,12799,11444,9380,25990,16823,7827,30892,833,14512,3574,4335,24515,9401,8125,23360,19306,10992,20278,17312,2704,25133,29789,24009,17095,29683,10985,16352,13478,30739,14559,6886,8653,25496,12830,9751,18281,18415,19958,12843,4617,3151,4188,7432,5386,21115,21398,19280,26722,1020,29932,12558,3570,27302,23075,31830,17759,24007,29527,30264,26945,11200,8810,15891,566,11992,21642,16877,17663,10991,16380,5258,4179,14254,8984,7693,20440,25152,25748,24741,6876,13780,20885,37216,20499,12719,16239,28177,25010,15814,8526,25994,12585,9721,25473,11575,9479,11079,4456,1722,20790,6746,7978,23419,6871,17194,25799,8055,544,24671,11364,2939,26606,20390,26050,14931,30664,10997,24249,23656,24586,6840,8725,25517,10981,10050,23633,4667,15714,11471,16997,4801,3631,7863,10908,7104","mitochondrion","AARS2;ABCB10;ABHD11;ABHD6;ACAD9;ACOT9;ACSF3;ACSL3;ACSS2;ACSS3;AGK;AGPAT4;ALDH18A1;ALDH9A1;AMBRA1;AMMECR1;ANGEL1;ANXA6;AP3B1;APOOL;ARL10;ASS1;ATAD3A;ATAD3B;ATG4B;ATP5F1A;ATP5F1C;BCKDK;BCS1L;BNIP3;BPHL;BRI3BP;CASP9;CCAR2;CDK1;CLPB;CLUH;COASY;COQ5;COQ8B;CS;CYB5R3;DCAKD;DCK;DDX28;DMAC2;DNA2;ECHS1;FADS1;FBXO7;FDPS;FLAD1;FPGS;FYN;GCAT;GCLC;GFM1;GHITM;GLS;GLUD1;GPD2;GSK3A;GSK3B;GTF3C4;GUF1;HADHA;HAT1;HDHD5;HEATR1;HIGD1A;HIP1R;HK1;HMOX1;HSD17B7;HSDL2;HSP90AB1;HUWE1;IARS2;IBA57;IDH3B;IDH3G;KANSL3;KIFBP;L2HGDH;LARS2;LDHA;LIPT2;LONP1;LRPPRC;LYPLAL1;MAP2K1;MAPK1;MAPK14;MAPK3;MAPK9;MARS2;MCCC1;MCCC2;MCU;METTL13;METTL15;METTL17;METTL9;MFN2;MFSD8;MGST3;MICU2;MIGA1;MIPEP;MLLT11;MLYCD;MMUT;MPC2;MPV17L2;MRM2;MRPS27;MTFP1;MTFR2;MTG1;MTG2;MTHFD1;MTHFD1L;MTO1;MTUS1;MTX2;NBR1;NDUFA10;NDUFA13;NDUFA9;NDUFS7;NIPSNAP1;NIPSNAP2;NNT;NOCT;NOL6;NR3C1;NSUN2;NT5DC2;NUBPL;NUDT19;NUDT8;OGG1;OGT;OSGEPL1;OXA1L;PC;PCCA;PCK2;PDE12;PDK1;PDK2;PDPR;PDSS1;PECR;PHB2;PI4KB;PITRM1;PLGRKT;PMPCB;POLG2;POLRMT;PPP2R1A;PREPL;PRKACA;PRKCE;PRORP;PTGR3;PTPMT1;PUS1;PYCR1;PYCR2;QARS1;RAD51C;RHOT1;RMND1;RNASEL;SDR39U1;SESN2;SFXN1;SIRT3;SLC11A2;SLC25A1;SLC25A10;SLC25A11;SLC25A12;SLC25A14;SLC25A15;SLC25A19;SLC25A21;SLC25A3;SLC25A32;SLC25A4;SLC25A5;SLC25A6;SLC27A3;SLC30A7;SLC9A6;SMIM12;SOX4;SPNS1;SQOR;SRC;STAT3;STOM;STOML2;STXBP1;SUPV3L1;TARS2;TAX1BP1;TEFM;TIMM21;TIMM23;TIMM29;TIMM50;TK2;TMEM102;TMEM11;TMEM177;TMEM70;TMX2;TOP3A;TRIM32;TRMT11;TRMT2B;TRNT1;TYMS;UBE3B;UFL1;ULK1;UQCC1;UQCRC1;UROS;VARS2;VPS35;VRK2;VWA8;WWOX;XRCC3;YARS2;YME1L1;ZDHHC8",241
NA,"SLIM2 GO CC","GO:0005783","endoplasmic reticulum",1052,235,19.715,1.5084,0.593,1.44295419480013e-12,11.8407474549504,3.60738548700032e-09,2.96217378087369e-09,2.48865894574493e-08,"DSC2,SCD5,FDFT1,YIF1B,HSD17B7,TMT1B,TMEM33,DDOST,POM121C,NCLN,ARCN1,MTMR12,SLC30A5,DHCR7,ZDHHC18,TMX2,SEC23B,MAPK3,MAP2K1,CYB561D2,MGST2,TMEM131L,NUP210,TMBIM6,TRAPPC4,SEC11A,SGCE,LDAH,SEC22A,LPGAT1,GLUD1,UNC93B1,GGCX,G6PC3,DHRS7,ATP11C,EMC3,RPN2,FAM8A1,RDH14,CDK1,ATP1A1,DERL1,DPAGT1,SEC61A1,SIGMAR1,DHRS1,ERGIC2,ERLIN1,PRSS23,PUM3,SACM1L,SCD,CES3,ESYT1,FZD6,ZDHHC13,OSBPL3,SLC33A1,HPS6,ENTPD5,ALG9,EXTL2,SLC37A3,KPNA2,B3GALNT2,CLN6,PLPP6,AGPAT3,HSP90B1,THADA,RINT1,COPB1,ARB2A,DERL2,SEC24B,SERPIND1,PCSK6,PDIA5,TRIM32,ATG2A,VAMP7,METTL9,ICMT,DPM1,UGGT1,TBL2,SEC24C,STOM,LRRC8E,SLC37A4,SEC11C,HACD3,TAPT1,PI4K2B,STT3A,CAMK2D,ATP13A1,ATP2A2,KPNB1,VKORC1,DHCR24,GHDC,RDH11,SEC23A,WNT5A,USO1,ERLIN2,MGST3,ANGEL1,SCFD1,VRK2,LARS1,RAB3GAP2,PKMYT1,P3H1,GHITM,ALG3,EPHX1,GNAZ,RNF170,GNAI3,PIGU,ERAP1,UBAC2,BCAP29,KRTCAP2,TMEM97,GBA2,LRBA,ATP7A,TMEM43,CERS2,MARCHF6,YIPF6,TEX264,AHCYL1,COL18A1,SEC23IP,SCAP,SOAT1,USP25,UFL1,ULK1,AMBRA1,GPSM1,COPB2,EDEM3,DIAPH2,LPCAT1,ACSL3,ALG2,VKORC1L1,TMEM38B,ALG11,AGPAT4,DNAJC10,FAF2,ATL2,CYP51A1,UTP15,TXNDC11,SLC9A6,MAPK1,PRKCE,SLC27A3,FADS1,ATG4B,CLCC1,TAP1,HSD17B11,TRAM1,SGPL1,RGMA,COPG2,PTDSS1,FGFR3,HM13,GALNT1,RFT1,NBAS,REEP3,TMEM63B,RPN1,SLC30A7,SERINC1,BNIP3,PI4KB,ALG8,CYB5R3,TIMM50,HSD17B12,SPTLC1,GBF1,KEAP1,COPG1,POR,ECPAS,POFUT2,SLC39A7,INPP5K,ATL3,ZW10,YTHDC2,ALG5,ZMPSTE24,EXT1,MAN1A1,ADPGK,HMOX1,GPAT4,PIGG,PEDS1,ALG1,STT3B,PDCD6IP,SPCS3,COPA,SERPINH1,CYBC1,NSDHL,CDIPT,C4A,KDELR1,FYN,MGAT4B,EMC1,SSR3,EHD4,CTDNEP1,PLPP3,VAC14,ABHD12,SPTLC2,TRAPPC9","3036,21088,3629,30511,5215,28276,25541,2728,34005,26923,649,18191,19089,2860,20712,30739,10702,6877,6840,30253,7063,29146,30052,11723,19943,17718,10808,26145,20260,28985,4335,13481,4247,24861,21524,13554,23999,10382,16372,19979,1722,799,28454,2995,18276,8157,16445,30208,16947,14370,29676,17059,10571,1865,29534,4044,18413,16370,95,18817,3367,15672,3516,20651,6395,28596,2077,23682,326,12028,19217,21876,2231,25365,17943,10704,4838,8569,24811,16380,29028,11486,24586,5350,3005,15663,11586,10705,3383,26272,4061,23400,24175,26887,18215,6172,1462,24215,812,6400,23663,2859,24438,17964,10701,12784,30904,1356,7064,19961,20726,12719,6512,17168,29650,19316,17281,23056,3401,4395,25358,4387,15791,18173,20486,24131,28942,28106,18986,1742,869,28472,14076,30550,28304,30247,344,2195,17018,30634,11177,12624,23039,12558,25990,17858,2232,16787,2877,25718,3570,23159,21492,25535,32456,20885,24637,24666,24047,2649,25758,28030,11079,6871,9401,10997,3574,20790,29675,43,22960,20568,10817,30308,2237,9587,3690,16435,4123,30220,15625,23711,17735,10381,19306,13464,1084,8984,23161,2873,23656,18646,11277,4181,23177,2236,9208,29020,14683,4927,33882,24526,13194,24721,20266,12877,3512,6821,25250,5013,20880,25985,16735,18294,30611,8766,26212,2230,1546,28672,13398,1769,1323,6304,4037,7048,28957,11325,3245,19085,9229,25507,15868,11278,30832","endoplasmic reticulum","ABHD12;ACSL3;ADPGK;AGPAT3;AGPAT4;AHCYL1;ALG1;ALG11;ALG2;ALG3;ALG5;ALG8;ALG9;AMBRA1;ANGEL1;ARB2A;ARCN1;ATG2A;ATG4B;ATL2;ATL3;ATP11C;ATP13A1;ATP1A1;ATP2A2;ATP7A;B3GALNT2;BCAP29;BNIP3;C4A;CAMK2D;CDIPT;CDK1;CERS2;CES3;CLCC1;CLN6;COL18A1;COPA;COPB1;COPB2;COPG1;COPG2;CTDNEP1;CYB561D2;CYB5R3;CYBC1;CYP51A1;DDOST;DERL1;DERL2;DHCR24;DHCR7;DHRS1;DHRS7;DIAPH2;DNAJC10;DPAGT1;DPM1;DSC2;ECPAS;EDEM3;EHD4;EMC1;EMC3;ENTPD5;EPHX1;ERAP1;ERGIC2;ERLIN1;ERLIN2;ESYT1;EXT1;EXTL2;FADS1;FAF2;FAM8A1;FDFT1;FGFR3;FYN;FZD6;G6PC3;GALNT1;GBA2;GBF1;GGCX;GHDC;GHITM;GLUD1;GNAI3;GNAZ;GPAT4;GPSM1;HACD3;HM13;HMOX1;HPS6;HSD17B11;HSD17B12;HSD17B7;HSP90B1;ICMT;INPP5K;KDELR1;KEAP1;KPNA2;KPNB1;KRTCAP2;LARS1;LDAH;LPCAT1;LPGAT1;LRBA;LRRC8E;MAN1A1;MAP2K1;MAPK1;MAPK3;MARCHF6;METTL9;MGAT4B;MGST2;MGST3;MTMR12;NBAS;NCLN;NSDHL;NUP210;OSBPL3;P3H1;PCSK6;PDCD6IP;PDIA5;PEDS1;PI4K2B;PI4KB;PIGG;PIGU;PKMYT1;PLPP3;PLPP6;POFUT2;POM121C;POR;PRKCE;PRSS23;PTDSS1;PUM3;RAB3GAP2;RDH11;RDH14;REEP3;RFT1;RGMA;RINT1;RNF170;RPN1;RPN2;SACM1L;SCAP;SCD;SCD5;SCFD1;SEC11A;SEC11C;SEC22A;SEC23A;SEC23B;SEC23IP;SEC24B;SEC24C;SEC61A1;SERINC1;SERPIND1;SERPINH1;SGCE;SGPL1;SIGMAR1;SLC27A3;SLC30A5;SLC30A7;SLC33A1;SLC37A3;SLC37A4;SLC39A7;SLC9A6;SOAT1;SPCS3;SPTLC1;SPTLC2;SSR3;STOM;STT3A;STT3B;TAP1;TAPT1;TBL2;TEX264;THADA;TIMM50;TMBIM6;TMEM131L;TMEM33;TMEM38B;TMEM43;TMEM63B;TMEM97;TMT1B;TMX2;TRAM1;TRAPPC4;TRAPPC9;TRIM32;TXNDC11;UBAC2;UFL1;UGGT1;ULK1;UNC93B1;USO1;USP25;UTP15;VAC14;VAMP7;VKORC1;VKORC1L1;VRK2;WNT5A;YIF1B;YIPF6;YTHDC2;ZDHHC13;ZDHHC18;ZMPSTE24;ZW10",235
NA,"SLIM2 GO CC","GO:0005815","microtubule organizing center",611,105,8.809,1.1604,0.215,0.0503426184418993,1.29806419948901,1,0.16323806239267,1,"TM9SF2,GNAI1,DAPK3,MAP2K1,PRKACA,MAPKAPK2,USP9X,IFT172,MPHOSPH9,IFT56,CTNNB1,TTLL12,RITA1,GPRC5C,MLLT11,DYNC2I2,TUBGCP4,ARHGAP35,DNM2,NEK4,SLC16A1,CEP162,CTDP1,NIN,RAPGEF6,WDR62,TCP1,GLE1,CDK1,MAPK1,GSK3B,OFD1,EVI5,POC1A,NUP93,CIP2A,CCT5,EXOC4,KEAP1,ACLY,FLOT1,GNAI2,DIAPH1,RP2,PRKACB,NCAPD2,MAD1L1,B9D1,CCT4,CEP63,CYLD,HAUS5,NEK9,HSPA6,TAPT1,BIRC6,OCRL,FLII,UTRN,STK3,DAAM1,ROCK2,IFT57,AKAP11,RIC8B,CLTC,USO1,GLI2,CDK2,MAPK3,PLK1,DLG5,AAAS,PTPN23,PDCD6IP,MARCHF7,TRIM32,CEP97,DDHD2,CSNK1A1,TUBGCP3,GNAI3,DYNC1H1,SNTB2,PRKAR1A,TUBGCP2,CDC16,NME7,CCT8,CEP78,DCTN1,ECPAS,POC5,CCNA2,TUBGCP6,PRKAA2,NR3C1,FZD6,YES1,CEP68,IQCB1,IFT80,ANKRD26,MTUS1,TAP1","11865,4384,2676,6840,9380,6887,12632,30391,7215,21882,2514,28974,25925,13309,16997,28296,16691,4591,2974,11399,10922,21107,2498,14906,20655,24502,11655,4315,1722,6871,4617,2567,3501,24488,28958,29302,1618,30389,23177,115,3757,4385,2876,10274,9381,24305,6762,24123,1617,25815,2584,29130,18591,5239,26887,13516,8108,3750,12635,11406,18142,10252,17367,369,25555,2092,30904,4318,1771,6877,9077,2904,13666,14406,8766,17393,16380,26244,29106,2451,18598,4387,2961,11169,9388,18599,1720,20461,1623,25740,2711,29020,26658,1578,18127,9377,7978,4044,12841,29076,28949,29262,29186,29789,43","microtubule organizing center","AAAS;ACLY;AKAP11;ANKRD26;ARHGAP35;B9D1;BIRC6;CCNA2;CCT4;CCT5;CCT8;CDC16;CDK1;CDK2;CEP162;CEP63;CEP68;CEP78;CEP97;CIP2A;CLTC;CSNK1A1;CTDP1;CTNNB1;CYLD;DAAM1;DAPK3;DCTN1;DDHD2;DIAPH1;DLG5;DNM2;DYNC1H1;DYNC2I2;ECPAS;EVI5;EXOC4;FLII;FLOT1;FZD6;GLE1;GLI2;GNAI1;GNAI2;GNAI3;GPRC5C;GSK3B;HAUS5;HSPA6;IFT172;IFT56;IFT57;IFT80;IQCB1;KEAP1;MAD1L1;MAP2K1;MAPK1;MAPK3;MAPKAPK2;MARCHF7;MLLT11;MPHOSPH9;MTUS1;NCAPD2;NEK4;NEK9;NIN;NME7;NR3C1;NUP93;OCRL;OFD1;PDCD6IP;PLK1;POC1A;POC5;PRKAA2;PRKACA;PRKACB;PRKAR1A;PTPN23;RAPGEF6;RIC8B;RITA1;ROCK2;RP2;SLC16A1;SNTB2;STK3;TAP1;TAPT1;TCP1;TM9SF2;TRIM32;TTLL12;TUBGCP2;TUBGCP3;TUBGCP4;TUBGCP6;USO1;USP9X;UTRN;WDR62;YES1",105
NA,"SLIM2 GO CC","GO:0005635","nuclear envelope",327,60,5.034,1.239,0.309,0.0419714281835169,1.37704625257389,1,0.150976360372363,1,"PLPP6,TMEM43,GNAZ,IPO11,IPO5,SUN2,XPO7,HACD3,LRPPRC,ATR,MAPK3,NUP37,GHDC,GTF3C3,DHCR7,DYNC2I2,SIGMAR1,CSE1L,IPO7,KPNB1,NUP210,KPNA1,POM121C,TMEM120B,MGST2,GLE1,TMEM33,XPO1,OSBPL3,XPO4,TMEM38B,MFSD10,BNIP3,VRK2,NUP214,TMEM209,NUP155,ITPRIP,BROX,NEMP1,DCTN1,TNPO3,KPNA2,CTDNEP1,XPOT,MAD1L1,ARL6IP6,MGST3,RANGAP1,AGPAT3,AAAS,TMEM97,TUBB,NOC4L,ZMPSTE24,CDK2,IPO8,INPP4A,CHMP7,NUP93","23682,28472,4395,20628,6402,14210,14108,24175,15714,882,6877,29929,24438,4666,2860,28296,8157,2431,9852,6400,30052,6394,34005,32008,7063,4315,25541,12825,16370,17796,25535,16894,1084,12719,8064,21898,8063,29370,26512,29001,2711,17103,6395,19085,12826,6762,24048,7064,9854,326,13666,28106,20778,28461,12877,1771,9853,6074,28439,28958","nuclear envelope","AAAS;AGPAT3;ARL6IP6;ATR;BNIP3;BROX;CDK2;CHMP7;CSE1L;CTDNEP1;DCTN1;DHCR7;DYNC2I2;GHDC;GLE1;GNAZ;GTF3C3;HACD3;INPP4A;IPO11;IPO5;IPO7;IPO8;ITPRIP;KPNA1;KPNA2;KPNB1;LRPPRC;MAD1L1;MAPK3;MFSD10;MGST2;MGST3;NEMP1;NOC4L;NUP155;NUP210;NUP214;NUP37;NUP93;OSBPL3;PLPP6;POM121C;RANGAP1;SIGMAR1;SUN2;TMEM120B;TMEM209;TMEM33;TMEM38B;TMEM43;TMEM97;TNPO3;TUBB;VRK2;XPO1;XPO4;XPO7;XPOT;ZMPSTE24",60
