"","lipid_name","mrm","blank","s10","s11","s12","s13","s14","s15","s16","s17","s18","s1","s2","s3","s4","s5","s6","s7","s8","s9","lipid_class1","lipid_class","DG_TG_acyl_chains","NL_chain","maxvalue","max_divid_blank","mrm1","precursor","product","picked_candidate","C_total","DB_total","NL_C","NL_DB","cand_score"
"267","PI 36:4","876.56017 -> 599.503898",2072.020138,3961.460236,3789.400227,3154.800232,3462.920238,3756.840252,3930.120277,3540.840279,4877.760311,5391.300331,3188.780231,3898.120308,4026.440258,2949.040176,3342.700272,3359.64024,2114.020157,2579.480167,2510.040173,"PI","PI",NA,NA,5391.300331,2.60195363554908,"876 -> 599",876,599,"PI 36:4",36,4,36,4,4
"268","PI 36:3_PI O-37:3","878.61227 -> 601.555998",2087.340145,3758.800278,4741.120304,3996.620255,3229.520233,3443.920231,3971.940258,3117.340202,3569.780239,4008.160294,2974.060192,3328.580257,3514.820259,3115.420212,3399.840221,3289.600216,2413.320179,2557.560177,2785.240196,"PI","PI",NA,NA,4741.120304,2.27136929041337,"878 -> 601",878,601,"PI 36:3",36,3,36,3,4
"269","PI 36:2_PI O-37:2_PI O-37:2","880.62787 -> 603.571598",2055.140133,8982.220772,13635.4409,11019.6408,7302.400463,10200.06087,10786.16072,4620.940296,7257.940491,10569.82085,7201.940479,5894.140388,9161.180592,5965.460461,6171.080387,9172.660599,4475.520344,3869.600266,4440.400307,"PI","PI",NA,NA,13635.4409,6.63479861107846,"880 -> 603",880,603,"PI 36:2",36,2,36,2,4
"270","PI 36:1_PI O-37:1_PI O-37:1","882.64357 -> 605.587298",2057.620148,13580.62077,15586.70104,8758.560741,10560.56058,13015.80099,14114.40105,6636.480556,11062.82077,15866.86113,4344.580303,5993.60041,8511.600563,5211.700375,7793.080612,9461.900593,5200.360359,4514.680359,5633.6604,"PI","PI",NA,NA,15866.86113,7.71126835311296,"882 -> 605",882,605,"PI 36:1",36,1,36,1,4
"271","PI 37:7_PI O-38:7_PI 36:0_PI O-37:0","884.65917 -> 607.602898",2067.30014,3066.880203,3823.260227,2789.820187,2830.820206,3055.500225,2967.320225,2463.080166,2809.440189,3418.380257,2502.980145,2470.580181,2787.100193,2052.02013,2889.640213,2699.620186,2342.760162,2102.640144,2291.70015,"PI","PI",NA,NA,3823.260227,1.84939774976264,"884 -> 607",884,607,"PI 36:0",36,0,36,0,4
"272","PI 37:4_PI O-38:4_PI O-38:4","890.61227 -> 613.555998",2123.220146,2756.640198,2777.88018,2696.360199,2350.360153,2624.620201,2568.360172,2399.220154,2722.200169,2754.700191,2525.340172,2293.280155,2874.82021,2363.140148,2304.980167,2772.320206,2412.220161,2249.320156,2104.480145,"PI","PI",NA,NA,2874.82021,1.35399064266415,"890 -> 613",890,613,"PI O-38:4",38,4,38,4,4
"273","PI 37:3_PI O-38:3_PI O-38:3","892.62787 -> 615.571598",2057.600128,3099.980209,3507.140266,3534.840271,2476.100159,3089.440231,3121.680233,2378.360172,2974.360195,3060.360207,2752.240189,2805.720207,2859.860191,2521.200165,2576.280167,3381.980221,2485.980202,2248.000145,2185.120152,"PI","PI",NA,NA,3534.840271,1.71794325967305,"892 -> 615",892,615,"PI O-38:3",38,3,38,3,4
"274","PI 38:9_PI 37:2_PI O-38:2_PI O-38:2","894.64357 -> 617.587298",2055.840134,2782.100193,3483.400261,3311.540264,2574.020168,2593.800182,3671.140251,2418.260162,2588.48016,3042.240189,2683.720181,2253.500149,2623.700176,2686.140186,2583.560184,3292.080227,2143.020149,2285.320152,2499.400169,"PI","PI",NA,NA,3671.140251,1.78571290164335,"894 -> 617",894,617,"PI O-38:2",38,2,38,2,4
"275","PI 38:8_PI 37:1_PI O-38:1_PI O-38:1","896.65917 -> 619.602898",2109.160149,2303.540176,2585.840172,2489.320168,2394.720158,2868.300194,2641.060177,2407.300163,2640.580193,2590.160164,2236.360153,2390.54018,2309.840157,2176.360149,2180.800156,2533.920166,2152.340153,2239.520164,2337.560169,"PI","PI",NA,NA,2868.300194,1.35992527421871,"896 -> 619",896,619,"PI O-38:1",38,1,38,1,4
"276","PI 38:5","902.57587 -> 625.519598",2054.980145,5612.020424,6617.300594,5241.560448,4212.560318,5507.380447,6142.840385,3764.46022,5109.580338,7361.680485,4776.80027,4303.200287,6192.160454,2804.560211,4088.740318,4809.680336,3293.280209,3085.620216,4198.840279,"PI","PI",NA,NA,7361.680485,3.58236088212911,"902 -> 625",902,625,"PI 38:5",38,5,38,5,4
"277","PI 38:4","904.59147 -> 627.535198",2059.020142,12715.02085,17768.42111,10915.04074,10797.24057,16212.92106,17767.76099,10966.38075,19101.74154,22176.62138,9927.680714,8212.280449,13350.78086,8944.160648,12635.00086,14969.90089,7104.700451,5195.060287,7463.860657,"PI","PI",NA,NA,22176.62138,10.7704732594112,"904 -> 627",904,627,"PI 38:4",38,4,38,4,4
"278","PI 38:3","906.60717 -> 629.550898",2099.94014,11717.68091,14993.42119,12777.74097,10156.80082,9979.500687,10943.90071,7016.860538,13004.26112,16059.36124,7354.460407,7976.660606,9506.500729,8275.180588,6970.520382,11146.54076,4770.020359,4976.200356,4879.90028,"PI","PI",NA,NA,16059.36124,7.64753286729402,"906 -> 629",906,629,"PI 38:3",38,3,38,3,4
"279","PI 38:2_PI O-39:2","908.65917 -> 631.602898",2055.420151,7395.960453,7982.400528,6894.880379,4861.12035,6000.500462,6438.740475,3108.860214,5332.120323,6794.840511,4385.060314,4426.040321,5065.44038,3730.920261,4507.680328,5534.200447,2993.420235,2784.840187,3262.100246,"PI","PI",NA,NA,7982.400528,3.88358580804825,"908 -> 631",908,631,"PI 38:2",38,2,38,2,4
"280","PI 39:8_PI 38:1_PI O-39:1_PI O-39:1","910.67487 -> 633.618598",2055.520142,3462.800194,3367.260254,3175.040203,2887.280205,3510.980278,3603.940258,2396.440163,3120.080246,3349.180206,2481.660168,2263.660164,2421.000164,2218.060162,2907.680214,2918.440228,2304.32016,2288.980145,2334.060158,"PI","PI",NA,NA,3603.940258,1.75329843982623,"910 -> 633",910,633,"PI 38:1",38,1,38,1,4
"281","PI 40:6","928.59147 -> 651.535198",2059.800133,2991.300205,3346.160248,3132.760189,2937.4002,3040.640202,2574.480183,2601.280178,2776.300205,2748.280186,2751.700188,2561.140175,2845.240181,2709.760166,2527.20018,3129.78022,2059.340137,2215.900162,2591.460178,"PI","PI",NA,NA,3346.160248,1.62450724921863,"928 -> 651",928,651,"PI 40:6",40,6,40,6,4
"282","PI 40:5","930.60717 -> 653.550898",2125.560158,3540.940208,3170.660244,3170.32021,2646.32016,2984.420223,3431.720245,2602.800175,2822.82019,3219.380199,2715.440189,2916.620224,3236.340244,2619.160183,3152.900185,3176.400234,2530.340187,2134.120152,2494.680187,"PI","PI",NA,NA,3540.940208,1.66588567003052,"930 -> 653",930,653,"PI 40:5",40,5,40,5,4
"283","PI 40:4","932.62277 -> 655.566498",2079.96014,2720.280193,2937.880211,3091.72023,2298.660168,3142.280258,2814.82019,2094.180164,2801.300201,3522.500252,2211.380154,2566.960155,2703.060196,2639.54018,2721.960197,2526.020184,2133.120144,2158.020145,2165.440159,"PI","PI",NA,NA,3522.500252,1.6935421906691,"932 -> 655",932,655,"PI 40:4",40,4,40,4,4
"284","PS 32:1_PS O-33:1_PS O-33:1","734.533625 -> 549.524698",1884.000126,1973.180141,2123.240143,2057.98016,2042.680153,2065.860142,2437.440186,1920.120132,2030.860138,2224.340157,2231.660164,1994.520119,2380.880169,1995.480129,2285.220154,2481.080173,2091.300144,2024.780136,2092.820148,"PS","PS",NA,NA,2481.080173,1.31692144748827,"734 -> 549",734,549,"PS 32:1",32,1,32,1,4
"285","PS 33:1_PS O-34:1_PS O-34:1","748.549225 -> 563.540298",1962.520134,2172.880154,2479.78017,2260.940174,2149.960144,2085.280148,2657.040188,2041.440144,2194.200146,2135.740143,1983.140141,1941.120148,2153.860153,2125.920158,2223.14016,2343.120174,1951.86013,1989.760143,2079.080128,"PS","PS",NA,NA,2657.040188,1.35389193821132,"748 -> 563",748,563,"PS O-34:1",34,1,34,1,4
"286","PS 34:5","754.465925 -> 569.456998",2026.040146,2305.220158,2402.88015,2166.600151,2005.960144,2177.600143,2330.04015,2114.260159,2327.980164,2907.600201,2101.520153,2447.28017,2448.940186,2092.440147,2641.68021,2933.080204,2349.380165,2400.940163,2452.880196,"PS","PS",NA,NA,2933.080204,1.44769105873384,"754 -> 569",754,569,"PS 34:5",34,5,34,5,4
"287","PS 34:4","756.481525 -> 571.472598",3691.160233,5351.120323,6341.960464,4814.220375,4220.740295,5421.260284,4681.920387,4464.100258,5340.720406,5527.520359,5326.400436,4340.560379,7822.980545,5070.320385,6026.400417,7358.700439,4408.280315,5252.920464,5488.180328,"PS","PS",NA,NA,7822.980545,2.11938253860138,"756 -> 571",756,571,"PS 34:4",34,4,34,4,4
"288","PS 34:1_PS O-35:1_PS O-35:1","762.564925 -> 577.555998",1926.140144,2827.940197,6862.860435,5335.360348,3847.480247,5143.020451,6873.200443,4642.060402,5992.440464,5955.500389,3569.34026,4316.600368,8137.10059,4436.480278,5028.460361,7255.500515,2935.960182,3426.560226,4557.440342,"PS","PS",NA,NA,8137.10059,4.22456310634892,"762 -> 577",762,577,"PS 34:1",34,1,34,1,4
"289","PS 34:0_PS O-35:0","764.580525 -> 579.571598",1915.920135,2120.480148,2939.540199,2030.560139,2183.740147,2479.440178,2268.940147,2318.660175,2297.320175,2651.640186,2251.300152,2141.240147,2229.320148,2177.140148,2655.780163,2280.340168,1972.800129,1946.760132,2467.700188,"PS","PS",NA,NA,2939.540199,1.53427073775181,"764 -> 579",764,579,"PS 34:0",34,0,34,0,4
"290","PS 36:8_PS 35:1_PS O-36:1_PS O-36:1","776.580525 -> 591.571598",1953.960136,3363.700199,3514.48024,3558.040199,3727.000286,3334.640205,3636.440258,3481.540199,3957.140259,4223.920322,2448.140198,3024.660225,3885.220219,3098.440231,3243.960205,4292.800259,2599.56015,3024.940208,2725.100204,"PS","PS",NA,NA,4292.800259,2.19697432916308,"776 -> 591",776,591,"PS 36:8",36,8,36,8,4
"291","PS 36:2_PS O-37:2_PS O-37:2","788.580525 -> 603.571598",2010.480137,4501.500259,5145.040394,5011.200348,3900.500286,5066.200375,4449.120354,3745.820248,4365.460361,5611.960468,3332.420212,3686.24025,5610.200314,3714.240318,3689.280281,5302.540443,3024.000217,2701.420174,3562.640228,"PS","PS",NA,NA,5611.960468,2.79135335123184,"788 -> 603",788,603,"PS 36:2",36,2,36,2,4
"292","PS 36:1_PS O-37:1_PS O-37:1","790.596225 -> 605.587298",2390.400169,7806.460693,13075.36092,9906.940632,10590.08082,13950.60098,14971.68098,7851.52063,16553.94144,22509.92173,6384.90044,9330.760818,19538.8616,8325.140553,12787.00102,17436.38105,8647.000656,7255.660587,8929.00066,"PS","PS",NA,NA,22509.92173,9.41680059344072,"790 -> 605",790,605,"PS 36:1",36,1,36,1,4
"293","PS 36:0","792.611825 -> 607.602898",1922.480122,2343.540146,3248.280201,2925.400242,2877.400227,3406.680248,3175.240189,2511.720184,3184.360237,3605.040222,2396.260162,2506.700188,3257.560272,2333.720161,2480.740185,3796.580307,2149.020149,2526.500168,2949.180172,"PS","PS",NA,NA,3796.580307,1.97483462302348,"792 -> 607",792,607,"PS 36:0",36,0,36,0,4
"294","PS 38:8_PS dO-40:8_PS 37:1_PS O-38:1_PS O-38:1","804.611825 -> 619.602898",1876.620121,2334.480164,2699.260197,2397.140186,2210.020142,2439.460178,2870.340214,2145.380146,2816.960186,2513.600204,2026.760132,2526.560158,2719.180176,2174.800156,2638.400177,2818.900196,2106.300129,2157.980148,2393.740166,"PS","PS",NA,NA,2870.340214,1.52952650452798,"804 -> 619",804,619,"PS 38:8",38,8,38,8,4
"295","PS 38:4","812.544125 -> 627.535198",2080.980141,2605.540176,3035.440208,2585.380177,2489.520203,2486.020199,2393.140182,2449.500175,2553.380192,2506.240166,2090.580151,2636.880184,2701.34021,2073.820156,2381.540154,2542.680157,2369.320179,2078.920155,2277.860153,"PS","PS",NA,NA,3035.440208,1.45865890221391,"812 -> 627",812,627,"PS 38:4",38,4,38,4,4
"296","PS 38:3","814.559825 -> 629.550898",1925.640133,2159.520149,2845.040195,2418.720173,2289.020153,3047.400196,2714.300163,2474.240189,2874.300194,3107.760246,2164.340149,2262.700161,3032.400211,2505.160183,2575.96019,3356.640244,2649.460194,2213.060146,2528.040169,"PS","PS",NA,NA,3356.640244,1.74312956324327,"814 -> 629",814,629,"PS 38:3",38,3,38,3,4
"297","PS 38:2_PS O-39:2","816.611825 -> 631.602898",1963.880135,2588.460178,2873.800217,3004.10017,2533.98019,2592.740177,2795.940186,2348.980152,2063.04015,2898.200218,2495.140171,2567.880192,2772.340195,2430.200188,2656.160194,2863.66021,2447.10017,2278.860165,2325.920158,"PS","PS",NA,NA,3004.10017,1.52967592902507,"816 -> 631",816,631,"PS 38:2",38,2,38,2,4
"298","PS 39:8_PS 38:1_PS O-39:1_PS O-39:1","818.627525 -> 633.618598",2044.680164,3425.760258,3384.66024,3861.520348,3069.340225,3762.18029,3521.940292,3040.800198,3793.1203,4126.920273,2297.000172,3228.100197,3289.980183,2725.020206,3107.200233,3635.380245,2422.82016,2718.700172,2949.020172,"PS","PS",NA,NA,4126.920273,2.01836959425797,"818 -> 633",818,633,"PS 38:1",38,1,38,1,4
"299","PS 40:6","836.544125 -> 651.535198",1938.400139,3182.020245,3598.140251,3075.500256,3175.920246,3424.82024,3147.340221,3173.480251,3432.020287,3464.720238,2470.320168,3323.360199,3215.420219,2452.260155,3650.480289,3882.600243,2504.400158,2578.100201,3206.400227,"PS","PS",NA,NA,3882.600243,2.00299214021053,"836 -> 651",836,651,"PS 40:6",40,6,40,6,4
"300","PS 40:5","838.559825 -> 653.550898",1921.720135,2301.080158,3251.36021,2771.760178,2690.7402,3347.400246,3294.140228,3030.620239,3318.840244,3389.540203,2500.940178,2250.940159,2900.160179,2738.560204,2687.780163,3295.140217,2036.280151,2214.200161,2374.200172,"PS","PS",NA,NA,3389.540203,1.76380532277662,"838 -> 653",838,653,"PS 40:5",40,5,40,5,4
"301","PS 40:4","840.575425 -> 655.566498",1935.920128,2197.520153,2675.300205,2484.160168,2281.220154,2704.260185,2591.720177,2141.620163,2753.040188,2756.880192,2341.980171,2608.140198,2896.600185,2585.040169,2418.360165,2937.940193,2405.480179,2369.960163,2426.84016,"PS","PS",NA,NA,2937.940193,1.51759370157238,"840 -> 655",840,655,"PS 40:4",40,4,40,4,4
"302","PS 40:2","844.606725 -> 659.597798",1958.040138,2682.380207,2634.760201,2678.600212,2847.920181,2908.260197,2660.000175,2441.00016,2573.560181,2754.200218,2200.460155,2546.740173,2485.520164,2357.220173,2709.260193,3096.120197,2192.340153,2053.900154,2194.480152,"PS","PS",NA,NA,3096.120197,1.58123428468758,"844 -> 659",844,659,"PS 40:2",40,2,40,2,4
"303","PS 40:1_PS O-41:1","846.658825 -> 661.649898",2106.460144,2704.220203,3238.04023,3022.580238,2837.040211,3871.560303,3839.960258,2730.120186,3589.000217,3394.080246,2246.600155,3057.060211,2684.380207,2782.060207,3410.440239,3543.160248,2423.52018,2590.500214,3501.020229,"PS","PS",NA,NA,3871.560303,1.83794614582558,"846 -> 661",846,661,"PS 40:1",40,1,40,1,4
"304","PS 42:1","874.653725 -> 689.644798",1973.820141,2305.600163,2246.200161,2137.360149,2337.640163,2593.900173,2692.060188,2706.880188,2794.920185,2435.200153,2012.54015,2432.78019,2420.260189,2249.20015,2624.680195,2792.100201,2320.060173,2267.680161,2262.760166,"PS","PS",NA,NA,2794.920185,1.41599537209302,"874 -> 689",874,689,"PS 42:1",42,1,42,1,4
"305","SM(32:2;O2)","673.528425 -> 184.1",1052.060074,1110.08009,1207.780098,1059.640076,1385.260086,1039.260075,1286.520092,1087.500088,1184.140079,1043.320065,1096.200077,1282.140091,1069.220081,1092.180073,1078.300068,1049.340069,1057.98008,1178.920086,1097.220074,"SM","SM",NA,NA,1385.260086,1.31671196373146,"673 -> 184",673,184,"SM(32:2;O2)",32,2,NA,NA,4
"306","SM(32:1;O2)","675.544125 -> 184.1",1804.600121,2719.920181,3421.180305,3246.82019,2649.320148,3221.920227,2258.480175,2802.840195,3342.920231,2502.520153,1327.780094,2312.020149,3045.380245,1469.44009,3356.940289,1583.820099,1988.340157,1372.400078,1369.320095,"SM","SM",NA,NA,3421.180305,1.89581074787039,"675 -> 184",675,184,"SM(32:1;O2)",32,1,NA,NA,4
"307","SM(32:0;O2)","677.559725 -> 184.1",1226.280087,1264.160069,1655.600109,1178.920078,1334.380085,1425.860107,1844.780136,1353.060101,1692.920135,1478.920105,1119.260082,1357.580105,1450.16011,1083.100075,1127.580078,1430.100101,1100.860081,1238.080078,1470.540092,"SM","SM",NA,NA,1844.780136,1.50437094718965,"677 -> 184",677,184,"SM(32:0;O2)",32,0,NA,NA,4
"308","SM(34:2;O2)","701.559725 -> 184.1",1307.620087,1522.460129,4428.800171,4178.640266,2415.440205,4933.160385,4760.460358,3673.020279,2669.600201,2258.780121,2281.480167,1822.980133,1498.100113,2011.960125,1348.900101,1873.740154,1780.580116,2406.020187,1891.480145,"SM","SM",NA,NA,4933.160385,3.77262511798658,"701 -> 184",701,184,"SM(34:2;O2)",34,2,NA,NA,4
"309","SM(34:1;O2)","703.575425 -> 184.1",7301.84074,4522.080315,62507.88292,43510.92184,18694.32082,34041.3621,69035.96558,38787.44288,31805.44209,33215.00123,17936.90078,16888.16064,39344.3233,21101.20167,44074.66343,43770.60366,14281.10072,13610.66109,21667.46171,"SM","SM",NA,NA,69035.96558,9.45459755124706,"703 -> 184",703,184,"SM(34:1;O2)",34,1,NA,NA,4
"310","SM(34:0;O2)","705.591025 -> 184.1",2681.700184,1948.460152,17019.30128,11060.58101,5944.440392,13053.28067,15252.92127,10040.08062,7656.460556,7921.320354,5102.120338,5195.960392,10208.96053,3837.100189,10336.58059,11526.66081,3954.760197,4409.640285,6683.600677,"SM","SM",NA,NA,17019.30128,6.34645937735447,"705 -> 184",705,184,"SM(34:0;O2)",34,0,NA,NA,4
"311","SM(34:1;O3)_SM(35:0;O2)","719.606725 -> 184.1",2481.920132,2419.700169,50278.24284,34712.30314,2684.300186,39089.62201,59193.80551,26140.04201,8597.580486,13378.14109,9855.44067,3697.540283,19557.50158,9835.320896,20702.50121,30521.20234,6710.360264,7757.460506,12204.54081,"SM","SM",NA,NA,59193.80551,23.8500041749127,"719 -> 184",719,184,"SM(34:1;O3)",34,1,NA,NA,4
"312","SM(36:2;O2)","729.591025 -> 184.1",1085.72007,1000.860062,3111.160149,2345.580177,1078.160084,2139.900166,3179.140175,1320.7001,1082.82008,1944.500156,1315.800106,1040.340076,2497.020161,1110.460079,1859.920155,2258.16016,1398.5401,1579.540119,1468.780098,"SM","SM",NA,NA,3179.140175,2.92813982429191,"729 -> 184",729,184,"SM(36:2;O2)",36,2,NA,NA,4
"313","SM(36:1;O2)","731.606725 -> 184.1",1027.640068,1335.660088,16618.86102,8655.660736,1455.160095,11186.36097,15779.88098,6267.080475,1297.800098,3448.12019,4274.780376,1389.240097,10727.90053,1506.640091,6213.500481,9951.980389,2308.180161,4101.040245,5286.060398,"SM","SM",NA,NA,16618.86102,16.1718694487494,"731 -> 184",731,184,"SM(36:1;O2)",36,1,NA,NA,4
"314","SM(36:0;O2)","733.622325 -> 184.1",1446.240116,5112.640354,81989.90663,64237.74532,4713.140354,68780.56571,112334.3446,45993.74334,5274.06031,22847.26153,23066.40197,3644.08025,63231.38473,3434.10022,33498.64247,63803.40551,6272.280365,17629.7816,25990.98147,"SM","SM",NA,NA,112334.3446,77.6733706645432,"733 -> 184",733,184,"SM(36:0;O2)",36,0,NA,NA,4
"315","SM(38:3;O2)","755.606725 -> 184.1",1083.920078,1214.640083,3587.960243,3437.500221,1331.280098,3517.740269,5082.120441,1368.680088,1365.400089,1400.820095,1302.240089,1183.420082,4198.240234,1037.08007,1206.560093,4359.780258,1256.520084,1277.200081,2739.80024,"SM","SM",NA,NA,5082.120441,4.68864867821002,"755 -> 184",755,184,"SM(38:3;O2)",38,3,NA,NA,4
"316","SM(38:2;O2)","757.622325 -> 184.1",1180.720078,1183.100086,3677.620224,1554.180111,1108.180077,3474.420246,4000.840282,1284.460102,1200.280079,1162.420078,1113.400066,1167.080074,2681.300175,1144.340084,1075.340073,2934.060143,1070.300083,1167.540081,1895.04015,"SM","SM",NA,NA,4000.840282,3.38847484390792,"757 -> 184",757,184,"SM(38:2;O2)",38,2,NA,NA,4
"317","SM(38:1;O2)","759.638025 -> 184.1",1259.960072,3096.160217,24371.38145,8622.380791,2565.800175,22701.88158,43346.54176,2512.260178,2789.980194,2779.62019,1881.320141,2334.720165,27273.50142,2125.340168,2422.580158,31520.02171,2008.840122,2029.160164,10905.72089,"SM","SM",NA,NA,43346.54176,34.4031074660912,"759 -> 184",759,184,"SM(38:1;O2)",38,1,NA,NA,4
"318","SM(38:0;O2)","761.653625 -> 184.1",1620.460117,10283.78066,165012.7137,37346.58244,9025.840591,141515.4884,188035.6541,10392.50082,10065.78068,11565.04086,4635.820366,6993.640476,110044.1268,5432.760387,7836.32056,112517.6449,3553.96027,3589.680229,20125.88109,"SM","SM",NA,NA,188035.6541,116.038433854278,"761 -> 184",761,184,"SM(38:0;O2)",38,0,NA,NA,4
"319","SM(40:3;O2)","783.638025 -> 184.1",1157.860073,1225.10009,1238.020096,3243.380157,1169.800087,1255.560089,1926.160152,1218.960098,1342.020107,1347.08009,1182.820084,1285.200096,3109.64027,1119.540077,1179.66008,5214.280418,1205.600079,1154.58009,1084.340076,"SM","SM",NA,NA,5214.280418,4.50337699657427,"783 -> 184",783,184,"SM(40:3;O2)",40,3,NA,NA,4
"320","SM(40:2;O2)","785.653625 -> 184.1",1109.160072,1772.860146,1657.220104,3361.560234,1289.700089,1763.180126,2654.000229,1318.2201,1425.2001,1438.520107,1322.380081,1320.660091,5071.380379,1192.62009,1169.660088,8953.020744,1212.360088,1267.820095,1352.960098,"SM","SM",NA,NA,8953.020744,8.07189238957747,"785 -> 184",785,184,"SM(40:2;O2)",40,2,NA,NA,4
"321","SM(40:1;O2)","787.669325 -> 184.1",1408.92009,3884.520283,3862.900249,14846.94097,2898.300194,5631.140415,12209.38073,2761.20018,3133.660236,3066.32021,2835.520191,2475.780182,7209.120476,2604.660168,2485.740204,38989.80215,2404.680149,1838.060146,1815.360119,"SM","SM",NA,NA,38989.80215,27.673536935654,"787 -> 184",787,184,"SM(40:1;O2)",40,1,NA,NA,4
"322","SM(40:0;O2)","789.684925 -> 184.1",1174.460087,2524.18018,2898.940201,5575.480461,2256.500156,2941.520206,4891.320324,2160.020161,2554.04018,2651.700195,1529.580109,1658.620132,3802.92028,1798.000126,1704.700134,15529.72134,1342.600094,1433.340092,1462.32011,"SM","SM",NA,NA,15529.72134,13.222860028959,"789 -> 184",789,184,"SM(40:0;O2)",40,0,NA,NA,4
"323","SM(42:3;O2)","811.669325 -> 184.1",1036.740074,1010.880077,1476.100098,2989.920216,1118.000076,1225.500076,1312.220089,1307.020096,1102.720085,1327.460083,1258.480091,1132.980072,1356.520111,1064.660076,1308.960091,5247.960354,1103.140076,1115.060089,1116.66008,"SM","SM",NA,NA,5247.960354,5.06198273377441,"811 -> 184",811,184,"SM(42:3;O2)",42,3,NA,NA,4
"324","SM(42:2;O2)","813.684925 -> 184.1",1047.980072,1350.080097,1374.540115,2351.920166,1161.620083,1108.300083,1270.44009,1031.640076,1463.280109,1183.50008,1317.720085,1031.06007,1684.580139,1073.62009,1294.680088,9836.760662,1276.760086,1116.12009,1073.240059,"SM","SM",NA,NA,9836.760662,9.38640049063834,"813 -> 184",813,184,"SM(42:2;O2)",42,2,NA,NA,4
"325","SM(42:1;O2)","815.700625 -> 184.1",1007.940075,1192.040089,1391.480083,2749.920197,1275.260075,1393.580101,1639.820118,1159.960072,1389.740093,1388.020096,1213.600086,1052.24007,1614.880127,1258.220078,1314.900097,10228.44063,1016.060066,1164.100079,1133.740067,"SM","SM",NA,NA,10228.44063,10.1478658143442,"815 -> 184",815,184,"SM(42:1;O2)",42,1,NA,NA,4
"326","SM(42:0;O2)","817.716225 -> 184.1",1061.060066,1154.340073,1205.400074,1492.680096,1101.980083,1190.180073,1114.940075,1060.580074,1171.700081,1099.700077,1006.260075,1002.90007,1185.760078,1057.780075,1070.480083,2779.820198,1105.340076,1009.480072,1023.560078,"SM","SM",NA,NA,2779.820198,2.6198518699129,"817 -> 184",817,184,"SM(42:0;O2)",42,0,NA,NA,4
"327","SM(44:2;O2)","841.716225 -> 184.1",1001.480072,1154.000088,1011.460072,1005.300072,1026.58007,1036.860062,1010.620071,1102.800079,1041.320072,1006.060074,1100.420074,1068.780071,1230.300091,1013.700066,1166.120079,1309.100094,1032.980076,1103.980068,1052.58007,"SM","SM",NA,NA,1309.100094,1.30716539509934,"841 -> 184",841,184,"SM(44:2;O2)",44,2,NA,NA,4
"328","SM(44:1;O2)","843.731925 -> 184.1",1006.860065,1063.640068,1022.780067,1095.420086,1007.500076,1257.260067,1098.060074,1006.460064,1026.90007,1032.020077,1047.90007,1063.020077,1075.240074,1008.480072,1047.400078,1506.180111,1270.0401,1043.360077,1128.32008,"SM","SM",NA,NA,1506.180111,1.49591801617437,"843 -> 184",843,184,"SM(44:1;O2)",44,1,NA,NA,4
"329","SM(44:0;O2)","845.747525 -> 184.1",1107.880085,1001.620064,1018.980072,1097.220081,1006.280071,1063.940075,1215.520073,1037.520077,1046.480083,1004.820068,1028.860073,1377.940083,1079.480064,1009.88007,1005.800076,1498.400112,1033.72007,1027.820076,1008.860065,"SM","SM",NA,NA,1498.400112,1.35249304711529,"845 -> 184",845,184,"SM(44:0;O2)",44,0,NA,NA,4
"330","[TG34:2] NL 20:0","624.52027 -> 295.190891",1776.220123,1954.300148,2026.800137,2112.180134,1914.02013,1846.600132,1848.520134,1804.96014,2024.580154,1928.720123,1938.460133,1838.42012,1945.480133,1895.640118,2007.640156,1754.640121,2146.400146,1871.480137,2393.620186,"TG","TG",NA,"NL 20:0",2393.620186,1.34759208895642,"624 -> 295",624,295,"[TG34:2] NL 20:0",34,2,20,0,4
"331","[TG36:0] NL 18:0","656.58287 -> 355.284791",1777.320126,2030.720154,2158.400166,2091.840141,2484.060169,1838.580116,1919.740143,2118.020134,1902.980137,1834.620132,1679.960114,1894.360126,1971.66013,2022.580154,1992.480145,2403.920162,1627.220112,2096.100159,1698.440113,"TG","TG",NA,"NL 18:0",2484.060169,1.39764363924161,"656 -> 355",656,355,"[TG36:0] NL 18:0",36,0,18,0,4
"332","DG 38:0 NL 20:0","670.59857 -> 341.269191",2771.0802,4084.640305,2363.320141,2932.460175,2711.720196,3452.120258,3967.44022,2341.200165,3700.500271,5054.620327,2629.440178,3969.980289,2859.880192,2866.800209,3369.380234,4865.060341,3208.400227,2466.80019,3394.520199,"TG","TG",NA,"NL 20:0",5054.620327,1.8240613631464,"670 -> 341",670,341,"DG 38:0 NL 20:0",38,0,20,0,4
"333","[TG38:0] NL 20:0","684.61417 -> 355.284791",169040.7305,297640.3038,208273.5569,138638.688,126718.6686,240618.2999,273474.4181,83268.56571,314133.3666,301791.659,145527.8491,214229.4186,225123.1767,114708.0282,226845.9127,408416.5927,229382.9557,138668.7691,279402.7329,"TG","TG",NA,"NL 20:0",408416.5927,2.4160839313221,"684 -> 355",684,355,"[TG38:0] NL 20:0",38,0,20,0,4
