"","label","condition","replicate","name","intensity","picked_candidate","mrm","ID","imputed","num_NAs","RDH12_100_vs_RDH12_Veh_CI.L","RDH12_100_vs_RDH12_Veh_CI.R","RDH12_100_vs_RDH12_Veh_diff","RDH12_100_vs_RDH12_Veh_p.adj","RDH12_100_vs_RDH12_Veh_p.val","RDH12_200_vs_RDH12_100_CI.L","RDH12_200_vs_RDH12_100_CI.R","RDH12_200_vs_RDH12_100_diff","RDH12_200_vs_RDH12_100_p.adj","RDH12_200_vs_RDH12_100_p.val","RDH12_200_vs_RDH12_Veh_CI.L","RDH12_200_vs_RDH12_Veh_CI.R","RDH12_200_vs_RDH12_Veh_diff","RDH12_200_vs_RDH12_Veh_p.adj","RDH12_200_vs_RDH12_Veh_p.val","RDH12_100_vs_RDH12_Veh_significant","RDH12_200_vs_RDH12_100_significant","RDH12_200_vs_RDH12_Veh_significant","significant"
"1","LFQ.s1","RDH12_Veh",1,"CAR 20:1",11.9159806891695,"CAR 20:1","454.389625 -> 85.1","454.389625 -> 85.1",FALSE,0,-0.739094569346017,0.83691525369664,0.0489103421753114,0.945443686981786,0.890799774577194,-0.408884685208447,1.16712513783421,0.379120226312882,0.868125585763648,0.302761426488639,-0.359974343033136,1.21603548000952,0.428030568488193,0.625803871787225,0.248603964135251,FALSE,FALSE,FALSE,FALSE
"2","LFQ.s1","RDH12_Veh",1,"CAR 22:0",11.7821040440051,"CAR 22:0","484.436625 -> 85.1","484.436625 -> 85.1",FALSE,0,-0.282968705681137,0.636927549882651,0.176979422100757,0.906034005216913,0.404491745556997,-0.386774686362465,0.533121569201324,0.0731734414194296,0.918456880185295,0.725752116008013,-0.209795264261707,0.710100991302081,0.250152863520187,0.625393677244629,0.248050223330579,FALSE,FALSE,FALSE,FALSE
"3","LFQ.s1","RDH12_Veh",1,"[CE 16:0 +H]",10.8003720257815,"[CE 16:0 +H]","625.592325 -> 369.2","625.592325 -> 369.2",FALSE,0,0.0890726345227384,0.866652521190497,0.477862577856618,0.507119602083695,0.0216182793602841,-0.729541364991837,0.0480385216759219,-0.340751421657957,0.728269274972259,0.0784238859693879,-0.251678787135219,0.525901099532539,0.13711115619866,0.722356580506209,0.443334896918051,FALSE,FALSE,FALSE,FALSE
"4","LFQ.s1","RDH12_Veh",1,"[CE 16:1 +NH4]",10.8528512559599,"[CE 16:1 +NH4]","640.60327 -> 369.2","640.60327 -> 369.2",FALSE,0,-0.123632874377385,0.416115860240648,0.146241492931631,0.869733257238182,0.249647317934619,-0.45922261857534,0.0805261160426922,-0.189348251266324,0.80491373415577,0.145961088791704,-0.312981125643709,0.226767608974323,-0.0431067583346927,0.789451887222519,0.724704295206998,FALSE,FALSE,FALSE,FALSE
"5","LFQ.s1","RDH12_Veh",1,"[CE 16:0 +NH4]",11.057703410069,"[CE 16:0 +NH4]","642.61887 -> 369.2","642.61887 -> 369.2",FALSE,0,-0.26705440557045,0.146632754740894,-0.060210825414778,0.921217727864124,0.524570745920172,-0.322256540805933,0.0914306195054112,-0.115412960650261,0.849560837530864,0.236945118331485,-0.382467366220711,0.0312197940906332,-0.175623786065039,0.471866234325466,0.0865696979571321,FALSE,FALSE,FALSE,FALSE
"6","LFQ.s1","RDH12_Veh",1,"[CE 18:2 +NH4]",10.9250753676619,"[CE 18:2 +NH4]","666.61887 -> 369.2","666.61887 -> 369.2",FALSE,0,-0.140377414982052,0.219579248570469,0.0396009167942086,0.930387933380147,0.628733573477844,-0.263735883322586,0.096220780229935,-0.0837575515463254,0.871540779841334,0.317883570106811,-0.224134966528377,0.135821697024144,-0.0441566347521167,0.763015518238637,0.590431634476146,FALSE,FALSE,FALSE,FALSE
"7","LFQ.s1","RDH12_Veh",1,"[CE 18:1 +NH4]",11.800774193185,"[CE 18:1 +NH4]","668.63457 -> 369.2","668.63457 -> 369.2",FALSE,0,-0.305626817189374,0.54719218352714,0.120782683168883,0.922318888741582,0.535533452616593,-0.67469059388013,0.178128406836384,-0.248281093521873,0.842985482102274,0.218791835392766,-0.553907910711247,0.298911090005267,-0.12749841035299,0.743809858799866,0.513645266908517,FALSE,FALSE,FALSE,FALSE
"8","LFQ.s1","RDH12_Veh",1,"[CE 18:3 +Na]",11.1634049673712,"[CE 18:3 +Na]","669.55867 -> 369.2","669.55867 -> 369.2",FALSE,0,-0.362498801847865,0.270839123376549,-0.0458298392356582,0.938357791727855,0.74949002652501,-0.372467907035809,0.260870018188605,-0.0557989444236018,0.916607560228825,0.697874550250742,-0.418297746271467,0.215040178952947,-0.10162878365926,0.735324957879253,0.484106872377139,FALSE,FALSE,FALSE,FALSE
"9","LFQ.s1","RDH12_Veh",1,"[CE 20:1 +Na]",10.4775708979739,"[CE 20:1 +Na]","701.623625 -> 369.2","701.623625 -> 369.2",FALSE,0,0.0188544699306065,0.840227017486401,0.429540743708504,0.647468382686348,0.0422593066303759,-0.62229524967847,0.199077297877325,-0.211608975900573,0.860279355661386,0.271906883356781,-0.192754505969966,0.628618041585828,0.217931767807931,0.633183173325704,0.258848796708077,FALSE,FALSE,FALSE,FALSE
"10","LFQ.s1","RDH12_Veh",1,"[CE 22:6 +NH4]",10.8962874680679,"[CE 22:6 +NH4]","714.61887 -> 369.2","714.61887 -> 369.2",FALSE,0,-0.157773207950459,0.356980648453668,0.0996037202516042,0.905625230202828,0.401904900042951,-0.390981138704109,0.123772717700017,-0.133604210502046,0.859357366420114,0.268598843460649,-0.291377418452505,0.223376437951622,-0.0340004902504418,0.796981914394031,0.770579744416854,FALSE,FALSE,FALSE,FALSE
