"","name","ID","RDH12_100_vs_RDH12_Veh_p.val","RDH12_200_vs_RDH12_100_p.val","RDH12_200_vs_RDH12_Veh_p.val","RDH12_100_vs_RDH12_Veh_p.adj","RDH12_200_vs_RDH12_100_p.adj","RDH12_200_vs_RDH12_Veh_p.adj","RDH12_100_vs_RDH12_Veh_significant","RDH12_200_vs_RDH12_100_significant","RDH12_200_vs_RDH12_Veh_significant","significant","RDH12_100_vs_RDH12_Veh_ratio","RDH12_200_vs_RDH12_100_ratio","RDH12_200_vs_RDH12_Veh_ratio","RDH12_100_centered","RDH12_200_centered","RDH12_Veh_centered"
"110","PC 36:6","778.538725 -> 184.07",0.954190949653209,0.268767904798044,0.291518038271331,0.99,0.635,1,FALSE,FALSE,FALSE,FALSE,-0.00755,0.152,0.144,-0.053,0.0985,-0.0455
"111","PC 36:7","776.653325 -> 184.07",0.984671728148462,0.541328428234052,0.553663324358452,0.99,0.758,1,FALSE,FALSE,FALSE,FALSE,-0.00314,0.101,0.0978,-0.0347,0.0663,-0.0316
"112","PC 38:1","816.684625 -> 184.07",0.729212105717898,0.976741327526505,0.707697828835994,0.988,0.835,1,FALSE,FALSE,FALSE,FALSE,0.0292,0.00245,0.0316,0.00891,0.0114,-0.0203
"113","PC 38:2","814.705325 -> 184.07",0.0545485678693979,0.0389478700490508,0.833205036816624,0.919,0.223,1,FALSE,FALSE,FALSE,FALSE,-0.186,0.204,0.0179,-0.13,0.0739,0.056
"114","PC 38:3","812.616925 -> 184.07",0.492653123879265,0.0253590283233912,0.0769826669238852,0.984,0.18,1,FALSE,FALSE,FALSE,FALSE,-0.0941,0.36,0.266,-0.151,0.209,-0.0573
"115","PC 38:4","810.674025 -> 184.07",0.200824981922837,0.287698156299934,0.804570554213013,0.97,0.649,1,FALSE,FALSE,FALSE,FALSE,-0.151,0.123,-0.0277,-0.0915,0.0319,0.0596
"116","PC 38:5","808.585625 -> 184.07",0.138715148988733,0.202042218065504,0.804720458639908,0.961,0.575,1,FALSE,FALSE,FALSE,FALSE,-0.149,0.126,-0.0231,-0.0914,0.0342,0.0572
"117","PC 38:6","806.642725 -> 184.07",0.274431399548242,0.123578861324801,0.59767573494029,0.976,0.459,1,FALSE,FALSE,FALSE,FALSE,0.146,-0.215,-0.0685,0.12,-0.0944,-0.0259
"118","PC 38:7","804.684625 -> 184.07",0.0347118898008218,0.00804955308027664,0.359107688404576,0.88,0.0722,1,FALSE,FALSE,FALSE,FALSE,-0.209,0.289,0.0798,-0.166,0.123,0.0431
"119","PC 40:1","844.715925 -> 184.07",0.659355235394752,0.379898618290444,0.649507591066591,0.987,0.701,1,FALSE,FALSE,FALSE,FALSE,-0.0369,0.075,0.0381,-0.0373,0.0377,-0.000386
"120","PC 40:2","842.663925 -> 184.07",0.0666468084139978,0.33876591206338,0.299990983515727,0.931,0.68,1,FALSE,FALSE,FALSE,FALSE,0.173,-0.0826,0.09,0.0851,0.00246,-0.0876
"121","PC 40:3","840.648225 -> 184.07",0.206354989303469,0.630002916577137,0.406844271824168,0.971,0.78,1,FALSE,FALSE,FALSE,FALSE,0.116,-0.0421,0.0736,0.0526,0.0105,-0.0631
"122","PC 40:4","838.632625 -> 184.07",0.185057171697338,0.458308485826604,0.0566986719144796,0.969,0.732,1,FALSE,FALSE,FALSE,FALSE,0.135,0.0726,0.208,0.0209,0.0935,-0.114
"123","PC 40:5","836.616925 -> 184.07",0.366517408081527,0.457547363343485,0.120868507660823,0.981,0.732,1,FALSE,FALSE,FALSE,FALSE,0.0892,0.0727,0.162,0.00549,0.0782,-0.0837
"124","PC 40:6","834.601325 -> 184.07",0.450788832408833,0.779784515739396,0.310996617450328,0.983,0.808,1,FALSE,FALSE,FALSE,FALSE,0.101,0.0369,0.138,0.0214,0.0584,-0.0798
"125","PC 40:7","832.715925 -> 184.07",0.0220300271752006,0.00935509563385659,0.582097945149357,0.82,0.082,1,FALSE,FALSE,FALSE,FALSE,-0.237,0.285,0.0478,-0.174,0.111,0.0631
"126","PC 42:1","872.710825 -> 184.07",0.27298361906709,0.091341119803949,0.47813519782696,0.976,0.385,1,FALSE,FALSE,FALSE,FALSE,-0.086,0.14,0.0544,-0.0755,0.0649,0.0106
"127","PC 42:10","854.700225 -> 184.07",0.771736390106687,0.137774345244372,0.0873281153313422,0.988,0.486,1,FALSE,FALSE,FALSE,FALSE,0.0213,0.117,0.138,-0.0319,0.0851,-0.0532
"128","PC 42:2","870.695225 -> 184.07",0.589885384069694,0.0706365393919786,0.0296482890799445,0.986,0.322,1,FALSE,FALSE,FALSE,FALSE,0.0364,0.136,0.172,-0.0331,0.103,-0.0695
"129","PC 42:3","868.679525 -> 184.07",0.562811695648909,0.975845681869697,0.54325703863271,0.985,0.835,1,FALSE,FALSE,FALSE,FALSE,-0.0579,-0.003,-0.0609,-0.0183,-0.0213,0.0396
"130","PC 42:5","864.648225 -> 184.07",0.066755299386213,0.238499978947689,0.41975654635758,0.931,0.611,1,FALSE,FALSE,FALSE,FALSE,0.197,-0.118,0.079,0.105,-0.0131,-0.0921
"131","PC 42:6","862.632625 -> 184.07",0.489345353410375,0.811508866237669,0.360094992050979,0.984,0.813,1,FALSE,FALSE,FALSE,FALSE,-0.0636,-0.0216,-0.0852,-0.014,-0.0356,0.0496
"132","PC 42:7","860.747225 -> 184.07",0.734829562437426,0.295205118261437,0.463536110679312,0.988,0.654,1,FALSE,FALSE,FALSE,FALSE,-0.0294,0.094,0.0646,-0.0412,0.0529,-0.0117
"133","PC 42:8","858.731525 -> 184.07",0.370675521626099,0.979118916831619,0.357935065689723,0.981,0.835,1,FALSE,FALSE,FALSE,FALSE,0.0651,0.00185,0.067,0.0211,0.0229,-0.044
"134","PC 42:9","856.715925 -> 184.07",0.835156917450552,0.92201117382501,0.760085441651012,0.989,0.828,1,FALSE,FALSE,FALSE,FALSE,-0.0281,-0.0132,-0.0413,-0.00497,-0.0182,0.0231
"135","PC O-28:0","664.528125 -> 184.07",0.926042452995851,0.705293278330806,0.774597678971602,0.99,0.795,1,FALSE,FALSE,FALSE,FALSE,0.0121,-0.0497,-0.0375,0.0206,-0.0291,0.00847
"136","PC O-28:1","662.512425 -> 184.07",0.808719086043163,0.485923477420504,0.355605555821996,0.989,0.742,1,FALSE,FALSE,FALSE,FALSE,0.0244,0.0714,0.0958,-0.0156,0.0557,-0.0401
"137","PC O-30:0","692.559425 -> 184.07",0.79477711727309,0.148318179818874,0.098798995229839,0.988,0.503,1,FALSE,FALSE,FALSE,FALSE,0.039,0.232,0.272,-0.0645,0.168,-0.104
"138","PC O-30:1","690.543725 -> 184.07",0.858676663196658,0.133897132696476,0.101345022171792,0.989,0.479,1,FALSE,FALSE,FALSE,FALSE,0.0187,0.17,0.189,-0.0505,0.12,-0.0692
"139","PC O-32:0","720.590725 -> 184.07",0.123622043492729,0.0192273497641256,0.00170935830656684,0.958,0.148,1,FALSE,FALSE,FALSE,FALSE,0.238,0.405,0.642,-0.0556,0.349,-0.293
"140","PC O-32:1","718.575025 -> 184.07",0.109929066432141,0.0279050344104503,0.400036707301951,0.954,0.19,1,FALSE,FALSE,FALSE,FALSE,-0.252,0.376,0.124,-0.209,0.167,0.0425
"141","PC O-32:2","716.559425 -> 184.07",0.108538990239602,0.0336325754204594,0.469463625180615,0.953,0.209,1,FALSE,FALSE,FALSE,FALSE,-0.251,0.356,0.105,-0.202,0.154,0.0485
"142","PC O-32:3","714.543725 -> 184.07",0.963878345645618,0.301084436706682,0.282543214278579,0.99,0.658,1,FALSE,FALSE,FALSE,FALSE,0.00585,0.138,0.144,-0.0442,0.0943,-0.0501
"143","PC O-34:0","748.622025 -> 184.07",0.605908736058725,0.00269518814177531,0.00562925422874654,0.986,0.0298,1,FALSE,FALSE,FALSE,FALSE,-0.0484,0.388,0.34,-0.146,0.243,-0.0972
"144","PC O-34:1","746.606325 -> 184.07",0.166034938799176,0.0219556657378303,0.223429445825016,0.966,0.163,1,FALSE,FALSE,FALSE,FALSE,-0.2,0.374,0.173,-0.191,0.182,0.00897
"145","PC O-34:2","744.590725 -> 184.07",0.1164747983997,0.0117347326338926,0.17219528206365,0.956,0.0958,1,FALSE,FALSE,FALSE,FALSE,-0.183,0.338,0.156,-0.174,0.165,0.00904
"146","PC O-34:3","742.575025 -> 184.07",0.812832547487422,0.0205031039832292,0.0141799376058135,0.989,0.155,1,FALSE,FALSE,FALSE,FALSE,0.022,0.26,0.282,-0.0792,0.18,-0.101
"147","PC O-36:1","774.637625 -> 184.07",0.0142736936450751,0.00519384624147424,0.505575656183832,0.735,0.0524,1,FALSE,FALSE,FALSE,FALSE,-0.296,0.362,0.066,-0.22,0.143,0.0768
"148","PC O-36:2","772.622025 -> 184.07",0.00623738993648478,0.0120189223018165,0.663392293784091,0.482,0.0972,1,FALSE,FALSE,FALSE,FALSE,-0.28,0.246,-0.0342,-0.175,0.0705,0.105
"149","PC O-36:3","770.606325 -> 184.07",0.155265499760951,0.0653796097616178,0.585664528120171,0.964,0.304,1,FALSE,FALSE,FALSE,FALSE,-0.26,0.353,0.0938,-0.204,0.149,0.0552
"150","PC O-36:4","768.627125 -> 184.07",0.353351645844919,0.977998461115154,0.366656479424601,0.98,0.835,1,FALSE,FALSE,FALSE,FALSE,-0.086,0.00248,-0.0835,-0.0295,-0.027,0.0565
"151","PC O-36:5","766.575025 -> 184.07",0.595687282339097,0.601402890353764,0.993249033101457,0.986,0.773,1,FALSE,FALSE,FALSE,FALSE,-0.064,0.063,-0.00101,-0.0424,0.0207,0.0217
"152","PC O-36:6","764.559425 -> 184.07",0.0901866692987465,0.0379277224181389,0.0023226330924746,0.946,0.22,1,FALSE,FALSE,FALSE,FALSE,0.148,0.191,0.34,-0.0144,0.177,-0.163
"153","PC O-38:1","802.668925 -> 184.07",0.963819348963661,0.132546072046333,0.123525372059168,0.99,0.476,1,FALSE,FALSE,FALSE,FALSE,0.00502,0.18,0.185,-0.0582,0.122,-0.0633
"154","PC O-38:2","800.653325 -> 184.07",0.98471714916199,0.391940399772515,0.382187539502334,0.99,0.706,1,FALSE,FALSE,FALSE,FALSE,0.00226,0.103,0.106,-0.0337,0.0697,-0.036
"155","PC O-38:3","798.637625 -> 184.07",0.113391470085116,0.112320562760154,0.995165353288445,0.955,0.436,1,FALSE,FALSE,FALSE,FALSE,-0.199,0.199,0.000697,-0.133,0.0666,0.0659
"156","PC O-38:4","796.622025 -> 184.07",0.250857170548967,0.855164627641318,0.191752074728144,0.975,0.819,1,FALSE,FALSE,FALSE,FALSE,0.117,0.0178,0.135,0.033,0.0508,-0.0839
"157","PC O-38:5","794.606325 -> 184.07",0.27659838564597,0.717256875894091,0.161736960802502,0.976,0.797,1,FALSE,FALSE,FALSE,FALSE,0.15,0.0481,0.198,0.0339,0.082,-0.116
"158","PC O-38:6","792.590725 -> 184.07",0.0930708215378042,0.45511389171982,0.293578847810207,0.948,0.731,1,FALSE,FALSE,FALSE,FALSE,0.173,-0.0709,0.102,0.0812,0.0102,-0.0914
"159","PC O-38:7","790.668925 -> 184.07",0.937514964640174,0.121180978566176,0.136872803199246,0.99,0.454,1,FALSE,FALSE,FALSE,FALSE,-0.0079,0.17,0.162,-0.0592,0.111,-0.0513
"160","PC O-40:1","830.700225 -> 184.07",0.824031692501197,0.18946139315467,0.262643755421815,0.989,0.56,1,FALSE,FALSE,FALSE,FALSE,-0.0228,0.143,0.12,-0.0552,0.0875,-0.0323
"161","PC O-40:2","828.684625 -> 184.07",0.895666710689482,0.482639237873041,0.408925758848868,0.989,0.74,1,FALSE,FALSE,FALSE,FALSE,0.0138,0.0751,0.0889,-0.0204,0.0547,-0.0342
"162","PC O-40:3","826.668925 -> 184.07",0.884238147194002,0.671982776280397,0.779820487754841,0.989,0.789,1,FALSE,FALSE,FALSE,FALSE,-0.00995,0.0291,0.0191,-0.013,0.0161,-0.00306
"163","PC O-40:4","824.653325 -> 184.07",0.796200702807204,0.690814846566593,0.516071785761878,0.988,0.792,1,FALSE,FALSE,FALSE,FALSE,0.0293,0.0453,0.0747,-0.00533,0.04,-0.0347
"164","PC O-40:5","822.637625 -> 184.07",0.438670045150237,0.406972024296929,0.953394865294863,0.983,0.713,1,FALSE,FALSE,FALSE,FALSE,-0.0593,0.0637,0.00438,-0.041,0.0227,0.0183
"165","PC O-40:6","820.622025 -> 184.07",0.469781339711855,0.277441143915044,0.694470434166054,0.984,0.642,1,FALSE,FALSE,FALSE,FALSE,0.0758,-0.116,-0.0407,0.0641,-0.0524,-0.0117
"166","PC O-40:7","818.736625 -> 184.07",0.757501354952252,0.731770343439762,0.972580240592453,0.988,0.8,1,FALSE,FALSE,FALSE,FALSE,0.0386,-0.0429,-0.00428,0.0272,-0.0157,-0.0114
"167","PC O-42:5","850.668925 -> 184.07",0.762231034525857,0.888566557558609,0.870417422449336,0.988,0.824,1,FALSE,FALSE,FALSE,FALSE,-0.0247,0.0114,-0.0133,-0.0121,-0.000626,0.0127
"168","PC O-42:6","848.653325 -> 184.07",0.153110119195862,0.320577920946327,0.616412375183494,0.964,0.67,1,FALSE,FALSE,FALSE,FALSE,0.159,-0.106,0.0523,0.0883,-0.018,-0.0703
"169","PC O-42:7","846.731525 -> 184.07",0.521874695463831,0.536591049635047,0.981335074009914,0.985,0.757,1,FALSE,FALSE,FALSE,FALSE,0.105,-0.101,0.00379,0.0689,-0.0325,-0.0363
"170","PC(16:0/8:0(COOH))","652.455325 -> 184.07",0.427475330244674,0.379265192860119,0.115699757099226,0.982,0.7,1,FALSE,FALSE,FALSE,FALSE,-0.089,-0.0991,-0.188,0.00337,-0.0957,0.0923
"171","PE 32:1","690.543725 -> 549.523725",0.0880138883056533,0.789735647401326,0.0575048926769121,0.945,0.81,1,FALSE,FALSE,FALSE,FALSE,-0.189,-0.0267,-0.216,-0.054,-0.0808,0.135
"172","PE 34:0","720.590725 -> 579.570725",0.810882255995257,0.346976272418072,0.248036839298615,0.989,0.684,1,FALSE,FALSE,FALSE,FALSE,-0.018,-0.0728,-0.0908,0.0183,-0.0545,0.0363
"173","PE 34:1","718.575025 -> 577.555025",0.0337479229518563,0.118438595422102,0.00266203501089562,0.877,0.449,1,FALSE,FALSE,FALSE,FALSE,-0.259,-0.177,-0.436,-0.0274,-0.204,0.231
"174","PE 34:2","716.559425 -> 575.539425",0.1940252615725,0.0468896069067524,0.00562051369817198,0.97,0.239,1,FALSE,FALSE,FALSE,FALSE,-0.104,-0.172,-0.276,0.0227,-0.149,0.126
"175","PE 36:0","748.622025 -> 607.602025",0.0410677724785763,0.702388161389584,0.0758080523902934,0.897,0.795,1,FALSE,FALSE,FALSE,FALSE,-0.239,0.0389,-0.2,-0.0927,-0.0539,0.147
"176","PE 36:1","746.606325 -> 605.586325",0.0541996470328497,0.323084392562781,0.0108987004708108,0.918,0.671,1,FALSE,FALSE,FALSE,FALSE,-0.18,-0.0837,-0.263,-0.032,-0.116,0.148
"177","PE 36:2","744.590725 -> 603.570725",0.182073652003148,0.486370022233022,0.0601667307731494,0.968,0.742,1,FALSE,FALSE,FALSE,FALSE,-0.235,-0.117,-0.353,-0.0393,-0.157,0.196
"178","PE 36:3","742.575025 -> 601.555025",0.432111173421443,0.363863546820665,0.111655166327355,0.983,0.693,1,FALSE,FALSE,FALSE,FALSE,-0.0726,-0.0845,-0.157,0.00397,-0.0805,0.0765
"179","PE 36:4","740.523025 -> 599.503025",0.0566813595138263,0.020673689030415,0.000962976821113374,0.921,0.156,1,FALSE,FALSE,FALSE,FALSE,-0.151,-0.196,-0.347,0.0148,-0.181,0.166
"180","PE 38:2","772.622025 -> 631.602025",0.675966788074527,0.581814194910211,0.343363792083917,0.987,0.769,1,FALSE,FALSE,FALSE,FALSE,-0.0467,-0.0618,-0.109,0.00504,-0.0568,0.0518
"181","PE 38:3","770.570025 -> 629.550025",0.814418060272619,0.996495859957285,0.817810201856468,0.989,0.837,1,FALSE,FALSE,FALSE,FALSE,0.0317,-0.000593,0.0312,0.0108,0.0102,-0.021
"182","PE 38:4","768.554325 -> 627.534325",0.817361196751103,0.108118951830488,0.0749823845317657,0.989,0.426,1,FALSE,FALSE,FALSE,FALSE,-0.028,-0.212,-0.24,0.0615,-0.151,0.0895
"183","PE 38:5","766.538725 -> 625.518725",0.494060602337873,0.0228160544221398,0.00785794506545072,0.984,0.168,1,FALSE,FALSE,FALSE,FALSE,-0.0714,-0.281,-0.353,0.0699,-0.211,0.141
"184","PE 38:6","764.523025 -> 623.503025",0.29433134888355,0.00510549668527292,0.0267121872438967,0.977,0.0519,1,FALSE,FALSE,FALSE,FALSE,0.0717,-0.245,-0.174,0.106,-0.14,0.034
"185","PE 40:5","794.570025 -> 653.550025",0.167600805573517,0.0223935609337758,0.00254088164819218,0.966,0.166,1,FALSE,FALSE,FALSE,FALSE,-0.127,-0.238,-0.365,0.0367,-0.201,0.164
"186","PE 40:6","792.684625 -> 651.664625",0.731909204633231,0.0401847022899725,0.0695992207327048,0.988,0.226,1,FALSE,FALSE,FALSE,FALSE,0.0416,-0.288,-0.246,0.11,-0.178,0.0682
"187","PE 40:7","790.668925 -> 649.648925",0.29923415469853,0.260325069509099,0.921600365354933,0.978,0.629,1,FALSE,FALSE,FALSE,FALSE,0.102,-0.112,-0.00936,0.0713,-0.0404,-0.031
"188","PE O-34:1","704.559425 -> 563.539425",0.980070827637318,0.0963513065856372,0.100222726824717,0.99,0.398,1,FALSE,FALSE,FALSE,FALSE,0.00206,-0.151,-0.148,0.0509,-0.0997,0.0488
"189","PE O-36:1","732.590725 -> 591.570725",0.343944176101805,0.235456028408429,0.788308889347654,0.98,0.608,1,FALSE,FALSE,FALSE,FALSE,0.101,-0.129,-0.0279,0.0767,-0.0523,-0.0244
"190","PE O-36:2","730.575025 -> 589.555025",0.933285786121912,0.524911583886167,0.578894955443147,0.99,0.753,1,FALSE,FALSE,FALSE,FALSE,0.00848,-0.0653,-0.0568,0.0246,-0.0407,0.0161
"191","PE O-36:5","724.528125 -> 583.508125",0.768467293162818,0.321525005044013,0.210774020341621,0.988,0.67,1,FALSE,FALSE,FALSE,FALSE,-0.0205,-0.0713,-0.0918,0.0169,-0.0544,0.0374
"192","PE O-38:4","754.575025 -> 613.555025",0.413533813427871,0.398560992898719,0.977338242927284,0.982,0.709,1,FALSE,FALSE,FALSE,FALSE,0.1,-0.104,-0.0034,0.0679,-0.0357,-0.0323
"193","PE O-38:5","752.559425 -> 611.539425",0.0892263227754705,0.173110790319037,0.671590442625623,0.946,0.54,1,FALSE,FALSE,FALSE,FALSE,-0.145,0.112,-0.0329,-0.0857,0.0264,0.0593
"194","PE O-38:6","750.543725 -> 609.523725",0.832131598225121,0.468352353392485,0.355812829870443,0.989,0.736,1,FALSE,FALSE,FALSE,FALSE,-0.0196,-0.0681,-0.0876,0.0162,-0.0519,0.0357
"195","PE O-40:6","778.575025 -> 637.555025",0.789765411363972,0.288057443575178,0.41337540422763,0.988,0.649,1,FALSE,FALSE,FALSE,FALSE,0.0283,-0.117,-0.0885,0.0483,-0.0684,0.0201
"196","PG 34:1","766.59617 -> 577.555943",0.174299784174076,0.635522635830882,0.0828853573099538,0.967,0.781,1,FALSE,FALSE,FALSE,FALSE,-0.116,-0.0381,-0.154,-0.0258,-0.064,0.0898
"197","PI 32:1","826.58097 -> 549.524698",0.52782316576993,0.333654476982174,0.13011585965854,0.985,0.677,1,FALSE,FALSE,FALSE,FALSE,-0.0578,-0.0902,-0.148,0.0108,-0.0794,0.0686
"198","PI 34:0","856.62787 -> 579.571598",0.227491258964107,0.996422741011998,0.226002762846032,0.973,0.837,1,FALSE,FALSE,FALSE,FALSE,-0.0897,-0.000317,-0.0901,-0.0298,-0.0301,0.0599
"199","PI 34:1","854.61227 -> 577.555998",0.0699004188375534,0.195870296886398,0.00820172391631422,0.934,0.568,1,FALSE,FALSE,FALSE,FALSE,-0.153,-0.103,-0.256,-0.0166,-0.12,0.136
"200","PI 34:2","852.59657 -> 575.540298",0.263920384328244,0.551028881998657,0.105994154212747,0.976,0.761,1,FALSE,FALSE,FALSE,FALSE,-0.0909,-0.0471,-0.138,-0.0146,-0.0617,0.0763
"201","PI 36:1","882.64357 -> 605.587298",0.760655295579552,0.489173178776663,0.69267369912781,0.988,0.743,1,FALSE,FALSE,FALSE,FALSE,-0.025,0.0576,0.0325,-0.0275,0.03,-0.0025
"202","PI 36:2","880.62787 -> 603.571598",0.0266624272065374,0.620455163177925,0.0122508121858437,0.849,0.778,1,FALSE,FALSE,FALSE,FALSE,-0.321,-0.0608,-0.382,-0.0867,-0.147,0.234
"203","PI 36:3","878.61227 -> 601.555998",0.297632619153184,0.620782582782867,0.142402844813072,0.978,0.778,1,FALSE,FALSE,FALSE,FALSE,-0.104,-0.0482,-0.153,-0.0187,-0.0669,0.0856
"204","PI 36:4","876.56017 -> 599.503898",0.400730771029938,0.00648332936551831,0.0241436728280172,0.982,0.0625,1,FALSE,FALSE,FALSE,FALSE,0.0592,-0.245,-0.186,0.101,-0.143,0.0422
"205","PI 38:2","908.65917 -> 631.602898",0.129012846135529,0.926073486916331,0.111620711483969,0.959,0.829,1,FALSE,FALSE,FALSE,FALSE,-0.173,-0.00975,-0.182,-0.0543,-0.0641,0.118
"206","PI 38:3","906.60717 -> 629.550898",0.314232948640424,0.372542090674681,0.0786620911876764,0.978,0.697,1,FALSE,FALSE,FALSE,FALSE,-0.11,-0.0964,-0.206,-0.0044,-0.101,0.105
"207","PI 38:4","904.59147 -> 627.535198",0.139603852399041,0.389971317316075,0.48439892652492,0.962,0.705,1,FALSE,FALSE,FALSE,FALSE,0.17,-0.0942,0.0759,0.0881,-0.00607,-0.082
"208","PI 38:5","902.57587 -> 625.519598",0.0994032828925108,0.759473123034955,0.0610215040575045,0.95,0.805,1,FALSE,FALSE,FALSE,FALSE,-0.179,-0.0304,-0.209,-0.0495,-0.0799,0.129
"209","PI 40:5","930.60717 -> 653.550898",0.0813465513591569,0.00300343949704677,0.0567669010351537,0.942,0.0338,1,FALSE,FALSE,FALSE,FALSE,0.144,-0.305,-0.161,0.15,-0.156,0.00561
"210","PI O-36:1","868.62787 -> 591.571598",0.873847566671773,0.210645527736807,0.265416319070542,0.989,0.584,1,FALSE,FALSE,FALSE,FALSE,0.0128,-0.107,-0.0938,0.0398,-0.0668,0.027
"211","PS 28:0","680.486625 -> 495.477698",0.00593315439997693,0.451662173588227,0.0189609249722167,0.464,0.73,1,FALSE,FALSE,FALSE,FALSE,0.323,-0.0685,0.255,0.131,0.0621,-0.193
"212","PS 34:1","762.564925 -> 577.555998",0.880086206140786,0.391314187266282,0.474373225799713,0.989,0.706,1,FALSE,FALSE,FALSE,FALSE,0.0123,-0.0714,-0.0591,0.0279,-0.0435,0.0156
"213","PS 36:1","790.596225 -> 605.587298",0.753106377566451,0.6514849146022,0.889348536443589,0.988,0.784,1,FALSE,FALSE,FALSE,FALSE,-0.0325,0.0468,0.0143,-0.0264,0.0204,0.00605
"214","PS 36:2","788.580525 -> 603.571598",0.284198654748923,0.898653983957704,0.236759485472486,0.977,0.825,1,FALSE,FALSE,FALSE,FALSE,0.101,0.0115,0.112,0.0297,0.0412,-0.0709
"215","PS 36:8","776.580525 -> 591.571598",0.655487766473517,0.693432273512077,0.95782910178618,0.987,0.793,1,FALSE,FALSE,FALSE,FALSE,-0.0423,0.0373,-0.00498,-0.0265,0.0108,0.0158
"216","PS 38:3","814.559825 -> 629.550898",0.917427644661325,0.553177893619009,0.488631491098538,0.99,0.761,1,FALSE,FALSE,FALSE,FALSE,-0.0126,-0.073,-0.0856,0.0201,-0.0529,0.0327
"217","PS 40:5","838.559825 -> 653.550898",0.938032858462709,0.664986910082211,0.721470232337555,0.99,0.787,1,FALSE,FALSE,FALSE,FALSE,0.00668,-0.0374,-0.0308,0.0147,-0.0227,0.00803
"218","PS 40:6","836.544125 -> 651.535198",0.115714162470839,0.351824833304994,0.459040716617245,0.956,0.687,1,FALSE,FALSE,FALSE,FALSE,0.121,-0.0675,0.0531,0.0627,-0.0048,-0.0579
"219","SM(32:0","677.559725 -> 184.1",0.886411186305438,0.367876316668521,0.302720494711784,0.989,0.695,1,FALSE,FALSE,FALSE,FALSE,0.0162,0.105,0.121,-0.0295,0.0752,-0.0457
"220","SM(32:1","675.544125 -> 184.1",0.941708355164191,0.199674455250652,0.178938687683194,0.99,0.572,1,FALSE,FALSE,FALSE,FALSE,0.0146,0.27,0.285,-0.0853,0.185,-0.0998
"221","SM(34:0","705.591025 -> 184.1",0.593414921003194,0.152292586040306,0.0652696391958046,0.986,0.51,1,FALSE,FALSE,FALSE,FALSE,0.0495,0.141,0.19,-0.0305,0.11,-0.08
"222","SM(34:1","703.575425 -> 184.1",0.276287144263489,0.480344639634967,0.679326197426495,0.976,0.74,1,FALSE,FALSE,FALSE,FALSE,0.106,-0.067,0.0388,0.0576,-0.00939,-0.0482
"223","SM(34:1.1","719.606725 -> 184.1",0.506834331311184,0.0298144085586056,0.0872542047620971,0.984,0.197,1,FALSE,FALSE,FALSE,FALSE,-0.0572,0.218,0.161,-0.0917,0.126,-0.0345
"224","SM(34:2","701.559725 -> 184.1",0.123712728349899,0.570521392424366,0.290968602805228,0.958,0.766,1,FALSE,FALSE,FALSE,FALSE,-0.234,0.0804,-0.154,-0.105,-0.0245,0.129
"225","SM(36:0","733.622325 -> 184.1",0.0436193648162802,0.0046946030820277,0.172205773005138,0.902,0.0495,1,FALSE,FALSE,FALSE,FALSE,-0.148,0.24,0.0924,-0.129,0.111,0.0185
"226","SM(36:1","731.606725 -> 184.1",0.372501773065468,0.529153031293324,0.148114520369916,0.981,0.755,1,FALSE,FALSE,FALSE,FALSE,0.0922,0.0642,0.156,0.00934,0.0736,-0.0829
"227","SM(36:2","729.591025 -> 184.1",0.170209306942706,0.0265105014053797,0.259530549322205,0.967,0.184,1,FALSE,FALSE,FALSE,FALSE,-0.134,0.241,0.108,-0.125,0.116,0.0087
"228","SM(38:0","761.653625 -> 184.1",0.866088476923861,0.499834980343686,0.608741555856853,0.989,0.746,1,FALSE,FALSE,FALSE,FALSE,-0.014,0.0569,0.0429,-0.0237,0.0333,-0.00963
"229","SM(38:1","759.638025 -> 184.1",0.846715474362593,0.774697876939762,0.925551164164779,0.989,0.807,1,FALSE,FALSE,FALSE,FALSE,0.0212,-0.0314,-0.0102,0.0175,-0.0139,-0.00365
"230","SM(38:2","757.622325 -> 184.1",0.44878631332756,0.165433029083635,0.485335749637704,0.983,0.529,1,FALSE,FALSE,FALSE,FALSE,-0.0902,0.173,0.0829,-0.0878,0.0853,0.00245
"231","SM(40:0","789.684925 -> 184.1",0.0415683395999431,0.0119535481404788,0.436228580067419,0.898,0.0969,1,FALSE,FALSE,FALSE,FALSE,-0.188,0.251,0.0633,-0.146,0.105,0.0415
"232","SM(40:1","787.669325 -> 184.1",0.18267448769733,0.385539533463681,0.0451011346708767,0.968,0.703,1,FALSE,FALSE,FALSE,FALSE,-0.143,-0.09,-0.233,-0.0177,-0.108,0.125
"233","SM(40:2","785.653625 -> 184.1",0.175815526692151,0.659322516842416,0.0882491507034159,0.968,0.786,1,FALSE,FALSE,FALSE,FALSE,-0.138,-0.0423,-0.18,-0.0317,-0.0741,0.106
"234","SM(40:3","783.638025 -> 184.1",0.942768198948758,0.764216309422527,0.710682244376233,0.99,0.806,1,FALSE,FALSE,FALSE,FALSE,-0.00804,-0.0337,-0.0417,0.00855,-0.0251,0.0166
"235","SM(42:0","817.716225 -> 184.1",0.730937314342241,0.190062888610051,0.313008137456317,0.988,0.561,1,FALSE,FALSE,FALSE,FALSE,-0.0387,0.156,0.117,-0.0647,0.0908,-0.0261
