"","name","ID","lipid_class1","lipid_class","contrast","p.val","p.adj","ratio"
"415","PC O-32:0","720.590725 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.123622043492729,0.958,0.238
"416","PC O-32:0","720.590725 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.0192273497641256,0.148,0.405
"417","PC O-32:0","720.590725 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.00170935830656684,1,0.642
"418","PC O-32:1","718.575025 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.109929066432141,0.954,-0.252
"419","PC O-32:1","718.575025 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.0279050344104503,0.19,0.376
"420","PC O-32:1","718.575025 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.400036707301951,1,0.124
"421","PC O-32:2","716.559425 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.108538990239602,0.953,-0.251
"422","PC O-32:2","716.559425 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.0336325754204594,0.209,0.356
"423","PC O-32:2","716.559425 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.469463625180615,1,0.105
"424","PC O-32:3","714.543725 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.963878345645618,0.99,0.00585
"425","PC O-32:3","714.543725 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.301084436706682,0.658,0.138
"426","PC O-32:3","714.543725 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.282543214278579,1,0.144
"427","PC O-34:0","748.622025 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.605908736058725,0.986,-0.0484
"428","PC O-34:0","748.622025 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.00269518814177531,0.0298,0.388
"429","PC O-34:0","748.622025 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.00562925422874654,1,0.34
"430","PC O-34:1","746.606325 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.166034938799176,0.966,-0.2
"431","PC O-34:1","746.606325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.0219556657378303,0.163,0.374
"432","PC O-34:1","746.606325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.223429445825016,1,0.173
"433","PC O-34:2","744.590725 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.1164747983997,0.956,-0.183
"434","PC O-34:2","744.590725 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.0117347326338926,0.0958,0.338
"435","PC O-34:2","744.590725 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.17219528206365,1,0.156
"436","PC O-34:3","742.575025 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.812832547487422,0.989,0.022
"437","PC O-34:3","742.575025 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.0205031039832292,0.155,0.26
"438","PC O-34:3","742.575025 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.0141799376058135,1,0.282
"439","PC O-36:1","774.637625 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.0142736936450751,0.735,-0.296
"440","PC O-36:1","774.637625 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.00519384624147424,0.0524,0.362
"441","PC O-36:1","774.637625 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.505575656183832,1,0.066
"442","PC O-36:2","772.622025 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.00623738993648478,0.482,-0.28
"443","PC O-36:2","772.622025 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.0120189223018165,0.0972,0.246
"444","PC O-36:2","772.622025 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.663392293784091,1,-0.0342
"445","PC O-36:3","770.606325 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.155265499760951,0.964,-0.26
"446","PC O-36:3","770.606325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.0653796097616178,0.304,0.353
"447","PC O-36:3","770.606325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.585664528120171,1,0.0938
"448","PC O-36:4","768.627125 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.353351645844919,0.98,-0.086
"449","PC O-36:4","768.627125 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.977998461115154,0.835,0.00248
"450","PC O-36:4","768.627125 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.366656479424601,1,-0.0835
"451","PC O-36:5","766.575025 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.595687282339097,0.986,-0.064
"452","PC O-36:5","766.575025 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.601402890353764,0.773,0.063
"453","PC O-36:5","766.575025 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.993249033101457,1,-0.00101
"454","PC O-36:6","764.559425 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.0901866692987465,0.946,0.148
"455","PC O-36:6","764.559425 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.0379277224181389,0.22,0.191
"456","PC O-36:6","764.559425 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.0023226330924746,1,0.34
"457","PC O-38:1","802.668925 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.963819348963661,0.99,0.00502
"458","PC O-38:1","802.668925 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.132546072046333,0.476,0.18
"459","PC O-38:1","802.668925 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.123525372059168,1,0.185
"460","PC O-38:2","800.653325 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.98471714916199,0.99,0.00226
"461","PC O-38:2","800.653325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.391940399772515,0.706,0.103
"462","PC O-38:2","800.653325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.382187539502334,1,0.106
"463","PC O-38:3","798.637625 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.113391470085116,0.955,-0.199
"464","PC O-38:3","798.637625 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.112320562760154,0.436,0.199
"465","PC O-38:3","798.637625 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.995165353288445,1,0.000697
"466","PC O-38:4","796.622025 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.250857170548967,0.975,0.117
"467","PC O-38:4","796.622025 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.855164627641318,0.819,0.0178
"468","PC O-38:4","796.622025 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.191752074728144,1,0.135
"469","PC O-38:5","794.606325 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.27659838564597,0.976,0.15
"470","PC O-38:5","794.606325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.717256875894091,0.797,0.0481
"471","PC O-38:5","794.606325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.161736960802502,1,0.198
"472","PC O-38:6","792.590725 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.0930708215378042,0.948,0.173
"473","PC O-38:6","792.590725 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.45511389171982,0.731,-0.0709
"474","PC O-38:6","792.590725 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.293578847810207,1,0.102
"475","PC O-38:7","790.668925 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.937514964640174,0.99,-0.0079
"476","PC O-38:7","790.668925 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.121180978566176,0.454,0.17
"477","PC O-38:7","790.668925 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.136872803199246,1,0.162
"478","PC O-40:1","830.700225 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.824031692501197,0.989,-0.0228
"479","PC O-40:1","830.700225 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.18946139315467,0.56,0.143
"480","PC O-40:1","830.700225 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.262643755421815,1,0.12
"481","PC O-40:2","828.684625 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.895666710689482,0.989,0.0138
"482","PC O-40:2","828.684625 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.482639237873041,0.74,0.0751
"483","PC O-40:2","828.684625 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.408925758848868,1,0.0889
"484","PC O-40:3","826.668925 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.884238147194002,0.989,-0.00995
"485","PC O-40:3","826.668925 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.671982776280397,0.789,0.0291
"486","PC O-40:3","826.668925 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.779820487754841,1,0.0191
"487","PC O-40:4","824.653325 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.796200702807204,0.988,0.0293
"488","PC O-40:4","824.653325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.690814846566593,0.792,0.0453
"489","PC O-40:4","824.653325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.516071785761878,1,0.0747
"490","PC O-40:5","822.637625 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.438670045150237,0.983,-0.0593
"491","PC O-40:5","822.637625 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.406972024296929,0.713,0.0637
"492","PC O-40:5","822.637625 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.953394865294863,1,0.00438
"493","PC O-40:6","820.622025 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.469781339711855,0.984,0.0758
"494","PC O-40:6","820.622025 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.277441143915044,0.642,-0.116
"495","PC O-40:6","820.622025 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.694470434166054,1,-0.0407
"496","PC O-40:7","818.736625 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.757501354952252,0.988,0.0386
"497","PC O-40:7","818.736625 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.731770343439762,0.8,-0.0429
"498","PC O-40:7","818.736625 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.972580240592453,1,-0.00428
"499","PC O-42:5","850.668925 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.762231034525857,0.988,-0.0247
"500","PC O-42:5","850.668925 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.888566557558609,0.824,0.0114
"501","PC O-42:5","850.668925 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.870417422449336,1,-0.0133
"502","PC O-42:6","848.653325 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.153110119195862,0.964,0.159
"503","PC O-42:6","848.653325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.320577920946327,0.67,-0.106
"504","PC O-42:6","848.653325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.616412375183494,1,0.0523
"505","PC O-42:7","846.731525 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.521874695463831,0.985,0.105
"506","PC O-42:7","846.731525 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.536591049635047,0.757,-0.101
"507","PC O-42:7","846.731525 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.981335074009914,1,0.00379
"508","PC(16:0/8:0(COOH))","652.455325 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.427475330244674,0.982,-0.089
"509","PC(16:0/8:0(COOH))","652.455325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.379265192860119,0.7,-0.0991
"510","PC(16:0/8:0(COOH))","652.455325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.115699757099226,1,-0.188
"511","PE 32:1","690.543725 -> 549.523725","PE","PE","RDH12_100_vs_RDH12_Veh",0.0880138883056533,0.945,-0.189
"512","PE 32:1","690.543725 -> 549.523725","PE","PE","RDH12_200_vs_RDH12_100",0.789735647401326,0.81,-0.0267
"513","PE 32:1","690.543725 -> 549.523725","PE","PE","RDH12_200_vs_RDH12_Veh",0.0575048926769121,1,-0.216
"514","PE 34:0","720.590725 -> 579.570725","PE","PE","RDH12_100_vs_RDH12_Veh",0.810882255995257,0.989,-0.018
"515","PE 34:0","720.590725 -> 579.570725","PE","PE","RDH12_200_vs_RDH12_100",0.346976272418072,0.684,-0.0728
"516","PE 34:0","720.590725 -> 579.570725","PE","PE","RDH12_200_vs_RDH12_Veh",0.248036839298615,1,-0.0908
"517","PE 34:1","718.575025 -> 577.555025","PE","PE","RDH12_100_vs_RDH12_Veh",0.0337479229518563,0.877,-0.259
"518","PE 34:1","718.575025 -> 577.555025","PE","PE","RDH12_200_vs_RDH12_100",0.118438595422102,0.449,-0.177
"519","PE 34:1","718.575025 -> 577.555025","PE","PE","RDH12_200_vs_RDH12_Veh",0.00266203501089562,1,-0.436
"520","PE 34:2","716.559425 -> 575.539425","PE","PE","RDH12_100_vs_RDH12_Veh",0.1940252615725,0.97,-0.104
"521","PE 34:2","716.559425 -> 575.539425","PE","PE","RDH12_200_vs_RDH12_100",0.0468896069067524,0.239,-0.172
"522","PE 34:2","716.559425 -> 575.539425","PE","PE","RDH12_200_vs_RDH12_Veh",0.00562051369817198,1,-0.276
"523","PE 36:0","748.622025 -> 607.602025","PE","PE","RDH12_100_vs_RDH12_Veh",0.0410677724785763,0.897,-0.239
"524","PE 36:0","748.622025 -> 607.602025","PE","PE","RDH12_200_vs_RDH12_100",0.702388161389584,0.795,0.0389
"525","PE 36:0","748.622025 -> 607.602025","PE","PE","RDH12_200_vs_RDH12_Veh",0.0758080523902934,1,-0.2
"526","PE 36:1","746.606325 -> 605.586325","PE","PE","RDH12_100_vs_RDH12_Veh",0.0541996470328497,0.918,-0.18
"527","PE 36:1","746.606325 -> 605.586325","PE","PE","RDH12_200_vs_RDH12_100",0.323084392562781,0.671,-0.0837
"528","PE 36:1","746.606325 -> 605.586325","PE","PE","RDH12_200_vs_RDH12_Veh",0.0108987004708108,1,-0.263
"529","PE 36:2","744.590725 -> 603.570725","PE","PE","RDH12_100_vs_RDH12_Veh",0.182073652003148,0.968,-0.235
"530","PE 36:2","744.590725 -> 603.570725","PE","PE","RDH12_200_vs_RDH12_100",0.486370022233022,0.742,-0.117
"531","PE 36:2","744.590725 -> 603.570725","PE","PE","RDH12_200_vs_RDH12_Veh",0.0601667307731494,1,-0.353
"532","PE 36:3","742.575025 -> 601.555025","PE","PE","RDH12_100_vs_RDH12_Veh",0.432111173421443,0.983,-0.0726
"533","PE 36:3","742.575025 -> 601.555025","PE","PE","RDH12_200_vs_RDH12_100",0.363863546820665,0.693,-0.0845
"534","PE 36:3","742.575025 -> 601.555025","PE","PE","RDH12_200_vs_RDH12_Veh",0.111655166327355,1,-0.157
"535","PE 36:4","740.523025 -> 599.503025","PE","PE","RDH12_100_vs_RDH12_Veh",0.0566813595138263,0.921,-0.151
"536","PE 36:4","740.523025 -> 599.503025","PE","PE","RDH12_200_vs_RDH12_100",0.020673689030415,0.156,-0.196
"537","PE 36:4","740.523025 -> 599.503025","PE","PE","RDH12_200_vs_RDH12_Veh",0.000962976821113374,1,-0.347
"538","PE 38:2","772.622025 -> 631.602025","PE","PE","RDH12_100_vs_RDH12_Veh",0.675966788074527,0.987,-0.0467
"539","PE 38:2","772.622025 -> 631.602025","PE","PE","RDH12_200_vs_RDH12_100",0.581814194910211,0.769,-0.0618
"540","PE 38:2","772.622025 -> 631.602025","PE","PE","RDH12_200_vs_RDH12_Veh",0.343363792083917,1,-0.109
"541","PE 38:3","770.570025 -> 629.550025","PE","PE","RDH12_100_vs_RDH12_Veh",0.814418060272619,0.989,0.0317
"542","PE 38:3","770.570025 -> 629.550025","PE","PE","RDH12_200_vs_RDH12_100",0.996495859957285,0.837,-0.000593
"543","PE 38:3","770.570025 -> 629.550025","PE","PE","RDH12_200_vs_RDH12_Veh",0.817810201856468,1,0.0312
"544","PE 38:4","768.554325 -> 627.534325","PE","PE","RDH12_100_vs_RDH12_Veh",0.817361196751103,0.989,-0.028
"545","PE 38:4","768.554325 -> 627.534325","PE","PE","RDH12_200_vs_RDH12_100",0.108118951830488,0.426,-0.212
"546","PE 38:4","768.554325 -> 627.534325","PE","PE","RDH12_200_vs_RDH12_Veh",0.0749823845317657,1,-0.24
"547","PE 38:5","766.538725 -> 625.518725","PE","PE","RDH12_100_vs_RDH12_Veh",0.494060602337873,0.984,-0.0714
"548","PE 38:5","766.538725 -> 625.518725","PE","PE","RDH12_200_vs_RDH12_100",0.0228160544221398,0.168,-0.281
"549","PE 38:5","766.538725 -> 625.518725","PE","PE","RDH12_200_vs_RDH12_Veh",0.00785794506545072,1,-0.353
"550","PE 38:6","764.523025 -> 623.503025","PE","PE","RDH12_100_vs_RDH12_Veh",0.29433134888355,0.977,0.0717
"551","PE 38:6","764.523025 -> 623.503025","PE","PE","RDH12_200_vs_RDH12_100",0.00510549668527292,0.0519,-0.245
"552","PE 38:6","764.523025 -> 623.503025","PE","PE","RDH12_200_vs_RDH12_Veh",0.0267121872438967,1,-0.174
"553","PE 40:5","794.570025 -> 653.550025","PE","PE","RDH12_100_vs_RDH12_Veh",0.167600805573517,0.966,-0.127
"554","PE 40:5","794.570025 -> 653.550025","PE","PE","RDH12_200_vs_RDH12_100",0.0223935609337758,0.166,-0.238
"555","PE 40:5","794.570025 -> 653.550025","PE","PE","RDH12_200_vs_RDH12_Veh",0.00254088164819218,1,-0.365
"556","PE 40:6","792.684625 -> 651.664625","PE","PE","RDH12_100_vs_RDH12_Veh",0.731909204633231,0.988,0.0416
"557","PE 40:6","792.684625 -> 651.664625","PE","PE","RDH12_200_vs_RDH12_100",0.0401847022899725,0.226,-0.288
"558","PE 40:6","792.684625 -> 651.664625","PE","PE","RDH12_200_vs_RDH12_Veh",0.0695992207327048,1,-0.246
"559","PE 40:7","790.668925 -> 649.648925","PE","PE","RDH12_100_vs_RDH12_Veh",0.29923415469853,0.978,0.102
"560","PE 40:7","790.668925 -> 649.648925","PE","PE","RDH12_200_vs_RDH12_100",0.260325069509099,0.629,-0.112
"561","PE 40:7","790.668925 -> 649.648925","PE","PE","RDH12_200_vs_RDH12_Veh",0.921600365354933,1,-0.00936
"562","PE O-34:1","704.559425 -> 563.539425","PE","PE","RDH12_100_vs_RDH12_Veh",0.980070827637318,0.99,0.00206
"563","PE O-34:1","704.559425 -> 563.539425","PE","PE","RDH12_200_vs_RDH12_100",0.0963513065856372,0.398,-0.151
"564","PE O-34:1","704.559425 -> 563.539425","PE","PE","RDH12_200_vs_RDH12_Veh",0.100222726824717,1,-0.148
"565","PE O-36:1","732.590725 -> 591.570725","PE","PE","RDH12_100_vs_RDH12_Veh",0.343944176101805,0.98,0.101
"566","PE O-36:1","732.590725 -> 591.570725","PE","PE","RDH12_200_vs_RDH12_100",0.235456028408429,0.608,-0.129
"567","PE O-36:1","732.590725 -> 591.570725","PE","PE","RDH12_200_vs_RDH12_Veh",0.788308889347654,1,-0.0279
"568","PE O-36:2","730.575025 -> 589.555025","PE","PE","RDH12_100_vs_RDH12_Veh",0.933285786121912,0.99,0.00848
"569","PE O-36:2","730.575025 -> 589.555025","PE","PE","RDH12_200_vs_RDH12_100",0.524911583886167,0.753,-0.0653
"570","PE O-36:2","730.575025 -> 589.555025","PE","PE","RDH12_200_vs_RDH12_Veh",0.578894955443147,1,-0.0568
"571","PE O-36:5","724.528125 -> 583.508125","PE","PE","RDH12_100_vs_RDH12_Veh",0.768467293162818,0.988,-0.0205
"572","PE O-36:5","724.528125 -> 583.508125","PE","PE","RDH12_200_vs_RDH12_100",0.321525005044013,0.67,-0.0713
"573","PE O-36:5","724.528125 -> 583.508125","PE","PE","RDH12_200_vs_RDH12_Veh",0.210774020341621,1,-0.0918
"574","PE O-38:4","754.575025 -> 613.555025","PE","PE","RDH12_100_vs_RDH12_Veh",0.413533813427871,0.982,0.1
"575","PE O-38:4","754.575025 -> 613.555025","PE","PE","RDH12_200_vs_RDH12_100",0.398560992898719,0.709,-0.104
"576","PE O-38:4","754.575025 -> 613.555025","PE","PE","RDH12_200_vs_RDH12_Veh",0.977338242927284,1,-0.0034
"577","PE O-38:5","752.559425 -> 611.539425","PE","PE","RDH12_100_vs_RDH12_Veh",0.0892263227754705,0.946,-0.145
"578","PE O-38:5","752.559425 -> 611.539425","PE","PE","RDH12_200_vs_RDH12_100",0.173110790319037,0.54,0.112
"579","PE O-38:5","752.559425 -> 611.539425","PE","PE","RDH12_200_vs_RDH12_Veh",0.671590442625623,1,-0.0329
"580","PE O-38:6","750.543725 -> 609.523725","PE","PE","RDH12_100_vs_RDH12_Veh",0.832131598225121,0.989,-0.0196
"581","PE O-38:6","750.543725 -> 609.523725","PE","PE","RDH12_200_vs_RDH12_100",0.468352353392485,0.736,-0.0681
"582","PE O-38:6","750.543725 -> 609.523725","PE","PE","RDH12_200_vs_RDH12_Veh",0.355812829870443,1,-0.0876
"583","PE O-40:6","778.575025 -> 637.555025","PE","PE","RDH12_100_vs_RDH12_Veh",0.789765411363972,0.988,0.0283
"584","PE O-40:6","778.575025 -> 637.555025","PE","PE","RDH12_200_vs_RDH12_100",0.288057443575178,0.649,-0.117
"585","PE O-40:6","778.575025 -> 637.555025","PE","PE","RDH12_200_vs_RDH12_Veh",0.41337540422763,1,-0.0885
"586","PG 34:1","766.59617 -> 577.555943","PG","PG","RDH12_100_vs_RDH12_Veh",0.174299784174076,0.967,-0.116
"587","PG 34:1","766.59617 -> 577.555943","PG","PG","RDH12_200_vs_RDH12_100",0.635522635830882,0.781,-0.0381
"588","PG 34:1","766.59617 -> 577.555943","PG","PG","RDH12_200_vs_RDH12_Veh",0.0828853573099538,1,-0.154
"589","PI 32:1","826.58097 -> 549.524698","PI","PI","RDH12_100_vs_RDH12_Veh",0.52782316576993,0.985,-0.0578
"590","PI 32:1","826.58097 -> 549.524698","PI","PI","RDH12_200_vs_RDH12_100",0.333654476982174,0.677,-0.0902
"591","PI 32:1","826.58097 -> 549.524698","PI","PI","RDH12_200_vs_RDH12_Veh",0.13011585965854,1,-0.148
"592","PI 34:0","856.62787 -> 579.571598","PI","PI","RDH12_100_vs_RDH12_Veh",0.227491258964107,0.973,-0.0897
"593","PI 34:0","856.62787 -> 579.571598","PI","PI","RDH12_200_vs_RDH12_100",0.996422741011998,0.837,-0.000317
"594","PI 34:0","856.62787 -> 579.571598","PI","PI","RDH12_200_vs_RDH12_Veh",0.226002762846032,1,-0.0901
"595","PI 34:1","854.61227 -> 577.555998","PI","PI","RDH12_100_vs_RDH12_Veh",0.0699004188375534,0.934,-0.153
"596","PI 34:1","854.61227 -> 577.555998","PI","PI","RDH12_200_vs_RDH12_100",0.195870296886398,0.568,-0.103
"597","PI 34:1","854.61227 -> 577.555998","PI","PI","RDH12_200_vs_RDH12_Veh",0.00820172391631422,1,-0.256
"598","PI 34:2","852.59657 -> 575.540298","PI","PI","RDH12_100_vs_RDH12_Veh",0.263920384328244,0.976,-0.0909
"599","PI 34:2","852.59657 -> 575.540298","PI","PI","RDH12_200_vs_RDH12_100",0.551028881998657,0.761,-0.0471
"600","PI 34:2","852.59657 -> 575.540298","PI","PI","RDH12_200_vs_RDH12_Veh",0.105994154212747,1,-0.138
"601","PI 36:1","882.64357 -> 605.587298","PI","PI","RDH12_100_vs_RDH12_Veh",0.760655295579552,0.988,-0.025
"602","PI 36:1","882.64357 -> 605.587298","PI","PI","RDH12_200_vs_RDH12_100",0.489173178776663,0.743,0.0576
"603","PI 36:1","882.64357 -> 605.587298","PI","PI","RDH12_200_vs_RDH12_Veh",0.69267369912781,1,0.0325
"604","PI 36:2","880.62787 -> 603.571598","PI","PI","RDH12_100_vs_RDH12_Veh",0.0266624272065374,0.849,-0.321
"605","PI 36:2","880.62787 -> 603.571598","PI","PI","RDH12_200_vs_RDH12_100",0.620455163177925,0.778,-0.0608
"606","PI 36:2","880.62787 -> 603.571598","PI","PI","RDH12_200_vs_RDH12_Veh",0.0122508121858437,1,-0.382
"607","PI 36:3","878.61227 -> 601.555998","PI","PI","RDH12_100_vs_RDH12_Veh",0.297632619153184,0.978,-0.104
"608","PI 36:3","878.61227 -> 601.555998","PI","PI","RDH12_200_vs_RDH12_100",0.620782582782867,0.778,-0.0482
"609","PI 36:3","878.61227 -> 601.555998","PI","PI","RDH12_200_vs_RDH12_Veh",0.142402844813072,1,-0.153
"610","PI 36:4","876.56017 -> 599.503898","PI","PI","RDH12_100_vs_RDH12_Veh",0.400730771029938,0.982,0.0592
"611","PI 36:4","876.56017 -> 599.503898","PI","PI","RDH12_200_vs_RDH12_100",0.00648332936551831,0.0625,-0.245
"612","PI 36:4","876.56017 -> 599.503898","PI","PI","RDH12_200_vs_RDH12_Veh",0.0241436728280172,1,-0.186
"613","PI 38:2","908.65917 -> 631.602898","PI","PI","RDH12_100_vs_RDH12_Veh",0.129012846135529,0.959,-0.173
"614","PI 38:2","908.65917 -> 631.602898","PI","PI","RDH12_200_vs_RDH12_100",0.926073486916331,0.829,-0.00975
"615","PI 38:2","908.65917 -> 631.602898","PI","PI","RDH12_200_vs_RDH12_Veh",0.111620711483969,1,-0.182
"616","PI 38:3","906.60717 -> 629.550898","PI","PI","RDH12_100_vs_RDH12_Veh",0.314232948640424,0.978,-0.11
"617","PI 38:3","906.60717 -> 629.550898","PI","PI","RDH12_200_vs_RDH12_100",0.372542090674681,0.697,-0.0964
"618","PI 38:3","906.60717 -> 629.550898","PI","PI","RDH12_200_vs_RDH12_Veh",0.0786620911876764,1,-0.206
"619","PI 38:4","904.59147 -> 627.535198","PI","PI","RDH12_100_vs_RDH12_Veh",0.139603852399041,0.962,0.17
"620","PI 38:4","904.59147 -> 627.535198","PI","PI","RDH12_200_vs_RDH12_100",0.389971317316075,0.705,-0.0942
"621","PI 38:4","904.59147 -> 627.535198","PI","PI","RDH12_200_vs_RDH12_Veh",0.48439892652492,1,0.0759
"622","PI 38:5","902.57587 -> 625.519598","PI","PI","RDH12_100_vs_RDH12_Veh",0.0994032828925108,0.95,-0.179
"623","PI 38:5","902.57587 -> 625.519598","PI","PI","RDH12_200_vs_RDH12_100",0.759473123034955,0.805,-0.0304
"624","PI 38:5","902.57587 -> 625.519598","PI","PI","RDH12_200_vs_RDH12_Veh",0.0610215040575045,1,-0.209
"625","PI 40:5","930.60717 -> 653.550898","PI","PI","RDH12_100_vs_RDH12_Veh",0.0813465513591569,0.942,0.144
"626","PI 40:5","930.60717 -> 653.550898","PI","PI","RDH12_200_vs_RDH12_100",0.00300343949704677,0.0338,-0.305
"627","PI 40:5","930.60717 -> 653.550898","PI","PI","RDH12_200_vs_RDH12_Veh",0.0567669010351537,1,-0.161
"628","PI O-36:1","868.62787 -> 591.571598","PI","PI","RDH12_100_vs_RDH12_Veh",0.873847566671773,0.989,0.0128
"629","PI O-36:1","868.62787 -> 591.571598","PI","PI","RDH12_200_vs_RDH12_100",0.210645527736807,0.584,-0.107
"630","PI O-36:1","868.62787 -> 591.571598","PI","PI","RDH12_200_vs_RDH12_Veh",0.265416319070542,1,-0.0938
"631","PS 28:0","680.486625 -> 495.477698","PS","PS","RDH12_100_vs_RDH12_Veh",0.00593315439997693,0.464,0.323
