"","name","ID","lipid_class1","lipid_class","contrast","p.val","p.adj","ratio"
"199","DG 40:6 NL 22:6","686.57237 -> 341.30587","DG","DG","RDH12_100_vs_RDH12_Veh",0.362921870668886,0.98,0.506
"200","DG 40:6 NL 22:6","686.57237 -> 341.30587","DG","DG","RDH12_200_vs_RDH12_100",0.900861332755343,0.826,-0.0675
"201","DG 40:6 NL 22:6","686.57237 -> 341.30587","DG","DG","RDH12_200_vs_RDH12_Veh",0.427225191540095,1,0.439
"202","DG 40:7 NL 22:6","684.55667 -> 339.29017","DG","DG","RDH12_100_vs_RDH12_Veh",0.270085912571915,0.976,0.291
"203","DG 40:7 NL 22:6","684.55667 -> 339.29017","DG","DG","RDH12_200_vs_RDH12_100",0.844453465037307,0.818,-0.0497
"204","DG 40:7 NL 22:6","684.55667 -> 339.29017","DG","DG","RDH12_200_vs_RDH12_Veh",0.354588866388085,1,0.241
"205","DG 42:10 NL 16:0","706.54107 -> 433.274291","DG","DG","RDH12_100_vs_RDH12_Veh",0.169069865561097,0.967,0.369
"206","DG 42:10 NL 16:0","706.54107 -> 433.274291","DG","DG","RDH12_200_vs_RDH12_100",0.0937959075320241,0.391,-0.465
"207","DG 42:10 NL 16:0","706.54107 -> 433.274291","DG","DG","RDH12_200_vs_RDH12_Veh",0.705755174956466,1,-0.0955
"208","DG 42:11 NL 16:0","704.52537 -> 431.258591","DG","DG","RDH12_100_vs_RDH12_Veh",0.49765341715113,0.984,0.386
"209","DG 42:11 NL 16:0","704.52537 -> 431.258591","DG","DG","RDH12_200_vs_RDH12_100",0.0604148142844728,0.285,-1.19
"210","DG 42:11 NL 16:0","704.52537 -> 431.258591","DG","DG","RDH12_200_vs_RDH12_Veh",0.177679904717874,1,-0.803
"211","DG 42:11 NL 22:5","704.52537 -> 357.24297","DG","DG","RDH12_100_vs_RDH12_Veh",0.306039180579424,0.978,0.427
"212","DG 42:11 NL 22:5","704.52537 -> 357.24297","DG","DG","RDH12_200_vs_RDH12_100",0.0431999918570598,0.232,-0.939
"213","DG 42:11 NL 22:5","704.52537 -> 357.24297","DG","DG","RDH12_200_vs_RDH12_Veh",0.226095565096728,1,-0.512
"214","DG 42:6 NL 22:6","714.60367 -> 369.33717","DG","DG","RDH12_100_vs_RDH12_Veh",0.104287276340575,0.952,0.204
"215","DG 42:6 NL 22:6","714.60367 -> 369.33717","DG","DG","RDH12_200_vs_RDH12_100",0.04923290631146,0.243,-0.257
"216","DG 42:6 NL 22:6","714.60367 -> 369.33717","DG","DG","RDH12_200_vs_RDH12_Veh",0.639440802583464,1,-0.054
"217","DG O-36:4 NL 18:1","620.56177 -> 321.26177","DG","DG","RDH12_100_vs_RDH12_Veh",0.568453148012951,0.986,0.0708
"218","DG O-36:4 NL 18:1","620.56177 -> 321.26177","DG","DG","RDH12_200_vs_RDH12_100",0.174584337322035,0.542,-0.178
"219","DG O-36:4 NL 18:1","620.56177 -> 321.26177","DG","DG","RDH12_200_vs_RDH12_Veh",0.3961421815751,1,-0.107
"220","DG O-38:8 NL 16:1","640.53047 -> 369.279341","DG","DG","RDH12_100_vs_RDH12_Veh",0.077068574273865,0.939,0.16
"221","DG O-38:8 NL 16:1","640.53047 -> 369.279341","DG","DG","RDH12_200_vs_RDH12_100",0.0491257798037025,0.243,-0.183
"222","DG O-38:8 NL 16:1","640.53047 -> 369.279341","DG","DG","RDH12_200_vs_RDH12_Veh",0.778381309075422,1,-0.0229
"223","DG O-38:8 NL 18:0","640.53047 -> 339.23047","DG","DG","RDH12_100_vs_RDH12_Veh",0.500961705664998,0.984,-0.0927
"224","DG O-38:8 NL 18:0","640.53047 -> 339.23047","DG","DG","RDH12_200_vs_RDH12_100",0.725243987546481,0.799,0.0479
"225","DG O-38:8 NL 18:0","640.53047 -> 339.23047","DG","DG","RDH12_200_vs_RDH12_Veh",0.741990189896905,1,-0.0448
"226","DG O-38:9 NL 18:1","638.51487 -> 339.21487","DG","DG","RDH12_100_vs_RDH12_Veh",0.695545622493289,0.987,-0.0357
"227","DG O-38:9 NL 18:1","638.51487 -> 339.21487","DG","DG","RDH12_200_vs_RDH12_100",0.10524288448704,0.42,-0.161
"228","DG O-38:9 NL 18:1","638.51487 -> 339.21487","DG","DG","RDH12_200_vs_RDH12_Veh",0.0563413760251766,1,-0.197
"229","DG O-40:9 NL 18:2","666.54617 -> 369.24617","DG","DG","RDH12_100_vs_RDH12_Veh",0.871743196510438,0.989,0.0107
"230","DG O-40:9 NL 18:2","666.54617 -> 369.24617","DG","DG","RDH12_200_vs_RDH12_100",0.0489139455425165,0.243,-0.149
"231","DG O-40:9 NL 18:2","666.54617 -> 369.24617","DG","DG","RDH12_200_vs_RDH12_Veh",0.0633207526386291,1,-0.139
"232","LPC 14:0","468.345425 -> 184.07","PC","LPC","RDH12_100_vs_RDH12_Veh",0.825354991281121,0.989,0.0206
"233","LPC 14:0","468.345425 -> 184.07","PC","LPC","RDH12_200_vs_RDH12_100",0.0540859687611578,0.26,0.204
"234","LPC 14:0","468.345425 -> 184.07","PC","LPC","RDH12_200_vs_RDH12_Veh",0.0380002218711683,1,0.225
"235","LPC 16:0","496.376725 -> 184.07","PC","LPC","RDH12_100_vs_RDH12_Veh",0.60366274412217,0.986,-0.0759
"236","LPC 16:0","496.376725 -> 184.07","PC","LPC","RDH12_200_vs_RDH12_100",0.00427342946401714,0.0466,0.558
"237","LPC 16:0","496.376725 -> 184.07","PC","LPC","RDH12_200_vs_RDH12_Veh",0.00920897052317595,1,0.482
"238","LPC 16:1","494.361025 -> 184.07","PC","LPC","RDH12_100_vs_RDH12_Veh",0.848721456562181,0.989,0.0168
"239","LPC 16:1","494.361025 -> 184.07","PC","LPC","RDH12_200_vs_RDH12_100",0.0140303132599451,0.111,0.267
"240","LPC 16:1","494.361025 -> 184.07","PC","LPC","RDH12_200_vs_RDH12_Veh",0.0104789569411395,1,0.284
"241","LPC 18:0","524.408025 -> 184.07","PC","LPC","RDH12_100_vs_RDH12_Veh",0.00151668156479697,0.101,-0.297
"242","LPC 18:0","524.408025 -> 184.07","PC","LPC","RDH12_200_vs_RDH12_100",0.000330932554699166,0.000113,0.378
"243","LPC 18:0","524.408025 -> 184.07","PC","LPC","RDH12_200_vs_RDH12_Veh",0.232110222571904,1,0.0808
"244","LPC 20:1","550.387225 -> 184.07","PC","LPC","RDH12_100_vs_RDH12_Veh",0.112221170620811,0.955,-0.156
"245","LPC 20:1","550.387225 -> 184.07","PC","LPC","RDH12_200_vs_RDH12_100",0.786470222942776,0.809,-0.0244
"246","LPC 20:1","550.387225 -> 184.07","PC","LPC","RDH12_200_vs_RDH12_Veh",0.0730427808372387,1,-0.18
"247","LPC 26:0","636.496825 -> 184.07","PC","LPC","RDH12_100_vs_RDH12_Veh",0.386525429832156,0.981,-0.121
"248","LPC 26:0","636.496825 -> 184.07","PC","LPC","RDH12_200_vs_RDH12_100",0.721786403558793,0.798,-0.0486
"249","LPC 26:0","636.496825 -> 184.07","PC","LPC","RDH12_200_vs_RDH12_Veh",0.235096071745761,1,-0.169
"250","LPC O-18:1","508.376725 -> 184.07","PC","LPC","RDH12_100_vs_RDH12_Veh",0.873562648789164,0.989,0.0153
"251","LPC O-18:1","508.376725 -> 184.07","PC","LPC","RDH12_200_vs_RDH12_100",0.778287748015889,0.808,0.0271
"252","LPC O-18:1","508.376725 -> 184.07","PC","LPC","RDH12_200_vs_RDH12_Veh",0.660863488603722,1,0.0424
"253","LPE 22:5","528.309025 -> 387.289025","PE","LPE","RDH12_100_vs_RDH12_Veh",0.559979238941489,0.985,0.06
"254","LPE 22:5","528.309025 -> 387.289025","PE","LPE","RDH12_200_vs_RDH12_100",0.777531770220488,0.808,-0.0289
"255","LPE 22:5","528.309025 -> 387.289025","PE","LPE","RDH12_200_vs_RDH12_Veh",0.760113785677234,1,0.0312
"256","LPS O-20:0","556.361425 -> 371.352498","PS","PS","RDH12_100_vs_RDH12_Veh",0.419243097579467,0.982,0.233
"257","LPS O-20:0","556.361425 -> 371.352498","PS","PS","RDH12_200_vs_RDH12_100",0.0949477797060889,0.394,-0.519
"258","LPS O-20:0","556.361425 -> 371.352498","PS","PS","RDH12_200_vs_RDH12_Veh",0.326773982044495,1,-0.286
"259","PC 24:0","622.444825 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.16930275985772,0.967,-0.139
"260","PC 24:0","622.444825 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.368237429512051,0.695,-0.0876
"261","PC 24:0","622.444825 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.0393809601045184,1,-0.226
"262","PC 26:0","650.476125 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.0434814324702578,0.902,-0.273
"263","PC 26:0","650.476125 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.307816951514351,0.662,-0.124
"264","PC 26:0","650.476125 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.00839767895876794,1,-0.397
"265","PC 28:0","678.543725 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.00253680436431832,0.18,-0.412
"266","PC 28:0","678.543725 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.76599573000699,0.806,0.0292
"267","PC 28:0","678.543725 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.00384193185377826,1,-0.383
"268","PC 28:1","676.528125 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.0635346283963781,0.929,-0.328
"269","PC 28:1","676.528125 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.430134855785319,0.722,0.126
"270","PC 28:1","676.528125 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.221679165634864,1,-0.202
"271","PC 30:0","706.575025 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.113122350882287,0.955,0.189
"272","PC 30:0","706.575025 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.656518752140777,0.786,0.0491
"273","PC 30:0","706.575025 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.0555978059862439,1,0.238
"274","PC 30:1","704.559425 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.0944359511788198,0.948,-0.202
"275","PC 30:1","704.559425 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.0334682651849874,0.208,0.274
"276","PC 30:1","704.559425 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.520903714762044,1,0.0715
"277","PC 30:2","702.543725 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.251608526612163,0.975,-0.149
"278","PC 30:2","702.543725 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.0136039343575812,0.108,0.38
"279","PC 30:2","702.543725 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.0905887279726153,1,0.232
"280","PC 32:0","734.606325 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.000243305462881235,0.00205,0.526
"281","PC 32:0","734.606325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.00738352747188555,0.0678,0.297
"282","PC 32:0","734.606325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",1.03592940669729e-05,1,0.823
"283","PC 32:1","732.590725 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.145840353304168,0.963,-0.175
"284","PC 32:1","732.590725 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.064381509855485,0.3,0.234
"285","PC 32:1","732.590725 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.606676715197428,1,0.0583
"286","PC 32:2","730.575025 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.805753537112381,0.989,-0.0307
"287","PC 32:2","730.575025 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.0302836232086204,0.198,0.318
"288","PC 32:2","730.575025 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.0448425615998767,1,0.287
"289","PC 32:3","728.559425 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.676177500865986,0.987,0.0446
"290","PC 32:3","728.559425 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.0358790526324664,0.215,0.26
"291","PC 32:3","728.559425 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.0184840163748863,1,0.304
"292","PC 32:4","726.580125 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.451701286855942,0.983,-0.0635
"293","PC 32:4","726.580125 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.0504706911516646,0.245,0.185
"294","PC 32:4","726.580125 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.168707091411778,1,0.122
"295","PC 34:0","762.637625 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.441082007495567,0.983,-0.0827
"296","PC 34:0","762.637625 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.143829945495958,0.496,0.166
"297","PC 34:0","762.637625 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.44050190344302,1,0.0828
"298","PC 34:1","760.622025 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.108621937058217,0.953,-0.152
"299","PC 34:1","760.622025 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.0505206149078072,0.245,0.194
"300","PC 34:1","760.622025 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.632629249707604,1,0.0417
"301","PC 34:2","758.606325 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.114869206702936,0.955,-0.163
"302","PC 34:2","758.606325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.197267450948623,0.569,0.129
"303","PC 34:2","758.606325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.725184610143611,1,-0.0334
"304","PC 34:3","756.590725 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.572360133327349,0.986,-0.0586
"305","PC 34:3","756.590725 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.0354664943436823,0.214,0.252
"306","PC 34:3","756.590725 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.0881107444482964,1,0.194
"307","PC 34:4","754.611425 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.486376426001196,0.984,0.0815
"308","PC 34:4","754.611425 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.0485830506852944,0.242,0.26
"309","PC 34:4","754.611425 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.0158837633758939,1,0.342
"310","PC 34:6","750.507425 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.440528923819547,0.983,0.0918
"311","PC 34:6","750.507425 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.900484581548434,0.826,0.0146
"312","PC 34:6","750.507425 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.3745183282423,1,0.106
"313","PC 36:1","788.653325 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.0538961044055681,0.918,-0.207
"314","PC 36:1","788.653325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.00721341822355116,0.0669,0.329
"315","PC 36:1","788.653325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.219391136816705,1,0.122
"316","PC 36:2","786.637625 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.00409060314101161,0.329,-0.315
"317","PC 36:2","786.637625 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.883759658013316,0.823,-0.0119
"318","PC 36:2","786.637625 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.00332834383124067,1,-0.327
"319","PC 36:3","784.622025 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.0525644313014146,0.916,-0.217
"320","PC 36:3","784.622025 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.314549533161783,0.666,-0.102
"321","PC 36:3","784.622025 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.0102790855843018,1,-0.32
"322","PC 36:4","782.606325 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.755960451383721,0.988,0.0227
"323","PC 36:4","782.606325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.189069391766663,0.56,-0.101
"324","PC 36:4","782.606325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.297329744339149,1,-0.0787
"325","PC 36:5","780.554325 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.404222666583008,0.982,0.0779
"326","PC 36:5","780.554325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.717349926597371,0.797,-0.0332
"327","PC 36:5","780.554325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.626627867497086,1,0.0447
"328","PC 36:6","778.538725 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.954190949653209,0.99,-0.00755
"329","PC 36:6","778.538725 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.268767904798044,0.635,0.152
"330","PC 36:6","778.538725 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.291518038271331,1,0.144
"331","PC 36:7","776.653325 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.984671728148462,0.99,-0.00314
"332","PC 36:7","776.653325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.541328428234052,0.758,0.101
"333","PC 36:7","776.653325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.553663324358452,1,0.0978
"334","PC 38:1","816.684625 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.729212105717898,0.988,0.0292
"335","PC 38:1","816.684625 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.976741327526505,0.835,0.00245
"336","PC 38:1","816.684625 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.707697828835994,1,0.0316
"337","PC 38:2","814.705325 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.0545485678693979,0.919,-0.186
"338","PC 38:2","814.705325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.0389478700490508,0.223,0.204
"339","PC 38:2","814.705325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.833205036816624,1,0.0179
"340","PC 38:3","812.616925 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.492653123879265,0.984,-0.0941
"341","PC 38:3","812.616925 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.0253590283233912,0.18,0.36
"342","PC 38:3","812.616925 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.0769826669238852,1,0.266
"343","PC 38:4","810.674025 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.200824981922837,0.97,-0.151
"344","PC 38:4","810.674025 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.287698156299934,0.649,0.123
"345","PC 38:4","810.674025 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.804570554213013,1,-0.0277
"346","PC 38:5","808.585625 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.138715148988733,0.961,-0.149
"347","PC 38:5","808.585625 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.202042218065504,0.575,0.126
"348","PC 38:5","808.585625 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.804720458639908,1,-0.0231
"349","PC 38:6","806.642725 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.274431399548242,0.976,0.146
"350","PC 38:6","806.642725 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.123578861324801,0.459,-0.215
"351","PC 38:6","806.642725 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.59767573494029,1,-0.0685
"352","PC 38:7","804.684625 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.0347118898008218,0.88,-0.209
"353","PC 38:7","804.684625 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.00804955308027664,0.0722,0.289
"354","PC 38:7","804.684625 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.359107688404576,1,0.0798
"355","PC 40:1","844.715925 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.659355235394752,0.987,-0.0369
"356","PC 40:1","844.715925 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.379898618290444,0.701,0.075
"357","PC 40:1","844.715925 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.649507591066591,1,0.0381
"358","PC 40:2","842.663925 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.0666468084139978,0.931,0.173
"359","PC 40:2","842.663925 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.33876591206338,0.68,-0.0826
"360","PC 40:2","842.663925 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.299990983515727,1,0.09
"361","PC 40:3","840.648225 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.206354989303469,0.971,0.116
"362","PC 40:3","840.648225 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.630002916577137,0.78,-0.0421
"363","PC 40:3","840.648225 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.406844271824168,1,0.0736
"364","PC 40:4","838.632625 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.185057171697338,0.969,0.135
"365","PC 40:4","838.632625 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.458308485826604,0.732,0.0726
"366","PC 40:4","838.632625 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.0566986719144796,1,0.208
"367","PC 40:5","836.616925 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.366517408081527,0.981,0.0892
"368","PC 40:5","836.616925 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.457547363343485,0.732,0.0727
"369","PC 40:5","836.616925 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.120868507660823,1,0.162
"370","PC 40:6","834.601325 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.450788832408833,0.983,0.101
"371","PC 40:6","834.601325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.779784515739396,0.808,0.0369
"372","PC 40:6","834.601325 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.310996617450328,1,0.138
"373","PC 40:7","832.715925 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.0220300271752006,0.82,-0.237
"374","PC 40:7","832.715925 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.00935509563385659,0.082,0.285
"375","PC 40:7","832.715925 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.582097945149357,1,0.0478
"376","PC 42:1","872.710825 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.27298361906709,0.976,-0.086
"377","PC 42:1","872.710825 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.091341119803949,0.385,0.14
"378","PC 42:1","872.710825 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.47813519782696,1,0.0544
"379","PC 42:10","854.700225 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.771736390106687,0.988,0.0213
"380","PC 42:10","854.700225 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.137774345244372,0.486,0.117
"381","PC 42:10","854.700225 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.0873281153313422,1,0.138
"382","PC 42:2","870.695225 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.589885384069694,0.986,0.0364
"383","PC 42:2","870.695225 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.0706365393919786,0.322,0.136
"384","PC 42:2","870.695225 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.0296482890799445,1,0.172
"385","PC 42:3","868.679525 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.562811695648909,0.985,-0.0579
"386","PC 42:3","868.679525 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.975845681869697,0.835,-0.003
"387","PC 42:3","868.679525 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.54325703863271,1,-0.0609
"388","PC 42:5","864.648225 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.066755299386213,0.931,0.197
"389","PC 42:5","864.648225 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.238499978947689,0.611,-0.118
"390","PC 42:5","864.648225 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.41975654635758,1,0.079
"391","PC 42:6","862.632625 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.489345353410375,0.984,-0.0636
"392","PC 42:6","862.632625 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.811508866237669,0.813,-0.0216
"393","PC 42:6","862.632625 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.360094992050979,1,-0.0852
"394","PC 42:7","860.747225 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.734829562437426,0.988,-0.0294
"395","PC 42:7","860.747225 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.295205118261437,0.654,0.094
"396","PC 42:7","860.747225 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.463536110679312,1,0.0646
"397","PC 42:8","858.731525 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.370675521626099,0.981,0.0651
"398","PC 42:8","858.731525 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.979118916831619,0.835,0.00185
"399","PC 42:8","858.731525 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.357935065689723,1,0.067
"400","PC 42:9","856.715925 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.835156917450552,0.989,-0.0281
"401","PC 42:9","856.715925 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.92201117382501,0.828,-0.0132
"402","PC 42:9","856.715925 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.760085441651012,1,-0.0413
"403","PC O-28:0","664.528125 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.926042452995851,0.99,0.0121
"404","PC O-28:0","664.528125 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.705293278330806,0.795,-0.0497
"405","PC O-28:0","664.528125 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.774597678971602,1,-0.0375
"406","PC O-28:1","662.512425 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.808719086043163,0.989,0.0244
"407","PC O-28:1","662.512425 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.485923477420504,0.742,0.0714
"408","PC O-28:1","662.512425 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.355605555821996,1,0.0958
"409","PC O-30:0","692.559425 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.79477711727309,0.988,0.039
"410","PC O-30:0","692.559425 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.148318179818874,0.503,0.232
"411","PC O-30:0","692.559425 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.098798995229839,1,0.272
"412","PC O-30:1","690.543725 -> 184.07","PC","PC","RDH12_100_vs_RDH12_Veh",0.858676663196658,0.989,0.0187
"413","PC O-30:1","690.543725 -> 184.07","PC","PC","RDH12_200_vs_RDH12_100",0.133897132696476,0.479,0.17
"414","PC O-30:1","690.543725 -> 184.07","PC","PC","RDH12_200_vs_RDH12_Veh",0.101345022171792,1,0.189
