"Gene","Pathway","ratio","padj","ratio_display","padj_display","sig","pass_fc","pathway_highlight","sig_other","plot_group","label"
"ABCA3","Lipid synthesis",2.86,0.000859098062243673,"2.86","<0.001",TRUE,TRUE,TRUE,FALSE,"Lipid synthesis",NA
"ABCB10",NA,1.08,0.0330128969413858,"1.08","0.033",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ABCB6",NA,-0.364,0.934400358739527,"-0.36","0.934",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ABHD5",NA,-0.163,0.973610114140054,"-0.16","0.974",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ACE2",NA,-3.75,0.297380687776136,"-3.75","0.297",FALSE,TRUE,FALSE,FALSE,"NS",NA
"ACOT13",NA,0.235,0.666005778902418,"0.23","0.666",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ACTMAP",NA,-0.227,0.751295914018674,"-0.23","0.751",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ADAM9",NA,0.186,0.829819134654551,"0.19","0.830",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ADAMTS1",NA,0.744,0.0179319703783237,"0.74","0.018",TRUE,FALSE,FALSE,FALSE,"NS",NA
"ADD1",NA,0.16,0.673400561994236,"0.16","0.673",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ADGRG6",NA,5.61,0.00251321620444278,"5.61","<0.01",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"AGA",NA,0.311,0.881747383109986,"0.31","0.882",FALSE,FALSE,FALSE,FALSE,"NS",NA
"AHDC1",NA,0.19,0.789496742443281,"0.19","0.789",FALSE,FALSE,FALSE,FALSE,"NS",NA
"AIFM2",NA,3.89,0.0397886642860957,"3.89","0.040",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"AIRIM",NA,-0.165,0.93846108012768,"-0.16","0.938",FALSE,FALSE,FALSE,FALSE,"NS",NA
"AKAP7",NA,4.39,0.193578019677968,"4.39","0.194",FALSE,TRUE,FALSE,FALSE,"NS",NA
"AKIRIN2",NA,0.378,0.708590534031001,"0.38","0.709",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ALDH18A1",NA,1.36,0.045996495502121,"1.36","0.046",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ALDH1L2",NA,1.17,0.000219713762634859,"1.17","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ALG1","N-glycans",0.57,0.407050512091648,"0.57","0.407",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ALKBH8",NA,1.81,0.718518188646771,"1.81","0.719",FALSE,TRUE,FALSE,FALSE,"NS",NA
"AMFR",NA,0.946,0.00197623030929098,"0.95","<0.01",TRUE,FALSE,FALSE,FALSE,"NS",NA
"AMMECR1",NA,0.255,0.945327158794472,"0.26","0.945",FALSE,FALSE,FALSE,FALSE,"NS",NA
"AMOT",NA,0.542,0.330680991973455,"0.54","0.331",FALSE,FALSE,FALSE,FALSE,"NS",NA
"AMOTL1",NA,0.747,0.0889750060982231,"0.75","0.089",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ANAPC16",NA,0.345,0.567720185607925,"0.34","0.568",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ANAPC4",NA,0.0192,0.986219993288586,"0.02","0.986",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ANGEL1",NA,0.63,0.787027355900361,"0.63","0.787",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ANKLE2",NA,0.939,0.0104672763949262,"0.94","0.010",TRUE,FALSE,FALSE,FALSE,"NS",NA
"ANXA4",NA,0.127,0.810450793057232,"0.13","0.810",FALSE,FALSE,FALSE,FALSE,"NS",NA
"APLP1",NA,-6.41,0.000633603940061488,"-6.41","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"APLP2",NA,-0.0124,0.992872389817684,"-0.01","0.993",FALSE,FALSE,FALSE,FALSE,"NS",NA
"APOA1",NA,-0.633,0.329915710717427,"-0.63","0.330",FALSE,FALSE,FALSE,FALSE,"NS",NA
"APOC3",NA,0.303,0.908422424266517,"0.30","0.908",FALSE,FALSE,FALSE,FALSE,"NS",NA
"APOE",NA,-0.0637,0.970703942887583,"-0.06","0.971",FALSE,FALSE,FALSE,FALSE,"NS",NA
"APOH",NA,-6.26,2.66124159666406e-05,"-6.26","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"APP",NA,-0.123,0.92397696099269,"-0.12","0.924",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ARB2A",NA,0.121,0.933344925791727,"0.12","0.933",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ARF3",NA,-9.26,0.000862531139653993,"-9.26","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ARL5B",NA,-5.17,0.00851581195834453,"-5.17","<0.01",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ARL6IP1",NA,0.702,0.445849040150427,"0.70","0.446",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ARMC7",NA,-0.113,0.969751345573636,"-0.11","0.970",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ART5",NA,0.546,0.252288786133918,"0.55","0.252",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ASPRV1",NA,0.681,0.9044016623597,"0.68","0.904",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ATAD5",NA,0.713,0.0336796976964384,"0.71","0.034",TRUE,FALSE,FALSE,FALSE,"NS",NA
"ATF3",NA,-0.17,0.915239706147334,"-0.17","0.915",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ATF4",NA,-0.00403,0.998782632667335,"-0.00","0.999",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ATP5MK",NA,0.762,0.0799082030914309,"0.76","0.080",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ATP6V0D2",NA,-5.53,1.01357196456288e-05,"-5.53","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ATP6V1D",NA,-0.435,0.114388242702392,"-0.43","0.114",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ATR",NA,0.208,0.911342974514017,"0.21","0.911",FALSE,FALSE,FALSE,FALSE,"NS",NA
"B3GALNT2",NA,0.101,0.988234521568612,"0.10","0.988",FALSE,FALSE,FALSE,FALSE,"NS",NA
"B4GALT5",NA,-0.246,0.844832680529765,"-0.25","0.845",FALSE,FALSE,FALSE,FALSE,"NS",NA
"B4GALT6",NA,-0.312,0.906802224629755,"-0.31","0.907",FALSE,FALSE,FALSE,FALSE,"NS",NA
"B9D1",NA,-0.305,0.898257194456648,"-0.30","0.898",FALSE,FALSE,FALSE,FALSE,"NS",NA
"BACE1",NA,-5.14,5.5443252807533e-05,"-5.14","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"BCL2L12",NA,1.35,0.264138085081352,"1.35","0.264",FALSE,TRUE,FALSE,FALSE,"NS",NA
"BCOR",NA,0.623,0.0859085008192595,"0.62","0.086",FALSE,FALSE,FALSE,FALSE,"NS",NA
"BIRC2",NA,-0.11,0.950634571159031,"-0.11","0.951",FALSE,FALSE,FALSE,FALSE,"NS",NA
"BLM",NA,0.195,0.627880498603804,"0.20","0.628",FALSE,FALSE,FALSE,FALSE,"NS",NA
"BLOC1S4",NA,0.0837,0.945327158794472,"0.08","0.945",FALSE,FALSE,FALSE,FALSE,"NS",NA
"BMP2",NA,3.21,0.243142546341326,"3.21","0.243",FALSE,TRUE,FALSE,FALSE,"NS",NA
"BMP4",NA,-6.03,0.000123467741454113,"-6.03","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"BMPR2",NA,-5.01,0.0246350410979025,"-5.01","0.025",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"BNIP3",NA,4.28,0.0186276159458352,"4.28","0.019",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"BOD1",NA,0.399,0.799681343027571,"0.40","0.800",FALSE,FALSE,FALSE,FALSE,"NS",NA
"BORCS6",NA,0.657,0.193578019677968,"0.66","0.194",FALSE,FALSE,FALSE,FALSE,"NS",NA
"BPGM",NA,-0.496,0.289284924340682,"-0.50","0.289",FALSE,FALSE,FALSE,FALSE,"NS",NA
"BPNT2",NA,0.561,0.232279033209556,"0.56","0.232",FALSE,FALSE,FALSE,FALSE,"NS",NA
"BRI3",NA,0.356,0.888848441960497,"0.36","0.889",FALSE,FALSE,FALSE,FALSE,"NS",NA
"BRI3BP",NA,0.165,0.729398999303443,"0.16","0.729",FALSE,FALSE,FALSE,FALSE,"NS",NA
"BRWD3",NA,0.143,0.870027199978086,"0.14","0.870",FALSE,FALSE,FALSE,FALSE,"NS",NA
"BTBD9",NA,-0.863,0.922423205422265,"-0.86","0.922",FALSE,FALSE,FALSE,FALSE,"NS",NA
"BTN2A3P",NA,0.217,0.984556543486248,"0.22","0.985",FALSE,FALSE,FALSE,FALSE,"NS",NA
"C1orf159",NA,-1.52,0.532783815128525,"-1.52","0.533",FALSE,TRUE,FALSE,FALSE,"NS",NA
"C1orf198",NA,0.124,0.915997509784242,"0.12","0.916",FALSE,FALSE,FALSE,FALSE,"NS",NA
"C2CD2L",NA,1.59,0.00981421450644139,"1.59","<0.01",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"C4A",NA,0.0885,0.987140343925571,"0.09","0.987",FALSE,FALSE,FALSE,FALSE,"NS",NA
"C4BPA",NA,-0.376,0.920556466304292,"-0.38","0.921",FALSE,FALSE,FALSE,FALSE,"NS",NA
"C6orf89",NA,0.332,0.722085327236305,"0.33","0.722",FALSE,FALSE,FALSE,FALSE,"NS",NA
"C8orf88",NA,-2.32,0.342148751031309,"-2.32","0.342",FALSE,TRUE,FALSE,FALSE,"NS",NA
"C9orf72",NA,1.51,0.818018435528245,"1.51","0.818",FALSE,TRUE,FALSE,FALSE,"NS",NA
"CABIN1",NA,0.606,0.265796647934869,"0.61","0.266",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CALCOCO2",NA,-0.39,0.614940882833489,"-0.39","0.615",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CAMKK1",NA,-0.505,0.30044807832163,"-0.50","0.300",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CARMIL2",NA,0.251,0.841503822208942,"0.25","0.842",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CASTOR2",NA,-2.5,0.00197623030929098,"-2.50","<0.01",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CBY1",NA,-0.358,0.725022283643141,"-0.36","0.725",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CCDC106",NA,0.61,0.193578019677968,"0.61","0.194",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CCDC120",NA,4.5,0.00746470977315238,"4.50","<0.01",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CCDC138",NA,0.539,0.934400358739527,"0.54","0.934",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CCDC158",NA,0.178,0.933040801736317,"0.18","0.933",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CCDC18",NA,-0.208,0.903734980734913,"-0.21","0.904",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CCDC186",NA,-0.468,0.243142546341326,"-0.47","0.243",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CCDC28B",NA,0.137,0.929768668453212,"0.14","0.930",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CCDC66",NA,0.476,0.804202918976915,"0.48","0.804",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CCDC82",NA,1.52,0.773565403205857,"1.52","0.774",FALSE,TRUE,FALSE,FALSE,"NS",NA
"CCK",NA,0.0834,0.978047970586921,"0.08","0.978",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CCN1",NA,-7.24,1.7309177747305e-06,"-7.24","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CCN2",NA,-6.71,0.00166187629917161,"-6.71","<0.01",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CCNQ",NA,-0.75,0.888421392252686,"-0.75","0.888",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CCPG1",NA,-0.544,0.365638205638449,"-0.54","0.366",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CD151",NA,0.177,0.890125956188586,"0.18","0.890",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CD40",NA,1.47,0.721616376702484,"1.47","0.722",FALSE,TRUE,FALSE,FALSE,"NS",NA
"CD81",NA,0.413,0.62761200833853,"0.41","0.628",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CD84",NA,-0.587,0.923796414466178,"-0.59","0.924",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CD99",NA,5.25,0.088000423793385,"5.25","0.088",FALSE,TRUE,FALSE,FALSE,"NS",NA
"CDC42EP1",NA,0.508,0.368692134425635,"0.51","0.369",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CDCA7L",NA,0.526,0.193578019677968,"0.53","0.194",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CDK11A",NA,0.64,0.788391055389098,"0.64","0.788",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CDKN2A",NA,0.0908,0.923796414466178,"0.09","0.924",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CEBPZOS",NA,-0.189,0.908422424266517,"-0.19","0.908",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CENPW",NA,0.916,0.217144991877592,"0.92","0.217",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CENPX",NA,0.966,0.157502488110289,"0.97","0.158",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CEP170B",NA,0.074,0.940989619774516,"0.07","0.941",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CEP41",NA,0.105,0.892820687548728,"0.10","0.893",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CFAP97",NA,0.873,0.181241999727154,"0.87","0.181",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CHCHD4",NA,-1.61,0.482190321653438,"-1.61","0.482",FALSE,TRUE,FALSE,FALSE,"NS",NA
"CHKA","Lipid synthesis",-4.66,0.0635470851456978,"-4.66","0.064",FALSE,TRUE,FALSE,FALSE,"NS",NA
"CHPF",NA,1.05,0.836620904033255,"1.05","0.837",FALSE,TRUE,FALSE,FALSE,"NS",NA
"CHPF2",NA,-2.35,0.193578019677968,"-2.35","0.194",FALSE,TRUE,FALSE,FALSE,"NS",NA
"CHSY1",NA,0.429,0.39568435258059,"0.43","0.396",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CISD1",NA,0.494,0.193578019677968,"0.49","0.194",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CKS1B",NA,0.072,0.962920633520165,"0.07","0.963",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CKS2",NA,0.135,0.892827847435961,"0.14","0.893",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CLK3",NA,0.869,0.0242236120704679,"0.87","0.024",TRUE,FALSE,FALSE,FALSE,"NS",NA
"CLOCK",NA,-5.79,0.0279383043003018,"-5.79","0.028",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CLTCL1",NA,-0.958,0.631841850154046,"-0.96","0.632",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CLU",NA,-0.0652,0.958759157126854,"-0.07","0.959",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CMTM6",NA,0.372,0.937004080773122,"0.37","0.937",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CNBP",NA,0.297,0.929768668453212,"0.30","0.930",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CNEP1R1",NA,5.25,0.00149189094102511,"5.25","<0.01",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CNOT8",NA,-0.00429,0.998249290708824,"-0.00","0.998",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CNOT9",NA,0.104,0.949278000281737,"0.10","0.949",FALSE,FALSE,FALSE,FALSE,"NS",NA
"COL1A1",NA,0.288,0.888930332366068,"0.29","0.889",FALSE,FALSE,FALSE,FALSE,"NS",NA
"COL1A2",NA,-0.96,0.393937323655298,"-0.96","0.394",FALSE,FALSE,FALSE,FALSE,"NS",NA
"COL4A6",NA,0.464,0.242867631155924,"0.46","0.243",FALSE,FALSE,FALSE,FALSE,"NS",NA
"COLEC12",NA,-0.327,0.563449445619214,"-0.33","0.563",FALSE,FALSE,FALSE,FALSE,"NS",NA
"COMMD3",NA,0.124,0.900985511415843,"0.12","0.901",FALSE,FALSE,FALSE,FALSE,"NS",NA
"COMMD5",NA,0.182,0.970358083356008,"0.18","0.970",FALSE,FALSE,FALSE,FALSE,"NS",NA
"COMMD8",NA,-0.136,0.945327158794472,"-0.14","0.945",FALSE,FALSE,FALSE,FALSE,"NS",NA
"COMMD9",NA,0.0675,0.932371096643206,"0.07","0.932",FALSE,FALSE,FALSE,FALSE,"NS",NA
"COQ9",NA,0.626,0.125592872822621,"0.63","0.126",FALSE,FALSE,FALSE,FALSE,"NS",NA
"COX6A1",NA,1.97,0.0102687168992823,"1.97","0.010",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CPNE8",NA,0.00333,0.997313518995053,"0.00","0.997",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CRABP2",NA,-0.085,0.969263592185352,"-0.08","0.969",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CRBN",NA,0.117,0.933370960581488,"0.12","0.933",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CREM","Lipid synthesis",-0.0165,0.998249290708824,"-0.02","0.998",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CRIM1",NA,-0.228,0.892820687548728,"-0.23","0.893",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CRYGD",NA,0.678,0.844270409026967,"0.68","0.844",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CSPG4",NA,0.211,0.929768668453212,"0.21","0.930",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CSPG5",NA,0.392,0.963368026714963,"0.39","0.963",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CUL7",NA,0.694,0.614352456542321,"0.69","0.614",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CWC22",NA,0.395,0.219078429976772,"0.40","0.219",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CYBA",NA,0.834,0.344999760129045,"0.83","0.345",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CYBC1",NA,0.281,0.649776740282098,"0.28","0.650",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CYLD",NA,0.0655,0.979620346608808,"0.07","0.980",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CYREN",NA,-0.447,0.839363092823923,"-0.45","0.839",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CYSTM1",NA,-5.46,0.0526483925420581,"-5.46","0.053",FALSE,TRUE,FALSE,FALSE,"NS",NA
"DACT1",NA,0.0735,0.987140343925571,"0.07","0.987",FALSE,FALSE,FALSE,FALSE,"NS",NA
"DBP",NA,1.17,0.388954709591492,"1.17","0.389",FALSE,TRUE,FALSE,FALSE,"NS",NA
"DCBLD1",NA,-5,0.00116026496648088,"-5.00","<0.01",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"DCTD",NA,-0.535,0.28151974727237,"-0.54","0.282",FALSE,FALSE,FALSE,FALSE,"NS",NA
"DDIT4",NA,-0.211,0.930982621485876,"-0.21","0.931",FALSE,FALSE,FALSE,FALSE,"NS",NA
"DDR2",NA,0.517,0.288433792677938,"0.52","0.288",FALSE,FALSE,FALSE,FALSE,"NS",NA
"DDX19A",NA,-0.0359,0.985318408215122,"-0.04","0.985",FALSE,FALSE,FALSE,FALSE,"NS",NA
"DDX28",NA,1.14,0.000387539776695708,"1.14","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"DGCR2",NA,-0.312,0.666685606294712,"-0.31","0.667",FALSE,FALSE,FALSE,FALSE,"NS",NA
"DGCR6",NA,0.168,0.941095494534156,"0.17","0.941",FALSE,FALSE,FALSE,FALSE,"NS",NA
"DGCR6L",NA,0.32,0.885674162538393,"0.32","0.886",FALSE,FALSE,FALSE,FALSE,"NS",NA
"DHDDS",NA,0.251,0.979783558349053,"0.25","0.980",FALSE,FALSE,FALSE,FALSE,"NS",NA
"DHRS13",NA,1.29,0.455104265079266,"1.29","0.455",FALSE,TRUE,FALSE,FALSE,"NS",NA
"DKK1",NA,-0.393,0.795774123149921,"-0.39","0.796",FALSE,FALSE,FALSE,FALSE,"NS",NA
"DLX1",NA,0.0637,0.99152812801152,"0.06","0.992",FALSE,FALSE,FALSE,FALSE,"NS",NA
"DLX6",NA,0.114,0.96178648931106,"0.11","0.962",FALSE,FALSE,FALSE,FALSE,"NS",NA
"DMTN",NA,0.582,0.497763955178305,"0.58","0.498",FALSE,FALSE,FALSE,FALSE,"NS",NA
"DNA2",NA,-0.204,0.87529425166204,"-0.20","0.875",FALSE,FALSE,FALSE,FALSE,"NS",NA
"DNAJB5",NA,-1.83,0.589823239311214,"-1.83","0.590",FALSE,TRUE,FALSE,FALSE,"NS",NA
"DNAL4",NA,-0.139,0.888422122755075,"-0.14","0.888",FALSE,FALSE,FALSE,FALSE,"NS",NA
"DNLZ",NA,0.276,0.855204216357385,"0.28","0.855",FALSE,FALSE,FALSE,FALSE,"NS",NA
"DOLK",NA,6.25,1.30908316644081e-06,"6.25","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"DPH7",NA,0.123,0.973044111081544,"0.12","0.973",FALSE,FALSE,FALSE,FALSE,"NS",NA
"DPM3",NA,0.0169,0.988535955439504,"0.02","0.989",FALSE,FALSE,FALSE,FALSE,"NS",NA
"EDIL3",NA,-0.997,0.660371812411088,"-1.00","0.660",FALSE,FALSE,FALSE,FALSE,"NS",NA
"EEF1AKMT1",NA,-1.96,0.31443478952225,"-1.96","0.314",FALSE,TRUE,FALSE,FALSE,"NS",NA
"EEF1G",NA,-0.431,0.174830932700394,"-0.43","0.175",FALSE,FALSE,FALSE,FALSE,"NS",NA
"EFNA5",NA,0.334,0.883393020311568,"0.33","0.883",FALSE,FALSE,FALSE,FALSE,"NS",NA
"EFR3A","Lipid synthesis",0.204,0.935462789876549,"0.20","0.935",FALSE,FALSE,FALSE,FALSE,"NS",NA
"EFR3B","Lipid synthesis",5,0.0936509981123281,"5.00","0.094",FALSE,TRUE,FALSE,FALSE,"NS",NA
