"Gene","Pathway","ratio","padj","ratio_display","padj_display","sig","pass_fc","pathway_highlight","sig_other","plot_group","label"
"ABCA3","Lipid synthesis",-0.0485,0.955874042851361,"-0.05","0.956",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ABCB10",NA,-1.1,0.00386035434327123,"-1.10","<0.01",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ABCB6",NA,-0.805,0.552175074868498,"-0.80","0.552",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ABHD5",NA,-1.05,0.398686922432649,"-1.05","0.399",FALSE,TRUE,FALSE,FALSE,"NS",NA
"ACE2",NA,1.27,0.624804685475996,"1.27","0.625",FALSE,TRUE,FALSE,FALSE,"NS",NA
"ACOT13",NA,-0.864,0.0019134408577038,"-0.86","<0.01",TRUE,FALSE,FALSE,FALSE,"NS",NA
"ACTMAP",NA,0.483,0.111895935886293,"0.48","0.112",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ADAM9",NA,-1.11,0.00139669782728441,"-1.11","<0.01",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ADAMTS1",NA,-0.766,0.00170169260671185,"-0.77","<0.01",TRUE,FALSE,FALSE,FALSE,"NS",NA
"ADD1",NA,0.298,0.0948257827867471,"0.30","0.095",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ADGRG6",NA,-1.09,0.455201332302371,"-1.09","0.455",FALSE,TRUE,FALSE,FALSE,"NS",NA
"AGA",NA,-0.0254,0.979732179653735,"-0.03","0.980",FALSE,FALSE,FALSE,FALSE,"NS",NA
"AHDC1",NA,-0.384,0.174900950003849,"-0.38","0.175",FALSE,FALSE,FALSE,FALSE,"NS",NA
"AIFM2",NA,-3.88,0.00568184027545456,"-3.88","<0.01",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"AIRIM",NA,2.74,7.92412075640406e-05,"2.74","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"AKAP7",NA,-3.55,0.101463616205907,"-3.55","0.101",FALSE,TRUE,FALSE,FALSE,"NS",NA
"AKIRIN2",NA,2.78,5.30159811739675e-06,"2.78","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ALDH18A1",NA,-0.672,0.167175157571266,"-0.67","0.167",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ALDH1L2",NA,0.682,0.00378028943227389,"0.68","<0.01",TRUE,FALSE,FALSE,FALSE,"NS",NA
"ALG1","N-glycans",-0.607,0.141192854521988,"-0.61","0.141",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ALKBH8",NA,-3.84,0.0839499590786457,"-3.84","0.084",FALSE,TRUE,FALSE,FALSE,"NS",NA
"AMFR",NA,0.756,0.00170048354375309,"0.76","<0.01",TRUE,FALSE,FALSE,FALSE,"NS",NA
"AMMECR1",NA,-0.62,0.575478978201317,"-0.62","0.575",FALSE,FALSE,FALSE,FALSE,"NS",NA
"AMOT",NA,0.382,0.288010639378625,"0.38","0.288",FALSE,FALSE,FALSE,FALSE,"NS",NA
"AMOTL1",NA,0.821,0.00796258676208285,"0.82","<0.01",TRUE,FALSE,FALSE,FALSE,"NS",NA
"ANAPC16",NA,1.25,0.000472345519241559,"1.25","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ANAPC4",NA,-0.498,0.0583739093561429,"-0.50","0.058",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ANGEL1",NA,-2.02,0.0296795755023252,"-2.02","0.030",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ANKLE2",NA,0.915,0.00145435086120379,"0.92","<0.01",TRUE,FALSE,FALSE,FALSE,"NS",NA
"ANXA4",NA,-0.931,0.000104251292289336,"-0.93","<0.001",TRUE,FALSE,FALSE,FALSE,"NS",NA
