"Gene","Pathway","ratio","padj","ratio_display","padj_display","sig","pass_fc","pathway_highlight","sig_other","plot_group","label"
"ARL5B",NA,0.0135,0.99462722751369,"0.01","0.995",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ARL6IP1",NA,-1.39,0.0137112860227107,"-1.39","0.014",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ARMC7",NA,0.823,0.239764107501757,"0.82","0.240",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ART5",NA,-3.83,3.46360378374806e-10,"-3.83","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ASPRV1",NA,6.33,0.00100980938437245,"6.33","<0.01",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ATAD5",NA,1.78,4.67649383775338e-07,"1.78","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ATF3",NA,-0.813,0.0857222118067895,"-0.81","0.086",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ATF4",NA,-0.799,0.233956432431713,"-0.80","0.234",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ATP5MK",NA,-0.63,0.0406737876350202,"-0.63","0.041",TRUE,FALSE,FALSE,FALSE,"NS",NA
"ATP6V0D2",NA,0.342,0.746060158365725,"0.34","0.746",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ATP6V1D",NA,-1.05,1.44585639241859e-05,"-1.05","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ATR",NA,0.0927,0.909416030916938,"0.09","0.909",FALSE,FALSE,FALSE,FALSE,"NS",NA
"B3GALNT2",NA,-4.22,0.0239754147752513,"-4.22","0.024",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"B4GALT5",NA,-3.28,5.49067384482885e-07,"-3.28","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"B4GALT6",NA,-3.41,0.000268996550358532,"-3.41","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"B9D1",NA,-5.31,5.60019095077639e-07,"-5.31","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"BACE1",NA,-3.61,0.000397608359913806,"-3.61","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"BCL2L12",NA,0.272,0.79001140118489,"0.27","0.790",FALSE,FALSE,FALSE,FALSE,"NS",NA
"BCOR",NA,1.36,1.95908776873585e-05,"1.36","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"BIRC2",NA,0.141,0.815416675880588,"0.14","0.815",FALSE,FALSE,FALSE,FALSE,"NS",NA
"BLM",NA,1.04,3.62647462703024e-05,"1.04","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"BLOC1S4",NA,0.371,0.283756881254991,"0.37","0.284",FALSE,FALSE,FALSE,FALSE,"NS",NA
"BMP2",NA,0.115,0.970061893025921,"0.12","0.970",FALSE,FALSE,FALSE,FALSE,"NS",NA
"BMP4",NA,-5.79,3.44940781247011e-05,"-5.79","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"BMPR2",NA,-3.25,0.048730206903051,"-3.25","0.049",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"BNIP3",NA,-5.01,0.000786138158864636,"-5.01","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"BOD1",NA,1.37,0.0311735313286811,"1.37","0.031",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"BORCS6",NA,1.81,1.76546385260176e-05,"1.81","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"BPGM",NA,-0.216,0.52320703792611,"-0.22","0.523",FALSE,FALSE,FALSE,FALSE,"NS",NA
"BPNT2",NA,-0.701,0.0239820873900259,"-0.70","0.024",TRUE,FALSE,FALSE,FALSE,"NS",NA
"BRI3",NA,-6.47,1.61927775217295e-07,"-6.47","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"BRI3BP",NA,-1.02,7.79081673280415e-05,"-1.02","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"BRWD3",NA,1.81,4.24893102287185e-06,"1.81","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"BTBD9",NA,3.77,0.143718868317958,"3.77","0.144",FALSE,TRUE,FALSE,FALSE,"NS",NA
"BTN2A3P",NA,2.57,0.327232419058566,"2.57","0.327",FALSE,TRUE,FALSE,FALSE,"NS",NA
"C1orf159",NA,0.18,0.930221723180528,"0.18","0.930",FALSE,FALSE,FALSE,FALSE,"NS",NA
"C1orf198",NA,0.811,0.0217643018362678,"0.81","0.022",TRUE,FALSE,FALSE,FALSE,"NS",NA
"C2CD2L",NA,1.73,0.000661517433249757,"1.73","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"C4A",NA,-8.4,3.22241615168181e-06,"-8.40","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"C4BPA",NA,-6.35,8.73287329411776e-06,"-6.35","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"C6orf89",NA,-0.764,0.0709084832781952,"-0.76","0.071",FALSE,FALSE,FALSE,FALSE,"NS",NA
"C8orf88",NA,5.78,0.000848239238428245,"5.78","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"C9orf72",NA,-1.07,0.732275224851533,"-1.07","0.732",FALSE,TRUE,FALSE,FALSE,"NS",NA
"CABIN1",NA,1.22,0.0016717990285784,"1.22","<0.01",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CALCOCO2",NA,-2.37,6.25887035439639e-06,"-2.37","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CAMKK1",NA,-0.0884,0.830339172152285,"-0.09","0.830",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CARMIL2",NA,-0.00618,0.992537781735641,"-0.01","0.993",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CASTOR2",NA,0.167,0.832890737355822,"0.17","0.833",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CBY1",NA,0.884,0.0547418457151897,"0.88","0.055",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CCDC106",NA,1.61,2.9734911715911e-05,"1.61","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CCDC120",NA,5.89,8.49255113220869e-05,"5.89","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CCDC138",NA,-4.29,0.0220082029147379,"-4.29","0.022",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CCDC158",NA,-0.0655,0.942065890576411,"-0.07","0.942",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CCDC18",NA,0.276,0.663353212560361,"0.28","0.663",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CCDC186",NA,0.484,0.0659170903299413,"0.48","0.066",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CCDC28B",NA,0.769,0.0764814352057443,"0.77","0.076",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CCDC66",NA,3.98,2.83378627013661e-05,"3.98","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CCDC82",NA,1.29,0.613052015493573,"1.29","0.613",FALSE,TRUE,FALSE,FALSE,"NS",NA
"CCK",NA,4.72,1.57557620208053e-06,"4.72","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CCN1",NA,-8.06,5.82580473285849e-08,"-8.06","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CCN2",NA,-7.19,0.000136606133999061,"-7.19","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CCNQ",NA,0.516,0.818821005071886,"0.52","0.819",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CCPG1",NA,-2.08,1.44585639241859e-05,"-2.08","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CD151",NA,-1.1,0.00988017308909588,"-1.10","<0.01",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CD40",NA,5.9,0.0030624055562317,"5.90","<0.01",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CD81",NA,0.0859,0.882247210183648,"0.09","0.882",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CD84",NA,-6.02,0.00166429849458432,"-6.02","<0.01",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CD99",NA,-1.93,0.40109186508687,"-1.93","0.401",FALSE,TRUE,FALSE,FALSE,"NS",NA
"CDC42EP1",NA,1.07,0.00450108375290279,"1.07","<0.01",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CDCA7L",NA,1.32,5.25571444077948e-05,"1.32","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CDK11A",NA,-6.01,3.76759735727754e-06,"-6.01","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CDKN2A",NA,0.639,0.0216654068470824,"0.64","0.022",TRUE,FALSE,FALSE,FALSE,"NS",NA
"CEBPZOS",NA,-0.908,0.0699442585669855,"-0.91","0.070",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CENPW",NA,-0.47,0.361620465927373,"-0.47","0.362",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CENPX",NA,0.714,0.121006599440248,"0.71","0.121",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CEP170B",NA,1.11,0.000431854431347661,"1.11","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CEP41",NA,0.528,0.0343962862996565,"0.53","0.034",TRUE,FALSE,FALSE,FALSE,"NS",NA
"CFAP97",NA,1.33,0.00353765966634958,"1.33","<0.01",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CHCHD4",NA,-1.01,0.495405661141508,"-1.01","0.495",FALSE,TRUE,FALSE,FALSE,"NS",NA
"CHKA","Lipid synthesis",1.53,0.432215943366286,"1.53","0.432",FALSE,TRUE,FALSE,FALSE,"NS",NA
"CHPF",NA,2.68,0.157597679799426,"2.68","0.158",FALSE,TRUE,FALSE,FALSE,"NS",NA
"CHPF2",NA,-0.37,0.811172248107875,"-0.37","0.811",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CHSY1",NA,-1.73,1.38907644076218e-05,"-1.73","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CISD1",NA,0.858,0.00157660312349339,"0.86","<0.01",TRUE,FALSE,FALSE,FALSE,"NS",NA
"CKS1B",NA,0.86,0.0190311196636851,"0.86","0.019",TRUE,FALSE,FALSE,FALSE,"NS",NA
"CKS2",NA,0.795,0.0152094569663173,"0.80","0.015",TRUE,FALSE,FALSE,FALSE,"NS",NA
"CLK3",NA,1.47,3.02256221771494e-05,"1.47","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CLOCK",NA,-5.26,0.00880385140111224,"-5.26","<0.01",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CLTCL1",NA,0.487,0.69366701275662,"0.49","0.694",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CLU",NA,-1.84,3.95910813105458e-06,"-1.84","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CMTM6",NA,-5.25,0.000447949447289167,"-5.25","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CNBP",NA,-2.77,0.00518401945624711,"-2.77","<0.01",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CNEP1R1",NA,1.89,0.127334816242342,"1.89","0.127",FALSE,TRUE,FALSE,FALSE,"NS",NA
"CNOT8",NA,0.423,0.541930446504966,"0.42","0.542",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CNOT9",NA,-1,0.0224014087029032,"-1.00","0.022",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"COL1A1",NA,-3.61,1.8304893160819e-05,"-3.61","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"COL1A2",NA,-1.54,0.0285109327728184,"-1.54","0.029",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"COL4A6",NA,1.53,6.34703425676214e-06,"1.53","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"COLEC12",NA,-0.0687,0.868171346504996,"-0.07","0.868",FALSE,FALSE,FALSE,FALSE,"NS",NA
"COMMD3",NA,0.613,0.0458294670949575,"0.61","0.046",TRUE,FALSE,FALSE,FALSE,"NS",NA
"COMMD5",NA,-0.775,0.564139712490994,"-0.78","0.564",FALSE,FALSE,FALSE,FALSE,"NS",NA
"COMMD8",NA,0.317,0.619783633090621,"0.32","0.620",FALSE,FALSE,FALSE,FALSE,"NS",NA
"COMMD9",NA,0.227,0.318688096844019,"0.23","0.319",FALSE,FALSE,FALSE,FALSE,"NS",NA
"COQ9",NA,1.11,0.000462664200054962,"1.11","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"COX6A1",NA,2.13,0.000779635209858965,"2.13","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CPNE8",NA,-1.02,6.98815392331314e-05,"-1.02","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CRABP2",NA,-0.435,0.423674277415658,"-0.43","0.424",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CRBN",NA,0.388,0.35445947559871,"0.39","0.354",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CREM","Lipid synthesis",-5.79,0.00154829554216441,"-5.79","<0.01",TRUE,TRUE,TRUE,FALSE,"Lipid synthesis",NA
"CRIM1",NA,-2.64,6.64565334062592e-05,"-2.64","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CRYGD",NA,0.817,0.568667350013667,"0.82","0.569",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CSPG4",NA,9.2,5.77216142366934e-11,"9.20","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CSPG5",NA,-5.25,0.00997281968700963,"-5.25","<0.01",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CUL7",NA,0.0777,0.942646142169249,"0.08","0.943",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CWC22",NA,1.02,6.75705454492583e-05,"1.02","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CYBA",NA,4.59,9.12751050551288e-08,"4.59","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"CYBC1",NA,0.616,0.0455420382922756,"0.62","0.046",TRUE,FALSE,FALSE,FALSE,"NS",NA
"CYLD",NA,-0.262,0.746022050492172,"-0.26","0.746",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CYREN",NA,0.833,0.324246041121782,"0.83","0.324",FALSE,FALSE,FALSE,FALSE,"NS",NA
"CYSTM1",NA,-3.14,0.124956513578455,"-3.14","0.125",FALSE,TRUE,FALSE,FALSE,"NS",NA
"DACT1",NA,6.04,1.3603980707326e-05,"6.04","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"DBP",NA,4.94,7.31683938684324e-06,"4.94","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"DCBLD1",NA,-6.71,7.27442169912488e-06,"-6.71","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"DCTD",NA,-1.25,0.000571143468782472,"-1.25","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"DDIT4",NA,-0.962,0.155931672873496,"-0.96","0.156",FALSE,FALSE,FALSE,FALSE,"NS",NA
"DDR2",NA,-1.67,2.39295887879292e-05,"-1.67","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"DDX19A",NA,-0.103,0.865073194742449,"-0.10","0.865",FALSE,FALSE,FALSE,FALSE,"NS",NA
"DDX28",NA,0.286,0.233956432431713,"0.29","0.234",FALSE,FALSE,FALSE,FALSE,"NS",NA
"DGCR2",NA,-1.93,1.61840307012477e-05,"-1.93","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"DGCR6",NA,1.15,0.0695882463951766,"1.15","0.070",FALSE,TRUE,FALSE,FALSE,"NS",NA
"DGCR6L",NA,1.1,0.130939235292235,"1.10","0.131",FALSE,TRUE,FALSE,FALSE,"NS",NA
"DHDDS",NA,1.87,0.499624609672904,"1.87","0.500",FALSE,TRUE,FALSE,FALSE,"NS",NA
"DHRS13",NA,5.92,8.88726083523836e-06,"5.92","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"DKK1",NA,-0.94,0.126438228461246,"-0.94","0.126",FALSE,FALSE,FALSE,FALSE,"NS",NA
"DLX1",NA,0.407,0.859387233826235,"0.41","0.859",FALSE,FALSE,FALSE,FALSE,"NS",NA
"DLX6",NA,5.37,9.39634333195462e-09,"5.37","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"DMTN",NA,1.43,0.00597821258730141,"1.43","<0.01",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"DNA2",NA,0.491,0.269679400634023,"0.49","0.270",FALSE,FALSE,FALSE,FALSE,"NS",NA
"DNAJB5",NA,-2.5,0.166880638295601,"-2.50","0.167",FALSE,TRUE,FALSE,FALSE,"NS",NA
"DNAL4",NA,-0.00722,0.98916802901409,"-0.01","0.989",FALSE,FALSE,FALSE,FALSE,"NS",NA
"DNLZ",NA,-6.3,5.03353247897426e-10,"-6.30","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"DOLK",NA,7.16,2.58986758629374e-08,"7.16","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"DPH7",NA,0.0992,0.941417713138697,"0.10","0.941",FALSE,FALSE,FALSE,FALSE,"NS",NA
"DPM3",NA,-0.476,0.138573965538904,"-0.48","0.139",FALSE,FALSE,FALSE,FALSE,"NS",NA
"EDIL3",NA,-3.71,0.00197064600255047,"-3.71","<0.01",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"EEF1AKMT1",NA,0.471,0.765987898903286,"0.47","0.766",FALSE,FALSE,FALSE,FALSE,"NS",NA
"EEF1G",NA,-1.03,6.15469928757966e-05,"-1.03","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"EFNA5",NA,0.16,0.871921842497702,"0.16","0.872",FALSE,FALSE,FALSE,FALSE,"NS",NA
"EFR3A","Lipid synthesis",0.271,0.760953038772107,"0.27","0.761",FALSE,FALSE,FALSE,FALSE,"NS",NA
"EFR3B","Lipid synthesis",-3.99,0.0549616446604134,"-3.99","0.055",FALSE,TRUE,FALSE,FALSE,"NS",NA
"EGLN3",NA,6.09,0.00159675870867589,"6.09","<0.01",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"EGR1",NA,-4.11,4.81159618470427e-05,"-4.11","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"EHD3",NA,-3.26,0.0100526523378776,"-3.26","0.010",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"EIF1",NA,-0.397,0.410258261687679,"-0.40","0.410",FALSE,FALSE,FALSE,FALSE,"NS",NA
"EIF1B",NA,0.0414,0.934384225428971,"0.04","0.934",FALSE,FALSE,FALSE,FALSE,"NS",NA
"EIF3C","Translation/Ribosome",-0.255,0.833659781031962,"-0.26","0.834",FALSE,FALSE,FALSE,FALSE,"NS",NA
"EIF4ENIF1",NA,0.802,0.00997556819845908,"0.80","<0.01",TRUE,FALSE,FALSE,FALSE,"NS",NA
"EIF5",NA,0.0741,0.817357686980716,"0.07","0.817",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ELOF1",NA,-2.79,0.00476601151777414,"-2.79","<0.01",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ELOVL1",NA,3.58,0.116852217503069,"3.58","0.117",FALSE,TRUE,FALSE,FALSE,"NS",NA
"ELOVL5",NA,-3.03,0.0208875865019493,"-3.03","0.021",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ENDOD1",NA,0.00981,0.988188046186792,"0.01","0.988",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ENKD1",NA,1.08,0.0392160319385587,"1.08","0.039",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ENTPD6",NA,-0.123,0.910139295967949,"-0.12","0.910",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ENTR1",NA,0.88,0.395826977948137,"0.88","0.396",FALSE,FALSE,FALSE,FALSE,"NS",NA
"EPHA4",NA,-1.01,0.000231866227977976,"-1.01","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"EPHA7",NA,-1.6,0.0001193028113461,"-1.60","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ERAP1",NA,0.312,0.561142961470047,"0.31","0.561",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ERBB2",NA,0.338,0.651974109354995,"0.34","0.652",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ERC2",NA,5.88,7.3552573867087e-07,"5.88","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ERCC8",NA,6.78,0.00026792695774814,"6.78","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ERP44",NA,-0.802,0.00335262315339282,"-0.80","<0.01",TRUE,FALSE,FALSE,FALSE,"NS",NA
"ERRFI1",NA,6.87,2.13911915627425e-07,"6.87","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ESRRA",NA,1.1,0.000139113857260266,"1.10","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ETAA1",NA,1.07,0.0726488221798757,"1.07","0.073",FALSE,TRUE,FALSE,FALSE,"NS",NA
"EVI5",NA,0.456,0.342929611427996,"0.46","0.343",FALSE,FALSE,FALSE,FALSE,"NS",NA
"F13A1",NA,-2.69,0.0769432805872945,"-2.69","0.077",FALSE,TRUE,FALSE,FALSE,"NS",NA
"F5",NA,-3.54,1.10561131164495e-07,"-3.54","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"FAAP100",NA,-1.6,0.0807762956531945,"-1.60","0.081",FALSE,TRUE,FALSE,FALSE,"NS",NA
"FAM174A",NA,-5.07,2.55606350218901e-08,"-5.07","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"FAM174B",NA,6.19,1.19436063796224e-05,"6.19","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"FAM199X",NA,0.125,0.953918347369399,"0.12","0.954",FALSE,FALSE,FALSE,FALSE,"NS",NA
"FAM234B",NA,-1.43,4.65223388406956e-06,"-1.43","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"FAM3C",NA,0.0432,0.940140965587207,"0.04","0.940",FALSE,FALSE,FALSE,FALSE,"NS",NA
"FAM89A",NA,1.55,0.000502039473582543,"1.55","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
