"Gene","Pathway","ratio","padj","ratio_display","padj_display","sig","pass_fc","pathway_highlight","sig_other","plot_group","label"
"ABCA3","Lipid synthesis",1.83,0.00284001990295015,"1.83","<0.01",TRUE,TRUE,TRUE,FALSE,"Lipid synthesis",NA
"ABCB10",NA,1.55,0.000105702061793148,"1.55","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ABCB6",NA,-7.95,8.86938942881994e-07,"-7.95","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ABHD5",NA,-1.94,0.0699713182506851,"-1.94","0.070",FALSE,TRUE,FALSE,FALSE,"NS",NA
"ACE2",NA,-0.975,0.655312355388135,"-0.97","0.655",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ACOT13",NA,-0.589,0.0157844262168753,"-0.59","0.016",TRUE,FALSE,FALSE,FALSE,"NS",NA
"ACTMAP",NA,3.48,4.20686986000164e-10,"3.48","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ADAM9",NA,-1.26,0.000236865358081895,"-1.26","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ADAMTS1",NA,-1.46,9.99332141239829e-07,"-1.46","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ADD1",NA,0.999,5.63493438711771e-06,"1.00","<0.001",TRUE,FALSE,FALSE,FALSE,"NS",NA
"ADGRG6",NA,0.353,0.79350095673105,"0.35","0.794",FALSE,FALSE,FALSE,FALSE,"NS",NA
"AGA",NA,-1.28,0.0371594679976199,"-1.28","0.037",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"AHDC1",NA,1.26,6.62541400512702e-05,"1.26","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"AIFM2",NA,-0.701,0.581418652630341,"-0.70","0.581",FALSE,FALSE,FALSE,FALSE,"NS",NA
"AIRIM",NA,-0.768,0.144628305914951,"-0.77","0.145",FALSE,FALSE,FALSE,FALSE,"NS",NA
"AKAP7",NA,0.978,0.636166020686668,"0.98","0.636",FALSE,FALSE,FALSE,FALSE,"NS",NA
"AKIRIN2",NA,-0.466,0.26480985874872,"-0.47","0.265",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ALDH18A1",NA,2.29,3.6781942267825e-05,"2.29","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ALDH1L2",NA,1.08,3.03840302571164e-05,"1.08","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ALG1","N-glycans",3.79,9.95118860630129e-09,"3.79","<0.001",TRUE,TRUE,TRUE,FALSE,"N-glycans","ALG1"
"ALKBH8",NA,4.08,0.0466912640531229,"4.08","0.047",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"AMFR",NA,1.98,1.69451400500656e-08,"1.98","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"AMMECR1",NA,5.54,5.3935931513491e-06,"5.54","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"AMOT",NA,1.33,0.000321922448719526,"1.33","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"AMOTL1",NA,1.51,1.85913901464332e-05,"1.51","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ANAPC16",NA,3.67,4.20686986000164e-10,"3.67","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ANAPC4",NA,2.7,2.31846203227086e-09,"2.70","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ANGEL1",NA,2.24,0.0108415517743235,"2.24","0.011",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ANKLE2",NA,1.66,1.44771890646294e-06,"1.66","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ANXA4",NA,-0.0782,0.687911160382386,"-0.08","0.688",FALSE,FALSE,FALSE,FALSE,"NS",NA
"APLP1",NA,-9.27,5.02048928603873e-07,"-9.27","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"APLP2",NA,-4.08,2.78351991786732e-09,"-4.08","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"APOA1",NA,-3.31,5.22946024146811e-08,"-3.31","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"APOC3",NA,-2.48,0.00163178451468356,"-2.48","<0.01",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"APOE",NA,-3.32,6.0785951687555e-08,"-3.32","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"APOH",NA,-8.21,5.56384236465586e-08,"-8.21","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
