"Gene","Pathway","ratio","padj","ratio_display","padj_display","sig","pass_fc","pathway_highlight","sig_other","plot_group","label"
"ABCA3","Lipid synthesis",1.55,0.00838356432755927,"1.55","<0.01",TRUE,TRUE,TRUE,FALSE,"Lipid synthesis",NA
"ABCB10",NA,0.703,0.0317249178455905,"0.70","0.032",TRUE,FALSE,FALSE,FALSE,"NS",NA
"ABCB6",NA,-0.785,0.466252068497559,"-0.78","0.466",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ABHD5",NA,-1.62,0.118123545346694,"-1.62","0.118",FALSE,TRUE,FALSE,FALSE,"NS",NA
"ACE2",NA,1.54,0.444461912610651,"1.54","0.444",FALSE,TRUE,FALSE,FALSE,"NS",NA
"ACOT13",NA,-0.44,0.0566141484235914,"-0.44","0.057",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ACTMAP",NA,3.53,5.99423515740928e-10,"3.53","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ADAM9",NA,-0.41,0.143941184229753,"-0.41","0.144",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ADAMTS1",NA,0.151,0.449342036023454,"0.15","0.449",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ADD1",NA,0.403,0.01503988421819,"0.40","0.015",TRUE,FALSE,FALSE,FALSE,"NS",NA
"ADGRG6",NA,-0.793,0.511857657997522,"-0.79","0.512",FALSE,FALSE,FALSE,FALSE,"NS",NA
"AGA",NA,-1.57,0.0115217192017275,"-1.57","0.012",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"AHDC1",NA,-0.126,0.619873587032996,"-0.13","0.620",FALSE,FALSE,FALSE,FALSE,"NS",NA
"AIFM2",NA,-2.17,0.0688992859627632,"-2.17","0.069",FALSE,TRUE,FALSE,FALSE,"NS",NA
"AIRIM",NA,-1.15,0.028072896547081,"-1.15","0.028",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"AKAP7",NA,-2.44,0.198760716974551,"-2.44","0.199",FALSE,TRUE,FALSE,FALSE,"NS",NA
"AKIRIN2",NA,-1.81,0.000431460986843938,"-1.81","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ALDH18A1",NA,1.15,0.010917236547111,"1.15","0.011",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ALDH1L2",NA,0.0383,0.856168892407479,"0.04","0.856",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ALG1","N-glycans",2.9,5.58832834749735e-07,"2.90","<0.001",TRUE,TRUE,TRUE,FALSE,"N-glycans","ALG1"
"ALKBH8",NA,2.44,0.211568734723379,"2.44","0.212",FALSE,TRUE,FALSE,FALSE,"NS",NA
"AMFR",NA,0.352,0.0756185696493408,"0.35","0.076",FALSE,FALSE,FALSE,FALSE,"NS",NA
"AMMECR1",NA,5.46,1.56974567018249e-05,"5.46","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"AMOT",NA,-0.62,0.046914836850405,"-0.62","0.047",TRUE,FALSE,FALSE,FALSE,"NS",NA
"AMOTL1",NA,-0.254,0.335238987648548,"-0.25","0.335",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ANAPC16",NA,2.75,4.09370432971137e-08,"2.75","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ANAPC4",NA,2.3,3.39747591542369e-08,"2.30","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ANGEL1",NA,2.12,0.0137966977759396,"2.12","0.014",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"ANKLE2",NA,0.0767,0.752062114923529,"0.08","0.752",FALSE,FALSE,FALSE,FALSE,"NS",NA
"ANXA4",NA,0.177,0.317614304787889,"0.18","0.318",FALSE,FALSE,FALSE,FALSE,"NS",NA
"APLP1",NA,-0.599,0.625066164807421,"-0.60","0.625",FALSE,FALSE,FALSE,FALSE,"NS",NA
"APLP2",NA,-0.786,0.0315224546343857,"-0.79","0.032",TRUE,FALSE,FALSE,FALSE,"NS",NA
"APOA1",NA,-0.954,0.0117800299970916,"-0.95","0.012",TRUE,FALSE,FALSE,FALSE,"NS",NA
"APOC3",NA,-0.892,0.193334929791156,"-0.89","0.193",FALSE,FALSE,FALSE,FALSE,"NS",NA
"APOE",NA,-1.1,0.00548956485317031,"-1.10","<0.01",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"APOH",NA,-1.79,0.0478162254065613,"-1.79","0.048",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
"APP",NA,-0.824,0.0148211876437408,"-0.82","0.015",TRUE,FALSE,FALSE,FALSE,"NS",NA
"ARB2A",NA,2.65,1.23941824170155e-06,"2.65","<0.001",TRUE,TRUE,FALSE,TRUE,"Significant other",NA
