"name","Class","Contrast","UpGroup","DownGroup","Direction","EnrichedIn","p_value","ratio"
"DG 30:2 NL 20:0","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.13949655,-0.33
"DG 30:3 NL 16:1","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.24973703,-0.377
"DG 30:3 NL 20:0","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.453479117,-0.237
"DG 32:1 NL 16:0","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.037188011,-0.244
"DG 32:1 NL 16:1","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.132333964,-0.221
"DG 32:5 NL 18:1","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Down","WT Veh",0.063216065,-0.478
"DG 34:0 NL 18:0","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Down","WT Veh",0.006463918,-0.491
"DG 34:0 NL 20:0","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.039554145,-0.321
"DG 34:1 NL 16:0","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.930498456,-0.0111
"DG 34:1 NL 16:1","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.003856896,-0.338
"DG 34:1 NL 18:1","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.926655058,0.0125
"DG 34:1 NL 20:0","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Down","WT Veh",0.075395167,-0.494
"DG 34:2 NL 16:1","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Down","WT Veh",0.017201821,-0.419
"DG 34:2 NL 18:1","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.214591399,-0.166
"DG 34:2 NL 20:0","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Down","WT Veh",0.055871115,-0.582
"DG 34:3 NL 18:1","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.302233845,-0.314
"DG 36:0 NL 16:0","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.280023731,-0.133
"DG 36:0 NL 18:0","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Down","WT Veh",0.003258741,-0.448
"DG 36:1 NL 16:1","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.076532926,-0.211
"DG 36:1 NL 18:0","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.274763471,-0.102
"DG 36:1 NL 18:1","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.25318026,-0.167
"DG 36:2 NL 18:1","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.234407277,-0.154
"DG 36:5 NL 16:0","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.243407639,-0.258
"DG 36:6 NL 16:0","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.523290084,-0.356
"DG 36:6 NL 22:5","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Down","WT Veh",0.098926583,-0.52
"DG 36:7 NL 16:0","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.697062278,-0.243
"DG 36:7 NL 16:1","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.134945972,-0.497
"DG 36:7 NL 20:0","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.070388116,-0.273
"DG 36:7 NL 22:5","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.283530156,-0.452
"DG 36:8 NL 22:6","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.224555466,-0.431
"DG 38:0 NL 18:0","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.12319342,-0.203
"DG 38:0 NL 20:0","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.138806748,-0.379
"DG 40:5 NL 20:0","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.102427199,-0.269
"DG 40:5 NL 22:5","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Down","WT Veh",0.001268167,-0.482
"DG 40:6 NL 20:0","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.134599651,-0.478
"DG 40:6 NL 22:6","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Down","WT Veh",0.090795549,-0.54
"DG 40:7 NL 22:6","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Down","WT Veh",0.00083597,-0.541
"DG 42:10 NL 22:5","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Down","WT Veh",0.049678199,-0.538
"DG 42:11 NL 16:0","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.291934777,-0.411
"DG 42:11 NL 22:5","DG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.522050236,-0.354
"LPC 16:0","LPC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.765390455,-0.0989
"LPC 16:1","LPC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.779052871,0.0803
"LPC 18:0","LPC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Down","WT Veh",0.063115327,-0.442
"LPC 18:1","LPC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.772441362,0.137
"LPC 18:2","LPC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.580488332,-0.0688
"LPC 20:0","LPC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.03742121,-0.217
"LPC 24:0","LPC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.114445946,-0.233
"LPC 26:0","LPC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.300817618,-0.268
"LPC O-18:1","LPC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.456529642,-0.09
"LPC O-20:4","LPC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Down","WT Veh",0.006848631,-0.575
"LPC O-20:5","LPC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.219843395,-0.179
"LPC(14:0)","Other","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.520179204,0.111
"LPC(20:1)","Other","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.243198327,-0.176
"LPE 18:0","LPE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.286752315,-0.184
"LPE 18:1","LPE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.997419124,0.000626
"LPE 20:1","LPE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.152467101,-0.187
"LPE(O-20:4)","Other","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.2458812,-0.264
"LPI O-20:0","Other","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.227931695,-0.273
"PC 14:0","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.344332818,0.173
"PC 18:0","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.06940153,-0.313
"PC 22:0","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.48391916,-0.0878
"PC 24:0","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.268435551,-0.184
"PC 26:0","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.479056761,-0.262
"PC 26:1","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.757436123,-0.0281
"PC 28:0","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.448357338,0.111
"PC 28:1","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.347227324,0.172
"PC 28:2","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.934835126,0.0074
"PC 28:6","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.414248926,-0.101
"PC 30:0","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.00047867,0.714
"PC 30:1","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.176408636,0.214
"PC 30:2","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.002286038,0.486
"PC 30:3","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.950807628,0.0076
"PC 32:0","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.000258097,0.777
"PC 32:1","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.00794429,0.599
"PC 32:2","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.008121472,0.521
"PC 32:3","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.409523166,0.0934
"PC 32:4","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.517435003,-0.0751
"PC 32:5","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.638635198,0.0561
"PC 32:6","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.53763286,-0.351
"PC 34:0","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.001361726,0.627
"PC 34:1","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.000736903,0.831
"PC 34:2","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.021315391,0.4
"PC 34:3","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.16217487,0.239
"PC 34:6","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.000469228,0.625
"PC 36:1","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.006435276,0.642
"PC 36:2","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.005301102,0.569
"PC 36:3","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.106077599,0.29
"PC 36:4","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.663638497,-0.0572
"PC 36:5","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.030369889,-0.376
"PC 36:6","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.01218834,0.465
"PC 36:7","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.000226639,0.932
"PC 38:1","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.029414197,0.374
"PC 38:2","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.396173143,0.167
"PC 38:3","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.087454363,0.321
"PC 38:4","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.081370474,-0.273
"PC 38:5","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.041907613,-0.352
"PC 38:6","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.170402394,-0.221
"PC 38:7","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.093103133,0.347
"PC 40:1","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.021551565,0.304
"PC 40:2","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.289293747,0.207
"PC 40:3","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.847832811,0.0243
"PC 40:4","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.977487629,0.00439
"PC 40:5","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.695990034,-0.0546
"PC 40:6","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.013270528,-0.26
"PC 40:7","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.012428242,-0.365
"PC 42:0","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.493832982,0.096
"PC 42:1","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.083489024,0.21
"PC 42:10","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.82089251,0.0297
"PC 42:11","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.080072723,0.235
"PC 42:2","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.063339932,0.216
"PC 42:3","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.688457257,0.0511
"PC 42:4","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.735245323,-0.0362
"PC 42:5","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.106617221,-0.166
"PC 42:6","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.710320944,-0.0485
"PC 42:7","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.792315187,-0.0353
"PC 42:8","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.260284424,-0.115
"PC 42:9","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.36101431,-0.147
"PC 44:0","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.415611596,-0.0684
"PC 44:1","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.807557064,-0.028
"PC 44:2","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.243473292,0.113
"PC 44:5","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.471023861,-0.0672
"PC 44:8","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.54830668,-0.0463
"PC 46:1","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.71010791,0.0367
"PC 46:2","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.879654248,-0.0165
"PC 48:2","PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.745544885,0.0311
"PC O-24:6","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.825744308,-0.111
"PC O-28:0","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.371098418,-0.132
"PC O-28:1","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.345123901,0.164
"PC O-30:1","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.000757922,0.583
"PC O-30:6","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.855027831,-0.0272
"PC O-32:0","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.001311005,0.833
"PC O-32:1","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.000834389,0.793
"PC O-32:2","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.000146344,0.608
"PC O-32:3","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.131433274,0.203
"PC O-32:6","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.912525032,-0.051
"PC O-34:0","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.000179269,0.886
"PC O-34:1","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.001002857,0.822
"PC O-34:2","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.000113032,0.932
"PC O-34:3","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.000268668,0.671
"PC O-34:5","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.13042114,-1.6
"PC O-36:1","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.00180782,0.799
"PC O-36:2","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.001664895,0.699
"PC O-36:3","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.004046465,0.652
"PC O-36:6","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.005549646,0.536
"PC O-38:1","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.002155105,0.715
"PC O-38:2","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.000133874,0.7
"PC O-38:3","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.002922115,0.616
"PC O-38:4","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.057681831,0.343
"PC O-38:5","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.033665494,0.414
"PC O-38:7","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.001692079,0.591
"PC O-40:2","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.276080881,0.195
"PC O-40:3","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.188667995,0.155
"PC O-40:4","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.746401402,-0.0582
"PC O-40:5","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.085549068,0.228
"PC O-40:6","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.013850699,0.657
"PC O-40:7","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.002468599,0.533
"PC O-42:5","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.666098931,0.0477
"PC O-42:6","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.962157148,0.00397
"PC O-42:7","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.155520639,-0.147
"PC O-44:2","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.714517625,-0.0315
"PC O-44:6","PC ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.75066985,-0.0314
"PC(16:0)","Oxidized PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.620273912,0.0874
"PC(16:0/8:0(COOH))","Oxidized PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.960601137,0.00689
"PC(34:4)","Oxidized PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Down","WT Veh",0.005826607,-1.72
"PC(O-40:1)","Oxidized PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.752069372,-0.101
"PC(P-30:1)","Oxidized PC","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.920843163,-0.0109
"PE 32:0","PE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.069364076,-0.205
"PE 32:2","PE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.703519427,0.0288
"PE 34:0","PE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.677246681,-0.0594
"PE 34:2","PE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.142095431,0.301
"PE 34:3","PE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.369359538,-0.123
"PE 36:0","PE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.57349379,0.096
"PE 36:1","PE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.048344871,0.327
"PE 36:2","PE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.004637903,0.438
"PE 36:3","PE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.740146371,-0.0529
"PE 36:4","PE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.352099904,0.14
"PE 36:5","PE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.058382971,-0.228
"PE 36:7","PE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.579955779,-0.0568
"PE 38:0","PE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.02763866,-0.213
"PE 38:1","PE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.445611671,0.0754
"PE 38:2","PE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.135450252,0.215
"PE 38:3","PE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.041264247,0.295
"PE 38:4","PE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.002827035,0.564
"PE 38:5","PE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.002430222,0.534
"PE 38:6","PE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.827433074,0.0272
"PE 40:1","PE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.806187079,-0.0289
"PE 40:2","PE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.596039001,-0.0649
"PE 40:3","PE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.070153042,-0.196
"PE 40:4","PE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.420934225,0.0822
"PE 40:5","PE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.069789513,0.211
"PE 40:6","PE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.211538744,0.221
"PE 40:7","PE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.357637414,-0.1
"PE 42:1","PE","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.050385544,-0.212
"PE O-34:0","PE ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.771665356,-0.0386
"PE O-34:1","PE ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.030767768,0.325
"PE O-34:2","PE ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.863630468,-0.0228
"PE O-36:1","PE ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.151000846,0.253
"PE O-36:2","PE ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.021447799,0.46
"PE O-36:3","PE ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.981210678,0.00186
"PE O-36:4","PE ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.376049573,-0.121
"PE O-36:5","PE ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.218126536,-0.138
"PE O-38:1","PE ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.0861217,-0.15
"PE O-38:3","PE ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.777905783,-0.0361
"PE O-38:4","PE ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.095744189,0.215
"PE O-38:5","PE ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.221873157,0.192
"PE O-38:6","PE ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.15229233,-0.155
"PE O-40:4","PE ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.65745891,-0.0355
"PE O-40:5","PE ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.379460447,0.119
"PE O-40:6","PE ether","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.261128688,0.13
"PE(O-38:2)","Other","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.145875959,-0.205
"PE(O-40:2)","Other","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.150464747,-0.15
"PG 20:0","PG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.098947271,-0.282
"PG 34:1","PG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.255348721,0.138
"PG 34:4","PG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Down","WT Veh",0.00375448,-0.47
"PG 36:1","PG","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.134672148,-0.123
"PI 32:1","PI","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.051858515,-0.255
"PI 34:0","PI","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.027829388,-0.229
"PI 34:2","PI","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.920206864,-0.00984
"PI 36:0","PI","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.807248915,-0.0295
"PI 36:1","PI","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","Up","RDH12 Veh",0.045908946,0.472
"PI 36:3","PI","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.485762637,-0.0672
"PI 38:1","PI","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.13304883,0.161
"PI 38:2","PI","RDH12 Veh vs WT Veh","RDH12 Veh","WT Veh","NS","NS",0.19184456,0.178
