"Gene","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","label"
"AAMP",0.297,0.906,0.3,0.91,"0.3","0.91","NS",NA
"ABCA3",0.0364,0.943,0,0.94,"0.0","0.94","NS",NA
"ABCB1",-0.296,0.921,-0.3,0.92,"-0.3","0.92","NS",NA
"ABCB10",-1.1,0.701,-1.1,0.7,"-1.1","0.70","NS",NA
"ABCB6",-1.5,0.894,-1.5,0.89,"-1.5","0.89","NS",NA
"ABCC10",-0.243,0.927,-0.2,0.93,"-0.2","0.93","NS",NA
"ABHD16A",-0.223,0.934,-0.2,0.93,"-0.2","0.93","NS",NA
"ABHD5",-1.02,0.914,-1,0.91,"-1.0","0.91","NS",NA
"ABLIM2",0.62,0.896,0.6,0.9,"0.6","0.90","NS",NA
"ABR",-0.517,0.925,-0.5,0.92,"-0.5","0.92","NS",NA
"ABRACL",1.08,0.754,1.1,0.75,"1.1","0.75","NS",NA
"ACAD9",-0.825,0.685,-0.8,0.69,"-0.8","0.69","NS",NA
"ACAP2",0.262,0.935,0.3,0.94,"0.3","0.94","NS",NA
"ACAT2",0.573,0.911,0.6,0.91,"0.6","0.91","NS",NA
"ACE2",1.27,0.926,1.3,0.93,"1.3","0.93","NS",NA
"ACOT13",-0.864,0.496,-0.9,0.5,"-0.9","0.50","NS",NA
"ACOT8",-0.772,0.252,-0.8,0.25,"-0.8","0.25","NS",NA
"ACOT9",-0.626,0.845,-0.6,0.84,"-0.6","0.84","NS",NA
"ACOX3",-0.731,0.904,-0.7,0.9,"-0.7","0.90","NS",NA
"ACP1",1.38,0.2,1.4,0.2,"1.4","0.20","NS",NA
"ACSS3",-0.449,0.922,-0.4,0.92,"-0.4","0.92","NS",NA
"ACTMAP",0.483,0.885,0.5,0.88,"0.5","0.88","NS",NA
"ACVR2A",-0.624,0.931,-0.6,0.93,"-0.6","0.93","NS",NA
"ACVR2B",0.419,0.927,0.4,0.93,"0.4","0.93","NS",NA
"ACYP1",1.28,0.698,1.3,0.7,"1.3","0.70","NS",NA
"ADAM9",-1.11,0.45,-1.1,0.45,"-1.1","0.45","NS",NA
"ADAMTS1",-0.766,0.482,-0.8,0.48,"-0.8","0.48","NS",NA
"ADD1",0.298,0.856,0.3,0.86,"0.3","0.86","NS",NA
"ADGRG6",0.255,0.939,0.3,0.94,"0.3","0.94","NS",NA
"ADI1",1.34,0.743,1.3,0.74,"1.3","0.74","NS",NA
"ADIPOR1",0.323,0.938,0.3,0.94,"0.3","0.94","NS",NA
"ADISSP",0.12,0.934,0.1,0.93,"0.1","0.93","NS",NA
"ADO",0.91,0.79,0.9,0.79,"0.9","0.79","NS",NA
"AFF3",0.167,0.94,0.2,0.94,"0.2","0.94","NS",NA
"AGA",-0.129,0.94,-0.1,0.94,"-0.1","0.94","NS",NA
"AGAP1",-0.0207,0.943,0,0.94,"-0.0","0.94","NS",NA
"AGPAT3",-0.647,0.926,-0.6,0.93,"-0.6","0.93","NS",NA
"AGPAT5",1.34,0.923,1.3,0.92,"1.3","0.92","NS",NA
"AGR2",0.678,0.929,0.7,0.93,"0.7","0.93","NS",NA
"AHDC1",-0.384,0.877,-0.4,0.88,"-0.4","0.88","NS",NA
"AIDA",0.42,0.899,0.4,0.9,"0.4","0.90","NS",NA
"AIFM2",-3.09,0.706,-3.1,0.71,"-3.1","0.71","NS",NA
"AIG1",0.0305,0.944,0,0.94,"0.0","0.94","NS",NA
"AIP",0.293,0.893,0.3,0.89,"0.3","0.89","NS",NA
"AIRIM",2.34,0.0381,2.3,0.04,"2.3","0.04","Up",NA
"AK1",0.829,0.266,0.8,0.27,"0.8","0.27","NS",NA
"AKAP7",-3.19,0.874,-3.2,0.87,"-3.2","0.87","NS",NA
"AKIRIN2",2.78,0.0328,2.8,0.03,"2.8","0.03","Up",NA
"AKR1A1",0.0338,0.942,0,0.94,"0.0","0.94","NS",NA
"AKR1B1",0.0754,0.942,0.1,0.94,"0.1","0.94","NS",NA
"ALDH18A1",-0.672,0.88,-0.7,0.88,"-0.7","0.88","NS",NA
"ALDH1A1",-0.508,0.934,-0.5,0.93,"-0.5","0.93","NS",NA
"ALDH1L2",0.682,0.587,0.7,0.59,"0.7","0.59","NS",NA
"ALG1",-0.607,0.896,-0.6,0.9,"-0.6","0.90","NS",NA
"ALG2",-0.449,0.921,-0.4,0.92,"-0.4","0.92","NS",NA
"ALG3",-0.431,0.908,-0.4,0.91,"-0.4","0.91","NS",NA
"ALG8",0.118,0.937,0.1,0.94,"0.1","0.94","NS",NA
"ALG9",-0.535,0.916,-0.5,0.92,"-0.5","0.92","NS",NA
"ALKBH2",-0.254,0.932,-0.3,0.93,"-0.3","0.93","NS",NA
"ALKBH3",2.15,0.319,2.1,0.32,"2.1","0.32","NS",NA
"ALKBH4",0.174,0.928,0.2,0.93,"0.2","0.93","NS",NA
"ALKBH5",0.709,0.873,0.7,0.87,"0.7","0.87","NS",NA
"ALKBH6",0.328,0.923,0.3,0.92,"0.3","0.92","NS",NA
"ALKBH8",-3.86,0.83,-3.9,0.83,"-3.9","0.83","NS",NA
"AMBRA1",-0.315,0.924,-0.3,0.92,"-0.3","0.92","NS",NA
"AMMECR1",-0.62,0.926,-0.6,0.93,"-0.6","0.93","NS",NA
"AMOT",0.382,0.901,0.4,0.9,"0.4","0.90","NS",NA
"AMOTL1",0.821,0.669,0.8,0.67,"0.8","0.67","NS",NA
"AMPH",0.977,0.514,1,0.51,"1.0","0.51","NS",NA
