"Gene","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","label"
"ABCA3",-0.33,0.999715399387604,-0.3,1,"-0.3","1.00","NS",NA
"ABCB10",-0.597,0.523238767636262,-0.6,0.52,"-0.6","0.52","NS",NA
"ABCB6",-0.26,0.999715399387604,-0.3,1,"-0.3","1.00","NS",NA
"ABHD5",-0.271,0.999715399387604,-0.3,1,"-0.3","1.00","NS",NA
"ACE2",5.22,0.198829642306365,5.2,0.2,"5.2","0.20","NS",NA
"ACOT13",-0.157,0.999715399387604,-0.2,1,"-0.2","1.00","NS",NA
"ACTMAP",-0.028,0.999715399387604,0,1,"-0.0","1.00","NS",NA
"ADAM9",-0.964,0.0361657397081302,-1,0.04,"-1.0","0.04","Down",NA
"ADAMTS1",-0.0289,0.999715399387604,0,1,"-0.0","1.00","NS",NA
"ADD1",-0.0482,0.999715399387604,0,1,"-0.0","1.00","NS",NA
"ADGRG6",-4.84,0.0100832388219415,-4.8,0.01,"-4.8","0.01","Down",NA
"AGA",-0.164,0.999715399387604,-0.2,1,"-0.2","1.00","NS",NA
"AHDC1",0.0537,0.999715399387604,0.1,1,"0.1","1.00","NS",NA
"AIFM2",-4.29,0.0256985525359215,-4.3,0.03,"-4.3","0.03","Down",NA
"AIRIM",-0.17,0.999715399387604,-0.2,1,"-0.2","1.00","NS",NA
"AKAP7",-3.67,0.509261637278414,-3.7,0.51,"-3.7","0.51","NS",NA
"AKIRIN2",0.42,0.933822509824781,0.4,0.93,"0.4","0.93","NS",NA
"ALDH18A1",-0.532,0.861421852466375,-0.5,0.86,"-0.5","0.86","NS",NA
"ALDH1L2",-0.401,0.455615186671822,-0.4,0.46,"-0.4","0.46","NS",NA
"ALG1",-0.711,0.499871545796121,-0.7,0.5,"-0.7","0.50","NS",NA
"ALKBH8",-4.33,0.362262196249354,-4.3,0.36,"-4.3","0.36","NS",NA
"AMFR",-0.213,0.912838977310349,-0.2,0.91,"-0.2","0.91","NS",NA
"AMMECR1",-0.79,0.970186385008998,-0.8,0.97,"-0.8","0.97","NS",NA
"AMOT",-0.548,0.588606010967907,-0.5,0.59,"-0.5","0.59","NS",NA
"AMOTL1",-0.451,0.629485701342942,-0.5,0.63,"-0.5","0.63","NS",NA
"ANAPC16",0.212,0.999715399387604,0.2,1,"0.2","1.00","NS",NA
"ANAPC4",-0.106,0.999715399387604,-0.1,1,"-0.1","1.00","NS",NA
"ANGEL1",-3.08,0.0179346375129335,-3.1,0.02,"-3.1","0.02","Down",NA
"ANKLE2",-0.125,0.999715399387604,-0.1,1,"-0.1","1.00","NS",NA
"ANXA4",-0.0183,0.999715399387604,0,1,"-0.0","1.00","NS",NA
"APLP1",0.135,0.999715399387604,0.1,1,"0.1","1.00","NS",NA
"APLP2",-0.172,0.999715399387604,-0.2,1,"-0.2","1.00","NS",NA
