"Gene","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","label"
"NOP9",0.884,0.0230135204160085,0.9,0.02,"0.9","0.02","NS",NA
"NOPCHAP1",1.13,0.0294461561022663,1.1,0.03,"1.1","0.03","NS",NA
"NOS1AP",-0.0566,0.887242660986263,-0.1,0.89,"-0.1","0.89","NS",NA
"NOSIP",0.159,0.46338378277454,0.2,0.46,"0.2","0.46","NS",NA
"NOTCH1",-0.0482,0.961429814001223,0,0.96,"-0.0","0.96","NS",NA
"NOTCH2",-0.706,0.0269507208625933,-0.7,0.03,"-0.7","0.03","NS",NA
"NOTCH3",-0.0445,0.929017592715529,0,0.93,"-0.0","0.93","NS",NA
"NOVA1",0.09,0.722447896895033,0.1,0.72,"0.1","0.72","NS",NA
"NOVA2",2.67,0.000106899136528174,2.7,0,"2.7","<0.01","Up",NA
"NPAT",0.969,0.0269876482706389,1,0.03,"1.0","0.03","NS",NA
"NPC1",0.0605,0.862801596015196,0.1,0.86,"0.1","0.86","NS",NA
"NPC2",-0.503,0.453557864131973,-0.5,0.45,"-0.5","0.45","NS",NA
"NPEPPS",0.0795,0.861594630250097,0.1,0.86,"0.1","0.86","NS",NA
"NPLOC4",-0.0655,0.78680217781856,-0.1,0.79,"-0.1","0.79","NS",NA
"NPM1",-0.463,0.416667016439765,-0.5,0.42,"-0.5","0.42","NS",NA
"NPM3",0.405,0.0784206434328396,0.4,0.08,"0.4","0.08","NS",NA
"NPTN",-0.779,0.153775478247905,-0.8,0.15,"-0.8","0.15","NS",NA
"NPTX1",0.364,0.565776058815019,0.4,0.57,"0.4","0.57","NS",NA
"NR2C1",0.77,0.0352459073366881,0.8,0.04,"0.8","0.04","NS",NA
"NR2C2",0.999,0.0161267864381067,1,0.02,"1.0","0.02","NS",NA
"NR2C2AP",-0.456,0.34387650216292,-0.5,0.34,"-0.5","0.34","NS",NA
"NR2F1",0.729,0.0387731858259228,0.7,0.04,"0.7","0.04","NS",NA
"NR2F6",1.18,0.000506465703783105,1.2,0,"1.2","<0.01","Up",NA
"NR3C1",-0.57,0.0955794542068473,-0.6,0.1,"-0.6","0.10","NS",NA
"NR3C2",-2.48,0.636782379323172,-2.5,0.64,"-2.5","0.64","NS",NA
"NRAS",-0.429,0.567560438937941,-0.4,0.57,"-0.4","0.57","NS",NA
"NRBF2",0.946,0.119690098537642,0.9,0.12,"0.9","0.12","NS",NA
"NRBP1",-0.203,0.470496574015923,-0.2,0.47,"-0.2","0.47","NS",NA
"NRCAM",0.503,0.0724398005030728,0.5,0.07,"0.5","0.07","NS",NA
"NRDC",-0.396,0.031474832431225,-0.4,0.03,"-0.4","0.03","NS",NA
"NRDE2",0.87,0.219887769504757,0.9,0.22,"0.9","0.22","NS",NA
"NRF1",0.0935,0.859625605801337,0.1,0.86,"0.1","0.86","NS",NA
"NRM",1.19,0.000233037431667692,1.2,0,"1.2","<0.01","Up",NA
"NRP1",-0.315,0.178516427341829,-0.3,0.18,"-0.3","0.18","NS",NA
"NRP2",-1.74,0.000132744771450697,-1.7,0,"-1.7","<0.01","Down",NA
"NRSN2",-4.59,0.00216176593796663,-4.6,0,"-4.6","<0.01","Down",NA
"NRXN3",-0.302,0.507753813574066,-0.3,0.51,"-0.3","0.51","NS",NA
"NSA2",0.711,0.201524844440933,0.7,0.2,"0.7","0.20","NS",NA
"NSD1",1,0.00451487224513062,1,0,"1.0","<0.01","Up",NA
"NSD2",0.654,0.0954718225410982,0.7,0.1,"0.7","0.10","NS",NA
"NSD3",1.02,0.00329209982743484,1,0,"1.0","<0.01","Up",NA
"NSDHL",0.175,0.685137253622666,0.2,0.69,"0.2","0.69","NS",NA
"NSF",-0.233,0.543707694505636,-0.2,0.54,"-0.2","0.54","NS",NA
"NSFL1C",-0.29,0.348516902570021,-0.3,0.35,"-0.3","0.35","NS",NA
"NSL1",0.272,0.288711022465726,0.3,0.29,"0.3","0.29","NS",NA
"NSMAF",-0.799,0.0524681789330258,-0.8,0.05,"-0.8","0.05","NS",NA
"NSMCE1",0.491,0.071694478772522,0.5,0.07,"0.5","0.07","NS",NA
"NSMCE2",0.986,0.00859874942441127,1,0.01,"1.0","<0.01","NS",NA
"NSMCE3",0.405,0.216331322822971,0.4,0.22,"0.4","0.22","NS",NA
"NSMCE4A",0.748,0.000381793773057699,0.7,0,"0.7","<0.01","NS",NA
"NSRP1",1.96,0.000433977271389772,2,0,"2.0","<0.01","Up",NA
"NSUN2",-0.51,0.154418883056046,-0.5,0.15,"-0.5","0.15","NS",NA
"NSUN4",0.666,0.024434698479546,0.7,0.02,"0.7","0.02","NS",NA
"NSUN5",0.686,0.260131112668485,0.7,0.26,"0.7","0.26","NS",NA
"NSUN6",0.444,0.638083554000418,0.4,0.64,"0.4","0.64","NS",NA
"NT5C",0.383,0.484217982779131,0.4,0.48,"0.4","0.48","NS",NA
