"[Select]","Gene Set Category","Gene Set ID","Gene Set Name","Gene Set Size","Count Overlap Gene","Percentage Genes in Gene Set","Fold Enrichment","log2 fold","P value","P value calc log_10","Bonferroni","Benjamini & Hochberg","Benjamini & Yekutieli","Overlaping Gene Symbols","Overlapping Gene IDs","term_norm","overlap_string","overlap_count"
NA,"REACTOME pathway","R-HSA-1430728","Metabolism",1162,27,21.26,1.4726,0.558,0.022808876586792,1.6418961046476,1,0.102557898321907,0.861636250930328,"NDUFA1,SLC25A12,SACM1L,PRKCA,LPGAT1,SMPD4,ECHS1,SLC19A1,SLC25A17,NUDT19,PLA2G4A,MTMR4,ACOT9,PYCR1,TRAP1,SLC46A1,ATP5F1A,GLUD1,UGCG,SLC19A2,PRKACG,ATP5MF,DHRS7B,ATP5F1C,ALDH18A1,SLC25A13,SLC26A11","7683,10982,17059,9393,28985,32949,3151,10937,10987,32036,9035,7452,17152,9721,16264,30521,823,4335,12524,10938,9382,848,24547,833,9722,10983,14471","metabolism","ACOT9;ALDH18A1;ATP5F1A;ATP5F1C;ATP5MF;DHRS7B;ECHS1;GLUD1;LPGAT1;MTMR4;NDUFA1;NUDT19;PLA2G4A;PRKACG;PRKCA;PYCR1;SACM1L;SLC19A1;SLC19A2;SLC25A12;SLC25A13;SLC25A17;SLC26A11;SLC46A1;SMPD4;TRAP1;UGCG",27
NA,"KEGG Pathway H.sap","path:hsa01100","Metabolic pathways",849,20,15.748,1.493,0.578,0.0433424809507925,1.36308623301617,1,0.143443269262187,1,"SMPD4,PLA2G4A,UGCG,MTMR4,GALNT10,STT3B,ATP5F1C,GLUD1,PYCR1,SIRT7,NDUFA1,C1GALT1,ECHS1,ATP5MF,RPN1,STT3A,ALDH18A1,SACM1L,PIGX,ATP5F1A","32949,9035,12524,7452,19873,30611,833,4335,9721,14935,7683,24337,3151,848,10381,6172,9722,17059,26046,823","metabolic pathways","ALDH18A1;ATP5F1A;ATP5F1C;ATP5MF;C1GALT1;ECHS1;GALNT10;GLUD1;MTMR4;NDUFA1;PIGX;PLA2G4A;PYCR1;RPN1;SACM1L;SIRT7;SMPD4;STT3A;STT3B;UGCG",20
NA,"REACTOME pathway","R-HSA-382551","Transport of small molecules",242,13,10.236,3.4046,1.767,0.000107552719755821,3.96837860284964,0.268881799389554,0.0112034083078981,0.0941250053872937,"MAIP1,PEX19,SLC25A1,STOML2,ABCA3,SLC46A1,ABCD3,PHB2,ANO10,PRKACG,SLC26A11,SLC7A2,ABCB10","26198,9713,10979,14559,33,30521,67,30306,25519,9382,14471,11060,41","transport of small molecules","ABCA3;ABCB10;ABCD3;ANO10;MAIP1;PEX19;PHB2;PRKACG;SLC25A1;SLC26A11;SLC46A1;SLC7A2;STOML2",13
NA,"REACTOME pathway","R-HSA-9609507","Protein localization",114,8,6.299,4.4476,2.153,0.000418435082621406,3.37837191030199,1,0.0176896836420228,0.148619198938872,"ATP5F1A,SLC25A12,NUDT19,PEX19,SLC25A13,TIMM23,ABCD3,SLC25A17","823,10982,32036,9713,10983,17312,67,10987","protein localization","ABCD3;ATP5F1A;NUDT19;PEX19;SLC25A12;SLC25A13;SLC25A17;TIMM23",8
NA,"REACTOME pathway","R-HSA-109582","Hemostasis",243,7,5.512,1.8257,0.868,0.0892936331824807,1.04917950608672,1,0.202312453810806,1,"CHID1,PLA2G4A,SPP2,APOOL,PRKACG,TIMP3,PRKCA","28474,9035,11256,24009,9382,11822,9393","hemostasis","APOOL;CHID1;PLA2G4A;PRKACG;PRKCA;SPP2;TIMP3",7
NA,"KEGG Pathway H.sap","path:hsa04714","Thermogenesis",148,6,4.724,2.5694,1.361,0.0293764923020264,1.53200006235174,1,0.119502626527251,1,"ATP5F1A,PRKACG,SMARCA4,ATP5F1C,NDUFA1,ATP5MF","823,9382,11100,833,7683,848","thermogenesis","ATP5F1A;ATP5F1C;ATP5MF;NDUFA1;PRKACG;SMARCA4",6
NA,"REACTOME pathway","R-HSA-73894","DNA Repair",190,6,4.724,2.0014,1.001,0.0796877814908581,1.09860826377194,1,0.193229344061247,1,"NTHL1,PARP2,GTF2H3,PRKDC,GTF2H4,PIAS1","8028,272,4657,9413,4658,2752","dna repair","GTF2H3;GTF2H4;NTHL1;PARP2;PIAS1;PRKDC",6
NA,"REACTOME pathway","R-HSA-446203","Asparagine N-linked glycosylation",202,6,4.724,1.8825,0.913,0.0996941300550007,1.00133041199698,1,0.218264499495396,1,"RPN1,TBC1D20,TMED2,STT3B,STT3A,TMED10","10381,16133,16996,30611,6172,16998","asparagine n linked glycosylation","RPN1;STT3A;STT3B;TBC1D20;TMED10;TMED2",6
NA,"KEGG Pathway H.sap","path:hsa04921","Oxytocin signaling pathway",63,5,3.937,5.03,2.331,0.00305716172544532,2.51468158626224,1,0.0423161189916707,0.355517251411115,"JUN,PRKCA,PLA2G4A,FOS,PRKACG","6204,9393,9035,3796,9382","oxytocin signaling pathway","FOS;JUN;PLA2G4A;PRKACG;PRKCA",5
NA,"REACTOME pathway","R-HSA-1592230","Mitochondrial biogenesis",65,5,3.937,4.8752,2.285,0.0035038962275149,2.45544876451452,1,0.0423161189916707,0.355517251411115,"GLUD1,ATP5F1A,ATP5MF,ATP5F1C,APOOL","4335,823,848,833,24009","mitochondrial biogenesis","APOOL;ATP5F1A;ATP5F1C;ATP5MF;GLUD1",5
