"name","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","label"
"[CE 18:1 +NH4]",-0.761,1.83e-05,-0.8,0,"-0.8","<0.01","Down","[CE 18:1 +NH4]"
"[DG 38:1",-0.619,6.05e-05,-0.6,0,"-0.6","<0.01","Down","[DG 38:1"
"DG 32:0 NL 16:0",0.076,0.535618821,0.1,0.54,"0.1","0.54","NS",NA
"DG 34:0 NL 16:0",0.219,0.067177386,0.2,0.07,"0.2","0.07","NS",NA
"DG 40:6 NL 16:1",-0.156,0.082365893,-0.2,0.08,"-0.2","0.08","NS",NA
"PC 34:5",0.23,0.160057885,0.2,0.16,"0.2","0.16","NS",NA
"PC O-30:0",0.688,0.00013264,0.7,0,"0.7","<0.01","Up","PC O-30:0"
"PC O-34:4",0.186,0.261245133,0.2,0.26,"0.2","0.26","NS",NA
"PC O-36:4",0.523,0.00912563,0.5,0.01,"0.5","<0.01","Up",NA
"PC O-36:5",0.689,0.0006065,0.7,0,"0.7","<0.01","Up",NA
"PC O-38:6",0.735,0.000441271,0.7,0,"0.7","<0.01","Up",NA
"PC(20:0/8:0(COOH))",0.964,0.000227186,1,0,"1.0","<0.01","Up","PC(20:0/8:0(COOH))"
"PE 32:1",-0.142,0.277944371,-0.1,0.28,"-0.1","0.28","NS",NA
"PE 34:1",-0.373,0.057479362,-0.4,0.06,"-0.4","0.06","NS",NA
"PE 34:4",0.0994,0.599535324,0.1,0.6,"0.1","0.60","NS",NA
"PI 34:1",-0.22,0.085906788,-0.2,0.09,"-0.2","0.09","NS",NA
"PI 36:2",-0.596,0.001889835,-0.6,0,"-0.6","<0.01","Down",NA
"PI 36:4",0.337,0.018339397,0.3,0.02,"0.3","0.02","NS",NA
"PI 38:3",-0.169,0.315458267,-0.2,0.32,"-0.2","0.32","NS",NA
"PI 38:5",-0.117,0.424062919,-0.1,0.42,"-0.1","0.42","NS",NA
"[CE 14:0 +NH4]",-0.0219,0.828085163,0,0.83,"-0.0","0.83","NS",NA
