"name","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","label"
"DG 30:1 NL 14:1",-0.0426,0.703538233,0,0.7,"-0.0","0.70","NS",NA
"DG 30:1 NL 16:0",-0.0766,0.773223469,-0.1,0.77,"-0.1","0.77","NS",NA
"DG 30:2 NL 16:0",0.135,0.743448947,0.1,0.74,"0.1","0.74","NS",NA
"DG 30:2 NL 16:1",-0.3,0.14520951,-0.3,0.15,"-0.3","0.15","NS",NA
"DG 30:2 NL 20:0",-0.186,0.393929507,-0.2,0.39,"-0.2","0.39","NS",NA
"DG 30:3 NL 16:1",-0.364,0.265811602,-0.4,0.27,"-0.4","0.27","NS",NA
"DG 30:3 NL 20:0",-0.0713,0.819630287,-0.1,0.82,"-0.1","0.82","NS",NA
"DG 32:1 NL 16:0",0.00476,0.964917624,0,0.96,"0.0","0.96","NS",NA
"DG 32:1 NL 16:1",0.0456,0.746343962,0,0.75,"0.0","0.75","NS",NA
"DG 32:5 NL 18:1",-0.402,0.111637807,-0.4,0.11,"-0.4","0.11","NS",NA
"DG 34:0 NL 18:0",-0.402,0.020574323,-0.4,0.02,"-0.4","0.02","Down",NA
"DG 34:0 NL 20:0",-0.29,0.059204068,-0.3,0.06,"-0.3","0.06","NS",NA
"DG 34:1 NL 16:0",0.19,0.151374335,0.2,0.15,"0.2","0.15","NS",NA
"DG 34:1 NL 16:1",-0.268,0.016195801,-0.3,0.02,"-0.3","0.02","NS",NA
"DG 34:1 NL 18:1",0.352,0.019341155,0.4,0.02,"0.4","0.02","NS",NA
"DG 34:1 NL 20:0",-0.377,0.164965588,-0.4,0.16,"-0.4","0.16","NS",NA
"DG 34:2 NL 16:1",-0.365,0.033741893,-0.4,0.03,"-0.4","0.03","NS",NA
"DG 34:2 NL 18:1",-0.0636,0.627139116,-0.1,0.63,"-0.1","0.63","NS",NA
"DG 34:2 NL 20:0",-0.408,0.166958187,-0.4,0.17,"-0.4","0.17","NS",NA
"DG 34:3 NL 18:1",-0.814,0.01453543,-0.8,0.01,"-0.8","0.01","Down",NA
"DG 36:0 NL 16:0",-0.0985,0.420877223,-0.1,0.42,"-0.1","0.42","NS",NA
"DG 36:0 NL 18:0",-0.439,0.003761528,-0.4,0,"-0.4","<0.01","Down",NA
"DG 36:1 NL 16:1",-0.264,0.031190263,-0.3,0.03,"-0.3","0.03","NS",NA
"DG 36:1 NL 18:0",0.0329,0.72044322,0,0.72,"0.0","0.72","NS",NA
"DG 36:1 NL 18:1",-0.0249,0.861952283,0,0.86,"-0.0","0.86","NS",NA
"DG 36:2 NL 18:1",0.145,0.263157318,0.1,0.26,"0.1","0.26","NS",NA
"DG 36:5 NL 16:0",0.0423,0.844715703,0,0.84,"0.0","0.84","NS",NA
"DG 36:6 NL 16:0",0.000485,0.999301131,0,1,"0.0","1.00","NS",NA
"DG 36:6 NL 22:5",-0.152,0.61357229,-0.2,0.61,"-0.2","0.61","NS",NA
"DG 36:7 NL 16:0",-0.0973,0.87589648,-0.1,0.88,"-0.1","0.88","NS",NA
"DG 36:7 NL 16:1",-0.18,0.574157362,-0.2,0.57,"-0.2","0.57","NS",NA
"DG 36:7 NL 20:0",0.0609,0.669805964,0.1,0.67,"0.1","0.67","NS",NA
"DG 36:7 NL 22:5",0.0363,0.929865692,0,0.93,"0.0","0.93","NS",NA
"DG 36:8 NL 22:6",-0.13,0.707889233,-0.1,0.71,"-0.1","0.71","NS",NA
"DG 38:0 NL 18:0",-0.22,0.09817607,-0.2,0.1,"-0.2","0.10","NS",NA
"DG 38:0 NL 20:0",-0.293,0.246174583,-0.3,0.25,"-0.3","0.25","NS",NA
"DG 40:5 NL 20:0",-0.305,0.067003369,-0.3,0.07,"-0.3","0.07","NS",NA
"DG 40:5 NL 22:5",-0.388,0.00610361,-0.4,0.01,"-0.4","<0.01","Down",NA
"DG 40:6 NL 20:0",-0.483,0.130933785,-0.5,0.13,"-0.5","0.13","NS",NA
"DG 40:6 NL 22:6",-0.468,0.137461137,-0.5,0.14,"-0.5","0.14","NS",NA
"DG 40:7 NL 22:6",-0.32,0.025795084,-0.3,0.03,"-0.3","0.03","NS",NA
"DG 42:10 NL 22:5",-0.154,0.550387571,-0.2,0.55,"-0.2","0.55","NS",NA
"DG 42:11 NL 16:0",0.0887,0.816539146,0.1,0.82,"0.1","0.82","NS",NA
"DG 42:11 NL 22:5",0.0336,0.951090304,0,0.95,"0.0","0.95","NS",NA
"LPC 16:0",0.0592,0.858101594,0.1,0.86,"0.1","0.86","NS",NA
"LPC 16:1",0.0229,0.936218478,0,0.94,"0.0","0.94","NS",NA
"LPC 18:0",-0.687,0.007229524,-0.7,0.01,"-0.7","<0.01","Down",NA
"LPC 18:1",0.221,0.640987783,0.2,0.64,"0.2","0.64","NS",NA
"LPC 18:2",-0.24,0.067625718,-0.2,0.07,"-0.2","0.07","NS",NA
"LPC 20:0",0.0607,0.531041446,0.1,0.53,"0.1","0.53","NS",NA
"LPC 24:0",-0.0519,0.713680515,-0.1,0.71,"-0.1","0.71","NS",NA
"LPC 26:0",0.135,0.596471302,0.1,0.6,"0.1","0.60","NS",NA
"LPC O-18:1",0.185,0.138507288,0.2,0.14,"0.2","0.14","NS",NA
"LPC O-20:4",-0.416,0.038447229,-0.4,0.04,"-0.4","0.04","Down",NA
"LPC O-20:5",-0.119,0.406909158,-0.1,0.41,"-0.1","0.41","NS",NA
"LPC(14:0)",0.259,0.147009232,0.3,0.15,"0.3","0.15","NS",NA
"LPC(20:1)",0.198,0.193366578,0.2,0.19,"0.2","0.19","NS",NA
"LPE 18:0",-0.172,0.318663264,-0.2,0.32,"-0.2","0.32","NS",NA
"LPE 18:1",-0.0252,0.896520267,0,0.9,"-0.0","0.90","NS",NA
"LPE 20:1",0.0294,0.81602016,0,0.82,"0.0","0.82","NS",NA
"LPE(O-20:4)",-0.137,0.539390358,-0.1,0.54,"-0.1","0.54","NS",NA
"LPI O-20:0",-0.0132,0.952122675,0,0.95,"-0.0","0.95","NS",NA
"PC 14:0",0.231,0.212792741,0.2,0.21,"0.2","0.21","NS",NA
"PC 18:0",-0.133,0.417825255,-0.1,0.42,"-0.1","0.42","NS",NA
"PC 22:0",-0.0649,0.603284832,-0.1,0.6,"-0.1","0.60","NS",NA
"PC 24:0",0.152,0.358591563,0.2,0.36,"0.2","0.36","NS",NA
"PC 26:0",0.654,0.090893362,0.7,0.09,"0.7","0.09","Up",NA
"PC 26:1",0.11,0.237251731,0.1,0.24,"0.1","0.24","NS",NA
"PC 28:0",0.482,0.004414158,0.5,0,"0.5","<0.01","Up",NA
"PC 28:1",0.0746,0.679917659,0.1,0.68,"0.1","0.68","NS",NA
"PC 28:2",-0.216,0.028770269,-0.2,0.03,"-0.2","0.03","NS",NA
"PC 28:6",-0.0471,0.701874804,0,0.7,"-0.0","0.70","NS",NA
"PC 30:0",0.219,0.188900451,0.2,0.19,"0.2","0.19","NS",NA
"PC 30:1",0.19,0.227554293,0.2,0.23,"0.2","0.23","NS",NA
"PC 30:2",0.232,0.098918424,0.2,0.1,"0.2","0.10","NS",NA
"PC 30:3",0.0491,0.691253176,0,0.69,"0.0","0.69","NS",NA
"PC 32:0",0.236,0.166169688,0.2,0.17,"0.2","0.17","NS",NA
"PC 32:1",0.293,0.153861195,0.3,0.15,"0.3","0.15","NS",NA
"PC 32:2",-0.0201,0.907394285,0,0.91,"-0.0","0.91","NS",NA
"PC 32:3",-0.0337,0.763421344,0,0.76,"-0.0","0.76","NS",NA
"PC 32:4",0.00436,0.969814617,0,0.97,"0.0","0.97","NS",NA
"PC 32:5",0.109,0.367816976,0.1,0.37,"0.1","0.37","NS",NA
"PC 32:6",0.677,0.242275089,0.7,0.24,"0.7","0.24","NS",NA
"PC 34:0",0.478,0.008955436,0.5,0.01,"0.5","<0.01","Up",NA
"PC 34:1",0.488,0.024816887,0.5,0.02,"0.5","0.02","Up",NA
"PC 34:2",0.081,0.608736293,0.1,0.61,"0.1","0.61","NS",NA
"PC 34:3",0.158,0.347580848,0.2,0.35,"0.2","0.35","NS",NA
"PC 34:6",0.586,0.00080784,0.6,0,"0.6","<0.01","Up","PC 34:6"
"PC 36:1",0.67,0.004859003,0.7,0,"0.7","<0.01","Up",NA
"PC 36:2",0.21,0.245102289,0.2,0.25,"0.2","0.25","NS",NA
"PC 36:3",-0.0394,0.817776295,0,0.82,"-0.0","0.82","NS",NA
"PC 36:4",-0.494,0.001716729,-0.5,0,"-0.5","<0.01","Down",NA
"PC 36:5",-0.186,0.253598748,-0.2,0.25,"-0.2","0.25","NS",NA
"PC 36:6",0.375,0.035893879,0.4,0.04,"0.4","0.04","NS",NA
"PC 36:7",0.657,0.003860523,0.7,0,"0.7","<0.01","Up",NA
"PC 38:1",0.151,0.344491652,0.2,0.34,"0.2","0.34","NS",NA
"PC 38:2",0.112,0.566031657,0.1,0.57,"0.1","0.57","NS",NA
"PC 38:3",0.0237,0.894166325,0,0.89,"0.0","0.89","NS",NA
"PC 38:4",-0.51,0.003406994,-0.5,0,"-0.5","<0.01","Down",NA
"PC 38:5",-0.591,0.002065944,-0.6,0,"-0.6","<0.01","Down",NA
"PC 38:6",-0.494,0.005886954,-0.5,0.01,"-0.5","<0.01","Down",NA
"PC 38:7",0.478,0.026300293,0.5,0.03,"0.5","0.03","Up",NA
"PC 40:1",0.117,0.339168073,0.1,0.34,"0.1","0.34","NS",NA
"PC 40:2",-0.233,0.236009493,-0.2,0.24,"-0.2","0.24","NS",NA
"PC 40:3",-0.215,0.105357041,-0.2,0.11,"-0.2","0.11","NS",NA
"PC 40:4",0.0131,0.933043421,0,0.93,"0.0","0.93","NS",NA
"PC 40:5",-0.361,0.019255409,-0.4,0.02,"-0.4","0.02","NS",NA
"PC 40:6",-0.511,6.42e-05,-0.5,0,"-0.5","<0.01","Down","PC 40:6"
"PC 40:7",-0.351,0.015552712,-0.4,0.02,"-0.4","0.02","NS",NA
"PC 42:0",0.0369,0.791363967,0,0.79,"0.0","0.79","NS",NA
"PC 42:1",0.338,0.009579293,0.3,0.01,"0.3","<0.01","NS",NA
"PC 42:10",0.0152,0.907806231,0,0.91,"0.0","0.91","NS",NA
"PC 42:11",-0.243,0.071054601,-0.2,0.07,"-0.2","0.07","NS",NA
"PC 42:2",-0.315,0.010563919,-0.3,0.01,"-0.3","0.01","NS",NA
"PC 42:3",0.0854,0.504657579,0.1,0.5,"0.1","0.50","NS",NA
"PC 42:4",-0.0179,0.866896914,0,0.87,"-0.0","0.87","NS",NA
"PC 42:5",-0.138,0.174029914,-0.1,0.17,"-0.1","0.17","NS",NA
"PC 42:6",-0.286,0.042150649,-0.3,0.04,"-0.3","0.04","NS",NA
"PC 42:7",-0.162,0.239471726,-0.2,0.24,"-0.2","0.24","NS",NA
"PC 42:8",-0.146,0.157975132,-0.1,0.16,"-0.1","0.16","NS",NA
"PC 42:9",-0.0187,0.906514555,0,0.91,"-0.0","0.91","NS",NA
"PC 44:0",-0.015,0.856830491,0,0.86,"-0.0","0.86","NS",NA
"PC 44:1",0.0146,0.898923827,0,0.9,"0.0","0.90","NS",NA
"PC 44:2",-0.0386,0.683958361,0,0.68,"-0.0","0.68","NS",NA
"PC 44:5",-0.0566,0.542822067,-0.1,0.54,"-0.1","0.54","NS",NA
"PC 44:8",-0.0597,0.44139225,-0.1,0.44,"-0.1","0.44","NS",NA
"PC 46:1",0.112,0.265437541,0.1,0.27,"0.1","0.27","NS",NA
"PC 46:2",-0.0166,0.879020386,0,0.88,"-0.0","0.88","NS",NA
"PC 48:2",-0.0312,0.74506176,0,0.75,"-0.0","0.75","NS",NA
"PC O-24:6",0.939,0.07716986,0.9,0.08,"0.9","0.08","Up",NA
"PC O-28:0",0.128,0.385812226,0.1,0.39,"0.1","0.39","NS",NA
"PC O-28:1",0.0323,0.849895939,0,0.85,"0.0","0.85","NS",NA
"PC O-30:1",0.578,0.000818541,0.6,0,"0.6","<0.01","Up",NA
"PC O-30:6",0.177,0.244224065,0.2,0.24,"0.2","0.24","NS",NA
"PC O-32:0",0.605,0.011629579,0.6,0.01,"0.6","0.01","Up",NA
"PC O-32:1",0.484,0.022159239,0.5,0.02,"0.5","0.02","Up",NA
"PC O-32:2",0.463,0.001569462,0.5,0,"0.5","<0.01","Up",NA
"PC O-32:3",0.108,0.405995362,0.1,0.41,"0.1","0.41","NS",NA
"PC O-32:6",0.598,0.210852143,0.6,0.21,"0.6","0.21","NS",NA
"PC O-34:0",0.459,0.021134487,0.5,0.02,"0.5","0.02","Up",NA
"PC O-34:1",0.487,0.028468329,0.5,0.03,"0.5","0.03","Up",NA
"PC O-34:2",0.777,0.000600046,0.8,0,"0.8","<0.01","Up","PC O-34:2"
"PC O-34:3",0.311,0.043459274,0.3,0.04,"0.3","0.04","NS",NA
"PC O-34:5",0.815,0.42882193,0.8,0.43,"0.8","0.43","NS",NA
"PC O-36:1",0.565,0.017068551,0.6,0.02,"0.6","0.02","Up",NA
"PC O-36:2",0.763,0.000828923,0.8,0,"0.8","<0.01","Up",NA
"PC O-36:3",0.308,0.128776581,0.3,0.13,"0.3","0.13","NS",NA
"PC O-36:6",0.642,0.001519915,0.6,0,"0.6","<0.01","Up",NA
"PC O-38:1",0.372,0.072158038,0.4,0.07,"0.4","0.07","NS",NA
"PC O-38:2",0.125,0.371320542,0.1,0.37,"0.1","0.37","NS",NA
"PC O-38:3",0.117,0.508967648,0.1,0.51,"0.1","0.51","NS",NA
"PC O-38:4",-0.0829,0.625690505,-0.1,0.63,"-0.1","0.63","NS",NA
"PC O-38:5",0.0577,0.748360246,0.1,0.75,"0.1","0.75","NS",NA
"PC O-38:7",0.657,0.000723667,0.7,0,"0.7","<0.01","Up","PC O-38:7"
"PC O-40:2",0.0396,0.821876385,0,0.82,"0.0","0.82","NS",NA
"PC O-40:3",-0.0763,0.507828157,-0.1,0.51,"-0.1","0.51","NS",NA
"PC O-40:4",-0.114,0.530070808,-0.1,0.53,"-0.1","0.53","NS",NA
"PC O-40:5",0.0521,0.678673256,0.1,0.68,"0.1","0.68","NS",NA
"PC O-40:6",0.0514,0.829647499,0.1,0.83,"0.1","0.83","NS",NA
"PC O-40:7",0.426,0.010784798,0.4,0.01,"0.4","0.01","Up",NA
"PC O-42:5",-0.11,0.325908261,-0.1,0.33,"-0.1","0.33","NS",NA
"PC O-42:6",0.0628,0.457798722,0.1,0.46,"0.1","0.46","NS",NA
"PC O-42:7",0.362,0.002336115,0.4,0,"0.4","<0.01","NS",NA
"PC O-44:2",-0.0376,0.662970983,0,0.66,"-0.0","0.66","NS",NA
"PC O-44:6",-0.0117,0.905114313,0,0.91,"-0.0","0.91","NS",NA
"PC(16:0)",-0.0358,0.838357494,0,0.84,"-0.0","0.84","NS",NA
"PC(16:0/8:0(COOH))",0.0367,0.792718032,0,0.79,"0.0","0.79","NS",NA
"PC(34:4)",0.19,0.72620759,0.2,0.73,"0.2","0.73","NS",NA
"PC(O-40:1)",0.274,0.394449116,0.3,0.39,"0.3","0.39","NS",NA
"PC(P-30:1)",0.104,0.350523862,0.1,0.35,"0.1","0.35","NS",NA
"PE 32:0",0.0324,0.760163289,0,0.76,"0.0","0.76","NS",NA
"PE 32:2",0.0807,0.294990765,0.1,0.29,"0.1","0.29","NS",NA
"PE 34:0",-0.0192,0.892786375,0,0.89,"-0.0","0.89","NS",NA
"PE 34:2",-0.279,0.17080984,-0.3,0.17,"-0.3","0.17","NS",NA
"PE 34:3",-0.108,0.425867138,-0.1,0.43,"-0.1","0.43","NS",NA
"PE 36:0",0.285,0.108736457,0.3,0.11,"0.3","0.11","NS",NA
"PE 36:1",0.17,0.280938325,0.2,0.28,"0.2","0.28","NS",NA
"PE 36:2",0.124,0.359093208,0.1,0.36,"0.1","0.36","NS",NA
"PE 36:3",-0.0388,0.807884467,0,0.81,"-0.0","0.81","NS",NA
"PE 36:4",0.0292,0.843487128,0,0.84,"0.0","0.84","NS",NA
"PE 36:5",-0.0815,0.475257846,-0.1,0.48,"-0.1","0.48","NS",NA
"PE 36:7",-0.185,0.08652208,-0.2,0.09,"-0.2","0.09","NS",NA
"PE 38:0",-0.0496,0.577677175,0,0.58,"-0.0","0.58","NS",NA
"PE 38:1",0.0851,0.39021526,0.1,0.39,"0.1","0.39","NS",NA
"PE 38:2",-0.222,0.123824589,-0.2,0.12,"-0.2","0.12","NS",NA
"PE 38:3",0.0841,0.532916125,0.1,0.53,"0.1","0.53","NS",NA
"PE 38:4",0.0921,0.566325956,0.1,0.57,"0.1","0.57","NS",NA
"PE 38:5",-0.0955,0.522369222,-0.1,0.52,"-0.1","0.52","NS",NA
"PE 38:6",-0.0827,0.509844146,-0.1,0.51,"-0.1","0.51","NS",NA
"PE 40:1",-0.0134,0.90915271,0,0.91,"-0.0","0.91","NS",NA
"PE 40:2",-0.157,0.20913556,-0.2,0.21,"-0.2","0.21","NS",NA
"PE 40:3",-0.168,0.115153232,-0.2,0.12,"-0.2","0.12","NS",NA
"PE 40:4",-0.101,0.324000875,-0.1,0.32,"-0.1","0.32","NS",NA
"PE 40:5",0.0803,0.467951621,0.1,0.47,"0.1","0.47","NS",NA
"PE 40:6",-0.304,0.092490981,-0.3,0.09,"-0.3","0.09","NS",NA
"PE 40:7",0.00954,0.929259539,0,0.93,"0.0","0.93","NS",NA
"PE 42:1",0.0242,0.811333875,0,0.81,"0.0","0.81","NS",NA
"PE O-34:0",0.0276,0.835387551,0,0.84,"0.0","0.84","NS",NA
"PE O-34:1",0.12,0.391000434,0.1,0.39,"0.1","0.39","NS",NA
"PE O-34:2",0.203,0.14090299,0.2,0.14,"0.2","0.14","NS",NA
"PE O-36:1",0.126,0.462815186,0.1,0.46,"0.1","0.46","NS",NA
"PE O-36:2",0.17,0.356737681,0.2,0.36,"0.2","0.36","NS",NA
"PE O-36:3",-0.0831,0.303073317,-0.1,0.3,"-0.1","0.30","NS",NA
"PE O-36:4",0.0318,0.813396446,0,0.81,"0.0","0.81","NS",NA
"PE O-36:5",0.123,0.270160767,0.1,0.27,"0.1","0.27","NS",NA
"PE O-38:1",-0.0848,0.314679499,-0.1,0.31,"-0.1","0.31","NS",NA
"PE O-38:3",0.0729,0.570989784,0.1,0.57,"0.1","0.57","NS",NA
"PE O-38:4",-0.223,0.084739842,-0.2,0.08,"-0.2","0.08","NS",NA
"PE O-38:5",-0.0522,0.733439817,-0.1,0.73,"-0.1","0.73","NS",NA
"PE O-38:6",0.144,0.181206732,0.1,0.18,"0.1","0.18","NS",NA
"PE O-40:4",0.0982,0.230255554,0.1,0.23,"0.1","0.23","NS",NA
"PE O-40:5",0.125,0.359574431,0.1,0.36,"0.1","0.36","NS",NA
"PE O-40:6",0.131,0.26030879,0.1,0.26,"0.1","0.26","NS",NA
"PE(O-38:2)",0.175,0.20823795,0.2,0.21,"0.2","0.21","NS",NA
"PE(O-40:2)",-0.0797,0.431994767,-0.1,0.43,"-0.1","0.43","NS",NA
"PG 20:0",-0.205,0.220312661,-0.2,0.22,"-0.2","0.22","NS",NA
"PG 34:1",0.432,0.002258667,0.4,0,"0.4","<0.01","Up",NA
"PG 34:4",-0.193,0.178138462,-0.2,0.18,"-0.2","0.18","NS",NA
"PG 36:1",0.0651,0.416718069,0.1,0.42,"0.1","0.42","NS",NA
"PI 32:1",0.0395,0.746854812,0,0.75,"0.0","0.75","NS",NA
"PI 34:0",0.163,0.103095447,0.2,0.1,"0.2","0.10","NS",NA
"PI 34:2",-0.106,0.2916559,-0.1,0.29,"-0.1","0.29","NS",NA
"PI 36:0",0.0926,0.447643294,0.1,0.45,"0.1","0.45","NS",NA
"PI 36:1",0.517,0.030969846,0.5,0.03,"0.5","0.03","Up",NA
"PI 36:3",-0.0796,0.410749435,-0.1,0.41,"-0.1","0.41","NS",NA
"PI 38:1",0.159,0.138102029,0.2,0.14,"0.2","0.14","NS",NA
"PI 38:2",0.114,0.393646742,0.1,0.39,"0.1","0.39","NS",NA
"PI 38:4",0.00985,0.953736209,0,0.95,"0.0","0.95","NS",NA
"PI 40:4",-0.109,0.432464773,-0.1,0.43,"-0.1","0.43","NS",NA
"PI 40:5",-0.156,0.117164458,-0.2,0.12,"-0.2","0.12","NS",NA
"PI 40:6",-0.0985,0.41770909,-0.1,0.42,"-0.1","0.42","NS",NA
"PI O-34:1",-0.171,0.11862865,-0.2,0.12,"-0.2","0.12","NS",NA
"PI O-36:1",-0.117,0.271929593,-0.1,0.27,"-0.1","0.27","NS",NA
"PI O-38:1",0.0715,0.407903029,0.1,0.41,"0.1","0.41","NS",NA
"PI O-38:2",-0.138,0.197478154,-0.1,0.2,"-0.1","0.20","NS",NA
"PI O-38:3",-0.112,0.25769519,-0.1,0.26,"-0.1","0.26","NS",NA
"PI O-38:4",-0.106,0.261060152,-0.1,0.26,"-0.1","0.26","NS",NA
"PS 32:1",-0.158,0.043838135,-0.2,0.04,"-0.2","0.04","NS",NA
"PS 34:0",-0.156,0.249351224,-0.2,0.25,"-0.2","0.25","NS",NA
"PS 34:1",-0.32,0.22667353,-0.3,0.23,"-0.3","0.23","NS",NA
"PS 34:4",-0.574,0.001786354,-0.6,0,"-0.6","<0.01","Down",NA
"PS 34:5",-0.335,0.003640652,-0.3,0,"-0.3","<0.01","NS",NA
"PS 36:0",0.031,0.82404168,0,0.82,"0.0","0.82","NS",NA
"PS 36:1",-0.191,0.505726774,-0.2,0.51,"-0.2","0.51","NS",NA
"PS 36:2",-0.107,0.464808492,-0.1,0.46,"-0.1","0.46","NS",NA
"PS 36:8",-0.148,0.291435972,-0.1,0.29,"-0.1","0.29","NS",NA
"PS 38:1",-0.0344,0.791148991,0,0.79,"-0.0","0.79","NS",NA
"PS 38:2",-0.145,0.149837153,-0.1,0.15,"-0.1","0.15","NS",NA
"PS 38:3",-0.204,0.08591813,-0.2,0.09,"-0.2","0.09","NS",NA
"PS 38:4",-0.0292,0.789166157,0,0.79,"-0.0","0.79","NS",NA
"PS 38:8",-0.161,0.122866195,-0.2,0.12,"-0.2","0.12","NS",NA
"PS 40:1",-0.0754,0.608196502,-0.1,0.61,"-0.1","0.61","NS",NA
"PS 40:2",-0.0753,0.467135865,-0.1,0.47,"-0.1","0.47","NS",NA
"PS 40:4",-0.205,0.03813648,-0.2,0.04,"-0.2","0.04","NS",NA
