"name","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","label"
"[CE 18:1 +NH4]",-0.256,0.053143423,-0.3,0.05,"-0.3","0.05","NS",NA
"[DG 38:1",-0.183,0.120299876,-0.2,0.12,"-0.2","0.12","NS",NA
"DG 32:0 NL 16:0",-0.263,0.044867354,-0.3,0.04,"-0.3","0.04","NS",NA
"DG 34:0 NL 16:0",-0.39,0.003303914,-0.4,0,"-0.4","<0.01","Down",NA
"DG 40:6 NL 16:1",-0.217,0.020555518,-0.2,0.02,"-0.2","0.02","NS",NA
"PC 34:5",-0.205,0.206713862,-0.2,0.21,"-0.2","0.21","NS",NA
"PC O-30:0",0.54,0.001135869,0.5,0,"0.5","<0.01","Up",NA
"PC O-34:4",-0.242,0.148954579,-0.2,0.15,"-0.2","0.15","NS",NA
"PC O-36:4",-0.0802,0.651379755,-0.1,0.65,"-0.1","0.65","NS",NA
"PC O-36:5",0.0709,0.660190785,0.1,0.66,"0.1","0.66","NS",NA
"PC O-38:6",-0.0743,0.654028029,-0.1,0.65,"-0.1","0.65","NS",NA
"PC(20:0/8:0(COOH))",0.868,0.000577548,0.9,0,"0.9","<0.01","Up","PC(20:0/8:0(COOH))"
"PE 32:1",0.0298,0.815717863,0,0.82,"0.0","0.82","NS",NA
"PE 34:1",-0.0907,0.623248034,-0.1,0.62,"-0.1","0.62","NS",NA
"PE 34:4",-0.427,0.036618502,-0.4,0.04,"-0.4","0.04","Down",NA
"PI 34:1",0.262,0.045478384,0.3,0.05,"0.3","0.05","NS",NA
"PI 36:2",0.158,0.332580272,0.2,0.33,"0.2","0.33","NS",NA
"PI 36:4",0.0226,0.861151977,0,0.86,"0.0","0.86","NS",NA
"PI 38:3",-0.00198,0.990472762,0,0.99,"-0.0","0.99","NS",NA
"PI 38:5",0.251,0.100020747,0.3,0.1,"0.3","0.10","NS",NA
"[CE 14:0 +NH4]",-0.00523,0.958522645,0,0.96,"-0.0","0.96","NS",NA
"[CE 16:0 +H]",-0.275,0.133609096,-0.3,0.13,"-0.3","0.13","NS",NA
"[CE 16:0 +NH4]",0.0248,0.843739899,0,0.84,"0.0","0.84","NS",NA
"[CE 16:1 +NH4]",-0.185,0.091775587,-0.2,0.09,"-0.2","0.09","NS",NA
"[CE 16:3 +K]",0.0987,0.392378856,0.1,0.39,"0.1","0.39","NS",NA
"[CE 18:0 +Na]",0.753,0.023934132,0.8,0.02,"0.8","0.02","Up",NA
"[CE 18:0 +NH4]",0.0067,0.953619907,0,0.95,"0.0","0.95","NS",NA
"[CE 18:3 +Na]",-0.124,0.262247216,-0.1,0.26,"-0.1","0.26","NS",NA
"[CE 20:3 +Na]",-0.0419,0.688785964,0,0.69,"-0.0","0.69","NS",NA
"[CE 20:4 +NH4]",-0.0368,0.710270205,0,0.71,"-0.0","0.71","NS",NA
"[CE 22:2 +K]",6.14e-05,0.999468295,0,1,"0.0","1.00","NS",NA
"[CE 22:6 +NH4]",0.0203,0.832957977,0,0.83,"0.0","0.83","NS",NA
"[CE 24:1 +Na]",-0.541,0.056665075,-0.5,0.06,"-0.5","0.06","Down",NA
"[TG34:2] NL 20:0",-0.0949,0.362550405,-0.1,0.36,"-0.1","0.36","NS",NA
"[TG36:0] NL 18:0",-0.114,0.465899079,-0.1,0.47,"-0.1","0.47","NS",NA
"[TG38:0] NL 20:0",-0.433,0.275117053,-0.4,0.28,"-0.4","0.28","NS",NA
"[TG44:4] NL 20:0",-0.315,0.379509118,-0.3,0.38,"-0.3","0.38","NS",NA
"[TG44:5] NL 20:0",-0.435,0.306879443,-0.4,0.31,"-0.4","0.31","NS",NA
"[TG46:0] NL 16:0",-0.00276,0.980316726,0,0.98,"-0.0","0.98","NS",NA
"[TG48:7",0.0722,0.660637553,0.1,0.66,"0.1","0.66","NS",NA
"[TG48:8",0.0533,0.543742649,0.1,0.54,"0.1","0.54","NS",NA
"[TG50:7",0.255,0.051627161,0.3,0.05,"0.3","0.05","NS",NA
"[TG50:8",0.167,0.100051149,0.2,0.1,"0.2","0.10","NS",NA
"[TG50:8.1",0.418,0.002287115,0.4,0,"0.4","<0.01","Up",NA
"[TG52:8",0.0845,0.375738502,0.1,0.38,"0.1","0.38","NS",NA
"[TG52:8.1",0.175,0.077593323,0.2,0.08,"0.2","0.08","NS",NA
"Cer(d14:1/20:0)",-0.141,0.614805404,-0.1,0.61,"-0.1","0.61","NS",NA
"Cer(d14:1/24:0(2OH))",0.0997,0.597460953,0.1,0.6,"0.1","0.60","NS",NA
"Cer(d14:2/20:0)",-0.333,0.376933967,-0.3,0.38,"-0.3","0.38","NS",NA
"Cer(d18:0/20:0(2OH))",0.0555,0.863037675,0.1,0.86,"0.1","0.86","NS",NA
"Cer(d18:1/16:0)",-0.197,0.366150351,-0.2,0.37,"-0.2","0.37","NS",NA
"Cer(d18:1/18:0)",0.11,0.349854738,0.1,0.35,"0.1","0.35","NS",NA
"Cer(d18:1/22:0)",-0.175,0.393168346,-0.2,0.39,"-0.2","0.39","NS",NA
"Cer(d18:1/24:0)",-0.0621,0.610899067,-0.1,0.61,"-0.1","0.61","NS",NA
"Cer(d18:1/24:1)",-0.181,0.292737641,-0.2,0.29,"-0.2","0.29","NS",NA
"Cer(d18:2/24:0)",0.123,0.476565482,0.1,0.48,"0.1","0.48","NS",NA
"CerP(d18:1/24:1)",0.182,0.177327088,0.2,0.18,"0.2","0.18","NS",NA
"DG 30:0 NL 14:0",0.069,0.627025858,0.1,0.63,"0.1","0.63","NS",NA
