"name","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","label"
"PC 32:3",0.0789,0.484896444,0.1,0.48,"0.1","0.48","NS",NA
"PC 32:4",-0.00488,0.966196005,0,0.97,"-0.0","0.97","NS",NA
"PC 32:5",0.144,0.237443648,0.1,0.24,"0.1","0.24","NS",NA
"PC 32:6",-0.745,0.200529325,-0.7,0.2,"-0.7","0.20","NS",NA
"PC 34:0",0.204,0.217256956,0.2,0.22,"0.2","0.22","NS",NA
"PC 34:1",0.386,0.066848311,0.4,0.07,"0.4","0.07","Up",NA
"PC 34:2",-0.0162,0.91817557,0,0.92,"-0.0","0.92","NS",NA
"PC 34:3",-0.079,0.634208285,-0.1,0.63,"-0.1","0.63","NS",NA
"PC 34:6",0.112,0.431660321,0.1,0.43,"0.1","0.43","NS",NA
"PC 36:1",0.168,0.418547909,0.2,0.42,"0.2","0.42","NS",NA
"PC 36:2",0.172,0.337550271,0.2,0.34,"0.2","0.34","NS",NA
"PC 36:3",0.0929,0.589079705,0.1,0.59,"0.1","0.59","NS",NA
"PC 36:4",0.324,0.024167529,0.3,0.02,"0.3","0.02","NS",NA
"PC 36:5",-0.246,0.136927795,-0.2,0.14,"-0.2","0.14","NS",NA
"PC 36:6",0.23,0.176765692,0.2,0.18,"0.2","0.18","NS",NA
"PC 36:7",0.309,0.127536452,0.3,0.13,"0.3","0.13","NS",NA
"PC 38:1",0.325,0.053207769,0.3,0.05,"0.3","0.05","NS",NA
"PC 38:2",0.246,0.21669603,0.2,0.22,"0.2","0.22","NS",NA
"PC 38:3",0.279,0.132846473,0.3,0.13,"0.3","0.13","NS",NA
"PC 38:4",0.122,0.416107168,0.1,0.42,"0.1","0.42","NS",NA
"PC 38:5",0.0556,0.729236114,0.1,0.73,"0.1","0.73","NS",NA
"PC 38:6",0.337,0.044439598,0.3,0.04,"0.3","0.04","NS",NA
"PC 38:7",-0.0861,0.662264323,-0.1,0.66,"-0.1","0.66","NS",NA
"PC 40:1",0.178,0.153018041,0.2,0.15,"0.2","0.15","NS",NA
"PC 40:2",0.183,0.346831981,0.2,0.35,"0.2","0.35","NS",NA
"PC 40:3",0.126,0.329151486,0.1,0.33,"0.1","0.33","NS",NA
"PC 40:4",0.00399,0.979552083,0,0.98,"0.0","0.98","NS",NA
"PC 40:5",0.316,0.036290974,0.3,0.04,"0.3","0.04","NS",NA
"PC 40:6",0.155,0.113513515,0.2,0.11,"0.2","0.11","NS",NA
"PC 40:7",-0.0274,0.833602757,0,0.83,"-0.0","0.83","NS",NA
"PC 42:0",0.0309,0.824564944,0,0.82,"0.0","0.82","NS",NA
"PC 42:1",0.213,0.080146913,0.2,0.08,"0.2","0.08","NS",NA
"PC 42:10",0.0864,0.512585679,0.1,0.51,"0.1","0.51","NS",NA
"PC 42:11",0.26,0.055229275,0.3,0.06,"0.3","0.06","NS",NA
"PC 42:2",0.299,0.01415634,0.3,0.01,"0.3","0.01","NS",NA
"PC 42:3",0.0422,0.740154939,0,0.74,"0.0","0.74","NS",NA
"PC 42:4",-0.0456,0.670334727,0,0.67,"-0.0","0.67","NS",NA
"PC 42:5",0.0851,0.392316346,0.1,0.39,"0.1","0.39","NS",NA
"PC 42:6",0.21,0.122557596,0.2,0.12,"0.2","0.12","NS",NA
"PC 42:7",0.113,0.406372501,0.1,0.41,"0.1","0.41","NS",NA
"PC 42:8",-0.045,0.652004678,0,0.65,"-0.0","0.65","NS",NA
"PC 42:9",-0.072,0.651839522,-0.1,0.65,"-0.1","0.65","NS",NA
"PC 44:0",0.0702,0.403508167,0.1,0.4,"0.1","0.40","NS",NA
"PC 44:1",0.109,0.350009935,0.1,0.35,"0.1","0.35","NS",NA
"PC 44:2",0.0916,0.340114769,0.1,0.34,"0.1","0.34","NS",NA
"PC 44:5",0.0884,0.345808618,0.1,0.35,"0.1","0.35","NS",NA
"PC 44:8",0.114,0.152951788,0.1,0.15,"0.1","0.15","NS",NA
"PC 46:1",0.0496,0.616117524,0,0.62,"0.0","0.62","NS",NA
"PC 46:2",-0.0372,0.732606085,0,0.73,"-0.0","0.73","NS",NA
"PC 48:2",0.013,0.891790792,0,0.89,"0.0","0.89","NS",NA
"PC O-24:6",-0.553,0.281071403,-0.6,0.28,"-0.6","0.28","NS",NA
"PC O-28:0",-0.045,0.757386771,0,0.76,"-0.0","0.76","NS",NA
"PC O-28:1",0.0232,0.891751963,0,0.89,"0.0","0.89","NS",NA
"PC O-30:1",0.237,0.105620927,0.2,0.11,"0.2","0.11","NS",NA
"PC O-30:6",-0.351,0.030306452,-0.4,0.03,"-0.4","0.03","NS",NA
"PC O-32:0",0.368,0.100202605,0.4,0.1,"0.4","0.10","NS",NA
"PC O-32:1",0.276,0.164602135,0.3,0.16,"0.3","0.16","NS",NA
"PC O-32:2",0.259,0.046982126,0.3,0.05,"0.3","0.05","NS",NA
"PC O-32:3",0.103,0.431085889,0.1,0.43,"0.1","0.43","NS",NA
"PC O-32:6",-0.669,0.164279333,-0.7,0.16,"-0.7","0.16","NS",NA
"PC O-34:0",0.39,0.044596387,0.4,0.04,"0.4","0.04","Up",NA
"PC O-34:1",0.553,0.014790998,0.6,0.01,"0.6","0.01","Up",NA
"PC O-34:2",0.0925,0.610793671,0.1,0.61,"0.1","0.61","NS",NA
"PC O-34:3",0.305,0.047152948,0.3,0.05,"0.3","0.05","NS",NA
"PC O-34:5",-1.98,0.06713832,-2,0.07,"-2.0","0.07","Down",NA
"PC O-36:1",0.217,0.316575954,0.2,0.32,"0.2","0.32","NS",NA
"PC O-36:2",-0.223,0.238432361,-0.2,0.24,"-0.2","0.24","NS",NA
"PC O-36:3",0.286,0.156149521,0.3,0.16,"0.3","0.16","NS",NA
"PC O-36:6",0.0267,0.873458781,0,0.87,"0.0","0.87","NS",NA
"PC O-38:1",0.31,0.127403626,0.3,0.13,"0.3","0.13","NS",NA
"PC O-38:2",0.295,0.046629277,0.3,0.05,"0.3","0.05","NS",NA
"PC O-38:3",0.32,0.084072334,0.3,0.08,"0.3","0.08","NS",NA
"PC O-38:4",0.387,0.035163886,0.4,0.04,"0.4","0.04","Up",NA
"PC O-38:5",0.429,0.028704313,0.4,0.03,"0.4","0.03","Up",NA
"PC O-38:7",0.0264,0.866192759,0,0.87,"0.0","0.87","NS",NA
"PC O-40:2",0.366,0.051892233,0.4,0.05,"0.4","0.05","NS",NA
"PC O-40:3",0.256,0.038635379,0.3,0.04,"0.3","0.04","NS",NA
"PC O-40:4",0.353,0.064847264,0.4,0.06,"0.4","0.06","NS",NA
"PC O-40:5",0.369,0.009404955,0.4,0.01,"0.4","<0.01","NS",NA
"PC O-40:6",0.717,0.008253824,0.7,0.01,"0.7","<0.01","Up",NA
"PC O-40:7",0.0475,0.748832171,0,0.75,"0.0","0.75","NS",NA
"PC O-42:5",0.138,0.222670996,0.1,0.22,"0.1","0.22","NS",NA
"PC O-42:6",0.206,0.02473259,0.2,0.02,"0.2","0.02","NS",NA
"PC O-42:7",-0.128,0.212461341,-0.1,0.21,"-0.1","0.21","NS",NA
"PC O-44:2",-0.00749,0.930613728,0,0.93,"-0.0","0.93","NS",NA
"PC O-44:6",-0.00655,0.946980043,0,0.95,"-0.0","0.95","NS",NA
"PC(16:0)",0.109,0.538702683,0.1,0.54,"0.1","0.54","NS",NA
"PC(16:0/8:0(COOH))",0.0759,0.588280457,0.1,0.59,"0.1","0.59","NS",NA
"PC(34:4)",-1.38,0.021230382,-1.4,0.02,"-1.4","0.02","Down",NA
"PC(O-40:1)",-0.112,0.724957191,-0.1,0.72,"-0.1","0.72","NS",NA
"PC(P-30:1)",-0.173,0.131399252,-0.2,0.13,"-0.2","0.13","NS",NA
"PE 32:0",-0.0293,0.782703105,0,0.78,"-0.0","0.78","NS",NA
"PE 32:2",-0.122,0.121315241,-0.1,0.12,"-0.1","0.12","NS",NA
"PE 34:0",0.0381,0.78938166,0,0.79,"0.0","0.79","NS",NA
"PE 34:2",0.244,0.226993293,0.2,0.23,"0.2","0.23","NS",NA
"PE 34:3",-0.105,0.440656137,-0.1,0.44,"-0.1","0.44","NS",NA
"PE 36:0",-0.188,0.278066728,-0.2,0.28,"-0.2","0.28","NS",NA
"PE 36:1",0.233,0.145343235,0.2,0.15,"0.2","0.15","NS",NA
"PE 36:2",0.129,0.340324845,0.1,0.34,"0.1","0.34","NS",NA
"PE 36:3",-0.265,0.112058375,-0.3,0.11,"-0.3","0.11","NS",NA
"PE 36:4",0.0631,0.670172125,0.1,0.67,"0.1","0.67","NS",NA
"PE 36:5",-0.183,0.121428937,-0.2,0.12,"-0.2","0.12","NS",NA
"PE 36:7",0.089,0.38990006,0.1,0.39,"0.1","0.39","NS",NA
"PE 38:0",-0.249,0.012331097,-0.2,0.01,"-0.2","0.01","NS",NA
"PE 38:1",0.119,0.236717172,0.1,0.24,"0.1","0.24","NS",NA
"PE 38:2",0.243,0.095395217,0.2,0.1,"0.2","0.10","NS",NA
"PE 38:3",0.207,0.137527744,0.2,0.14,"0.2","0.14","NS",NA
"PE 38:4",0.164,0.31306272,0.2,0.31,"0.2","0.31","NS",NA
"PE 38:5",0.221,0.151482639,0.2,0.15,"0.2","0.15","NS",NA
"PE 38:6",-0.0284,0.819565459,0,0.82,"-0.0","0.82","NS",NA
"PE 40:1",0.00819,0.944456545,0,0.94,"0.0","0.94","NS",NA
"PE 40:2",0.00103,0.993256718,0,0.99,"0.0","0.99","NS",NA
"PE 40:3",-0.0441,0.666698863,0,0.67,"-0.0","0.67","NS",NA
"PE 40:4",0.0983,0.338187229,0.1,0.34,"0.1","0.34","NS",NA
"PE 40:5",0.0461,0.674824617,0,0.67,"0.0","0.67","NS",NA
"PE 40:6",0.245,0.168797597,0.2,0.17,"0.2","0.17","NS",NA
"PE 40:7",-0.106,0.332018521,-0.1,0.33,"-0.1","0.33","NS",NA
"PE 42:1",-0.0888,0.386711112,-0.1,0.39,"-0.1","0.39","NS",NA
"PE O-34:0",-0.0661,0.620591988,-0.1,0.62,"-0.1","0.62","NS",NA
"PE O-34:1",0.134,0.341114219,0.1,0.34,"0.1","0.34","NS",NA
"PE O-34:2",-0.0985,0.461335655,-0.1,0.46,"-0.1","0.46","NS",NA
"PE O-36:1",-0.0711,0.675915681,-0.1,0.68,"-0.1","0.68","NS",NA
"PE O-36:2",0.164,0.373502694,0.2,0.37,"0.2","0.37","NS",NA
"PE O-36:3",0.0724,0.367171186,0.1,0.37,"0.1","0.37","NS",NA
"PE O-36:4",-0.12,0.381284448,-0.1,0.38,"-0.1","0.38","NS",NA
"PE O-36:5",-0.0945,0.391259918,-0.1,0.39,"-0.1","0.39","NS",NA
"PE O-38:1",-0.0219,0.791928394,0,0.79,"-0.0","0.79","NS",NA
"PE O-38:3",-0.0295,0.817576017,0,0.82,"-0.0","0.82","NS",NA
"PE O-38:4",0.362,0.009179513,0.4,0.01,"0.4","<0.01","NS",NA
"PE O-38:5",0.0806,0.600281278,0.1,0.6,"0.1","0.60","NS",NA
"PE O-38:6",-0.279,0.016373544,-0.3,0.02,"-0.3","0.02","NS",NA
"PE O-40:4",0.0452,0.573032363,0,0.57,"0.0","0.57","NS",NA
"PE O-40:5",-0.0787,0.559372247,-0.1,0.56,"-0.1","0.56","NS",NA
"PE O-40:6",0.0229,0.840013424,0,0.84,"0.0","0.84","NS",NA
"PE(O-38:2)",-0.12,0.381192828,-0.1,0.38,"-0.1","0.38","NS",NA
"PE(O-40:2)",-0.0456,0.65058498,0,0.65,"-0.0","0.65","NS",NA
"PG 20:0",-0.214,0.200809708,-0.2,0.2,"-0.2","0.20","NS",NA
"PG 34:1",-0.419,0.002803991,-0.4,0,"-0.4","<0.01","Down",NA
"PG 34:4",-0.392,0.011804972,-0.4,0.01,"-0.4","0.01","Down",NA
"PG 36:1",0.0809,0.315642617,0.1,0.32,"0.1","0.32","NS",NA
"PI 32:1",-0.211,0.100135513,-0.2,0.1,"-0.2","0.10","NS",NA
"PI 34:0",-0.307,0.005371327,-0.3,0.01,"-0.3","<0.01","NS",NA
"PI 34:2",-0.172,0.09569889,-0.2,0.1,"-0.2","0.10","NS",NA
"PI 36:0",-0.174,0.1640503,-0.2,0.16,"-0.2","0.16","NS",NA
"PI 36:1",0.0474,0.829279507,0,0.83,"0.0","0.83","NS",NA
"PI 36:3",-0.154,0.123737915,-0.2,0.12,"-0.2","0.12","NS",NA
"PI 38:1",0.0401,0.697727461,0,0.7,"0.0","0.70","NS",NA
"PI 38:2",-0.234,0.092154772,-0.2,0.09,"-0.2","0.09","NS",NA
"PI 38:4",-0.0352,0.835923594,0,0.84,"-0.0","0.84","NS",NA
"PI 40:4",-0.0187,0.891191622,0,0.89,"-0.0","0.89","NS",NA
"PI 40:5",-0.137,0.164850578,-0.1,0.16,"-0.1","0.16","NS",NA
"PI 40:6",-0.104,0.392492569,-0.1,0.39,"-0.1","0.39","NS",NA
"PI O-34:1",-0.0821,0.437989848,-0.1,0.44,"-0.1","0.44","NS",NA
"PI O-36:1",0.0861,0.414785865,0.1,0.41,"0.1","0.41","NS",NA
"PI O-38:1",-0.125,0.159144941,-0.1,0.16,"-0.1","0.16","NS",NA
"PI O-38:2",0.0555,0.59522407,0.1,0.6,"0.1","0.60","NS",NA
"PI O-38:3",-0.155,0.124872196,-0.2,0.12,"-0.2","0.12","NS",NA
"PI O-38:4",-0.175,0.071792577,-0.2,0.07,"-0.2","0.07","NS",NA
"PS 32:1",-0.0706,0.341070664,-0.1,0.34,"-0.1","0.34","NS",NA
"PS 34:0",0.012,0.927741269,0,0.93,"0.0","0.93","NS",NA
"PS 34:1",-0.0771,0.765242611,-0.1,0.77,"-0.1","0.77","NS",NA
"PS 34:4",-0.109,0.481097696,-0.1,0.48,"-0.1","0.48","NS",NA
"PS 34:5",0.0073,0.940774552,0,0.94,"0.0","0.94","NS",NA
"PS 36:0",-0.0927,0.508546798,-0.1,0.51,"-0.1","0.51","NS",NA
"PS 36:1",-0.0191,0.946732804,0,0.95,"-0.0","0.95","NS",NA
"PS 36:2",-0.162,0.271915191,-0.2,0.27,"-0.2","0.27","NS",NA
"PS 36:8",0.0502,0.715376963,0.1,0.72,"0.1","0.72","NS",NA
"PS 38:1",-0.0284,0.827056126,0,0.83,"-0.0","0.83","NS",NA
"PS 38:2",-0.11,0.267972561,-0.1,0.27,"-0.1","0.27","NS",NA
"PS 38:3",0.0704,0.534492528,0.1,0.53,"0.1","0.53","NS",NA
"PS 38:4",-0.205,0.075804196,-0.2,0.08,"-0.2","0.08","NS",NA
"PS 38:8",-0.0401,0.688435392,0,0.69,"-0.0","0.69","NS",NA
"PS 40:1",0.17,0.25551083,0.2,0.26,"0.2","0.26","NS",NA
