"name","ratio","padj","ratio_round","padj_round","ratio_display","padj_display","direction","label"
"[CE 18:1 +NH4]",-0.361,0.009868737,-0.4,0.01,"-0.4","<0.01","NS",NA
"[DG 38:1",-0.379,0.004028075,-0.4,0,"-0.4","<0.01","Down",NA
"DG 32:0 NL 16:0",-0.184,0.145845523,-0.2,0.15,"-0.2","0.15","NS",NA
"DG 34:0 NL 16:0",-0.0504,0.655917302,-0.1,0.66,"-0.1","0.66","NS",NA
"DG 40:6 NL 16:1",-0.26,0.007403724,-0.3,0.01,"-0.3","<0.01","NS",NA
"PC 34:5",0.19,0.24155568,0.2,0.24,"0.2","0.24","NS",NA
"PC O-30:0",0.415,0.00742504,0.4,0.01,"0.4","<0.01","Up",NA
"PC O-34:4",0.0819,0.613504833,0.1,0.61,"0.1","0.61","NS",NA
"PC O-36:4",0.782,0.000463745,0.8,0,"0.8","<0.01","Up","PC O-36:4"
"PC O-36:5",0.173,0.289829758,0.2,0.29,"0.2","0.29","NS",NA
"PC O-38:6",0.789,0.000231404,0.8,0,"0.8","<0.01","Up","PC O-38:6"
"PC(20:0/8:0(COOH))",-0.507,0.022085101,-0.5,0.02,"-0.5","0.02","Down",NA
"PE 32:1",-0.211,0.115458403,-0.2,0.12,"-0.2","0.12","NS",NA
"PE 34:1",0.136,0.463454636,0.1,0.46,"0.1","0.46","NS",NA
"PE 34:4",0.119,0.531943783,0.1,0.53,"0.1","0.53","NS",NA
"PI 34:1",-0.273,0.038147556,-0.3,0.04,"-0.3","0.04","NS",NA
"PI 36:2",-0.305,0.072624279,-0.3,0.07,"-0.3","0.07","NS",NA
"PI 36:4",-0.378,0.00966408,-0.4,0.01,"-0.4","<0.01","NS",NA
"PI 38:3",-0.17,0.313782766,-0.2,0.31,"-0.2","0.31","NS",NA
"PI 38:5",-0.636,0.000506502,-0.6,0,"-0.6","<0.01","Down","PI 38:5"
"[CE 14:0 +NH4]",-0.128,0.215257198,-0.1,0.22,"-0.1","0.22","NS",NA
"[CE 16:0 +H]",-0.258,0.156378819,-0.3,0.16,"-0.3","0.16","NS",NA
"[CE 16:0 +NH4]",-0.0915,0.470918847,-0.1,0.47,"-0.1","0.47","NS",NA
"[CE 16:1 +NH4]",-0.129,0.22714764,-0.1,0.23,"-0.1","0.23","NS",NA
"[CE 16:3 +K]",-0.307,0.015604046,-0.3,0.02,"-0.3","0.02","NS",NA
"[CE 18:0 +Na]",-0.209,0.49435586,-0.2,0.49,"-0.2","0.49","NS",NA
"[CE 18:0 +NH4]",-0.26,0.036935143,-0.3,0.04,"-0.3","0.04","NS",NA
"[CE 18:3 +Na]",-0.114,0.300475016,-0.1,0.3,"-0.1","0.30","NS",NA
"[CE 20:3 +Na]",-0.0978,0.356058562,-0.1,0.36,"-0.1","0.36","NS",NA
"[CE 20:4 +NH4]",-0.0233,0.813839394,0,0.81,"-0.0","0.81","NS",NA
"[CE 22:2 +K]",0.0519,0.57542463,0.1,0.58,"0.1","0.58","NS",NA
"[CE 22:6 +NH4]",-0.107,0.277538621,-0.1,0.28,"-0.1","0.28","NS",NA
"[CE 24:1 +Na]",0.186,0.488081252,0.2,0.49,"0.2","0.49","NS",NA
"[TG34:2] NL 20:0",-0.0673,0.515306286,-0.1,0.52,"-0.1","0.52","NS",NA
"[TG36:0] NL 18:0",0.165,0.294668304,0.2,0.29,"0.2","0.29","NS",NA
"[TG38:0] NL 20:0",-0.083,0.830703689,-0.1,0.83,"-0.1","0.83","NS",NA
"[TG44:4] NL 20:0",0.0268,0.939586337,0,0.94,"0.0","0.94","NS",NA
"[TG44:5] NL 20:0",-0.122,0.770146027,-0.1,0.77,"-0.1","0.77","NS",NA
"[TG46:0] NL 16:0",-0.0868,0.441952286,-0.1,0.44,"-0.1","0.44","NS",NA
"[TG48:7",-0.364,0.039972916,-0.4,0.04,"-0.4","0.04","NS",NA
"[TG48:8",-0.063,0.473596523,-0.1,0.47,"-0.1","0.47","NS",NA
"[TG50:7",-0.276,0.037547255,-0.3,0.04,"-0.3","0.04","NS",NA
"[TG50:8",-0.146,0.147368189,-0.1,0.15,"-0.1","0.15","NS",NA
"[TG50:8.1",-0.388,0.003929792,-0.4,0,"-0.4","<0.01","Down",NA
"[TG52:8",-0.0404,0.668603315,0,0.67,"-0.0","0.67","NS",NA
"[TG52:8.1",-0.18,0.07045953,-0.2,0.07,"-0.2","0.07","NS",NA
"Cer(d14:1/20:0)",0.115,0.682704879,0.1,0.68,"0.1","0.68","NS",NA
"Cer(d14:1/24:0(2OH))",-0.104,0.580593516,-0.1,0.58,"-0.1","0.58","NS",NA
"Cer(d14:2/20:0)",-0.0666,0.858085326,-0.1,0.86,"-0.1","0.86","NS",NA
"Cer(d18:0/20:0(2OH))",-0.431,0.193714597,-0.4,0.19,"-0.4","0.19","NS",NA
"Cer(d18:1/16:0)",0.0172,0.936092525,0,0.94,"0.0","0.94","NS",NA
"Cer(d18:1/18:0)",-0.0722,0.536798166,-0.1,0.54,"-0.1","0.54","NS",NA
"Cer(d18:1/22:0)",0.187,0.362885351,0.2,0.36,"0.2","0.36","NS",NA
"Cer(d18:1/24:0)",0.315,0.019018396,0.3,0.02,"0.3","0.02","NS",NA
"Cer(d18:1/24:1)",0.25,0.152630719,0.2,0.15,"0.2","0.15","NS",NA
"Cer(d18:2/24:0)",0.237,0.180115027,0.2,0.18,"0.2","0.18","NS",NA
"CerP(d18:1/24:1)",0.13,0.32953402,0.1,0.33,"0.1","0.33","NS",NA
"DG 30:0 NL 14:0",-0.36,0.021027427,-0.4,0.02,"-0.4","0.02","NS",NA
"DG 30:1 NL 14:1",-0.238,0.047152176,-0.2,0.05,"-0.2","0.05","NS",NA
"DG 30:1 NL 16:0",-0.267,0.322771781,-0.3,0.32,"-0.3","0.32","NS",NA
"DG 30:2 NL 16:0",-0.278,0.501014387,-0.3,0.5,"-0.3","0.50","NS",NA
"DG 30:2 NL 16:1",-0.317,0.1263694,-0.3,0.13,"-0.3","0.13","NS",NA
"DG 30:2 NL 20:0",-0.362,0.108009389,-0.4,0.11,"-0.4","0.11","NS",NA
"DG 30:3 NL 16:1",-0.295,0.363103151,-0.3,0.36,"-0.3","0.36","NS",NA
"DG 30:3 NL 20:0",-0.383,0.232635141,-0.4,0.23,"-0.4","0.23","NS",NA
"DG 32:1 NL 16:0",-0.254,0.031477823,-0.3,0.03,"-0.3","0.03","NS",NA
"DG 32:1 NL 16:1",-0.253,0.088515375,-0.3,0.09,"-0.3","0.09","NS",NA
"DG 32:5 NL 18:1",-0.0773,0.749574303,-0.1,0.75,"-0.1","0.75","NS",NA
"DG 34:0 NL 18:0",0.00755,0.961673612,0,0.96,"0.0","0.96","NS",NA
"DG 34:0 NL 20:0",-0.112,0.441455917,-0.1,0.44,"-0.1","0.44","NS",NA
"DG 34:1 NL 16:0",-0.327,0.020104578,-0.3,0.02,"-0.3","0.02","NS",NA
"DG 34:1 NL 16:1",-0.153,0.142462888,-0.2,0.14,"-0.2","0.14","NS",NA
"DG 34:1 NL 18:1",-0.536,0.001220368,-0.5,0,"-0.5","<0.01","Down","DG 34:1 NL 18:1"
"DG 34:1 NL 20:0",-0.251,0.34558372,-0.3,0.35,"-0.3","0.35","NS",NA
"DG 34:2 NL 16:1",-0.22,0.178647893,-0.2,0.18,"-0.2","0.18","NS",NA
"DG 34:2 NL 18:1",-0.0812,0.535843334,-0.1,0.54,"-0.1","0.54","NS",NA
"DG 34:2 NL 20:0",-0.227,0.430239617,-0.2,0.43,"-0.2","0.43","NS",NA
"DG 34:3 NL 18:1",0.431,0.163351838,0.4,0.16,"0.4","0.16","NS",NA
"DG 36:0 NL 16:0",-0.103,0.399528558,-0.1,0.4,"-0.1","0.40","NS",NA
"DG 36:0 NL 18:0",0.000739,0.995448056,0,1,"0.0","1.00","NS",NA
"DG 36:1 NL 16:1",-0.181,0.123608242,-0.2,0.12,"-0.2","0.12","NS",NA
"DG 36:1 NL 18:0",-0.0631,0.495457163,-0.1,0.5,"-0.1","0.50","NS",NA
"DG 36:1 NL 18:1",-0.219,0.141260293,-0.2,0.14,"-0.2","0.14","NS",NA
"DG 36:2 NL 18:1",-0.403,0.005778989,-0.4,0.01,"-0.4","<0.01","Down",NA
"DG 36:5 NL 16:0",-0.185,0.396841993,-0.2,0.4,"-0.2","0.40","NS",NA
"DG 36:6 NL 16:0",-0.313,0.57369851,-0.3,0.57,"-0.3","0.57","NS",NA
"DG 36:6 NL 22:5",-0.159,0.596762448,-0.2,0.6,"-0.2","0.60","NS",NA
"DG 36:7 NL 16:0",-0.118,0.84984497,-0.1,0.85,"-0.1","0.85","NS",NA
"DG 36:7 NL 16:1",-0.241,0.455191274,-0.2,0.46,"-0.2","0.46","NS",NA
"DG 36:7 NL 20:0",-0.392,0.013848593,-0.4,0.01,"-0.4","0.01","Down",NA
"DG 36:7 NL 22:5",-0.211,0.610610385,-0.2,0.61,"-0.2","0.61","NS",NA
"DG 36:8 NL 22:6",-0.473,0.18503473,-0.5,0.19,"-0.5","0.19","NS",NA
"DG 38:0 NL 18:0",-0.059,0.642024393,-0.1,0.64,"-0.1","0.64","NS",NA
"DG 38:0 NL 20:0",0.0551,0.823042763,0.1,0.82,"0.1","0.82","NS",NA
"DG 40:5 NL 20:0",-0.131,0.410183285,-0.1,0.41,"-0.1","0.41","NS",NA
"DG 40:5 NL 22:5",-0.187,0.142564347,-0.2,0.14,"-0.2","0.14","NS",NA
"DG 40:6 NL 20:0",-0.323,0.302085742,-0.3,0.3,"-0.3","0.30","NS",NA
"DG 40:6 NL 22:6",-0.231,0.45099366,-0.2,0.45,"-0.2","0.45","NS",NA
"DG 40:7 NL 22:6",-0.235,0.088702819,-0.2,0.09,"-0.2","0.09","NS",NA
"DG 42:10 NL 22:5",-0.165,0.522972109,-0.2,0.52,"-0.2","0.52","NS",NA
"DG 42:11 NL 16:0",-0.203,0.596660695,-0.2,0.6,"-0.2","0.60","NS",NA
"DG 42:11 NL 22:5",-0.0504,0.926752881,-0.1,0.93,"-0.1","0.93","NS",NA
"LPC 16:0",0.00663,0.98400907,0,0.98,"0.0","0.98","NS",NA
"LPC 16:1",0.275,0.343611236,0.3,0.34,"0.3","0.34","NS",NA
"LPC 18:0",0.326,0.159173118,0.3,0.16,"0.3","0.16","NS",NA
"LPC 18:1",0.155,0.743225102,0.2,0.74,"0.2","0.74","NS",NA
"LPC 18:2",0.107,0.394073753,0.1,0.39,"0.1","0.39","NS",NA
"LPC 20:0",-0.0978,0.317768084,-0.1,0.32,"-0.1","0.32","NS",NA
"LPC 24:0",0.0293,0.835954202,0,0.84,"0.0","0.84","NS",NA
"LPC 26:0",0.0224,0.929669198,0,0.93,"0.0","0.93","NS",NA
"LPC O-18:1",-0.173,0.162389363,-0.2,0.16,"-0.2","0.16","NS",NA
"LPC O-20:4",0.0251,0.892639004,0,0.89,"0.0","0.89","NS",NA
"LPC O-20:5",-0.127,0.377689918,-0.1,0.38,"-0.1","0.38","NS",NA
"LPC(14:0)",0.122,0.480977799,0.1,0.48,"0.1","0.48","NS",NA
"LPC(20:1)",-0.247,0.109969059,-0.2,0.11,"-0.2","0.11","NS",NA
"LPE 18:0",0.082,0.630303488,0.1,0.63,"0.1","0.63","NS",NA
"LPE 18:1",0.0782,0.686966442,0.1,0.69,"0.1","0.69","NS",NA
"LPE 20:1",-0.0731,0.564654852,-0.1,0.56,"-0.1","0.56","NS",NA
"LPE(O-20:4)",-0.0958,0.666851911,-0.1,0.67,"-0.1","0.67","NS",NA
"LPI O-20:0",-0.0501,0.820056249,-0.1,0.82,"-0.1","0.82","NS",NA
"PC 14:0",-0.0127,0.943875212,0,0.94,"-0.0","0.94","NS",NA
"PC 18:0",0.0132,0.935338816,0,0.94,"0.0","0.94","NS",NA
"PC 22:0",0.0349,0.779209559,0,0.78,"0.0","0.78","NS",NA
"PC 24:0",-0.0823,0.614941226,-0.1,0.61,"-0.1","0.61","NS",NA
"PC 26:0",-0.308,0.40702436,-0.3,0.41,"-0.3","0.41","NS",NA
"PC 26:1",-0.0701,0.444308779,-0.1,0.44,"-0.1","0.44","NS",NA
"PC 28:0",-0.032,0.82604584,0,0.83,"-0.0","0.83","NS",NA
"PC 28:1",-0.0085,0.962372126,0,0.96,"-0.0","0.96","NS",NA
"PC 28:2",0.122,0.190155858,0.1,0.19,"0.1","0.19","NS",NA
"PC 28:6",-0.186,0.14449467,-0.2,0.14,"-0.2","0.14","NS",NA
"PC 30:0",0.652,0.001020146,0.7,0,"0.7","<0.01","Up","PC 30:0"
"PC 30:1",0.0722,0.638705426,0.1,0.64,"0.1","0.64","NS",NA
"PC 30:2",0.19,0.170546719,0.2,0.17,"0.2","0.17","NS",NA
"PC 30:3",-0.0944,0.448091275,-0.1,0.45,"-0.1","0.45","NS",NA
"PC 32:0",0.626,0.001603052,0.6,0,"0.6","<0.01","Up","PC 32:0"
"PC 32:1",0.207,0.306074684,0.2,0.31,"0.2","0.31","NS",NA
"PC 32:2",0.24,0.179580037,0.2,0.18,"0.2","0.18","NS",NA
