"[Select]","Gene Set Category","Gene Set ID","Gene Set Name","Gene Set Size","Count Overlap Gene","Percentage Genes in Gene Set","Fold Enrichment","log2 fold","P value","P value calc log_10","Bonferroni","Benjamini & Hochberg","Benjamini & Yekutieli","Overlaping Gene Symbols","Overlapping Gene IDs"
NA,"Direct GO Biological Processes","GO:0055085","transmembrane transport",116,40,6.024,4.18,2.064,8.05216948614841e-16,15.0940870924366,2.0130423715371e-12,2.0130423715371e-12,1.6912498309305e-11,"BCL2L1,SLC39A7,SLC9A6,SLC25A19,SLC39A11,SLC37A4,SLC25A14,SLC39A14,SPNS1,ABCA3,SLC25A5,SLC25A1,SLC23A2,SLC35F2,SFXN4,SLC25A10,SLC25A11,SLC7A8,SLC30A5,MFSD8,SLC11A2,SLC7A6,SLC7A11,SLC37A3,ABCB7,SLC25A6,TAP1,SLC25A17,ATP13A1,SLC30A7,GSDME,SLC25A12,ABCB10,SLC35E1,SLC46A3,ABCB1,SLC4A7,SLC39A1,SLC25A21,SLC25A4","992,4927,11079,14409,14463,4061,10984,20858,30621,33,10991,10979,10973,23615,16088,10980,10981,11066,19089,28486,10908,11064,11059,20651,48,10992,43,10987,24215,19306,2810,10982,41,20803,27501,40,11033,12876,14411,10990"
NA,"SLIM2 GO BP","GO:0055085","transmembrane transport",505,89,13.404,2.1364,1.095,1.45129970295243e-12,11.8382428936283,3.62824925738107e-09,1.81412462869053e-09,1.52412985188036e-08,"SEC61A1,ATP5PO,PMPCB,MFSD8,SLC6A9,SLC39A11,ATP5MG,ATP7A,ATP2A2,SLC35E1,SLC7A6,ATP1A1,SLC25A3,MCU,TIMM21,SLC25A15,PRKCE,SLC39A14,SLC37A4,ABCB1,TMEM94,SLC38A9,SLC19A1,ATP5F1C,ZDHHC13,TMEM63B,SLC23A2,SLC39A1,SLC25A14,NDUFS7,CACNB3,SLC35F2,ABCB7,SLC25A4,NDUFA9,GHITM,ATP11C,SLC30A5,ABCA3,ATP6V0A2,BCL2L1,SLC46A3,SPNS1,SLC7A8,MICU2,ATP5F1A,TRIB3,ANXA6,TIMM50,CPT2,UQCRC1,ABCB10,ATP13A1,SLC25A1,SLC4A7,SLC31A1,ATP6V0A1,SLC25A17,PHB2,SFXN4,TAP1,SLC30A7,SLC9A6,PEX1,STOM,SLC25A19,MEF2A,SLC25A5,SLC11A2,MCUR1,NIPSNAP2,SLC25A6,SLC37A3,AP4M1,GSDME,SLC25A10,SLC25A21,SLC6A15,SLC7A11,ATP5F1B,CRBN,ANO10,TIMM23,SLC39A7,SLC25A12,INPP5K,PEX13,SLC25A11,LRRC8E","18276,850,9119,28486,11056,14463,14247,869,812,20803,11064,799,10989,23526,25010,10985,9401,20858,4061,40,28983,26907,10937,833,18413,17735,10973,12876,10984,7714,1403,23615,48,10990,7693,17281,13554,19089,33,18481,992,27501,30621,11066,31830,823,16228,544,23656,2330,12585,41,24215,10979,11033,11016,865,10987,30306,16088,43,19306,11079,8850,3383,14409,6993,10991,10908,21097,4179,10992,20651,574,2810,10980,14411,13621,11059,830,30185,25519,17312,4927,10982,33882,8855,10981,26272"
NA,"Direct GO Biological Processes","GO:0006811","monoatomic ion transport",139,32,4.819,2.7907,1.481,6.24702573953834e-08,7.20432670463243,0.000156175643488459,1.95219554360573e-05,0.000164012960171595,"CACNB3,SLC23A2,MCUR1,ATP1A1,SLC11A2,SLC39A14,MCU,ATP5F1B,SLC4A7,SLC6A15,SLC39A11,ATP7A,SLC31A1,SLC9A6,SLC30A5,ATP2A2,SLC25A1,ATP6V0A2,SFXN4,ATP5F1C,TMEM94,TMEM63B,MFSD8,ATP5PO,SLC25A10,ATP5MG,LRRC8E,ATP5F1A,SLC39A7,SLC39A1,SLC30A7,ATP6V0A1","1403,10973,21097,799,10908,20858,23526,830,11033,13621,14463,869,11016,11079,19089,812,10979,18481,16088,833,28983,17735,28486,850,10980,14247,26272,823,4927,12876,19306,865"
NA,"Direct GO Biological Processes","GO:0006487","protein N-linked glycosylation",39,14,2.108,4.3515,2.122,1.27076917475889e-06,5.89593332846441,0.00317692293689723,0.000264743578074769,0.00222423302156826,"ALG1,STT3A,ALG2,MGAT4B,ALG11,ENTPD5,ALG8,RPN1,KRTCAP2,B4GALT7,DPAGT1,ALG9,ALG3,STT3B","18294,6172,23159,7048,32456,3367,23161,10381,28942,930,2995,15672,23056,30611"
NA,"Direct GO Biological Processes","GO:0006488","dolichol-linked oligosaccharide biosynthetic process",13,8,1.205,7.4597,2.899,1.82365963764651e-06,5.73905621386134,0.00455914909411627,0.000350703776470482,0.00294642433288425,"DPM1,ALG8,ALG11,ALG3,ALG9,DPAGT1,ALG1,ALG2","3005,23161,32456,23056,15672,2995,18294,23159"
NA,"SLIM2 GO BP","GO:0006629","lipid metabolic process",614,83,12.5,1.6386,0.712,2.82110815772933e-06,5.54958026322266,0.00705277039432332,0.000414868846724901,0.00348550471069352,"RDH14,MARCHF6,GPR180,SCAP,SLC30A5,PDK1,ATP1A1,ACOX3,SIRT3,GPAT4,ATP5F1A,OGT,TYSND1,NUDT8,SLC25A17,ECHS1,PTDSS1,MLYCD,KAT5,DDHD1,DPM1,CERS5,KBTBD2,ERLIN1,TRIB3,INPP5K,LPCAT1,FADS1,PTEN,PECR,PRKCE,MFSD8,NSDHL,PTGR3,LDLRAP1,PDK2,PLPP3,SGPL1,PEX13,PEDS1,PIGU,ATP5F1B,LPGAT1,GK,NUDT19,AGPAT3,HADHA,ETNK1,ACOT9,CTDNEP1,DGKE,CLN6,UGCG,ABCA3,HPS6,ERLIN2,PIGG,RDH11,PTPMT1,PCCA,SACM1L,SCD5,CPT2,GGCX,CHKA,PHB2,ACSS3,BCKDK,TM9SF2,SLC27A3,EPHX1,HSD17B12,PDSS1,SOAT1,HDHD5,GNPAT,AGPAT4,HADHB,IMPA2,ACAD9,LDAH,SPTLC2,ABHD16A","19979,30550,28899,30634,19089,8809,799,121,14931,20880,823,8127,28531,8055,10987,3151,9587,7150,5275,19714,3005,23749,21751,16947,16228,33882,25718,3574,9588,18281,9401,28486,13398,28697,18640,8810,9229,10817,8855,16735,15791,830,28985,4289,32036,326,4801,24649,17152,19085,2852,2077,12524,33,18817,1356,25985,17964,26965,8653,17059,21088,2330,4247,1937,30306,24723,16902,11865,10997,3401,18646,17759,11177,1843,4416,20885,4803,6051,21497,26145,11278,13921"
NA,"Direct GO Biological Processes","GO:0071577","zinc ion transmembrane transport",11,7,1.054,7.714,2.947,6.19773462197308e-06,5.20776702355981,0.0154943365549327,0.000860796475274039,0.00723194858616497,"SLC39A14,SLC30A7,SLC11A2,SLC39A1,SLC39A11,SLC39A7,SLC30A5","20858,19306,10908,12876,14463,4927,19089"
NA,"Direct GO Biological Processes","GO:0006486","protein glycosylation",88,20,3.012,2.755,1.462,2.30610269852257e-05,4.63712135601421,0.0576525674630643,0.00274536035538402,0.0230650397752989,"STT3A,ALG1,STT3B,DPM1,ALG9,DPAGT1,B4GALT7,ALG2,RPN1,GALNT16,ALG3,EDEM3,EXT1,GALNT10,KRTCAP2,OGT,ALG8,ENTPD5,MGAT4B,COG3","6172,18294,30611,3005,15672,2995,930,23159,10381,23233,23056,16787,3512,19873,28942,8127,23161,3367,7048,18619"
NA,"Direct GO Biological Processes","GO:0006629","lipid metabolic process",371,53,7.982,1.7317,0.792,4.55365042457402e-05,4.34164031243536,0.113841260614351,0.00385929322643597,0.0324237040859563,"ECHS1,PTDSS1,PDSS1,ETNK1,LPCAT1,PEDS1,UGCG,HADHB,SLC27A3,LDLRAP1,AGPAT4,CERS5,GNPAT,CHKA,PTEN,SGPL1,SCAP,HSD17B12,ACSS3,GPR180,EPHX1,LPGAT1,ACOT9,PECR,SCD5,ABHD16A,ATP5F1A,FADS1,ERLIN2,NSDHL,RDH14,PTPMT1,DGKE,CPT2,SOAT1,SPTLC2,MLYCD,INPP5K,HPS6,PTGR3,HADHA,ERLIN1,KBTBD2,AGPAT3,DDHD1,ACOX3,ATP5F1B,PCCA,SACM1L,RDH11,LDAH,GPAT4,PLPP3","3151,9587,17759,24649,25718,16735,12524,4803,10997,18640,20885,23749,4416,1937,9588,10817,30634,18646,24723,28899,3401,28985,17152,18281,21088,13921,823,3574,1356,13398,19979,26965,2852,2330,11177,11278,7150,33882,18817,28697,4801,16947,21751,326,19714,121,830,8653,17059,17964,26145,20880,9229"
NA,"Direct GO Biological Processes","GO:0035434","copper ion transmembrane transport",4,4,0.602,12.122,3.6,4.59300726148565e-05,4.33790286796752,0.114825181537141,0.00385929322643597,0.0324237040859563,"SLC39A11,SLC31A1,SLC46A3,SLC11A2","14463,11016,27501,10908"
