"[Select]","Gene Set Category","Gene Set ID","Gene Set Name","Gene Set Size","Count Overlap Gene","Percentage Genes in Gene Set","Fold Enrichment","log2 fold","P value","P value calc log_10","Bonferroni","Benjamini & Hochberg","Benjamini & Yekutieli","Overlaping Gene Symbols","Overlapping Gene IDs"
"","Direct GO Cellular Component","GO:0005789","endoplasmic reticulum membrane","596","82","15.327","2.0699","1.05","6.95940546078835e-11","10.1574278604078","1.73985136519709e-7","1.73985136519709e-7","0.00000146172945430202","ALG1,SLC30A5,SLC37A3,ATP11C,TMBIM6,PTDSS1,COPG1,ALG5,BNIP3,GGCX,NCLN,DERL1,PIGU,POM121C,CLN6,MGST2,SGPL1,SLC9A6,CTDNEP1,DERL2,DHCR7,TMEM63B,SPCS3,SCD5,TAPT1,SOAT1,SPTLC2,ERLIN1,SEC22A,ERAP1,SLC37A4,AGPAT3,VKORC1,ALG2,PEDS1,SLC39A7,ALG3,SACM1L,SEC61A1,COPA,GNAI3,ATP13A1,CYBC1,GPAT4,TMEM38B,MGST3,SGCE,SEC23B,ICMT,TXNDC11,EPHX1,BCAP29,RINT1,LRRC8E,REEP3,TAP1,SEC24C,KDELR1,GHITM,ATP2A2,PIGG,GALNT1,AGPAT4,ALG8,G6PC3,ALG11,ULK1,MARCHF6,UFL1,NSDHL,COPB1,FADS1,TMEM33,RDH14,ALG9,KRTCAP2,SCD,PKMYT1,SPTLC1,RAB3GAP2,RDH11,EXTL2","18294,19089,20651,13554,11723,9587,2236,20266,1084,4247,26923,28454,15791,34005,2077,7063,10817,11079,19085,17943,2860,17735,26212,21088,26887,11177,11278,16947,20260,18173,4061,326,23663,23159,16735,4927,23056,17059,18276,2230,4387,24215,28672,20880,25535,7064,10808,10702,5350,28030,3401,24131,21876,26272,23711,43,10705,6304,17281,812,25985,4123,20885,23161,24861,32456,12558,30550,23039,13398,2231,3574,25541,19979,15672,28942,10571,29650,11277,17168,17964,3516"
"","SLIM2 GO BP","GO:0006629","lipid metabolic process","614","78","14.579","1.9112","0.934","9.41286386586594e-9","8.02627822227774","0.0000235321596646648","0.0000117660798323324","0.0000988522686283668","TYSND1,NUDT19,AGPAT3,FASN,IMPA2,ACOT9,KAT5,DAGLB,SLC16A1,OGT,PIGG,INPP5K,ATP1A1,PRKAG1,SACM1L,SCD5,UGCG,ABCA3,CHST10,HPS6,ACSS3,PDK2,ABHD16A,PTDSS1,SGPL1,MGST3,DDHD1,GGCX,MARCHF6,HDHD5,GPCPD1,AGPAT4,FADS1,EFR3A,ACAD9,CTDNEP1,SPTLC2,PDSS1,MGST2,SLC30A5,RDH11,TM9SF2,SCD,VAC14,GPAT4,RDH14,DHCR7,ERLIN1,PHB2,NUDT8,SESN2,PRKCE,TMEM38B,MLYCD,EPHX1,DGKE,ATP5F1A,NSDHL,TRIB3,PRKACA,PTPMT1,PCCA,PTEN,PECR,LDAH,SPTLC1,SOAT1,PIGU,KBTBD2,PDK1,CLN6,DDHD2,ACOX3,CREM,PEDS1,MFSD8,FDPS,LDLRAP1","28531,32036,326,3594,6051,17152,5275,28923,10922,8127,25985,33882,799,9385,17059,21088,12524,33,19650,18817,24723,8810,13921,9587,10817,7064,19714,4247,30550,1843,26957,20885,3574,28970,21497,19085,11278,17759,7063,19089,17964,11865,10571,25507,20880,19979,2860,16947,30306,8055,20746,9401,25535,7150,3401,2852,823,13398,16228,9380,26965,8653,9588,18281,26145,11277,11177,15791,21751,8809,2077,29106,121,2352,16735,28486,3631,18640"
"","REACTOME pathway","R-HSA-382551","Transport of small molecules","242","41","7.664","2.5489","1.35","1.88181868662852e-8","7.72542222319892","0.0000470454671657131","0.000015681822388571","0.00013175022959453","LRRC8E,PCSK6,SLC12A2,PSMD6,LDLRAP1,ANO10,AP2A1,PRKACG,SOAT1,ERLIN1,SLC30A5,SLC31A1,SLC2A1,SLC7A5,SLC7A8,DERL2,MICU2,ABCB1,SLC16A1,ATP9A,CAND1,ATP1A1,PSMD2,TFRC,YME1L1,DERL1,GNB2,SLC6A9,SLC7A6,CES3,SLC6A15,ATP11C,ABCA3,PRKACA,SLC25A1,SLC9A6,GNB4,ATP7A,PSMD3,SLC39A7,PHB2","26272,8569,10911,9564,18640,25519,561,9382,11177,16947,19089,11016,11005,11063,11066,17943,31830,40,10922,13540,30688,799,9559,11763,12843,28454,4398,11056,11064,1865,13621,13554,33,9380,10979,11079,20731,869,9560,4927,30306"
"","SLIM2 GO CC","GO:0005783","endoplasmic reticulum","1052","114","21.308","1.6303","0.705","2.93069038459031e-8","7.53303006056753","0.0000732672596147578","0.0000183168149036895","0.000153888018191073","MGST2,SGPL1,SLC9A6,DHCR7,TMEM131L,TMEM63B,LDAH,SPCS3,C4A,SCD5,REEP3,CTDNEP1,MTMR12,DERL2,SOAT1,SPTLC2,ERLIN1,KRTCAP2,SLC37A4,INPP5K,AGPAT3,ARB2A,VKORC1,PRSS23,ALG2,ALG11,SEC22A,ENTPD5,ERAP1,GNAI3,SLC39A7,ALG3,SACM1L,COPA,PRKCE,TMEM38B,VAC14,ATP13A1,TIMM50,CYBC1,GPAT4,PDCD6IP,SEC61A1,MGST3,SGCE,SEC23B,EPHX1,CES3,BCAP29,HPS6,RINT1,SERPIND1,LRRC8E,ATP11C,ICMT,ATP1A1,TXNDC11,GALNT1,TAP1,SEC24C,KDELR1,ATP2A2,MAN1A1,PIGG,ZDHHC13,AGPAT4,ZDHHC18,ALG8,FYN,G6PC3,POM121C,GHITM,FADS1,ULK1,MARCHF6,COPB1,USO1,TMEM33,RGMA,RDH14,YIPF6,ALG9,TAPT1,UFL1,THADA,NSDHL,SCD,PKMYT1,SPTLC1,EXTL2,USP25,ALG1,TRAPPC9,SLC30A5,WNT5A,SLC37A3,PEDS1,RAB3GAP2,ATP7A,RDH11,GGCX,TMBIM6,PTDSS1,COPG1,BNIP3,PCSK6,CLN6,AMBRA1,NCLN,GHDC,DERL1,PIGU,SLC30A7,ALG5","7063,10817,11079,2860,29146,17735,26145,26212,1323,21088,23711,19085,18191,17943,11177,11278,16947,28942,4061,33882,326,25365,23663,14370,23159,32456,20260,3367,18173,4387,4927,23056,17059,2230,9401,25535,25507,24215,23656,28672,20880,8766,18276,7064,10808,10702,3401,1865,24131,18817,21876,4838,26272,13554,5350,799,28030,4123,43,10705,6304,812,6821,25985,18413,20885,20712,23161,4037,24861,34005,17281,3574,12558,30550,2231,30904,25541,30308,19979,28304,15672,26887,23039,19217,13398,10571,29650,11277,3516,12624,18294,30832,19089,12784,20651,16735,17168,869,17964,4247,11723,9587,2236,1084,8569,2077,25990,26923,24438,28454,15791,19306,20266"
"","SLIM2 GO BP","GO:0055085","transmembrane transport","505","64","11.963","1.9067","0.931","2.59690278912532e-7","6.58554430718111","0.000649225697281329","0.000129845139456266","0.00109088896119398","SLC25A15,USP9X,SLC16A1,TRIB3,ATP2A2,SLC7A8,TIMM50,SLC31A1,SLC2A1,SLC37A4,EXOC4,TCAF1,TMEM38B,ANO10,SLC12A2,PRKCE,ATP5F1A,SLC35E1,CACNB3,PHB2,MEF2A,MFSD8,SLC6A9,MICU2,SLC39A7,GNB2,SLC25A14,CRBN,SLC7A5,SLC6A15,TIMM23,SEC61A1,ABCA3,SLC25A1,ATP13A1,ZDHHC13,ABCB1,TMEM63B,TMBIM6,GHITM,INPP5K,ATP5F1C,SLC25A21,WWP2,SLC7A6,ATP11C,SLC30A5,SLC19A1,SLC30A7,ATP7A,SLC9A6,PRKACA,SLC46A3,SLC38A9,SLC23A2,ATP1A1,SLC37A3,SLC25A19,FYN,SESN2,LRRC8E,ORAI1,TAP1,MCU","10985,12632,10922,16228,812,11066,23656,11016,11005,4061,30389,22201,25535,25519,10911,9401,823,20803,1403,30306,6993,28486,11056,31830,4927,4398,10984,30185,11063,13621,17312,18276,33,10979,24215,18413,40,17735,11723,17281,33882,833,14411,16804,11064,13554,19089,10937,19306,869,11079,9380,27501,26907,10973,799,20651,14409,4037,20746,26272,25896,43,23526"
"","Direct GO Biological Processes","GO:0055085","transmembrane transport","116","24","4.486","3.1127","1.638","4.50284611214225e-7","6.34651289509558","0.00112571152803556","0.000173506168262979","0.00145770542085559","SLC12A2,SLC23A2,SLC25A21,TAP1,ATP13A1,SLC46A3,ABCB1,SLC25A14,SLC35E1,SLC16A1,SLC9A6,SLC30A7,ABCA3,SLC39A7,SLC25A19,SLC2A1,SLC7A6,SLC37A3,SLC25A1,SLC7A8,MFSD8,SLC37A4,SLC7A5,SLC30A5","10911,10973,14411,43,24215,27501,40,10984,20803,10922,11079,19306,33,4927,14409,11005,11064,20651,10979,11066,28486,4061,11063,19089"
"","KEGG Pathway H.sap","md:hsa_M00055","N-glycan precursor biosynthesis","10","7","1.308","10.5314","3.397","5.55219738441532e-7","6.25553510281282","0.00138804934610383","0.000173506168262979","0.00145770542085559","ALG8,ALG9,ALG3,ALG11,ALG1,ALG2,ALG5","23161,15672,23056,32456,18294,23159,20266"
"","DRSC COMPLEAT2 protein complex (literature)","HsC10878","N-glycan precursor biosynthesis","10","7","1.308","10.5314","3.397","5.55219738441532e-7","6.25553510281282","0.00138804934610383","0.000173506168262979","0.00145770542085559","ALG8,ALG11,ALG5,ALG9,ALG1,ALG2,ALG3","23161,32456,20266,15672,18294,23159,23056"
"","Direct GO Cellular Component","GO:0005783","endoplasmic reticulum","893","96","17.944","1.6174","0.694","6.97607945946811e-7","6.15638858131345","0.00174401986486703","0.000193779984985225","0.00162803511479856","SEC61A1,ENTPD5,PIGG,MGST2,ALG1,SLC39A7,SPCS3,MARCHF6,HPS6,UFL1,ALG2,YIPF6,CES3,TXNDC11,EXTL2,TMEM33,PRKCE,NCLN,PKMYT1,VKORC1,ERLIN1,TRAPPC9,PIGU,POM121C,USP25,ATP7A,INPP5K,FADS1,VAC14,TAP1,RDH14,PTDSS1,CYBC1,SACM1L,SLC37A3,REEP3,NSDHL,DHCR7,CLN6,MGST3,AGPAT3,USO1,RINT1,SEC23B,SCD5,CTDNEP1,G6PC3,PEDS1,RAB3GAP2,ATP1A1,RDH11,SLC37A4,TMEM63B,SCD,RGMA,SPTLC2,ALG8,KDELR1,ARB2A,GPAT4,ALG5,BNIP3,ZDHHC13,MAN1A1,BCAP29,TMBIM6,LDAH,ALG3,ALG9,TMEM131L,GHDC,ATP11C,DERL2,EPHX1,TMEM38B,PCSK6,AGPAT4,SGPL1,SLC30A5,SPTLC1,ICMT,LRRC8E,TIMM50,ALG11,SEC22A,ATP2A2,ERAP1,GGCX,AMBRA1,SOAT1,ATP13A1,SEC24C,DERL1,COPG1,ZDHHC18,KRTCAP2","18276,3367,25985,7063,18294,4927,26212,30550,18817,23039,23159,28304,1865,28030,3516,25541,9401,26923,29650,23663,16947,30832,15791,34005,12624,869,33882,3574,25507,43,19979,9587,28672,17059,20651,23711,13398,2860,2077,7064,326,30904,21876,10702,21088,19085,24861,16735,17168,799,17964,4061,17735,10571,30308,11278,23161,6304,25365,20880,20266,1084,18413,6821,24131,11723,26145,23056,15672,29146,24438,13554,17943,3401,25535,8569,20885,10817,19089,11277,5350,26272,23656,32456,20260,812,18173,4247,25990,11177,24215,10705,28454,2236,20712,28942"
"","PANTHER Pathway H.sap","P05913","Enkephalin release","15","8","1.495","8.0239","3.004","0.00000153470975486644","5.81397374642696","0.00383677438716611","0.000383677438716611","0.00322345129211483","PRKACB,CREM,GNB2,PRKACG,GNAI3,PRKACA,GNB4,GNB1","9381,2352,4398,9382,4387,9380,20731,4396"
